iso_partner,negative_misalignment,positive_misalignment,theoretical_profit,reported_profit,partner_jurisdiction,etr_average_corrected,cit,tax_revenue_current_usd,gvt_health_expenditure,region_tjn,ukt,oecd,oecd_oct,nld_oct,tax_revenue_loss,tax_revenue_gain,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,tax_revenue_loss_caused_pct_of_total,tax_revenue_loss_caused_usd,tax_revenue_loss_suffered_pct_of_total
ABW,1043.0348592995476,0.0,6257.253740416273,54.94457119,Aruba,0.1518484464085109,0.25,,,Caribbean/American isl.,0.0,0.0,1.0,1.0,260.7587148248869,0.0,,,0.0,0.0,0.0012168486211197932
AFG,13.99739147771754,0.0,6.716729780837559,-16.845342,Afghanistan,0.1632246056133859,0.2,1856301682.9265623,121528826.51,Asia,0.0,0.0,0.0,0.0,2.7994782955435085,0.0,0.023035508331129596,0.001508094466159173,0.0,0.0,1.3063959553852601e-05
AGO,210.31442896360943,0.0,433.36179163199324,1150.776980458,Angola,0.4151783578975761,0.3,6797015937.223995,1577680174.8600004,Africa,0.0,0.0,0.0,0.0,63.09432868908283,0.0,0.03999183718885336,0.009282651279886731,0.0,0.0,0.0002944340591544513
AIA,0.03361751559389947,0.0,0.0,-0.333326,Anguilla,0.0,0.0,,,Caribbean/American isl.,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
ALB,57.032037040745855,3.497938868687071,57.45542803627628,-34.014645439999995,Albania,0.0681972005773518,0.15,2459098973.291973,361229769.12,Europe,0.0,0.0,0.0,0.0,8.554805556111878,0.23854963863516726,0.0236824489215062,0.0034788374315246205,4.452689754330522e-06,0.9541677064027059,3.992159323186371e-05
AND,40.0911813867499,0.0,12.605154467450811,-137.690483,Andorra,-0.0283953210675186,0.0,,152619926.64000002,Europe,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,,0.0,0.0,0.0
ARE,2764.76560743724,0.0,7050.642105034785,12798.8055562764,United Arab Emirates,0.4091427688417129,0.0,256262586.2293749,8580208994.4400015,Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,737.7286841866526,0.0,13856.641416171791,13385.03327627,Argentina,0.2594726820747657,0.35,70410525281.14273,42451562034.56999,Latin America,0.0,0.0,0.0,0.0,258.2050394653284,0.0,0.006082344844108723,0.0036671369576400615,0.0,0.0,0.0012049317180082208
ARM,16.749138730070527,0.0,38.02351606178916,15.194673204,Armenia,0.2432396860217108,0.2,2395481235.5377045,158215051.32,Asia,0.0,0.0,0.0,0.0,3.3498277460141055,0.0,0.021172623704674383,0.0013983944838800555,0.0,0.0,1.563220342017521e-05
ASM,10.537328824095635,0.0,105.49209966027973,22.805509,American Samoa,0.1544002408409665,0.34,,,Oceania,0.0,0.0,1.0,0.0,3.5826918001925163,0.0,,,0.0,0.0,1.671887967345271e-05
ATG,-0.0,0.0,0.0,0.0,Antigua and Barbuda,0.1554332616136257,0.25,,40195956.44,Caribbean/American isl.,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,,0.0,0.0,-0.0
AUS,13770.036746972202,0.0,104395.68697663177,106640.45285538,Australia,0.258792834755894,0.3,293091212357.3097,101865790509.26996,Oceania,0.0,1.0,0.0,0.0,4131.01102409166,0.0,0.0405534674932477,0.014094626006922082,0.0,0.0,0.01927764934672412
