year,total_positive_misalignment,total_negative_misalignment,total_profits,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,369281.1047008353,369281.1047008354,2234653.761817554,0.1652520453103575,100913.42919891965,21283.914416431482,0.0681166735245041,0.011401907406978157
2017,696178.7951911397,696178.7951911398,4398804.655029767,0.15826544931816905,187964.31990418752,41720.88167247278,0.10281261353542694,0.24802723121973702
2018,591352.5117459113,591352.5117459116,5063961.381539216,0.11677666300965486,158098.84082676627,39772.92951877072,0.16548393140152962,0.026106976643835867
2019,809088.5607428912,809088.5607428912,5252345.950571461,0.15404327292166684,214239.26228989457,60741.978049428086,0.16382844935675894,0.021768537707226174
2020,659177.0711610194,659177.0711610194,3767972.070338205,0.17494213302431752,156339.16973099436,42250.33085894621,0.11043728630714998,0.0244695644924265
2021,929476.7522888633,929476.7522888633,7762091.416141,0.1197456590573062,222773.19449356286,53609.31487381581,0.17989164323300277,0.03344726459127265
