iso_partner,partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,oecd,oecd_oct,nld_oct
ABW,Aruba,-0.0,-0.0,-0.0,,,0.0,0.0,0.0,0.0,0.152084467209993,0.25,Caribbean/American isl.,0.0,0.0,1.0,1.0
AFG,Afghanistan,0.004952072721870298,0.0009904145443740597,9.802715462722201e-09,9.158570757958538e-06,5.75302305836281e-07,0.0,0.0,0.0,0.0,0.0413022426444994,0.2,Asia,0.0,0.0,0.0,0.0
AGO,Angola,1382.131898420953,414.63956952628587,0.004103931775578494,0.3423956996050217,0.08074723811344207,0.0,0.0,0.0,0.0,0.4476869049163801,0.3,Africa,0.0,0.0,0.0,0.0
ALB,Albania,10.06611095396061,1.5099166430940916,1.4944533386304859e-05,0.004417784509555681,0.000723690440746476,0.0,0.0,0.0,0.0,0.0832404803517497,0.15,Europe,0.0,0.0,0.0,0.0
AND,Andorra,0.0030090114344527618,0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,-0.0283953210675186,0.0,Europe,0.0,0.0,0.0,0.0
ARE,United Arab Emirates,127.26127992819094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3886867918141067,0.0,Asia,0.0,0.0,0.0,0.0
ARG,Argentina,33.3755925450379,11.681457390763264,0.00011561825666033177,0.0003250964808520608,0.00017319650213814514,0.0,0.0,0.0,0.0,0.2599237005905737,0.35,Latin America,0.0,0.0,0.0,0.0
ARM,Armenia,1.1895557654804507,0.23791115309609015,2.3547466588175386e-06,0.0013777856995865279,0.00010602380131787055,0.0,0.0,0.0,0.0,0.0971246744754968,0.2,Asia,0.0,0.0,0.0,0.0
ASM,American Samoa,0.15227341411457665,0.06700030221041373,6.631414110544691e-07,,,20.08745765384091,1.8273092546388603,5.513205784526971,5.456744138113196e-05,0.0909676717745046,0.44,Oceania,0.0,0.0,1.0,0.0
AUS,Australia,11400.475079505464,3420.142523851639,0.03385116282239474,0.036450684629533756,0.01272236082660463,0.0,0.0,0.0,0.0,0.2581802837052981,0.3,Oceania,0.0,1.0,0.0,0.0
AUT,Austria,217.4303104884251,54.35757762210628,0.0005380089273720278,0.0018332066245766293,0.0005402340684813184,700.5773405509357,64.42295266385699,192.28053211081235,0.0019031135558437789,0.0919569459857132,0.25,Europe,0.0,1.0,0.0,0.0
AZE,Azerbaijan,191.5643021351841,38.312860427036824,0.0003792049212752535,0.08681351231390164,0.006951140881058658,66.49029853563562,5.95320824585613,18.24893447536398,0.00018062044138589703,0.0895349904718129,0.2,Asia,0.0,0.0,0.0,0.0
BEL,Belgium,20437.567031600072,6946.7290340408645,0.06875586440460717,0.17609048188405113,0.06388159710967906,0.0,0.0,0.0,0.0,0.1678086003050051,0.3399,Europe,0.0,1.0,0.0,0.0
BEN,Benin,0.25434005200401455,0.07630201560120436,7.552059412086991e-07,0.0013713178509315897,,0.0,-0.0,0.0,0.0,-0.0177786872300447,0.3,Africa,0.0,0.0,0.0,0.0
BFA,Burkina Faso,-0.0,-0.0,-0.0,-0.0,-0.0,34.53891671918942,4.39974038833087,9.479554791301343,9.382473112926737e-05,0.1273850139569208,0.275,Africa,0.0,0.0,0.0,0.0
BGD,Bangladesh,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.389694331925544,0.25,Asia,0.0,0.0,0.0,0.0
BGR,Bulgaria,4.7770551092833875,0.4777055109283388,4.728132502904998e-06,0.0002153825063293257,4.353634635028415e-05,371.30625328031897,16.52478021782774,101.9087541436419,0.0010086508984598857,0.044504449014362,0.1,Europe,0.0,0.0,0.0,0.0
BHR,Bahrain,-0.0,-0.0,-0.0,-0.0,-0.0,157.59684848789882,3.031714401761163,43.25404795766026,0.00042811076144671893,0.0192371511921062,0.0,Asia,0.0,0.0,0.0,0.0
BHS,Bahamas,134.19410654861653,0.0,0.0,0.0,0.0,18315.396702067104,83.52490913364129,5026.845745431348,0.04975364992100556,0.0045603658218451,0.0,Caribbean/American isl.,0.0,0.0,0.0,0.0
BIH,Bosnia and Herzegovina,1.4811508222275929,0.1481150822227593,1.4659821132625127e-06,0.00013354455516242654,4.3893918749497584e-05,96.26861265075902,2.8792898881370848,26.421893764792422,0.0002615130280888853,0.0299089164043789,0.1,Europe,0.0,0.0,0.0,0.0
BLR,Belarus,7.824302899139489,1.408374521845108,1.3939511269314335e-05,0.0007038203696677764,0.00021403104138321865,0.0,0.0,0.0,0.0,0.2038111494822799,0.18,Europe,0.0,0.0,0.0,0.0
BLZ,Belize,8.003535493217866e-05,2.0008838733044665e-05,1.980392492756582e-10,2.6660754590639007e-07,4.327766780763334e-08,0.0,0.0,0.0,0.0,0.4386444782223862,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
BMU,Bermuda,276.4018876203292,0.0,0.0,,,24338.11908085489,272.5036862949162,6679.842776192175,0.06611433408635559,0.0111965795462508,0.0,Caribbean/American isl.,1.0,0.0,1.0,0.0
BOL,Bolivia,431.8697043816244,107.9674260954061,0.0010686171394268492,0.07181535961609858,,0.0,-0.0,0.0,0.0,-0.0283953210675186,0.25,Latin America,0.0,0.0,0.0,0.0
BRA,Brazil,9935.517279190231,3378.075874924679,0.033434804447769056,0.047644418809565485,0.013721010187940006,0.0,0.0,0.0,0.0,0.2161958625087746,0.34,Latin America,0.0,0.0,0.0,0.0
BRB,Barbados,-0.0,-0.0,-0.0,-0.0,-0.0,906.6663666119731,9.759712658610017,248.84374833195454,0.0024629529861327553,0.0107643925240991,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
BRN,Brunei Darussalam,17.217659860301925,3.185267074155856,3.152646230620654e-05,0.011538756277490564,,0.0,0.0,0.0,0.0,0.0957844430240283,0.185,Asia,0.0,0.0,0.0,0.0
BWA,Botswana,0.8899472715272001,0.19578839973598403,1.937832985607591e-06,0.00033828935307998406,6.0013926550544496e-05,0.0,0.0,0.0,0.0,0.186843735564463,0.22,Africa,0.0,0.0,0.0,0.0
CAF,Central African Republic,6.62318617170361,1.986955851511083,1.966607110123149e-05,0.18159630044483013,0.015992917873478108,0.0,0.0,0.0,0.0,0.3596602863227537,0.3,Africa,0.0,0.0,0.0,0.0
