year,total_positive_misalignment,total_negative_misalignment,total_profits,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,368121.6700914741,368121.6700914741,2234653.761817554,0.16473320224429872,101034.71309969277,21333.884009181624,0.06471687874208919,0.011005160098452546
2017,681333.1256924826,681333.1256924826,4398804.655029767,0.15489051665738768,184254.91636544882,39938.065247375875,0.09557298687190381,0.2829112858631178
2018,582823.0494696021,582823.0494696018,5063961.381539216,0.11509231717174946,155809.7904924272,38756.87638038561,0.15455307926784845,0.024524339245290683
2019,794524.9674921101,794524.96749211,5252345.950571461,0.15127049416949867,210700.3826484062,58771.87440496958,0.14291341874388583,0.01949193268019988
2020,676118.8772502542,676118.8772502542,3767972.070338205,0.17943839939067469,162814.33556389812,44147.94071058961,0.11495923595825808,0.022791949884542022
2021,949869.1041082006,949869.1041082004,7762091.416141,0.12237283139090334,229149.1055296006,55430.78699648736,0.16348051943610198,0.02938864580858555
