iso_partner,negative_misalignment,positive_misalignment,theoretical_profit,reported_profit,partner_jurisdiction,etr_average_corrected,cit,tax_revenue_current_usd,gvt_health_expenditure,region_tjn,ukt,oecd,oecd_oct,nld_oct,tax_revenue_loss,tax_revenue_gain,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,tax_revenue_loss_caused_pct_of_total,tax_revenue_loss_caused_usd,tax_revenue_loss_suffered_pct_of_total
ABW,44.3113095613909,0.0,34.379429866694174,-12.342131,Aruba,0.2482157890742018,0.25,,,Caribbean/American isl.,0.0,0.0,1.0,1.0,11.077827390347725,0.0,,,0.0,0.0,5.528237174215903e-05
AFG,16.427481815432795,0.8433615219720615,12.070317863968125,-7.4618944769999995,Afghanistan,0.0682932256976626,0.2,,238944014.08000004,Asia,0.0,0.0,0.0,0.0,3.2854963630865592,0.05759587876476223,0.013750067670607363,,1.031116589323523e-06,0.2066215908594798,1.639581705885033e-05
AGO,1169.8072534146115,0.0,283.14011715801746,-1034.2585985670003,Angola,0.3510789275793332,0.3,,971570187.3100004,Africa,0.0,0.0,0.0,0.0,350.94217602438346,0.0,0.3612113469599575,,0.0,0.0,0.001751328591009324
AIA,0.48969277207152667,0.0,0.0,-0.849862,Anguilla,0.0,0.0,,,Caribbean/American isl.,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
ALB,1.393489105453871,29.89110894167845,12.298041551226072,39.368571489,Albania,0.094658183881579,0.15,2575126921.9287825,453366123.3900001,Europe,0.0,0.0,0.0,0.0,0.20902336581808065,2.829438086625709,0.00046104760597269424,8.117012176686078e-05,3.6545677624669216e-05,7.3232514422068,1.0431023164362304e-06
AND,-0.0,3104.0847345645284,-3076.997373358528,27.087361206,Andorra,-0.0283953210675186,0.0,,184464670.96,Europe,0.0,0.0,0.0,0.0,-0.0,-88.14148265874303,-0.0,,0.003795137887001466,760.4934649124244,-0.0
ARE,895.2538196640285,0.0,6903.364545118427,11571.750135051,United Arab Emirates,0.245154294265187,0.0,2383714458.361223,12414333487.12,Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,5340.741657464283,0.0,5702.677549523617,110.50348886599994,Argentina,0.2446856253439433,0.3,41914163942.44578,25792836461.36,Latin America,0.0,0.0,0.0,0.0,1602.2224972392848,0.0,0.062118894897021465,0.03822627833968891,0.0,0.0,0.007995670683875156
ARM,24.798367223505018,0.0,90.97360610938539,15.065692611,Armenia,0.4476869049163801,0.18,2763528314.404662,297931591.84000003,Asia,0.0,0.0,0.0,0.0,4.463706100230903,0.0,0.014982318835889259,0.0016152199624531456,0.0,0.0,2.227551046658455e-05
ATG,0.010879833881256018,0.0,0.08082124287890076,0.04626285,Antigua and Barbuda,0.1574408279950119,0.25,,50540576.48,Caribbean/American isl.,0.0,0.0,0.0,0.0,0.0027199584703140045,0.0,5.3817321838233306e-05,,0.0,0.0,1.3573578101618459e-08
AUS,10654.769265477236,0.0,96071.07776896429,90039.65660720199,Australia,0.2297548137994101,0.3,300101022270.7877,112703527760.03,Oceania,0.0,1.0,0.0,0.0,3196.430779643171,0.0,0.02836140840639042,0.010651182576642345,0.0,0.0,0.015951347532484554
AUT,2247.0181797021164,2277.3164490567647,8820.779083122105,7800.497778897,Austria,0.0995598149824827,0.25,106285791076.905,38026159604.30001,Europe,0.0,1.0,0.0,0.0,561.7545449255291,226.729204324656,0.014772844556777322,0.005285321200827884,0.0027843086370254832,557.9371779901503,0.002803358680916013
AZE,2.8017395813739854,142.4075652172929,149.63944644414656,218.278354052,Azerbaijan,0.144846744550666,0.2,6483176471.694301,993967534.3,Asia,0.0,0.0,0.0,0.0,0.5603479162747971,20.627272221111536,0.0005637487110375503,8.643107568046144e-05,0.0001741113379199041,34.88951879950356,2.7963390943822227e-06
BEL,4055.0891031516417,7107.378917302419,23998.615539342292,24686.040258320998,Belgium,0.1452920016480477,0.25,115799496559.85,45816043426.68001,Europe,0.0,1.0,0.0,0.0,1013.7722757879104,1032.6453093660025,0.022127014904948374,0.008754548213980798,0.008689673547237741,1741.291131352803,0.005059090906293915
BEN,69.02052743363026,0.0,108.58915249662786,13.429054015999998,Benin,0.3659978124692479,0.3,,43293091.18,Africa,0.0,0.0,0.0,0.0,20.706158230089077,0.0,0.4782785813098661,,0.0,0.0,0.00010333123060078835
BFA,23.059982346135424,0.0,68.68501831644298,165.56828123300002,Burkina Faso,0.2748334412207109,0.275,2380750080.809563,506744562.5800001,Africa,0.0,0.0,0.0,0.0,6.341495145187242,0.0,0.01251418488419618,0.002663654281188072,0.0,0.0,3.16463580505684e-05
BGD,251.63561290078167,0.0,839.4807173432281,578.953261031,Bangladesh,0.3095733568727042,0.25,26184308092.380222,1530763580.9,Asia,0.0,0.0,0.0,0.0,62.90890322519542,0.0,0.04109642012008715,0.0024025421257360723,0.0,0.0,0.00031393821653305216
BGR,793.9696865004552,974.6200208284421,1975.7148069455366,1775.560165228,Bulgaria,0.0783354939900926,0.1,14269526952.075851,3563687215.94,Europe,0.0,0.0,0.0,0.0,79.39696865004552,76.34734078423034,0.02227944368824267,0.005564092553081817,0.0011915967773976006,238.7796146025063,0.0003962196359853724
BHR,335.3434385346431,1027.4341904062667,754.1515505576915,1312.602903536,Bahrain,0.0316640506505648,0.0,1011759266.4366196,1028201155.38,Asia,0.0,0.0,0.0,0.0,0.0,32.53272824514607,0.0,0.0,0.0012561688084711793,251.71896202800335,0.0
BHS,317.2796516630188,5969.032446643647,717.0866323029243,5951.740895902,Bahamas,0.0016018592633161,0.0,1858260966.59364,449764174.18,Caribbean/American isl.,0.0,0.0,0.0,0.0,0.0,9.56154991769049,0.0,0.0,0.007297900387431397,1462.3989213231146,0.0
BIH,75.71335338898835,118.03891922018248,146.45288204417213,150.01754472,Bosnia and Herzegovina,0.0517698572180163,0.1,3792512259.152961,1365947957.1799998,Europe,0.0,0.0,0.0,0.0,7.571335338898836,6.110857994197807,0.005542916404026008,0.001996390471942695,0.00014431757274050905,28.919257800115393,3.778370614027168e-05
BLR,69.8533516279558,0.0,198.53350659533064,221.199821685,Belarus,0.2107610092834089,0.18,7378669189.884304,2786792506.9700003,Europe,0.0,0.0,0.0,0.0,12.573603293032043,0.0,0.004511854851620425,0.0017040475686685712,0.0,0.0,6.274683535775996e-05
BLZ,0.3987542678961985,0.0,-11.718322881562392,-0.48881465,Belize,0.4476869049163801,0.0,,77951133.0,Caribbean/American isl.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
BMU,578.9505634185385,67462.92128724861,1543.7534741334402,67427.45028064,Bermuda,0.0127337049758035,0.0,,,Caribbean/American isl.,1.0,0.0,1.0,0.0,0.0,859.0529364776776,,,0.08248199080846079,16528.257167583874,0.0
BOL,447.70289095717794,174.8038826457334,469.15567265970884,104.77270161800001,Bolivia,-0.0283953210675186,0.25,,2125403138.9700005,Latin America,0.0,0.0,0.0,0.0,111.92572273929449,-4.963612371574443,0.05266093791201194,,0.0002137199511458729,42.82654043335849,0.0005585499027882288
BRA,8280.209335098103,0.0,38485.30769680639,46850.338415315004,Brazil,0.1521434608534556,0.34,187751803965.0858,66853558942.63001,Latin America,0.0,0.0,0.0,0.0,2815.2711739333554,0.0,0.042111014259529005,0.01499464247202057,0.0,0.0,0.014049223020750005
BRB,145.5003316131712,11335.654876054283,-2782.324342486716,8340.260887989,Barbados,0.0165374790178836,0.055,,171701405.35,Caribbean/American isl.,0.0,0.0,0.0,0.0,8.002518238724416,187.46315466671763,0.04660717961167472,,0.01385927800715203,2777.2088041763254,3.9935465011130164e-05
BRN,106.73899396720263,93.28455502294099,154.6159884576035,123.20918964100001,Brunei Darussalam,0.0497734492675151,0.185,,270347960.29,Asia,0.0,0.0,0.0,0.0,19.746713883932486,4.643094066877074,0.07304184526767042,,0.00011405221806527222,22.854496748189636,9.854325574424236e-05
BWA,23.807943922567308,0.0,261.6788193398354,325.093646115,Botswana,0.1927830778431362,0.22,3332351917.3283896,670350487.92,Africa,0.0,0.0,0.0,0.0,5.237747662964808,0.0,0.007813446484117251,0.0015717870719860855,0.0,0.0,2.6138258269662055e-05
