year,total_positive_misalignment,total_negative_misalignment,total_profits,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,380850.337121252,380850.3371212522,2234653.761817554,0.170429237687134,104557.1013277455,21889.855768502886,0.07495335914453417,0.012016569649911076
2017,762875.0175595114,762875.0175595114,4398804.655029767,0.17342780082020917,208408.53923569413,46986.705549712126,0.11385553698364209,0.21657168956868142
2018,657029.0894104887,657029.0894104887,5063961.381539216,0.12974607030095112,177063.30017265992,44876.29951460535,0.19515806744731623,0.02884450687716431
2019,871375.8587785695,871375.8587785695,5252345.950571461,0.16590222102254382,230750.42171322383,65652.88955059534,0.33614587505114596,0.02441417348598479
2020,706320.577046009,706320.577046009,3767972.070338205,0.18745377191254264,167381.32742743066,46093.394896937694,0.1770393503247092,0.028086142513348768
2021,993634.9769663299,993634.9769663299,7762091.416141,0.1280112438382393,240439.79106312562,57893.331755591214,0.2059179231950619,0.036111825196403685
