year,total_positive_misalignment,total_negative_misalignment,total_profits,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,391467.6700272411,391467.670027241,2234653.761817554,0.17518045825087514,107773.00511322486,23044.796327022093,0.06588150688332467,0.01067214683307224
2017,785578.843728132,785578.8437281323,4398804.655029767,0.17858916349692183,214290.18392191315,47105.42500726593,0.13923923695633372,0.18242969627498506
2018,704731.1930131963,704731.1930131963,5063961.381539216,0.139165988820987,187756.3074787144,45671.12628674577,0.22801567401838527,0.02668915649799627
2019,898450.1407148027,898450.1407148028,5252345.950571461,0.17105692373843928,234335.15158076206,65514.35108710334,0.3725654628358367,0.02889693811162864
2020,817910.9236573911,817910.9236573912,3767972.070338205,0.21706926388761083,200386.25408503655,55050.80369182067,0.2512204578336997,0.028503441399474312
2021,1133582.2020903185,1133582.2020903185,7762091.416141,0.14604082087117315,275917.208313492,69099.39790703706,0.38785471230764634,0.05364485850697047
