iso_partner,negative_misalignment,positive_misalignment,theoretical_profit,reported_profit,partner_jurisdiction,etr_average_corrected,cit,tax_revenue_current_usd,gvt_health_expenditure,region_tjn,ukt,oecd,oecd_oct,nld_oct,tax_revenue_loss,tax_revenue_gain,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,tax_revenue_loss_caused_pct_of_total,tax_revenue_loss_caused_usd,tax_revenue_loss_suffered_pct_of_total
ABW,-0.0,0.0,16.06507149056359,163.85505669,Aruba,0.152084467209993,0.25,,,Caribbean/American isl.,0.0,0.0,1.0,1.0,-0.0,0.0,,,0.0,0.0,-0.0
AFG,0.0017246668688559617,0.0,0.0,-0.01028,Afghanistan,0.0413022426444994,0.2,1721554970.885013,108140731.84,Asia,0.0,0.0,0.0,0.0,0.00034493337377119234,0.0,3.1896711618480604e-06,2.0036152176649334e-07,0.0,0.0,3.20055447473892e-09
AGO,853.8716099236874,0.0,297.86861053131616,-517.7839894,Angola,0.4476869049163801,0.3,5135030983.273475,1210995260.76,Africa,0.0,0.0,0.0,0.0,256.16148297710623,0.0,0.21152971549727093,0.0498850900435675,0.0,0.0,0.002376861280874431
ALB,19.234259599171164,0.0,26.06477605082079,-2.2941690650000006,Albania,0.0832404803517497,0.15,2086412308.4680169,341781415.51,Europe,0.0,0.0,0.0,0.0,2.8851389398756746,0.0,0.008441474020963144,0.0013828230058679706,0.0,0.0,2.6770515834132922e-05
AND,0.008656854891865332,0.0,0.128701139675508,-0.00199635,Andorra,-0.0283953210675186,0.0,,143799721.59000003,Europe,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,,0.0,0.0,0.0
ARE,175.7089195701611,0.0,1593.199048350626,3927.97523475283,United Arab Emirates,0.3886867918141067,0.0,155295681.65058425,10972704170.910002,Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,135.16814725000475,0.0,4521.013722537207,7363.975815430001,Argentina,0.2599237005905737,0.35,67446266215.272,35932278811.96,Latin America,0.0,0.0,0.0,0.0,47.30885153750166,0.0,0.0013166115009036106,0.0007014302524398217,0.0,0.0,0.00043896754560940023
ARM,3.8443424290238597,0.0,5.034639504967665,0.32755064999999994,Armenia,0.0971246744754968,0.2,2243940984.37206,172676456.98999998,Asia,0.0,0.0,0.0,0.0,0.768868485804772,0.0,0.004452653819792576,0.0003426420263097653,0.0,0.0,7.134147229141556e-06
ASM,0.0006727430536412638,20.294925720398503,2.202111989601497,22.493027777000002,American Samoa,0.0909676717745046,0.44,,,Oceania,0.0,0.0,1.0,0.0,0.00029600694360215607,1.8461821416211623,,,5.184317192524797e-05,5.587294432985545,2.746577802958869e-09
AUS,11371.837213591472,0.0,65634.73162841353,53395.753400484,Australia,0.2581802837052981,0.3,268829234641.6977,93829308245.16002,Oceania,0.0,1.0,0.0,0.0,3411.5511640774416,0.0,0.03635912091735387,0.012690402398475903,0.0,0.0,0.031654969261489106
