year,iso_responsible,iso_affected,shifted_profit_musd
2016,NLD,DEU,251.74696259674522
2016,PRI,DEU,222.9148107560378
2016,ASM,DEU,218.12726669225708
2016,NLD,LUX,216.56578478420556
2016,IRL,DEU,213.3667973164683
2016,NLD,ESP,203.28618360017754
2016,NLD,FRA,198.48369385170986
2016,SGP,DEU,195.77631049737096
2016,BMU,DEU,193.28545566684667
2016,PRI,LUX,191.762873456127
2016,ASM,LUX,187.64437992330755
2016,CYM,DEU,183.74789951503524
2016,IRL,LUX,183.54917744032753
2016,PRI,ESP,180.00416243010753
2016,ASM,ESP,176.13821087500324
2016,PRI,FRA,175.75169367181584
2016,IRL,ESP,172.2941221854417
2016,ASM,FRA,171.97707243922858
2016,BHS,DEU,168.68705028101073
2016,SGP,LUX,168.4169289976077
2016,IRL,FRA,168.22379757772399
2016,BMU,LUX,166.27416657619926
2016,SGP,ESP,158.08976835237675
2016,CYM,LUX,158.06946646131024
2016,BMU,ESP,156.07839801775057
2016,SGP,FRA,154.3550113787147
2016,BMU,FRA,152.39115822032417
2016,CYM,ESP,148.37680205418835
2016,BHS,LUX,145.11334337549675
2016,CYM,FRA,144.87150691727362
2016,BHS,ESP,136.2151357088162
2016,BHS,FRA,132.99715118452437
2016,NLD,POL,119.77557625102949
2016,PRI,POL,106.05788303377453
2016,ASM,POL,103.78007660802207
2016,IRL,POL,101.51515171348095
2016,TLS,DEU,101.08717451960388
2016,SGP,POL,93.14599137263335
2016,BMU,POL,91.96089833474196
2016,CYM,POL,87.42314235815988
2016,TLS,LUX,86.96042667463348
2016,IMN,DEU,85.54054356094304
2016,TLS,ESP,81.62809873472953
2016,BHS,POL,80.25752702271399
2016,TLS,FRA,79.69969366352477
2016,IMN,LUX,73.58640897215996
2016,IMN,ESP,69.07416266008077
2016,IMN,FRA,67.44233529147088
2016,NPL,DEU,59.18331684157631
2016,HKG,DEU,58.723978800875344
2016,LBR,DEU,53.93362935657535
2016,COD,DEU,53.78913000995078
2016,NLD,CZE,51.01062127946216
2016,NPL,LUX,50.912556504044076
2016,HKG,LUX,50.517410114830284
2016,NLD,ROU,48.62406145606976
2016,TLS,POL,48.095017531824155
2016,NPL,ESP,47.79064855211765
2016,HKG,ESP,47.41973215132653
2016,NPL,FRA,46.66162888300146
2016,LBR,LUX,46.396503248290706
2016,HKG,FRA,46.29947511516843
2016,COD,LUX,46.2721974212024
2016,PRI,CZE,45.16846150502963
2016,ASM,CZE,44.1983779156302
2016,LBR,ESP,43.55151524575515
2016,COD,ESP,43.43483172987463
2016,IRL,CZE,43.2337803771494
2016,PRI,ROU,43.0552303228062
2016,LBR,FRA,42.52264204938811
2016,COD,FRA,42.40871509757361
2016,ASM,ROU,42.130532624849046
2016,IRL,ROU,41.211064309917
2016,IMN,POL,40.698278112892346
2016,SGP,CZE,39.669480526240505
2016,BMU,CZE,39.16476717791892
2016,GIB,DEU,38.7026540001343
2016,SGP,ROU,37.813522177485986
2016,MHL,DEU,37.648679278890995
2016,BMU,ROU,37.33242211928363
2016,CYM,CZE,37.232204974294746
2016,IRN,DEU,35.962424432147444
2016,CYM,ROU,35.49027589561995
2016,BHS,CZE,34.18047688788869
2016,GBR,DEU,34.118768292067166
2016,GIB,LUX,33.294028854666394
2016,BHS,ROU,32.58132457727234
2016,MHL,LUX,32.387345173980265
2016,GIB,ESP,31.252471711001952
2016,IRN,LUX,30.936741359482014
2016,NLD,SVK,30.907051659800928
2016,GIB,FRA,30.51415456446356
2016,MHL,ESP,30.40138498295345
2016,MHL,FRA,29.68317414769566
2016,LIE,DEU,29.366033120000917
2016,GBR,LUX,29.3507327946507
2016,IRN,ESP,29.03973076938944
2016,IRN,FRA,28.353688034716686
2016,NPL,POL,28.158098934055257
2016,NLD,PRT,28.08261870639077
2016,HKG,POL,27.939556164158546
2016,GBR,ESP,27.55097469177073
2016,PRI,SVK,27.36731955256044
2016,GBR,FRA,26.900102747724823
2016,ASM,SVK,26.779551302343794
2016,IRL,SVK,26.195107019859705
2016,LBR,POL,25.660415001077645
2016,COD,POL,25.59166544266657
2016,LIE,LUX,25.262183674561616
2016,PRI,PRT,24.866364105836485
2016,ASM,PRT,24.33230890574035
2016,SGP,SVK,24.035517568487638
2016,IRL,PRT,23.801273913441882
2016,BMU,SVK,23.729714558473194
2016,LIE,ESP,23.713131387423466
2016,LIE,FRA,23.15292572870467
2016,CYM,SVK,22.558785870191574
2016,SGP,PRT,21.839037987712818
2016,BMU,PRT,21.561180706985137
2016,SWZ,DEU,20.86249384365776
2016,BHS,SVK,20.7097607994816
2016,CYM,PRT,20.497257035218162
2016,TLS,CZE,20.48294653663908
2016,TLS,ROU,19.52464067713529
2016,CHL,DEU,19.298019976769513
2016,CPV,DEU,19.114198251992892
2016,MUS,DEU,19.020600495980815
2016,BHS,PRT,18.817204644234458
2016,GIB,POL,18.41385746026169
2016,SWZ,LUX,17.9469984670465
2016,MHL,POL,17.912399852635456
2016,VGB,DEU,17.68047972658218
2016,IMN,CZE,17.332786169961185
2016,IRN,POL,17.11011749779996
2016,SWZ,ESP,16.846506150911615
2016,CHL,LUX,16.601156963092585
2016,IMN,ROU,16.521862286598576
2016,SWZ,FRA,16.44851957034609
2016,CPV,LUX,16.44302398831504
2016,MUS,LUX,16.362506347602665
2016,GBR,POL,16.232947126769158
2016,CHL,ESP,15.58319032592046
2016,NLD,AUT,15.446301955705955
2016,CPV,ESP,15.434753909817603
2016,MUS,ESP,15.359173531738866
2016,CHL,FRA,15.215048672300535
2016,VGB,LUX,15.209665005896717
2016,CPV,FRA,15.070118959673577
2016,MUS,FRA,14.996324113619105
2016,VGB,ESP,14.277023288636371
2016,LIE,POL,13.971701993438082
2016,VGB,FRA,13.939738891005277
2016,PRI,AUT,13.677263240121913
2016,ASM,AUT,13.38351649349737
2016,IRL,AUT,13.091430953831457
