hq_iso3,market_iso3,n_groups,n_entities
AFG,AFG,1,1
AGO,AGO,1,1
ARE,ARE,51,652
ARE,AUS,2,38
ARE,AUT,1,1
ARE,BEL,1,2
ARE,BGD,1,13
ARE,BGR,1,1
ARE,BHR,9,19
ARE,BMU,1,1
ARE,BRA,1,2
ARE,BRB,1,2
ARE,CAN,3,3
ARE,CHE,2,2
ARE,CHN,3,5
ARE,COG,1,1
ARE,CUW,1,1
ARE,CYM,10,25
ARE,CYP,2,7
ARE,CZE,1,2
ARE,DEU,4,10
ARE,DJI,2,2
ARE,DZA,1,5
ARE,EGY,12,42
ARE,ESP,1,1
ARE,FRA,4,14
ARE,GBR,7,16
ARE,GEO,1,1
ARE,GRC,1,1
ARE,HKG,4,7
ARE,HUN,1,1
ARE,IDN,2,2
ARE,IND,8,307
ARE,IRL,1,3
ARE,IRN,2,4
ARE,IRQ,2,2
ARE,ISR,1,1
ARE,ITA,3,6
ARE,JOR,5,8
ARE,KEN,2,2
ARE,KWT,3,4
ARE,LBN,2,3
ARE,LBY,2,2
ARE,MAR,3,7
ARE,MDV,1,1
ARE,MLT,1,1
ARE,MUS,2,4
ARE,MYS,1,1
ARE,NGA,1,1
ARE,NLD,3,24
ARE,NPL,1,1
ARE,NZL,1,20
ARE,OMN,3,3
ARE,PAK,3,4
ARE,POL,1,1
ARE,PRT,1,1
ARE,PSE,1,3
ARE,QAT,4,4
ARE,ROU,1,3
ARE,RUS,1,1
ARE,SAU,11,23
ARE,SDN,2,2
ARE,SGP,2,4
ARE,SVK,1,1
ARE,SYR,3,6
ARE,THA,2,5
ARE,TUR,3,5
ARE,USA,6,169
ARE,VGB,7,9
ARE,YY,5,49
ARE,ZAF,1,23
ARG,ARG,40,125
ARG,BHS,1,1
ARG,BMU,1,4
ARG,BOL,2,3
ARG,BRA,4,12
ARG,CHL,3,3
ARG,CHN,1,1
ARG,ECU,1,1
ARG,ESP,1,1
ARG,GBR,1,1
ARG,HKG,1,1
ARG,ISR,1,113
ARG,NLD,1,1
ARG,PRY,3,4
ARG,URY,4,18
ARG,USA,3,32
ARG,YY,1,7
ATG,ATG,1,1
ATG,CHN,1,5
ATG,HKG,1,1
ATG,SGP,1,1
AUS,ABW,1,1
AUS,ALB,1,3
AUS,ARE,9,14
AUS,ARG,9,23
AUS,AUS,152,44386
AUS,AUT,7,12
AUS,BEL,19,77
AUS,BFA,3,5
AUS,BGD,4,6
AUS,BGR,4,6
AUS,BHR,1,1
AUS,BHS,2,2
AUS,BIH,1,1
AUS,BMU,16,45
AUS,BOL,3,3
AUS,BRA,30,259
AUS,BRB,2,3
AUS,BWA,6,11
AUS,CAN,40,462
AUS,CHE,13,77
AUS,CHL,14,47
AUS,CHN,43,181
AUS,CIV,4,7
AUS,CMR,1,1
AUS,COD,2,4
AUS,COL,10,16
AUS,CRI,2,2
AUS,CUW,2,3
AUS,CYM,12,84
AUS,CYP,2,4
AUS,CZE,11,24
AUS,DEU,26,423
AUS,DNK,12,95
AUS,DOM,1,1
AUS,ECU,5,14
AUS,EGY,3,7
AUS,ESP,18,205
AUS,ETH,1,1
AUS,FIN,9,11
AUS,FJI,9,18
AUS,FRA,28,498
AUS,GBR,69,1723
AUS,GEO,1,1
AUS,GHA,6,15
AUS,GIB,2,3
AUS,GIN,4,4
AUS,GRC,2,2
AUS,GTM,1,4
AUS,HKG,45,130
AUS,HND,1,1
AUS,HRV,2,2
AUS,HUN,6,12
AUS,IDN,23,53
AUS,IND,25,63
AUS,IRL,20,124
AUS,ISR,3,4
AUS,ITA,17,79
AUS,JAM,1,1
AUS,JOR,1,1
AUS,JPN,18,37
AUS,KAZ,2,3
AUS,KGZ,1,1
AUS,KHM,1,1
AUS,KIR,1,1
AUS,KOR,10,28
AUS,LAO,1,1
AUS,LBR,3,4
AUS,LBY,1,1
AUS,LCA,1,1
AUS,LKA,2,5
AUS,LSO,1,1
AUS,LTU,1,1
AUS,LUX,12,284
AUS,MAC,4,6
AUS,MAR,2,3
AUS,MDG,1,2
AUS,MEX,19,71
AUS,MLI,3,9
AUS,MLT,5,8
AUS,MNG,5,6
AUS,MOZ,3,3
AUS,MRT,3,3
AUS,MUS,5,11
AUS,MYS,21,59
AUS,NAM,6,9
AUS,NLD,30,222
AUS,NOR,13,45
AUS,NPL,1,1
AUS,NZL,80,540
AUS,OMN,2,2
AUS,PAK,1,1
AUS,PAN,6,10
AUS,PER,7,10
AUS,PHL,15,33
AUS,PNG,17,69
AUS,POL,9,13
AUS,PRT,8,15
AUS,PRY,1,1
AUS,QAT,2,2
AUS,ROU,6,19
AUS,RUS,7,18
AUS,SAU,5,6
AUS,SEN,2,3
AUS,SGP,66,272
AUS,SLB,3,3
AUS,SLE,1,2
AUS,SRB,2,2
AUS,SVK,6,8
AUS,SVN,1,4
AUS,SWE,15,239
AUS,SWZ,1,1
AUS,THA,15,29
AUS,TLS,1,1
AUS,TON,1,1
AUS,TTO,1,3
AUS,TUR,8,21
AUS,TWN,11,22
AUS,TZA,6,8
AUS,UKR,4,5
AUS,URY,2,3
AUS,USA,80,5546
AUS,VEN,3,3
AUS,VGB,12,44
AUS,VNM,12,18
AUS,VUT,6,9
AUS,WSM,3,5
AUS,YY,37,187
AUS,ZAF,21,144
AUS,ZMB,5,6
AUS,ZWE,1,1
AUT,AGO,1,1
AUT,ALB,5,14
AUT,ARE,10,25
AUT,ARG,5,5
AUT,AUS,12,107
AUT,AUT,144,5004
AUT,AZE,1,1
AUT,BEL,20,132
AUT,BGR,19,128
AUT,BIH,9,28
AUT,BLR,3,9
AUT,BRA,18,186
AUT,BRN,1,1
AUT,CAN,10,119
AUT,CHE,19,118
AUT,CHL,7,18
AUT,CHN,13,109
AUT,CIV,1,1
AUT,COD,1,1
AUT,COL,7,7
AUT,CRI,1,1
AUT,CYM,3,4
AUT,CYP,5,42
AUT,CZE,29,748
AUT,DEU,36,1759
AUT,DNK,11,42
AUT,ECU,4,5
AUT,EGY,2,2
AUT,ESP,20,72
AUT,EST,6,20
AUT,FIN,14,65
AUT,FRA,23,148
AUT,GBR,23,199
AUT,GIB,1,1
AUT,GRC,6,8
AUT,HKG,13,23
AUT,HRV,22,90
AUT,HUN,19,1193
AUT,IDN,5,8
AUT,IND,11,27
AUT,IRL,9,17
AUT,IRN,3,3
AUT,ISL,1,1
AUT,ISR,1,1
AUT,ITA,26,402
AUT,JPN,6,8
AUT,KAZ,1,4
AUT,KEN,2,2
AUT,KOR,7,13
AUT,KV,3,109
AUT,LBN,3,3
AUT,LBY,1,2
AUT,LIE,3,4
AUT,LKA,2,3
AUT,LTU,4,7
AUT,LUX,6,19
AUT,LVA,8,11
AUT,MAR,1,1
AUT,MDA,5,37
AUT,MEX,7,22
AUT,MKD,5,11
AUT,MLT,3,15
AUT,MNE,6,12
AUT,MUS,1,1
AUT,MYS,9,19
AUT,NAM,1,1
AUT,NLD,15,111
AUT,NOR,13,39
AUT,NPL,1,1
AUT,NZL,4,11
AUT,OMN,2,2
AUT,PAK,4,5
AUT,PAN,1,1
AUT,PER,3,3
AUT,PHL,3,4
AUT,POL,25,163
AUT,PRT,7,13
AUT,QAT,1,1
AUT,ROU,25,368
AUT,RUS,19,104
AUT,SAU,6,9
AUT,SGP,14,26
AUT,SMR,1,1
AUT,SRB,22,187
AUT,SVK,27,425
AUT,SVN,21,39
AUT,SWE,17,92
AUT,THA,8,11
AUT,TUN,2,3
AUT,TUR,18,50
AUT,TWN,4,10
AUT,UKR,16,73
AUT,URY,2,5
AUT,USA,21,1553
AUT,UZB,1,1
AUT,VEN,1,2
AUT,VGB,1,2
AUT,VNM,4,4
AUT,YEM,1,1
AUT,YY,4,7
AUT,ZAF,8,23
BEL,AGO,2,3
BEL,ALB,3,6
BEL,ARE,12,45
BEL,ARG,12,28
BEL,AUS,21,323
BEL,AUT,18,117
BEL,AZE,1,2
BEL,BDI,1,1
BEL,BEL,121,5920
BEL,BEN,1,3
BEL,BFA,1,3
BEL,BGR,10,318
BEL,BHR,3,5
BEL,BIH,2,2
BEL,BLR,2,2
BEL,BMU,1,9
BEL,BOL,1,2
BEL,BRA,25,783
BEL,CAN,19,295
BEL,CHE,24,57
BEL,CHL,16,56
BEL,CHN,24,262
BEL,CIV,6,8
BEL,CMR,3,5
BEL,COD,2,7
BEL,COG,1,2
BEL,COL,13,37
BEL,CRI,5,8
BEL,CUB,1,1
BEL,CUW,2,2
BEL,CYM,2,7
BEL,CYP,7,28
BEL,CZE,22,111
BEL,DEU,43,634
BEL,DNK,22,71
BEL,DOM,3,6
BEL,DZA,5,22
BEL,ECU,7,14
BEL,EGY,5,17
BEL,ESP,37,491
BEL,EST,3,3
BEL,ETH,2,2
BEL,FIN,18,57
BEL,FRA,48,1434
BEL,GAB,1,1
BEL,GBR,40,906
BEL,GEO,2,2
BEL,GHA,3,6
BEL,GIN,1,2
BEL,GNQ,1,1
BEL,GRC,13,237
BEL,GTM,5,7
BEL,HKG,23,85
BEL,HND,3,12
BEL,HRV,6,9
BEL,HUN,13,241
BEL,IDN,9,18
BEL,IND,21,56
BEL,IRL,15,60
BEL,IRN,2,2
BEL,ISL,1,1
BEL,ISR,2,2
BEL,ITA,33,496
BEL,JAM,3,3
BEL,JOR,1,1
BEL,JPN,12,27
BEL,KAZ,5,5
BEL,KEN,4,5
BEL,KHM,1,1
BEL,KOR,13,38
BEL,KP,1,1
BEL,KV,2,6
BEL,LAO,1,1
BEL,LBN,1,2
BEL,LBR,2,8
BEL,LBY,1,1
BEL,LIE,1,1
BEL,LKA,3,3
BEL,LSO,1,2
BEL,LTU,5,5
BEL,LUX,33,270
BEL,LVA,8,15
BEL,MAR,10,18
BEL,MCO,1,1
BEL,MDG,1,1
BEL,MEX,21,169
BEL,MHL,1,60
BEL,MKD,3,11
BEL,MLI,1,2
BEL,MNE,2,2
BEL,MNG,1,1
BEL,MOZ,2,3
BEL,MRT,2,2
BEL,MUS,4,17
BEL,MWI,1,2
BEL,MYS,15,36
BEL,NAM,6,10
BEL,NGA,4,15
BEL,NIC,1,1
BEL,NLD,48,873
BEL,NOR,19,34
BEL,NZL,8,24
BEL,OMN,2,3
BEL,PAK,4,5
BEL,PAN,4,12
BEL,PER,11,33
BEL,PHL,4,7
BEL,PNG,1,1
BEL,POL,29,87
BEL,PRT,17,128
BEL,PRY,2,3
BEL,QAT,3,4
BEL,ROU,22,53
BEL,RUS,18,83
BEL,SAU,5,8
BEL,SDN,1,1
BEL,SEN,2,3
BEL,SGP,22,42
BEL,SLV,3,5
BEL,SRB,9,17
BEL,SSD,1,1
BEL,SVK,13,50
BEL,SVN,5,9
BEL,SWE,20,143
BEL,SWZ,2,2
BEL,TCD,2,2
BEL,TGO,1,1
BEL,THA,9,23
BEL,TTO,1,1
BEL,TUN,2,3
BEL,TUR,18,76
BEL,TWN,8,13
BEL,TZA,1,4
BEL,UGA,1,1
BEL,UKR,13,37
BEL,URY,5,14
BEL,USA,40,4456
BEL,UZB,1,1
BEL,VEN,6,13
BEL,VGB,3,4
BEL,VNM,7,16
BEL,YY,14,181
BEL,ZAF,15,123
BEL,ZMB,2,5
BGD,BGD,9,28
BGD,GBR,1,1
BGD,HKG,1,1
BGD,IND,1,1
BGD,USA,1,1
BGR,BGR,2,135
BGR,BLR,1,1
BGR,GEO,2,3
BGR,GRC,1,1
BGR,KAZ,1,1
BGR,KV,1,1
BGR,MDA,1,1
BGR,MKD,1,3
BGR,NLD,1,3
BGR,POL,1,1
BGR,ROU,1,3
BGR,RUS,1,1
BGR,SRB,1,3
BGR,UKR,2,130
BHR,ARE,1,1
BHR,BHR,7,36
BHR,BMU,1,1
BHR,CYM,1,1
BHR,DZA,1,35
BHR,EGY,3,6
BHR,FRA,1,1
BHR,GBR,2,16
BHR,IRQ,1,4
BHR,JOR,2,22
BHR,KWT,1,4
BHR,LBN,1,8
BHR,LBY,1,1
BHR,MDV,1,1
BHR,MUS,1,1
BHR,NLD,1,1
BHR,OMN,1,1
BHR,PAK,1,1
BHR,SAU,1,3
BHR,SDN,1,6
BHR,TUN,1,2
BHR,YY,1,1
BHR,ZAF,1,7
BHS,BHS,1,2
BHS,BOL,1,4
BHS,BRA,1,1
BHS,CHN,1,1
BHS,COL,1,4
BHS,DOM,1,1
BHS,ECU,1,3
BHS,ESP,1,3
BHS,GTM,1,1
BHS,HKG,1,1
BHS,HND,1,1
BHS,MEX,1,3
BHS,PAN,1,24
BHS,PER,1,75
BHS,PRY,1,1
BHS,USA,1,1
BHS,YY,1,7
BLR,BLR,2,2
BMU,AGO,1,1
BMU,AIA,1,1
BMU,ARE,14,29
BMU,ARG,10,19
BMU,ARM,1,2
BMU,ATG,1,2
BMU,AUS,25,453
BMU,AUT,10,45
BMU,AZE,2,3
BMU,BDI,1,1
BMU,BEL,19,111
BMU,BFA,1,2
BMU,BGD,1,5
BMU,BGR,4,4
BMU,BHR,1,1
BMU,BHS,6,11
BMU,BLZ,1,1
BMU,BMU,169,562
BMU,BOL,3,7
BMU,BRA,31,990
BMU,BRB,7,37
BMU,BRN,1,1
BMU,BWA,2,4
BMU,CAF,1,1
BMU,CAN,33,233
BMU,CHE,20,40
BMU,CHL,8,51
BMU,CHN,49,2768
BMU,CMR,1,1
BMU,COD,1,1
BMU,COG,2,3
BMU,COL,8,25
BMU,CRI,2,9
BMU,CUW,6,20
BMU,CYM,16,75
BMU,CYP,9,35
BMU,CZE,5,24
BMU,DEU,23,307
BMU,DMA,1,2
BMU,DNK,14,19
BMU,DOM,1,2
BMU,DZA,2,22
BMU,ECU,5,7
BMU,EGY,7,35
BMU,ESP,17,147
BMU,EST,1,1
BMU,FIN,14,23
BMU,FJI,1,5
BMU,FRA,26,109
BMU,GAB,3,3
BMU,GBR,55,1328
BMU,GEO,1,1
BMU,GHA,2,3
BMU,GIB,2,3
BMU,GRC,2,18
BMU,GRD,1,2
BMU,GTM,3,6
BMU,GUY,1,1
BMU,HKG,54,661
BMU,HND,1,1
BMU,HRV,2,4
BMU,HTI,1,1
BMU,HUN,5,13
BMU,IDN,9,125
BMU,IND,20,42
BMU,IRL,25,61
BMU,IRQ,2,3
BMU,ISR,4,8
BMU,ITA,18,57
BMU,JAM,3,12
BMU,JOR,1,1
BMU,JPN,10,34
BMU,KAZ,2,4
BMU,KEN,3,3
BMU,KGZ,1,1
BMU,KHM,1,2
BMU,KOR,6,9
BMU,LAO,1,1
BMU,LBR,6,197
BMU,LCA,2,9
BMU,LIE,1,1
BMU,LKA,2,2
BMU,LTU,1,1
BMU,LUX,17,129
BMU,LVA,2,3
BMU,MAC,10,23
BMU,MAR,4,7
BMU,MCO,2,4
BMU,MDG,1,1
BMU,MDV,1,1
BMU,MEX,14,33
BMU,MHL,10,126
BMU,MLT,8,32
BMU,MOZ,2,2
BMU,MUS,6,10
BMU,MYS,18,40
BMU,NAM,1,1
BMU,NGA,3,6
BMU,NIC,1,2
BMU,NLD,27,709
BMU,NOR,15,115
BMU,NZL,5,7
BMU,OMN,1,1
BMU,PAK,2,17
BMU,PAN,7,56
BMU,PER,6,26
BMU,PHL,8,103
BMU,PNG,2,10
BMU,POL,11,33
BMU,PRT,6,21
BMU,PRY,3,4
BMU,QAT,3,5
BMU,ROU,7,12
BMU,RUS,11,104
BMU,SAU,3,3
BMU,SGP,39,204
BMU,SLV,2,3
BMU,SRB,2,3
BMU,SUR,1,1
BMU,SVK,4,6
BMU,SWE,12,30
BMU,SYC,2,2
BMU,THA,5,23
BMU,TJK,1,1
BMU,TTO,1,6
BMU,TUN,1,4
BMU,TUR,7,16
BMU,TWN,3,5
BMU,UKR,3,37
BMU,URY,3,13
BMU,USA,56,7034
BMU,UZB,1,2
BMU,VCT,1,3
BMU,VEN,3,6
BMU,VGB,44,370
BMU,VNM,5,9
BMU,WSM,1,2
BMU,YY,21,791
BMU,ZAF,7,12
BRA,ABW,1,1
BRA,AGO,3,3
BRA,ALB,1,1
BRA,ARE,5,10
BRA,ARG,23,58
BRA,ATG,1,1
BRA,AUS,5,272
BRA,AUT,11,33
BRA,BEL,11,40
BRA,BGR,1,1
BRA,BHS,2,2
BRA,BIH,1,1
BRA,BMU,3,7
BRA,BOL,4,5
BRA,BRA,273,43601
BRA,BRB,1,1
BRA,BRN,1,1
BRA,CAN,5,11
BRA,CHE,8,10
BRA,CHL,11,17
BRA,CHN,16,55
BRA,COG,1,1
BRA,COL,9,14
BRA,CPV,2,3
BRA,CRI,1,7
BRA,CUW,1,4
BRA,CYM,13,29
BRA,CZE,3,6
BRA,DEU,9,23
BRA,DNK,1,20
BRA,DOM,2,2
BRA,DZA,1,1
BRA,ECU,5,5
BRA,EGY,2,11
BRA,ESP,11,64
BRA,EST,1,1
BRA,FIN,3,4
BRA,FRA,10,115
BRA,GBR,15,457
BRA,GEO,1,1
BRA,GHA,1,1
BRA,GRC,2,5
BRA,GTM,1,2
BRA,HKG,9,15
BRA,HND,1,1
BRA,HRV,1,1
BRA,HUN,3,6
BRA,IDN,1,1
BRA,IND,6,7
BRA,IRL,2,4
BRA,ISR,1,1
BRA,ITA,8,115
BRA,JPN,4,5
BRA,KAZ,1,1
BRA,KEN,1,1
BRA,KGZ,1,1
BRA,KOR,2,5
BRA,KWT,1,1
BRA,LBN,2,2
BRA,LBY,1,1
BRA,LTU,1,1
BRA,LUX,18,42
BRA,LVA,1,1
BRA,MAC,1,2
BRA,MAR,1,4
BRA,MCO,1,1
BRA,MDA,1,1
BRA,MEX,11,45
BRA,MKD,1,1
BRA,MLT,1,2
BRA,MNE,1,1
BRA,MOZ,2,10
BRA,MUS,1,1
BRA,MYS,2,7
BRA,NAM,1,6
BRA,NIC,1,1
BRA,NLD,16,88
BRA,NOR,2,2
BRA,NZL,2,14
BRA,OMN,1,1
BRA,PAN,3,4
BRA,PER,6,8
BRA,PHL,1,4
BRA,POL,1,5
BRA,PRT,9,124
BRA,PRY,6,9
BRA,QAT,1,1
BRA,ROU,1,1
BRA,RUS,2,5
BRA,SAU,4,7
BRA,SGP,6,10
BRA,SLV,1,1
BRA,SRB,1,4
BRA,SVK,1,2
BRA,SVN,1,1
BRA,SWE,3,43
BRA,THA,5,6
BRA,TLS,1,1
BRA,TUR,3,11
BRA,TWN,1,2
BRA,UGA,1,1
BRA,UKR,1,10
BRA,URY,16,30
BRA,USA,32,2013
BRA,VEN,3,4
BRA,VGB,4,7
BRA,VNM,1,1
BRA,YY,14,61
BRA,ZAF,7,43
BWA,AUS,1,11
BWA,BWA,1,24
BWA,KEN,1,2
BWA,MOZ,1,1
BWA,NAM,1,2
BWA,TZA,1,1
BWA,YY,1,2
BWA,ZMB,1,1
BWA,ZWE,1,2
CAN,ABW,1,1
CAN,AGO,2,2
CAN,AIA,1,1
CAN,ALB,1,1
CAN,ARE,16,61
CAN,ARG,19,35
CAN,ATG,1,1
CAN,AUS,47,3145
CAN,AUT,9,59
CAN,BEL,32,105
CAN,BFA,3,4
CAN,BGR,11,16
CAN,BHR,5,7
CAN,BHS,7,23
CAN,BIH,2,2
CAN,BLR,1,1
CAN,BMU,18,82
CAN,BOL,2,2
CAN,BRA,51,534
CAN,BRB,43,111
CAN,BRN,1,1
CAN,BWA,2,4
CAN,CAN,260,20649
CAN,CHE,30,58
CAN,CHL,27,108
CAN,CHN,28,190
CAN,CIV,2,8
CAN,CMR,1,1
CAN,COD,1,2
CAN,COG,2,2
CAN,COL,16,37
CAN,CRI,3,11
CAN,CUB,1,1
CAN,CUW,4,7
CAN,CYM,22,64
CAN,CYP,14,18
CAN,CZE,17,41
CAN,DEU,44,537
CAN,DMA,1,1
CAN,DNK,19,365
CAN,DOM,4,6
CAN,DZA,1,2
CAN,ECU,4,8
CAN,EGY,5,13
CAN,ESP,35,240
CAN,EST,3,3
CAN,FIN,21,102
CAN,FJI,1,1
CAN,FRA,40,304
CAN,GAB,1,1
CAN,GBR,74,2840
CAN,GHA,3,5
CAN,GIB,3,6
CAN,GRC,5,17
CAN,GRD,2,2
CAN,GTM,4,4
CAN,GUY,3,4
CAN,HKG,36,106
CAN,HND,1,6
CAN,HRV,3,6
CAN,HTI,1,1
CAN,HUN,8,18
CAN,IDN,12,20
CAN,IND,25,103
CAN,IRL,48,171
CAN,ISL,1,3
CAN,ISR,6,14
CAN,ITA,28,253
CAN,JAM,2,4
CAN,JOR,1,1
CAN,JPN,20,30
CAN,KAZ,2,2
CAN,KEN,5,8
CAN,KGZ,1,1
CAN,KHM,3,3
CAN,KNA,2,3
CAN,KOR,8,11
CAN,LAO,1,1
CAN,LBN,1,1
CAN,LBY,1,1
CAN,LCA,3,4
CAN,LIE,1,1
CAN,LKA,2,8
CAN,LTU,6,8
CAN,LUX,49,208
CAN,LVA,5,8
CAN,MAC,4,4
CAN,MAR,3,7
CAN,MDG,1,1
CAN,MEX,43,197
CAN,MLI,3,10
CAN,MLT,5,10
CAN,MMR,2,2
CAN,MNE,1,1
CAN,MOZ,2,4
CAN,MRT,2,6
CAN,MUS,8,47
CAN,MYS,15,35
CAN,NAM,1,2
CAN,NGA,2,4
CAN,NLD,57,403
CAN,NOR,14,62
CAN,NZL,19,68
CAN,OMN,4,7
CAN,PAK,1,1
CAN,PAN,6,21
CAN,PER,15,37
CAN,PHL,8,42
CAN,PNG,2,4
CAN,POL,25,81
CAN,PRT,14,30
CAN,QAT,2,3
CAN,ROU,15,28
CAN,RUS,13,40
CAN,RWA,1,1
CAN,SAU,4,15
CAN,SEN,2,4
CAN,SGP,34,116
CAN,SLV,4,5
CAN,SRB,2,3
CAN,SUR,2,4
CAN,SVK,11,23
CAN,SVN,2,4
CAN,SWE,24,170
CAN,THA,11,16
CAN,TTO,7,19
CAN,TUN,1,1
CAN,TUR,14,32
CAN,TWN,3,4
CAN,TZA,3,31
CAN,UGA,2,7
CAN,UKR,5,15
CAN,URY,6,13
CAN,USA,165,39806
CAN,VCT,2,3
CAN,VEN,4,4
CAN,VGB,16,35
CAN,VNM,5,7
CAN,YY,41,201
CAN,ZAF,16,109
CAN,ZMB,3,21
CAN,ZWE,2,3
CHE,ABW,1,2
CHE,AFG,1,1
CHE,AGO,4,9
CHE,ALB,4,5
CHE,AND,3,3
CHE,ARE,29,252
CHE,ARG,25,65
CHE,ARM,2,3
CHE,AUS,48,1515
CHE,AUT,51,456
CHE,AZE,5,6
CHE,BEL,56,847
CHE,BEN,3,4
CHE,BFA,3,4
CHE,BGD,7,7
CHE,BGR,12,34
CHE,BHR,9,11
CHE,BHS,6,14
CHE,BIH,5,6
CHE,BLR,5,5
CHE,BMU,13,74
CHE,BOL,4,5
CHE,BRA,59,1921
CHE,BRB,4,14
CHE,BRN,3,3
CHE,BWA,2,2
CHE,CAF,1,1
CHE,CAN,48,991
CHE,CHE,166,1732
CHE,CHL,25,75
CHE,CHN,57,795
CHE,CIV,8,16
CHE,CMR,5,7
CHE,COD,3,4
CHE,COG,2,3
CHE,COL,25,44
CHE,CPV,1,2
CHE,CRI,9,13
CHE,CUB,3,5
CHE,CUW,3,6
CHE,CYM,11,146
CHE,CYP,10,43
CHE,CZE,44,187
CHE,DEU,78,2108
CHE,DJI,1,1
CHE,DNK,40,220
CHE,DOM,5,8
CHE,DZA,6,66
CHE,ECU,18,33
CHE,EGY,12,59
CHE,ESP,63,1333
CHE,EST,9,13
CHE,ETH,3,3
CHE,FIN,40,146
CHE,FJI,1,1
CHE,FRA,72,4288
CHE,GAB,1,1
CHE,GBR,68,2216
CHE,GEO,2,3
CHE,GHA,5,15
CHE,GIB,5,6
CHE,GIN,3,5
CHE,GNQ,1,1
CHE,GRC,22,216
CHE,GTM,6,8
CHE,HKG,48,132
CHE,HND,5,5
CHE,HRV,16,21
CHE,HUN,30,113
CHE,IDN,28,65
CHE,IND,49,164
CHE,IRL,31,110
CHE,IRN,6,11
CHE,IRQ,3,6
CHE,ISL,3,6
CHE,ISR,11,31
CHE,ITA,59,1596
CHE,JAM,2,4
CHE,JOR,5,15
CHE,JPN,43,96
CHE,KAZ,7,7
CHE,KEN,7,14
CHE,KHM,4,5
CHE,KOR,34,99
CHE,KP,1,1
CHE,KV,4,5
CHE,KWT,2,4
CHE,LAO,3,3
CHE,LBN,6,16
CHE,LBR,2,3
CHE,LIE,13,27
CHE,LKA,9,16
CHE,LTU,8,9
CHE,LUX,34,510
CHE,LVA,10,16
CHE,MAC,6,7
CHE,MAR,14,36
CHE,MCO,10,12
CHE,MDA,6,8
CHE,MDG,2,4
CHE,MDV,1,1
CHE,MEX,39,167
CHE,MHL,1,74
CHE,MKD,3,4
CHE,MLI,4,5
CHE,MLT,7,13
CHE,MMR,6,10
CHE,MNE,3,3
CHE,MNG,2,3
CHE,MOZ,5,8
CHE,MUS,12,15
CHE,MWI,3,5
CHE,MYS,37,134
CHE,NAM,2,4
CHE,NGA,8,19
CHE,NIC,5,7
CHE,NLD,62,715
CHE,NOR,32,128
CHE,NPL,1,1
CHE,NZL,29,62
CHE,OMN,4,7
CHE,PAK,11,17
CHE,PAN,16,36
CHE,PER,15,20
CHE,PHL,17,42
CHE,PNG,3,3
CHE,POL,49,332
CHE,PRT,26,122
CHE,PRY,4,6
CHE,PSE,1,2
CHE,QAT,9,15
CHE,ROU,31,54
CHE,RUS,42,221
CHE,RWA,1,1
CHE,SAU,13,43
CHE,SDN,1,1
CHE,SEN,4,4
CHE,SGP,54,179
CHE,SLE,1,1
CHE,SLV,5,5
CHE,SRB,17,30
CHE,SVK,25,52
CHE,SVN,15,25
CHE,SWE,48,299
CHE,SWZ,1,1
CHE,SYC,1,1
CHE,SYR,2,2
CHE,TCD,1,1
CHE,TGO,1,1
CHE,THA,28,63
CHE,TKM,1,1
CHE,TTO,2,3
CHE,TUN,9,14
CHE,TUR,36,154
CHE,TWN,25,42
CHE,TZA,6,9
CHE,UGA,4,5
CHE,UKR,19,64
CHE,URY,13,22
CHE,USA,67,22812
CHE,UZB,4,5
CHE,VEN,11,21
CHE,VGB,11,39
CHE,VNM,21,35
CHE,YY,19,108
CHE,ZAF,33,105
CHE,ZMB,5,8
CHE,ZWE,3,5
CHL,ABW,1,2
CHL,ARG,12,42
CHL,AUS,2,7
CHL,BEL,3,25
CHL,BHS,1,2
CHL,BMU,1,3
CHL,BOL,2,4
CHL,BRA,16,729
CHL,CAN,3,20
CHL,CHE,1,1
CHL,CHL,66,929
CHL,CHN,10,25
CHL,COL,13,62
CHL,CRI,5,14
CHL,CUW,2,5
CHL,CYM,3,11
CHL,CYP,1,1
CHL,DEU,3,13
CHL,ECU,5,15
CHL,ESP,6,31
CHL,FIN,1,1
CHL,FRA,4,15
CHL,GBR,6,17
CHL,GTM,2,3
CHL,HKG,7,7
CHL,HND,1,1
CHL,IDN,1,1
CHL,IND,2,4
CHL,IRL,2,2
CHL,ITA,3,7
CHL,JPN,3,3
CHL,KAZ,1,1
CHL,LBR,1,6
CHL,LUX,1,3
CHL,MAR,1,4
CHL,MEX,9,33
CHL,MHL,1,2
CHL,NLD,3,6
CHL,NOR,1,2
CHL,NZL,1,1
CHL,PAN,5,14
CHL,PER,16,110
CHL,POL,1,2
CHL,PRY,3,3
CHL,RUS,1,1
CHL,SGP,2,2
CHL,SWE,2,2
CHL,THA,2,2
CHL,URY,5,17
CHL,USA,13,417
CHL,VGB,4,6
CHL,YY,8,223
CHL,ZAF,3,6
CHN,ABW,1,1
CHN,AGO,3,3
CHN,ALB,3,3
CHN,ARE,36,49
CHN,ARG,16,18
CHN,AUS,69,544
CHN,AUT,16,45
CHN,AZE,1,1
CHN,BEL,47,121
CHN,BFA,1,1
CHN,BGR,7,20
CHN,BHS,1,2
CHN,BIH,5,5
CHN,BLR,2,2
CHN,BMU,18,50
CHN,BOL,1,3
CHN,BRA,91,328
CHN,BRB,3,4
CHN,BRN,3,3
CHN,BWA,2,2
