hq_iso3,market_iso3,n_groups,n_entities
KWT,GBR,4,80
KWT,GHA,1,2
KWT,HKG,1,1
KWT,IND,2,5
KWT,IRL,1,2
KWT,IRQ,6,11
KWT,JOR,6,40
KWT,KEN,1,1
KWT,KWT,18,230
KWT,LBN,5,23
KWT,LUX,1,1
KWT,MAR,1,12
KWT,MEX,1,2
KWT,MHL,1,1
KWT,MLT,1,4
KWT,MUS,1,1
KWT,MWI,1,1
KWT,MYS,1,5
KWT,NGA,1,1
KWT,NLD,4,13
KWT,OMN,5,14
KWT,PNG,1,1
KWT,POL,1,2
KWT,PSE,1,1
KWT,QAT,4,5
KWT,RUS,1,1
KWT,RWA,1,2
KWT,SAU,6,25
KWT,SDN,1,4
KWT,SGP,2,11
KWT,SLE,1,1
KWT,SSD,1,1
KWT,SWE,1,7
KWT,SYR,2,6
KWT,TCD,1,1
KWT,THA,1,1
KWT,TUN,1,13
KWT,TUR,4,26
KWT,UGA,1,1
KWT,USA,4,300
KWT,VGB,2,8
KWT,YY,5,31
KWT,ZAF,1,2
LBN,ARE,1,1
LBN,ARM,1,1
LBN,AUS,1,9
LBN,BEL,1,1
LBN,BHR,1,1
LBN,BRA,1,1
LBN,CHE,3,3
LBN,CYM,1,1
LBN,CYP,2,3
LBN,DEU,1,3
LBN,EGY,1,4
LBN,FRA,4,6
LBN,GBR,3,4
LBN,IRQ,1,1
LBN,JOR,2,2
LBN,LBN,5,103
LBN,LUX,1,1
LBN,OMN,1,1
LBN,QAT,2,2
LBN,ROU,1,2
LBN,SAU,2,2
LBN,SDN,1,1
LBN,SYR,1,3
LBN,TUR,1,1
LBR,BEL,1,1
LBR,BHS,1,1
LBR,BRA,1,3
LBR,CHN,1,2
LBR,DEU,1,3
LBR,ECU,1,1
LBR,ESP,1,2
LBR,FRA,1,2
LBR,GBR,1,5
LBR,HKG,1,1
LBR,IND,1,1
LBR,ITA,1,5
LBR,LBR,1,54
LBR,MCO,1,2
LBR,MLT,1,2
LBR,MYS,1,2
LBR,SGP,1,1
LBR,SWE,1,1
LBR,USA,1,142
LBR,YY,1,58
LIE,LIE,1,1
LKA,LKA,4,4
LTU,BEL,1,1
LTU,BLR,1,1
LTU,DEU,1,1
LTU,EST,1,2
LTU,FRA,1,1
LTU,LTU,14,47
LTU,LVA,3,9
LTU,POL,1,2
LTU,SWE,1,1
LTU,YY,1,9
LUX,ABW,1,1
LUX,AGO,1,1
LUX,ALB,1,1
LUX,ARE,7,22
LUX,ARG,12,44
LUX,AUS,12,130
LUX,AUT,8,45
LUX,BEL,19,349
LUX,BEN,1,1
LUX,BFA,1,2
LUX,BGD,1,1
LUX,BGR,3,7
LUX,BHS,2,2
LUX,BIH,1,2
LUX,BLR,3,3
LUX,BMU,1,1
LUX,BOL,1,2
LUX,BRA,22,1803
LUX,BRB,1,2
LUX,BWA,1,1
LUX,CAN,14,211
LUX,CHE,17,52
LUX,CHL,9,19
LUX,CHN,13,204
LUX,CIV,1,3
LUX,CMR,1,1
LUX,COD,1,1
LUX,COG,1,1
LUX,COL,10,19
LUX,CRI,4,6
LUX,CUW,1,7
LUX,CYM,2,2
LUX,CYP,9,135
LUX,CZE,8,34
LUX,DEU,29,1229
LUX,DNK,9,17
LUX,DOM,1,1
LUX,DZA,1,2
LUX,ECU,5,6
LUX,EGY,1,2
LUX,ESP,24,2079
LUX,EST,2,2
LUX,FIN,7,24
LUX,FRA,24,1475
LUX,GAB,1,2
LUX,GBR,27,1672
LUX,GEO,1,1
LUX,GHA,3,4
LUX,GIB,4,8
LUX,GIN,1,1
LUX,GNQ,1,1
LUX,GRC,7,19
LUX,GTM,3,4
LUX,HKG,8,40
LUX,HRV,3,5
LUX,HUN,8,26
LUX,IDN,8,23
LUX,IND,14,40
LUX,IRL,9,18
LUX,ISR,4,8
LUX,ITA,20,234
LUX,JPN,8,13
LUX,KAZ,4,24
LUX,KEN,1,1
LUX,KHM,1,1
LUX,KOR,12,16
LUX,LBR,1,2
LUX,LBY,1,2
LUX,LTU,2,2
LUX,LUX,112,487
LUX,LVA,1,1
LUX,MAC,1,2
LUX,MAR,4,9
LUX,MCO,4,4
LUX,MEX,15,77
LUX,MKD,1,1
LUX,MLT,3,4
LUX,MMR,1,3
LUX,MOZ,4,6
LUX,MUS,6,14
LUX,MYS,8,49
LUX,NAM,1,1
LUX,NGA,3,8
LUX,NIC,1,1
LUX,NLD,25,615
LUX,NOR,6,23
LUX,NZL,4,7
LUX,OMN,1,1
LUX,PAK,1,1
LUX,PAN,6,9
LUX,PER,6,7
LUX,PHL,6,9
LUX,POL,15,90
LUX,PRT,11,394
LUX,PRY,2,2
LUX,QAT,1,1
LUX,ROU,10,28
LUX,RUS,15,289
LUX,RWA,1,3
LUX,SAU,3,5
LUX,SEN,4,7
LUX,SGP,16,56
LUX,SLV,1,2
LUX,SRB,4,6
LUX,SVK,3,13
LUX,SVN,2,2
LUX,SWE,14,44
LUX,SYC,1,4
LUX,THA,8,16
LUX,TTO,2,3
LUX,TUN,1,1
LUX,TUR,11,39
LUX,TWN,3,3
LUX,TZA,1,1
LUX,UKR,6,287
LUX,URY,7,11
LUX,USA,26,3056
LUX,VEN,2,12
LUX,VGB,3,3
LUX,VNM,5,14
LUX,YY,15,180
LUX,ZAF,8,63
LVA,BEL,1,1
LVA,CHE,1,1
LVA,CYP,1,2
LVA,CZE,1,12
LVA,EST,1,1
LVA,KAZ,1,1
LVA,LTU,1,1
LVA,LVA,5,5
LVA,MLT,1,1
LVA,POL,1,1
LVA,ROU,1,2
LVA,SVK,1,43
LVA,SWE,1,3
LVA,UKR,1,1
MAR,AFG,1,1
MAR,ARE,1,1
MAR,BEL,2,12
MAR,BEN,2,3
MAR,BFA,2,3
MAR,BHS,1,1
MAR,BLZ,1,1
MAR,CHE,1,1
MAR,CIV,3,17
MAR,CMR,3,5
MAR,COD,1,1
MAR,COG,1,1
MAR,DEU,2,4
MAR,DJI,1,1
MAR,ESP,2,2
MAR,FRA,3,76
MAR,GAB,1,1
MAR,GBR,2,3
MAR,GHA,1,1
MAR,GIN,1,1
MAR,KEN,1,1
MAR,LUX,1,1
MAR,MAR,14,172
MAR,MDG,1,1
MAR,MLI,3,6
MAR,MRT,1,1
MAR,MUS,2,3
MAR,NER,2,2
MAR,NLD,2,5
MAR,RWA,1,1
MAR,SEN,3,8
MAR,TCD,1,1
MAR,TGO,3,9
MAR,TUN,1,9
MAR,TZA,1,2
MAR,YY,3,36
MCO,MCO,1,1
MEX,AIA,1,1
MEX,AND,1,1
MEX,ARE,1,2
MEX,ARG,8,19
MEX,AUS,1,1
MEX,AUT,2,2
MEX,BEL,4,8
MEX,BHS,1,2
MEX,BIH,1,2
MEX,BMU,1,1
MEX,BOL,2,2
MEX,BRA,14,353
MEX,BRB,1,7
MEX,CAN,6,180
MEX,CHE,2,3
MEX,CHL,8,23
MEX,CHN,6,35
MEX,COL,10,33
MEX,CRI,8,13
MEX,CYM,1,2
MEX,CZE,5,90
MEX,DEU,4,159
MEX,DNK,2,2
MEX,DOM,5,7
MEX,ECU,7,9
MEX,EGY,1,6
MEX,ESP,12,362
MEX,FIN,1,5
MEX,FRA,6,366
MEX,GBR,8,450
MEX,GIB,1,1
MEX,GTM,8,17
MEX,GUY,1,2
MEX,HND,4,7
MEX,HRV,1,2
MEX,HTI,1,5
MEX,HUN,4,6
MEX,IDN,1,1
MEX,IND,3,8
MEX,IRL,2,3
MEX,ISR,2,9
MEX,ITA,5,20
MEX,JAM,2,6
MEX,JPN,2,2
MEX,KNA,1,1
MEX,KOR,1,1
MEX,LCA,1,1
MEX,LTU,1,1
MEX,LUX,3,3
MEX,LVA,1,2
MEX,MAR,1,1
MEX,MEX,86,924
MEX,MNE,1,1
MEX,MYS,2,7
MEX,NIC,5,6
MEX,NLD,9,61
MEX,NOR,2,3
MEX,PAN,7,17
MEX,PER,9,13
MEX,PHL,1,4
MEX,POL,4,11
MEX,PRT,2,28
MEX,PRY,2,3
MEX,RUS,4,8
MEX,SGP,4,7
MEX,SLV,8,8
MEX,SRB,2,2
MEX,SVK,2,4
MEX,SWE,1,2
MEX,TTO,1,10
MEX,TUR,4,12
MEX,TWN,1,1
MEX,UKR,3,6
MEX,URY,4,5
MEX,USA,20,6368
MEX,VEN,3,9
MEX,YY,17,77
MHL,ARE,1,1
MHL,AUS,1,10
MHL,BEL,2,3
MHL,BHS,2,2
MHL,BMU,4,22
MHL,BRA,2,2
MHL,BRB,1,2
MHL,CAN,3,13
MHL,CHE,2,5
MHL,CHL,1,2
MHL,CHN,2,2
MHL,COL,1,1
MHL,CYP,1,1
MHL,DEU,1,1
MHL,DNK,2,8
MHL,ESP,1,1
MHL,FRA,1,1
MHL,GBR,3,43
MHL,GRC,4,40
MHL,HKG,5,18
MHL,HUN,1,8
MHL,IND,2,2
MHL,JPN,1,1
MHL,LBR,4,119
MHL,MCO,1,22
MHL,MHL,10,388
MHL,MLT,1,1
MHL,NLD,1,1
MHL,NOR,1,14
MHL,PHL,1,1
MHL,SGP,3,37
MHL,USA,6,24
MHL,YY,8,320
MLT,ATG,1,2
MLT,AUS,1,8
MLT,BEL,1,9
MLT,BLZ,1,1
MLT,CRI,1,1
MLT,CYP,1,1
MLT,DNK,1,4
MLT,ESP,1,2
MLT,EST,1,2
MLT,FIN,1,1
MLT,FRA,1,7
MLT,GBR,1,7
MLT,GIB,1,3
MLT,ITA,1,2
MLT,MLT,1,37
MLT,NLD,1,1
MLT,SRB,1,1
MLT,SWE,1,8
MLT,USA,1,1
MLT,VGB,1,3
MNG,MNG,1,2
MOZ,MOZ,1,1
MRT,MRT,1,1
MUS,BMU,1,1
MUS,BRA,1,1
MUS,CHN,1,24
MUS,CYM,1,2
MUS,DEU,1,2
MUS,ESP,1,1
MUS,HKG,1,7
MUS,IDN,1,108
MUS,IND,1,2
MUS,KOR,1,1
MUS,MUS,3,16
MUS,MYS,1,16
MUS,NLD,1,1
MUS,PAK,1,1
MUS,SGP,1,25
MUS,USA,1,2
MUS,VGB,1,10
MUS,YY,1,14
MYS,AGO,1,2
MYS,ALB,1,1
MYS,ARE,7,14
MYS,ARG,1,1
MYS,AUS,17,257
MYS,BEL,1,2
MYS,BGD,2,4
MYS,BGR,1,14
MYS,BHR,3,3
MYS,BHS,2,7
MYS,BIH,1,1
MYS,BMU,6,46
MYS,BRA,5,23
MYS,BRN,6,12
MYS,CAN,2,3
MYS,CHE,1,2
MYS,CHN,23,371
MYS,CMR,1,1
MYS,COL,1,2
MYS,CYM,15,56
MYS,DEU,6,12
MYS,DMA,1,1
MYS,DNK,2,3
MYS,DZA,1,1
MYS,ESP,3,20
MYS,FJI,2,2
MYS,FRA,5,9
MYS,GBR,27,667
MYS,GHA,3,3
MYS,GIB,2,4
MYS,GIN,1,1
MYS,GNQ,1,1
MYS,GRC,1,1
MYS,HKG,27,202
MYS,IDN,30,179
MYS,IND,20,55
MYS,IRL,3,11
MYS,ISR,1,4
MYS,ITA,2,5
MYS,JPN,6,31
MYS,KHM,14,38
MYS,KOR,3,5
MYS,KV,1,1
MYS,LAO,3,6
MYS,LBR,2,5
MYS,LKA,4,22
MYS,LUX,4,9
MYS,MAC,4,6
MYS,MDV,1,2
MYS,MEX,3,4
MYS,MHL,1,8
MYS,MKD,1,1
MYS,MLT,2,7
MYS,MMR,12,17
MYS,MNG,1,2
MYS,MUS,14,40
MYS,MYS,197,4241
MYS,NLD,6,22
MYS,NOR,2,6
MYS,NPL,1,1
MYS,NRU,1,8
MYS,NZL,4,37
MYS,OMN,1,1
MYS,PAK,3,8
MYS,PAN,1,1
MYS,PHL,11,35
MYS,PNG,4,19
MYS,QAT,1,2
MYS,SAU,2,3
MYS,SGP,38,399
MYS,SLB,1,3
MYS,SWE,2,2
MYS,SYC,1,6
MYS,THA,15,49
MYS,TTO,1,2
MYS,TUR,5,28
MYS,TWN,2,3
MYS,TZA,1,1
MYS,USA,24,166
MYS,VGB,22,111
MYS,VNM,24,73
MYS,WSM,1,2
MYS,YY,15,163
MYS,ZAF,5,6
NGA,ARE,2,2
NGA,BEN,2,2
NGA,BFA,1,2
NGA,BMU,1,5
NGA,BWA,1,1
NGA,CAN,1,1
NGA,CIV,2,3
NGA,CMR,1,1
NGA,COD,2,3
NGA,COG,1,1
NGA,CYM,1,2
NGA,DEU,1,1
NGA,FRA,1,2
NGA,GAB,1,2
NGA,GBR,6,15
NGA,GHA,3,5
NGA,GIN,2,2
NGA,GMB,2,2
NGA,KEN,3,3
NGA,LBR,3,4
NGA,MLI,1,2
NGA,MOZ,3,3
NGA,NGA,17,41
NGA,NLD,1,13
NGA,RWA,3,3
NGA,SEN,1,1
NGA,SLE,4,4
NGA,TCD,1,1
NGA,TGO,1,1
NGA,TZA,2,2
NGA,UGA,3,3
NGA,USA,1,2
NGA,VGB,1,8
NGA,YY,2,10
NGA,ZAF,2,2
NGA,ZMB,1,1
NLD,ABW,3,3
NLD,AGO,2,3
NLD,ALB,4,9
NLD,AND,1,1
NLD,ARE,25,49
NLD,ARG,20,58
NLD,ARM,1,1
NLD,AUS,36,945
NLD,AUT,32,169
NLD,AZE,2,2
NLD,BEL,96,2223
NLD,BEN,1,1
NLD,BGD,4,4
NLD,BGR,15,24
NLD,BHR,4,4
NLD,BHS,2,2
NLD,BIH,1,1
NLD,BLR,4,7
NLD,BMU,8,82
NLD,BOL,3,3
NLD,BRA,61,1072
NLD,BRB,3,4
NLD,BRN,2,4
NLD,BWA,2,15
NLD,CAN,42,430
NLD,CHE,41,181
NLD,CHL,16,36
NLD,CHN,53,409
NLD,CIV,2,2
NLD,CMR,1,3
NLD,COD,1,1
NLD,COG,1,1
NLD,COL,10,16
NLD,CPV,1,1
NLD,CRI,4,5
NLD,CUB,1,1
NLD,CUW,5,17
NLD,CYM,10,43
NLD,CYP,5,9
NLD,CZE,35,690
NLD,DEU,86,1625
NLD,DNK,36,150
NLD,DOM,4,7
NLD,DZA,6,15
NLD,ECU,6,8
NLD,EGY,15,28
NLD,ERI,1,1
NLD,ESP,63,763
NLD,EST,5,15
NLD,ETH,3,5
NLD,FIN,32,73
NLD,FRA,77,3383
NLD,GAB,2,4
NLD,GBR,79,2427
NLD,GEO,1,1
NLD,GHA,5,6
NLD,GIB,1,1
NLD,GNQ,1,1
NLD,GRC,17,54
NLD,GTM,3,5
NLD,GUY,1,1
NLD,HKG,42,121
NLD,HRV,9,15
NLD,HTI,1,1
NLD,HUN,31,282
NLD,IDN,21,46
NLD,IND,38,100
NLD,IRL,28,454
NLD,IRN,1,2
NLD,IRQ,2,2
NLD,ISL,1,1
NLD,ISR,9,18
NLD,ITA,58,1535
NLD,JAM,3,11
NLD,JPN,27,52
NLD,KAZ,8,14
NLD,KEN,9,10
NLD,KHM,1,1
NLD,KNA,2,3
NLD,KOR,22,58
NLD,LBN,1,2
NLD,LBR,1,2
NLD,LBY,1,1
NLD,LCA,1,7
NLD,LKA,5,5
NLD,LSO,1,6
NLD,LTU,10,15
NLD,LUX,25,118
NLD,LVA,9,10
NLD,MAC,2,2
NLD,MAR,10,34
NLD,MCO,3,7
NLD,MDG,1,2
NLD,MEX,32,165
NLD,MKD,1,1
NLD,MLT,5,9
NLD,MMR,3,3
NLD,MOZ,5,7
NLD,MUS,6,14
NLD,MWI,3,4
NLD,MYS,35,74
NLD,NAM,3,29
NLD,NGA,6,6
NLD,NIC,1,1
NLD,NLD,479,12109
NLD,NOR,27,74
NLD,NZL,21,35
NLD,OMN,4,4
NLD,PAK,8,11
NLD,PAN,7,13
NLD,PER,10,14
NLD,PHL,9,17
NLD,PNG,1,1
NLD,POL,49,334
NLD,PRT,28,209
NLD,PRY,3,4
NLD,QAT,5,5
NLD,ROU,37,67
NLD,RUS,37,712
NLD,SAU,10,33
NLD,SGP,52,132
NLD,SLE,1,1
NLD,SLV,1,1
NLD,SRB,12,35
NLD,STP,1,1
NLD,SVK,26,222
NLD,SVN,8,9
NLD,SWE,44,291
NLD,SWZ,2,5
NLD,THA,17,37
NLD,TTO,3,3
NLD,TUN,7,8
NLD,TUR,31,123
NLD,TWN,18,29
NLD,TZA,2,3
NLD,UGA,3,3
NLD,UKR,16,43
NLD,URY,13,14
NLD,USA,71,19484
NLD,UZB,1,5
NLD,VEN,7,9
NLD,VGB,6,8
NLD,VNM,12,24
NLD,YY,24,122
NLD,ZAF,19,429
NLD,ZMB,3,10
NLD,ZWE,2,5
NOR,AGO,2,2
NOR,ARE,7,12
NOR,ARG,6,9
NOR,AUS,13,115
NOR,AUT,11,22
NOR,AZE,1,1
NOR,BEL,15,83
NOR,BGD,2,2
NOR,BGR,6,8
NOR,BHR,2,2
NOR,BLR,1,2
NOR,BMU,5,7
NOR,BRA,21,248
NOR,BRB,1,1
NOR,BRN,2,2
NOR,CAN,14,79
NOR,CHE,9,16
NOR,CHL,8,20
NOR,CHN,13,45
NOR,CIV,2,4
NOR,CMR,1,1
NOR,COG,1,1
NOR,COL,1,3
NOR,CRI,2,3
NOR,CUW,1,1
NOR,CYM,2,2
NOR,CYP,5,8
NOR,CZE,8,44
NOR,DEU,22,165
NOR,DNK,37,316
NOR,DOM,2,2
NOR,DZA,1,5
NOR,ECU,1,1
NOR,EGY,3,7
NOR,ESP,19,133
NOR,EST,8,21
NOR,ETH,2,4
NOR,FIN,25,427
NOR,FRA,17,137
NOR,GBR,31,348
NOR,GHA,4,6
NOR,GRC,7,13
NOR,GTM,1,2
NOR,HKG,9,10
NOR,HRV,3,3
NOR,HUN,8,14
NOR,IDN,7,8
NOR,IND,12,25
NOR,IRL,14,64
NOR,IRQ,1,1
NOR,ISL,5,14
NOR,ISR,1,1
NOR,ITA,13,69
NOR,JPN,7,7
NOR,KAZ,3,3
NOR,KEN,2,2
NOR,KHM,1,1
NOR,KOR,8,26
NOR,LBR,1,1
NOR,LBY,1,1
NOR,LKA,2,5
NOR,LTU,10,33
NOR,LUX,5,9
NOR,LVA,10,39
NOR,MAR,3,4
NOR,MEX,10,27
NOR,MKD,1,1
NOR,MLT,3,9
NOR,MMR,1,2
NOR,MOZ,4,4
NOR,MUS,1,1
NOR,MYS,8,32
NOR,NLD,23,242
NOR,NOR,134,2494
NOR,NZL,9,30
NOR,OMN,2,2
NOR,PAK,2,3
NOR,PAN,3,4
NOR,PER,2,3
NOR,PHL,6,9
NOR,POL,17,56
NOR,PRT,9,38
NOR,ROU,8,14
NOR,RUS,8,14
NOR,SAU,1,3
NOR,SGP,16,50
NOR,SRB,2,3
NOR,SVK,7,25
NOR,SWE,45,1599
NOR,THA,5,7
NOR,TTO,2,3
NOR,TUN,1,1
NOR,TUR,7,14
NOR,TWN,4,4
NOR,TZA,2,3
NOR,UKR,2,2
NOR,USA,20,885
NOR,VNM,5,6
NOR,YY,21,386
NOR,ZAF,7,14
NOR,ZMB,1,1
NZL,ARE,1,1
NZL,AUS,13,1269
NZL,BEL,3,26
NZL,BMU,2,3
NZL,BOL,1,1
NZL,BRA,3,48
NZL,BRB,1,1
NZL,CAN,4,7
NZL,CHL,2,10
NZL,CHN,6,58
NZL,CUW,1,1
NZL,DEU,6,10
NZL,DNK,2,3
NZL,EGY,1,1
NZL,ESP,3,9
NZL,ETH,1,1
NZL,FIN,2,2
NZL,FJI,2,4
NZL,FRA,4,13
NZL,GBR,9,22
NZL,HKG,3,8
NZL,IDN,1,3
NZL,IND,3,4
NZL,ITA,2,6
NZL,JPN,2,3
NZL,KOR,3,4
NZL,LKA,1,2
NZL,MEX,3,5
NZL,MMR,1,1
NZL,MUS,1,1
NZL,MYS,4,8
NZL,NLD,2,34
NZL,NOR,2,2
NZL,NZL,45,413
NZL,PHL,1,1
NZL,PNG,1,2
NZL,POL,2,3
NZL,ROU,1,1
NZL,RUS,2,6
NZL,SAU,1,4
NZL,SGP,8,15
NZL,SLB,1,1
NZL,SWE,1,1
NZL,THA,3,4
NZL,TWN,2,2
NZL,UKR,1,1
NZL,USA,9,407
NZL,VEN,1,1
NZL,VGB,1,1
NZL,VNM,3,3
NZL,VUT,1,1
NZL,WSM,2,2
NZL,YY,2,6
NZL,ZAF,1,1
OMN,IND,1,3
OMN,LBY,1,1
OMN,OMN,8,16
OMN,SAU,1,1
OMN,YY,1,1
PAK,ARE,1,8
PAK,CHN,1,2
PAK,MUS,1,1
PAK,NLD,1,3
PAK,PAK,26,82
PAK,USA,1,1
PAK,YY,2,42
PAN,ARE,1,10
PAN,ATG,1,1
PAN,AUS,2,22
PAN,BEL,1,2
PAN,BHS,2,16
PAN,BLZ,2,2
PAN,BMU,2,9
PAN,BOL,1,1
PAN,BRA,2,27
PAN,BRB,1,1
PAN,BRN,1,1
PAN,CAN,3,263
PAN,CHL,1,3
PAN,CHN,1,2
PAN,CRI,2,6
PAN,CUW,2,5
PAN,CYM,4,11
PAN,CYP,1,5
PAN,CZE,1,9
PAN,DEU,2,19
PAN,DNK,1,2
PAN,DOM,2,2
PAN,ECU,2,6
PAN,EGY,1,1
PAN,FRA,1,2
PAN,GBR,3,38
PAN,GTM,3,64
PAN,HKG,1,1
PAN,HND,4,10
PAN,IDN,1,3
PAN,IND,1,4
PAN,IRL,1,1
PAN,ISR,1,11
PAN,ITA,1,5
PAN,JAM,1,2
PAN,KAZ,1,1
PAN,LBR,1,1
PAN,LIE,1,1
PAN,LUX,1,1
PAN,MEX,2,5
PAN,MOZ,1,2
PAN,MUS,1,2
PAN,MYS,1,1
PAN,NIC,1,4
PAN,NLD,3,41
PAN,NOR,1,2
PAN,PAN,9,56
PAN,PHL,1,1
PAN,PNG,1,2
PAN,POL,1,29
PAN,PRT,1,1
PAN,QAT,1,1
PAN,ROU,1,1
PAN,RUS,2,17
PAN,SAU,1,3
PAN,SGP,1,8
PAN,SLV,3,8
PAN,SUR,1,1
PAN,SVK,1,3
PAN,THA,1,1
PAN,TTO,1,2
PAN,TUR,1,2
PAN,UKR,1,1
PAN,USA,4,1700
PAN,VEN,1,1
PAN,VGB,2,2
PAN,YY,4,101
PER,ARG,1,5
PER,BLZ,1,1
PER,BOL,3,5
PER,BRA,3,34
PER,CHL,6,20
PER,COL,3,5
PER,ECU,4,10
PER,ESP,1,1
PER,GTM,1,2
PER,HND,2,4
PER,MEX,2,2
PER,NIC,1,2
PER,PAN,1,2
PER,PER,20,116
PER,SLV,1,2
PER,URY,1,3
PER,USA,3,20
PHL,ARE,1,3
PHL,ARG,1,2
PHL,AUS,5,62
PHL,BEL,1,1
PHL,BGR,1,2
PHL,BMU,4,9
PHL,BRA,1,13
PHL,BRN,1,1
PHL,CAN,5,7
PHL,CHN,8,341
PHL,COD,1,2
PHL,COL,1,1
PHL,CYM,5,17
PHL,CZE,1,1
PHL,DEU,3,20
PHL,ECU,1,3
PHL,ESP,4,14
PHL,FIN,1,1
PHL,FRA,3,5
PHL,GBR,12,93
PHL,GEO,1,1
PHL,GHA,1,1
PHL,GRC,1,1
PHL,HKG,18,53
PHL,HND,1,1
PHL,HRV,1,2
PHL,HUN,1,1
PHL,IDN,7,22
PHL,IRL,1,1
PHL,IRQ,1,2
PHL,ITA,4,8
PHL,JPN,6,7
PHL,LKA,1,1
PHL,LUX,1,1
PHL,MAC,2,2
PHL,MDG,1,2
PHL,MEX,2,7
PHL,MMR,1,2
PHL,MUS,2,2
PHL,MYS,5,62
PHL,NGA,2,2
PHL,NLD,5,19
PHL,NZL,4,9
PHL,PAK,2,2
PHL,PAN,1,5
PHL,PHL,44,1367
PHL,PNG,1,3
PHL,POL,1,2
PHL,PSE,1,1
PHL,QAT,1,2
PHL,SDN,1,1
PHL,SGP,16,73
PHL,SRB,1,1
PHL,SYR,1,2
PHL,THA,6,11
PHL,TWN,1,2
PHL,URY,1,2
PHL,USA,13,263
PHL,VEN,1,1
PHL,VGB,14,57
PHL,VNM,5,21
PHL,YY,14,137
POL,AGO,1,4
POL,ALB,1,1
POL,ARE,1,1
POL,AUT,3,25
POL,BEL,7,14
POL,BGR,5,9
POL,BIH,1,1
POL,BLR,3,3
POL,BRA,2,7
POL,CAN,3,28
POL,CHE,2,3
POL,CHL,1,10
POL,CHN,1,1
POL,COL,1,1
POL,CPV,1,2
POL,CYP,2,2
POL,CZE,12,138
POL,DEU,11,60
POL,DNK,2,3
POL,ESP,4,21
POL,EST,3,3
POL,FIN,2,2
POL,FRA,4,5
POL,GBR,7,8
POL,GEO,1,1
POL,GRC,1,1
POL,GTM,1,1
POL,HRV,4,7
POL,HUN,6,125
POL,IND,3,3
POL,ITA,5,9
POL,KAZ,2,2
POL,KV,1,1
POL,LBN,1,1
POL,LTU,5,11
POL,LUX,1,1
POL,LVA,5,7
POL,MDA,2,2
POL,MEX,2,2
POL,MKD,1,1
POL,MLT,2,4
POL,MOZ,1,2
POL,NLD,2,2
POL,NOR,1,2
POL,POL,75,1557
POL,PRT,1,5
POL,ROU,6,8
POL,RUS,6,23
POL,SEN,1,1
POL,SRB,3,8
POL,SVK,7,110
POL,SVN,5,5
POL,SWE,5,8
POL,TGO,1,1
POL,TUR,4,7
POL,UKR,10,103
POL,USA,4,70
POL,YY,2,11
POL,ZAF,1,1
PRT,ABW,1,2
PRT,AGO,7,68
PRT,ARE,2,2
PRT,ARG,1,1
PRT,AUS,1,5
PRT,AUT,3,12
PRT,BEL,7,14
PRT,BGR,1,1
PRT,BRA,10,726
PRT,CAN,2,33
PRT,CHE,5,5
PRT,CHL,4,8
PRT,CHN,2,3
PRT,CIV,1,3
PRT,CMR,1,1
PRT,COL,3,29
PRT,CPV,4,8
PRT,CUB,1,1
PRT,CYM,1,3
PRT,CZE,2,12
PRT,DEU,6,48
PRT,DNK,2,3
PRT,DOM,1,1
PRT,DZA,2,9
PRT,ECU,1,3
PRT,EGY,1,1
PRT,ESP,17,509
PRT,FIN,2,2
PRT,FRA,10,212
PRT,GAB,1,2
PRT,GBR,10,41
PRT,GIB,1,1
PRT,GIN,1,2
PRT,GMB,1,1
PRT,GNB,1,5
PRT,GRC,1,6
PRT,HKG,3,4
PRT,HND,1,1
PRT,HRV,1,1
PRT,HUN,3,12
PRT,IRL,2,5
PRT,ITA,4,45
PRT,JPN,2,2
PRT,KOR,1,1
PRT,LBN,1,3
PRT,LUX,4,4
PRT,MAC,4,5
PRT,MAR,4,8
PRT,MDA,1,1
PRT,MEX,4,24
PRT,MOZ,7,34
PRT,MUS,1,1
PRT,MWI,2,11
PRT,NAM,2,7
PRT,NLD,8,41
PRT,OMN,1,1
PRT,PAN,1,1
PRT,PER,2,19
PRT,POL,4,97
PRT,PRT,47,4173
PRT,ROU,4,10
PRT,RUS,2,5
PRT,RWA,1,2
PRT,SGP,1,41
PRT,STP,2,3
PRT,SVK,2,3
PRT,SWE,2,3
PRT,SWZ,1,2
PRT,TUN,3,11
PRT,TUR,2,5
PRT,USA,8,382
PRT,VEN,2,9
PRT,VNM,1,3
PRT,YY,6,16
PRT,ZAF,4,7
PRT,ZMB,1,1
PRT,ZWE,1,1
PRY,PRY,6,6
PSE,ARE,1,5
PSE,DZA,1,1
PSE,JOR,1,3
PSE,PSE,1,13
PSE,SAU,1,1
PSE,YY,1,1
QAT,ARE,7,54
QAT,AUT,1,1
QAT,BHR,2,12
QAT,BMU,2,7
QAT,CHE,2,4
QAT,CYM,8,30
QAT,CYP,1,1
QAT,DEU,2,9
QAT,DNK,1,1
QAT,EGY,1,6
QAT,FIN,1,1
QAT,FRA,1,7
QAT,GBR,8,48
QAT,GIB,1,6
QAT,IDN,1,8
QAT,IND,2,2
QAT,IRQ,2,4
QAT,ITA,1,2
QAT,JOR,1,3
QAT,KWT,2,2
QAT,LBN,2,4
QAT,LBR,1,3
QAT,LBY,2,2
QAT,LUX,3,4
QAT,MAR,1,1
QAT,MHL,1,37
QAT,MLT,2,3
QAT,MUS,1,3
QAT,MYS,1,1
