source_iso3,hq_iso3,commodity,year,share,fallback
URY,URY,minerals,2018,0.000143,True
URY,GRC,minerals,2018,0.000131,True
URY,GEO,minerals,2018,0.000199,True
URY,BRB,minerals,2018,0.000086,True
URY,BGR,minerals,2018,0.000042,True
URY,ZMB,minerals,2018,0.000017,True
USA,USA,coal,2018,1.000000,False
OMN,OMN,oil_gas,2018,1.000000,False
PAK,GBR,minerals,2018,0.232316,True
PAK,JPN,minerals,2018,0.024186,True
PAK,LUX,minerals,2018,0.004590,True
PAK,AUS,minerals,2018,0.072736,True
PAK,CHN,minerals,2018,0.094674,True
PAK,IRL,minerals,2018,0.031554,True
PAK,CHE,minerals,2018,0.028767,True
PAK,CAN,minerals,2018,0.055899,True
PAK,USA,minerals,2018,0.124223,True
PAK,BEL,minerals,2018,0.028099,True
PAK,CHL,minerals,2018,0.022457,True
PAK,MEX,minerals,2018,0.037353,True
PAK,BHS,minerals,2018,0.014190,True
PAK,NOR,minerals,2018,0.015216,True
PAK,DEU,minerals,2018,0.022377,True
PAK,BRA,minerals,2018,0.026574,True
PAK,RUS,minerals,2018,0.028411,True
PAK,NLD,minerals,2018,0.015649,True
PAK,SWE,minerals,2018,0.009124,True
PAK,POL,minerals,2018,0.005670,True
PAK,ZAF,minerals,2018,0.017737,True
PAK,IND,minerals,2018,0.016230,True
PAK,FRA,minerals,2018,0.006680,True
PAK,IRN,minerals,2018,0.007280,True
PAK,ESP,minerals,2018,0.007858,True
PAK,KAZ,minerals,2018,0.002847,True
PAK,NZL,minerals,2018,0.001862,True
PAK,MYS,minerals,2018,0.002776,True
PAK,SGP,minerals,2018,0.001561,True
PAK,LI,minerals,2018,0.001454,True
PAK,TUR,minerals,2018,0.003856,True
PAK,VNM,minerals,2018,0.005500,True
PAK,BMU,minerals,2018,0.003774,True
PAK,JOR,minerals,2018,0.001677,True
PAK,PRT,minerals,2018,0.001425,True
PAK,PER,minerals,2018,0.002274,True
PAK,PNG,minerals,2018,0.000834,True
PAK,PHL,minerals,2018,0.001751,True
PAK,CYP,minerals,2018,0.001860,True
PAK,IDN,minerals,2018,0.001693,True
PAK,UKR,minerals,2018,0.000974,True
PAK,FIN,minerals,2018,0.001729,True
PAK,BGD,minerals,2018,0.000676,True
PAK,ARE,minerals,2018,0.000645,True
PAK,MAR,minerals,2018,0.000599,True
PAK,PAK,minerals,2018,0.000599,True
PAK,AUT,minerals,2018,0.001036,True
PAK,DNK,minerals,2018,0.000663,True
PAK,ISR,minerals,2018,0.000487,True
PAK,EGY,minerals,2018,0.000575,True
PAK,CYM,minerals,2018,0.001345,True
PAK,ITA,minerals,2018,0.001332,True
PAK,PAN,minerals,2018,0.000563,True
PAK,THA,minerals,2018,0.000847,True
PAK,CZE,minerals,2018,0.000685,True
PAK,VGB,minerals,2018,0.000475,True
PAK,QAT,minerals,2018,0.000201,True
PAK,COL,minerals,2018,0.000293,True
PAK,HUN,minerals,2018,0.000512,True
PAK,HKG,minerals,2018,0.000154,True
PAK,URY,minerals,2018,0.000143,True
PAK,GRC,minerals,2018,0.000131,True
PAK,GEO,minerals,2018,0.000199,True
PAK,BRB,minerals,2018,0.000086,True
PAK,BGR,minerals,2018,0.000042,True
PAK,ZMB,minerals,2018,0.000017,True
BLR,BLR,oil_gas,2018,1.000000,False
ZAF,ZAF,coal,2018,1.000000,False
MOZ,CHN,oil_gas,2018,0.058792,True
MOZ,GBR,oil_gas,2018,0.072598,True
MOZ,SAU,oil_gas,2018,0.072303,True
MOZ,USA,oil_gas,2018,0.227212,True
MOZ,FRA,oil_gas,2018,0.024756,True
MOZ,JPN,oil_gas,2018,0.035399,True
MOZ,RUS,oil_gas,2018,0.050728,True
MOZ,BRA,oil_gas,2018,0.026662,True
MOZ,ITA,oil_gas,2018,0.017423,True
MOZ,MEX,oil_gas,2018,0.016738,True
MOZ,NOR,oil_gas,2018,0.023027,True
MOZ,THA,oil_gas,2018,0.015035,True
MOZ,IDN,oil_gas,2018,0.009224,True
MOZ,MYS,oil_gas,2018,0.011044,True
MOZ,ESP,oil_gas,2018,0.009243,True
MOZ,AZE,oil_gas,2018,0.011636,True
MOZ,CAN,oil_gas,2018,0.066519,True
MOZ,NLD,oil_gas,2018,0.015345,True
MOZ,TWN,oil_gas,2018,0.013235,True
MOZ,CUW,oil_gas,2018,0.007468,True
MOZ,KOR,oil_gas,2018,0.024050,True
MOZ,POL,oil_gas,2018,0.002026,True
MOZ,ARE,oil_gas,2018,0.012758,True
MOZ,AUT,oil_gas,2018,0.006505,True
MOZ,CHL,oil_gas,2018,0.005585,True
MOZ,CYP,oil_gas,2018,0.006211,True
MOZ,PAN,oil_gas,2018,0.004813,True
MOZ,IRL,oil_gas,2018,0.005955,True
MOZ,PRT,oil_gas,2018,0.004499,True
MOZ,HUN,oil_gas,2018,0.004537,True
MOZ,COL,oil_gas,2018,0.004700,True
MOZ,KAZ,oil_gas,2018,0.008328,True
MOZ,FIN,oil_gas,2018,0.006656,True
MOZ,CHE,oil_gas,2018,0.006094,True
MOZ,AUS,oil_gas,2018,0.011976,True
MOZ,KWT,oil_gas,2018,0.005119,True
MOZ,IND,oil_gas,2018,0.010005,True
MOZ,ZAF,oil_gas,2018,0.003170,True
MOZ,ARG,oil_gas,2018,0.003802,True
MOZ,VGB,oil_gas,2018,0.004338,True
MOZ,GRC,oil_gas,2018,0.005933,True
MOZ,PHL,oil_gas,2018,0.004268,True
MOZ,VNM,oil_gas,2018,0.004795,True
MOZ,LBY,oil_gas,2018,0.001780,True
MOZ,UKR,oil_gas,2018,0.003134,True
MOZ,ISR,oil_gas,2018,0.002269,True
MOZ,DNK,oil_gas,2018,0.002547,True
MOZ,QAT,oil_gas,2018,0.001396,True
MOZ,MLT,oil_gas,2018,0.002783,True
MOZ,CYM,oil_gas,2018,0.003136,True
MOZ,SVN,oil_gas,2018,0.001075,True
MOZ,DEU,oil_gas,2018,0.010551,True
MOZ,LUX,oil_gas,2018,0.002370,True
MOZ,PAK,oil_gas,2018,0.002226,True
MOZ,HKG,oil_gas,2018,0.002018,True
MOZ,NZL,oil_gas,2018,0.000856,True
MOZ,HRV,oil_gas,2018,0.000795,True
MOZ,BMU,oil_gas,2018,0.003386,True
MOZ,SGP,oil_gas,2018,0.002693,True
MOZ,CRI,oil_gas,2018,0.000582,True
MOZ,CZE,oil_gas,2018,0.001090,True
MOZ,JOR,oil_gas,2018,0.000557,True
MOZ,SWE,oil_gas,2018,0.001507,True
MOZ,LBR,oil_gas,2018,0.000549,True
MOZ,NGA,oil_gas,2018,0.001049,True
MOZ,TUR,oil_gas,2018,0.001775,True
MOZ,BGD,oil_gas,2018,0.000511,True
MOZ,IRN,oil_gas,2018,0.000814,True
MOZ,MAR,oil_gas,2018,0.000762,True
MOZ,OMN,oil_gas,2018,0.000705,True
MOZ,BEL,oil_gas,2018,0.002103,True
MOZ,PER,oil_gas,2018,0.000531,True
MOZ,ROU,oil_gas,2018,0.000480,True
MOZ,BGR,oil_gas,2018,0.000824,True
MOZ,BHS,oil_gas,2018,0.000281,True
MOZ,EGY,oil_gas,2018,0.000252,True
MOZ,LTU,oil_gas,2018,0.000292,True
MOZ,SYC,oil_gas,2018,0.000104,True
MOZ,BIH,oil_gas,2018,0.000230,True
MOZ,SVK,oil_gas,2018,0.000217,True
MOZ,SRB,oil_gas,2018,0.000180,True
MOZ,MKD,oil_gas,2018,0.000109,True
MOZ,HND,oil_gas,2018,0.000085,True
MOZ,DZA,oil_gas,2018,0.000082,True
MOZ,EST,oil_gas,2018,0.000110,True
MOZ,MH,oil_gas,2018,0.000067,True
MOZ,BOL,oil_gas,2018,0.000059,True
MOZ,GEO,oil_gas,2018,0.000100,True
MOZ,CIV,oil_gas,2018,0.000052,True
MOZ,WS,oil_gas,2018,0.000048,True
MOZ,ALB,oil_gas,2018,0.000046,True
MOZ,LVA,oil_gas,2018,0.000041,True
MOZ,MDA,oil_gas,2018,0.000036,True
MOZ,ECU,oil_gas,2018,0.000032,True
MOZ,LKA,oil_gas,2018,0.000031,True
MOZ,LAO,oil_gas,2018,0.000029,True
MOZ,BLR,oil_gas,2018,0.000045,True
MOZ,LI,oil_gas,2018,0.000027,True
MOZ,KV,oil_gas,2018,0.000044,True
MOZ,MOZ,oil_gas,2018,0.000018,True
MOZ,UZB,oil_gas,2018,0.000012,True
MOZ,IRQ,oil_gas,2018,0.000009,True
USA,USA,oil_gas,2018,0.998877,False
USA,GBR,oil_gas,2018,0.001047,False
USA,RUS,oil_gas,2018,0.000076,False
THA,THA,minerals,2018,0.695263,False
THA,GBR,minerals,2018,0.190317,False
THA,USA,minerals,2018,0.114421,False
ZAF,CHN,oil_gas,2018,0.058792,True
ZAF,GBR,oil_gas,2018,0.072598,True
ZAF,SAU,oil_gas,2018,0.072303,True
ZAF,USA,oil_gas,2018,0.227212,True
ZAF,FRA,oil_gas,2018,0.024756,True
ZAF,JPN,oil_gas,2018,0.035399,True
ZAF,RUS,oil_gas,2018,0.050728,True
ZAF,BRA,oil_gas,2018,0.026662,True
ZAF,ITA,oil_gas,2018,0.017423,True
ZAF,MEX,oil_gas,2018,0.016738,True
ZAF,NOR,oil_gas,2018,0.023027,True
ZAF,THA,oil_gas,2018,0.015035,True
ZAF,IDN,oil_gas,2018,0.009224,True
ZAF,MYS,oil_gas,2018,0.011044,True
ZAF,ESP,oil_gas,2018,0.009243,True
ZAF,AZE,oil_gas,2018,0.011636,True
ZAF,CAN,oil_gas,2018,0.066519,True
ZAF,NLD,oil_gas,2018,0.015345,True
ZAF,TWN,oil_gas,2018,0.013235,True
ZAF,CUW,oil_gas,2018,0.007468,True
ZAF,KOR,oil_gas,2018,0.024050,True
ZAF,POL,oil_gas,2018,0.002026,True
ZAF,ARE,oil_gas,2018,0.012758,True
ZAF,AUT,oil_gas,2018,0.006505,True
ZAF,CHL,oil_gas,2018,0.005585,True
ZAF,CYP,oil_gas,2018,0.006211,True
ZAF,PAN,oil_gas,2018,0.004813,True
ZAF,IRL,oil_gas,2018,0.005955,True
ZAF,PRT,oil_gas,2018,0.004499,True
ZAF,HUN,oil_gas,2018,0.004537,True
ZAF,COL,oil_gas,2018,0.004700,True
ZAF,KAZ,oil_gas,2018,0.008328,True
ZAF,FIN,oil_gas,2018,0.006656,True
ZAF,CHE,oil_gas,2018,0.006094,True
ZAF,AUS,oil_gas,2018,0.011976,True
ZAF,KWT,oil_gas,2018,0.005119,True
ZAF,IND,oil_gas,2018,0.010005,True
ZAF,ZAF,oil_gas,2018,0.003170,True
ZAF,ARG,oil_gas,2018,0.003802,True
ZAF,VGB,oil_gas,2018,0.004338,True
ZAF,GRC,oil_gas,2018,0.005933,True
ZAF,PHL,oil_gas,2018,0.004268,True
ZAF,VNM,oil_gas,2018,0.004795,True
ZAF,LBY,oil_gas,2018,0.001780,True
ZAF,UKR,oil_gas,2018,0.003134,True
ZAF,ISR,oil_gas,2018,0.002269,True
ZAF,DNK,oil_gas,2018,0.002547,True
ZAF,QAT,oil_gas,2018,0.001396,True
ZAF,MLT,oil_gas,2018,0.002783,True
ZAF,CYM,oil_gas,2018,0.003136,True
ZAF,SVN,oil_gas,2018,0.001075,True
ZAF,DEU,oil_gas,2018,0.010551,True
ZAF,LUX,oil_gas,2018,0.002370,True
ZAF,PAK,oil_gas,2018,0.002226,True
ZAF,HKG,oil_gas,2018,0.002018,True
ZAF,NZL,oil_gas,2018,0.000856,True
ZAF,HRV,oil_gas,2018,0.000795,True
ZAF,BMU,oil_gas,2018,0.003386,True
ZAF,SGP,oil_gas,2018,0.002693,True
ZAF,CRI,oil_gas,2018,0.000582,True
ZAF,CZE,oil_gas,2018,0.001090,True
ZAF,JOR,oil_gas,2018,0.000557,True
ZAF,SWE,oil_gas,2018,0.001507,True
ZAF,LBR,oil_gas,2018,0.000549,True
ZAF,NGA,oil_gas,2018,0.001049,True
ZAF,TUR,oil_gas,2018,0.001775,True
ZAF,BGD,oil_gas,2018,0.000511,True
ZAF,IRN,oil_gas,2018,0.000814,True
ZAF,MAR,oil_gas,2018,0.000762,True
ZAF,OMN,oil_gas,2018,0.000705,True
ZAF,BEL,oil_gas,2018,0.002103,True
ZAF,PER,oil_gas,2018,0.000531,True
ZAF,ROU,oil_gas,2018,0.000480,True
ZAF,BGR,oil_gas,2018,0.000824,True
ZAF,BHS,oil_gas,2018,0.000281,True
ZAF,EGY,oil_gas,2018,0.000252,True
ZAF,LTU,oil_gas,2018,0.000292,True
ZAF,SYC,oil_gas,2018,0.000104,True
ZAF,BIH,oil_gas,2018,0.000230,True
ZAF,SVK,oil_gas,2018,0.000217,True
ZAF,SRB,oil_gas,2018,0.000180,True
ZAF,MKD,oil_gas,2018,0.000109,True
ZAF,HND,oil_gas,2018,0.000085,True
ZAF,DZA,oil_gas,2018,0.000082,True
ZAF,EST,oil_gas,2018,0.000110,True
ZAF,MH,oil_gas,2018,0.000067,True
ZAF,BOL,oil_gas,2018,0.000059,True
ZAF,GEO,oil_gas,2018,0.000100,True
ZAF,CIV,oil_gas,2018,0.000052,True
ZAF,WS,oil_gas,2018,0.000048,True
ZAF,ALB,oil_gas,2018,0.000046,True
ZAF,LVA,oil_gas,2018,0.000041,True
ZAF,MDA,oil_gas,2018,0.000036,True
ZAF,ECU,oil_gas,2018,0.000032,True
ZAF,LKA,oil_gas,2018,0.000031,True
ZAF,LAO,oil_gas,2018,0.000029,True
ZAF,BLR,oil_gas,2018,0.000045,True
ZAF,LI,oil_gas,2018,0.000027,True
ZAF,KV,oil_gas,2018,0.000044,True
ZAF,MOZ,oil_gas,2018,0.000018,True
ZAF,UZB,oil_gas,2018,0.000012,True
ZAF,IRQ,oil_gas,2018,0.000009,True
EGY,GBR,minerals,2018,0.232316,True
EGY,JPN,minerals,2018,0.024186,True
EGY,LUX,minerals,2018,0.004590,True
EGY,AUS,minerals,2018,0.072736,True
EGY,CHN,minerals,2018,0.094674,True
EGY,IRL,minerals,2018,0.031554,True
EGY,CHE,minerals,2018,0.028767,True
EGY,CAN,minerals,2018,0.055899,True
EGY,USA,minerals,2018,0.124223,True
EGY,BEL,minerals,2018,0.028099,True
EGY,CHL,minerals,2018,0.022457,True
EGY,MEX,minerals,2018,0.037353,True
EGY,BHS,minerals,2018,0.014190,True
EGY,NOR,minerals,2018,0.015216,True
EGY,DEU,minerals,2018,0.022377,True
EGY,BRA,minerals,2018,0.026574,True
EGY,RUS,minerals,2018,0.028411,True
EGY,NLD,minerals,2018,0.015649,True
EGY,SWE,minerals,2018,0.009124,True
EGY,POL,minerals,2018,0.005670,True
EGY,ZAF,minerals,2018,0.017737,True
EGY,IND,minerals,2018,0.016230,True
EGY,FRA,minerals,2018,0.006680,True
EGY,IRN,minerals,2018,0.007280,True
EGY,ESP,minerals,2018,0.007858,True
EGY,KAZ,minerals,2018,0.002847,True
EGY,NZL,minerals,2018,0.001862,True
EGY,MYS,minerals,2018,0.002776,True
EGY,SGP,minerals,2018,0.001561,True
EGY,LI,minerals,2018,0.001454,True
EGY,TUR,minerals,2018,0.003856,True
EGY,VNM,minerals,2018,0.005500,True
EGY,BMU,minerals,2018,0.003774,True
EGY,JOR,minerals,2018,0.001677,True
EGY,PRT,minerals,2018,0.001425,True
EGY,PER,minerals,2018,0.002274,True
EGY,PNG,minerals,2018,0.000834,True
EGY,PHL,minerals,2018,0.001751,True
EGY,CYP,minerals,2018,0.001860,True
EGY,IDN,minerals,2018,0.001693,True
EGY,UKR,minerals,2018,0.000974,True
EGY,FIN,minerals,2018,0.001729,True
EGY,BGD,minerals,2018,0.000676,True
EGY,ARE,minerals,2018,0.000645,True
EGY,MAR,minerals,2018,0.000599,True
EGY,PAK,minerals,2018,0.000599,True
EGY,AUT,minerals,2018,0.001036,True
EGY,DNK,minerals,2018,0.000663,True
EGY,ISR,minerals,2018,0.000487,True
EGY,EGY,minerals,2018,0.000575,True
EGY,CYM,minerals,2018,0.001345,True
EGY,ITA,minerals,2018,0.001332,True
EGY,PAN,minerals,2018,0.000563,True
EGY,THA,minerals,2018,0.000847,True
EGY,CZE,minerals,2018,0.000685,True
EGY,VGB,minerals,2018,0.000475,True
EGY,QAT,minerals,2018,0.000201,True
EGY,COL,minerals,2018,0.000293,True
EGY,HUN,minerals,2018,0.000512,True
EGY,HKG,minerals,2018,0.000154,True
EGY,URY,minerals,2018,0.000143,True
EGY,GRC,minerals,2018,0.000131,True
EGY,GEO,minerals,2018,0.000199,True
EGY,BRB,minerals,2018,0.000086,True
EGY,BGR,minerals,2018,0.000042,True
EGY,ZMB,minerals,2018,0.000017,True
IRL,IRL,minerals,2018,1.000000,False
NGA,NGA,oil_gas,2018,0.849191,False
NGA,GBR,oil_gas,2018,0.099237,False
NGA,PAN,oil_gas,2018,0.051572,False
FIN,FIN,oil_gas,2018,1.000000,False
LUX,GBR,coal,2018,0.183179,True
LUX,JPN,coal,2018,0.027801,True
LUX,LUX,coal,2018,0.024337,True
LUX,DEU,coal,2018,0.057871,True
LUX,AUS,coal,2018,0.089906,True
LUX,CHN,coal,2018,0.220246,True
LUX,CAN,coal,2018,0.010703,True
LUX,USA,coal,2018,0.136330,True
LUX,IND,coal,2018,0.039846,True
LUX,MNG,coal,2018,0.020714,True
LUX,RUS,coal,2018,0.044328,True
LUX,COL,coal,2018,0.026695,True
LUX,IDN,coal,2018,0.051085,True
LUX,THA,coal,2018,0.014347,True
LUX,CHL,coal,2018,0.008458,True
LUX,ZAF,coal,2018,0.007479,True
LUX,CZE,coal,2018,0.006553,True
LUX,ESP,coal,2018,0.004199,True
LUX,MEX,coal,2018,0.003188,True
LUX,CYP,coal,2018,0.002439,True
LUX,CYM,coal,2018,0.003471,True
LUX,VNM,coal,2018,0.006703,True
LUX,HKG,coal,2018,0.001327,True
LUX,SGP,coal,2018,0.001089,True
LUX,VGB,coal,2018,0.001551,True
LUX,KAZ,coal,2018,0.001402,True
LUX,TUR,coal,2018,0.000702,True
LUX,POL,coal,2018,0.001891,True
LUX,CHE,coal,2018,0.000600,True
LUX,BMU,coal,2018,0.000585,True
LUX,SVN,coal,2018,0.000470,True
LUX,BIH,coal,2018,0.000308,True
LUX,UZB,coal,2018,0.000198,True
HKG,CYM,oil_gas,2018,0.816537,False
HKG,SYC,oil_gas,2018,0.078582,False
HKG,HKG,oil_gas,2018,0.097007,False
HKG,CHN,oil_gas,2018,0.007873,False
CHE,AZE,oil_gas,2018,0.931435,False
CHE,CHE,oil_gas,2018,0.068565,False
LVA,CHN,oil_gas,2018,0.058792,True
LVA,GBR,oil_gas,2018,0.072598,True
LVA,SAU,oil_gas,2018,0.072303,True
LVA,USA,oil_gas,2018,0.227212,True
LVA,FRA,oil_gas,2018,0.024756,True
LVA,JPN,oil_gas,2018,0.035399,True
LVA,RUS,oil_gas,2018,0.050728,True
LVA,BRA,oil_gas,2018,0.026662,True
LVA,ITA,oil_gas,2018,0.017423,True
LVA,MEX,oil_gas,2018,0.016738,True
LVA,NOR,oil_gas,2018,0.023027,True
LVA,THA,oil_gas,2018,0.015035,True
LVA,IDN,oil_gas,2018,0.009224,True
LVA,MYS,oil_gas,2018,0.011044,True
LVA,ESP,oil_gas,2018,0.009243,True
LVA,AZE,oil_gas,2018,0.011636,True
LVA,CAN,oil_gas,2018,0.066519,True
LVA,NLD,oil_gas,2018,0.015345,True
LVA,TWN,oil_gas,2018,0.013235,True
LVA,CUW,oil_gas,2018,0.007468,True
LVA,KOR,oil_gas,2018,0.024050,True
LVA,POL,oil_gas,2018,0.002026,True
LVA,ARE,oil_gas,2018,0.012758,True
LVA,AUT,oil_gas,2018,0.006505,True
LVA,CHL,oil_gas,2018,0.005585,True
LVA,CYP,oil_gas,2018,0.006211,True
LVA,PAN,oil_gas,2018,0.004813,True
LVA,IRL,oil_gas,2018,0.005955,True
LVA,PRT,oil_gas,2018,0.004499,True
LVA,HUN,oil_gas,2018,0.004537,True
LVA,COL,oil_gas,2018,0.004700,True
LVA,KAZ,oil_gas,2018,0.008328,True
LVA,FIN,oil_gas,2018,0.006656,True
LVA,CHE,oil_gas,2018,0.006094,True
LVA,AUS,oil_gas,2018,0.011976,True
LVA,KWT,oil_gas,2018,0.005119,True
LVA,IND,oil_gas,2018,0.010005,True
LVA,ZAF,oil_gas,2018,0.003170,True
LVA,ARG,oil_gas,2018,0.003802,True
LVA,VGB,oil_gas,2018,0.004338,True
LVA,GRC,oil_gas,2018,0.005933,True
LVA,PHL,oil_gas,2018,0.004268,True
LVA,VNM,oil_gas,2018,0.004795,True
LVA,LBY,oil_gas,2018,0.001780,True
LVA,UKR,oil_gas,2018,0.003134,True
LVA,ISR,oil_gas,2018,0.002269,True
LVA,DNK,oil_gas,2018,0.002547,True
LVA,QAT,oil_gas,2018,0.001396,True
LVA,MLT,oil_gas,2018,0.002783,True
LVA,CYM,oil_gas,2018,0.003136,True
LVA,SVN,oil_gas,2018,0.001075,True
LVA,DEU,oil_gas,2018,0.010551,True
LVA,LUX,oil_gas,2018,0.002370,True
LVA,PAK,oil_gas,2018,0.002226,True
LVA,HKG,oil_gas,2018,0.002018,True
LVA,NZL,oil_gas,2018,0.000856,True
LVA,HRV,oil_gas,2018,0.000795,True
LVA,BMU,oil_gas,2018,0.003386,True
LVA,SGP,oil_gas,2018,0.002693,True
LVA,CRI,oil_gas,2018,0.000582,True
LVA,CZE,oil_gas,2018,0.001090,True
LVA,JOR,oil_gas,2018,0.000557,True
LVA,SWE,oil_gas,2018,0.001507,True
LVA,LBR,oil_gas,2018,0.000549,True
LVA,NGA,oil_gas,2018,0.001049,True
LVA,TUR,oil_gas,2018,0.001775,True
LVA,BGD,oil_gas,2018,0.000511,True
LVA,IRN,oil_gas,2018,0.000814,True
LVA,MAR,oil_gas,2018,0.000762,True
LVA,OMN,oil_gas,2018,0.000705,True
LVA,BEL,oil_gas,2018,0.002103,True
LVA,PER,oil_gas,2018,0.000531,True
LVA,ROU,oil_gas,2018,0.000480,True
LVA,BGR,oil_gas,2018,0.000824,True
LVA,BHS,oil_gas,2018,0.000281,True
LVA,EGY,oil_gas,2018,0.000252,True
LVA,LTU,oil_gas,2018,0.000292,True
LVA,SYC,oil_gas,2018,0.000104,True
LVA,BIH,oil_gas,2018,0.000230,True
LVA,SVK,oil_gas,2018,0.000217,True
LVA,SRB,oil_gas,2018,0.000180,True
LVA,MKD,oil_gas,2018,0.000109,True
LVA,HND,oil_gas,2018,0.000085,True
LVA,DZA,oil_gas,2018,0.000082,True
LVA,EST,oil_gas,2018,0.000110,True
LVA,MH,oil_gas,2018,0.000067,True
LVA,BOL,oil_gas,2018,0.000059,True
LVA,GEO,oil_gas,2018,0.000100,True
LVA,CIV,oil_gas,2018,0.000052,True
LVA,WS,oil_gas,2018,0.000048,True
LVA,ALB,oil_gas,2018,0.000046,True
LVA,LVA,oil_gas,2018,0.000041,True
LVA,MDA,oil_gas,2018,0.000036,True
LVA,ECU,oil_gas,2018,0.000032,True
LVA,LKA,oil_gas,2018,0.000031,True
LVA,LAO,oil_gas,2018,0.000029,True
LVA,BLR,oil_gas,2018,0.000045,True
LVA,LI,oil_gas,2018,0.000027,True
LVA,KV,oil_gas,2018,0.000044,True
LVA,MOZ,oil_gas,2018,0.000018,True
LVA,UZB,oil_gas,2018,0.000012,True
LVA,IRQ,oil_gas,2018,0.000009,True
LUX,CHN,oil_gas,2018,0.058792,True
LUX,GBR,oil_gas,2018,0.072598,True
LUX,SAU,oil_gas,2018,0.072303,True
LUX,USA,oil_gas,2018,0.227212,True
LUX,FRA,oil_gas,2018,0.024756,True
LUX,JPN,oil_gas,2018,0.035399,True
LUX,RUS,oil_gas,2018,0.050728,True
LUX,BRA,oil_gas,2018,0.026662,True
LUX,ITA,oil_gas,2018,0.017423,True
LUX,MEX,oil_gas,2018,0.016738,True
LUX,NOR,oil_gas,2018,0.023027,True
LUX,THA,oil_gas,2018,0.015035,True
LUX,IDN,oil_gas,2018,0.009224,True
LUX,MYS,oil_gas,2018,0.011044,True
LUX,ESP,oil_gas,2018,0.009243,True
LUX,AZE,oil_gas,2018,0.011636,True
LUX,CAN,oil_gas,2018,0.066519,True
LUX,NLD,oil_gas,2018,0.015345,True
LUX,TWN,oil_gas,2018,0.013235,True
LUX,CUW,oil_gas,2018,0.007468,True
LUX,KOR,oil_gas,2018,0.024050,True
LUX,POL,oil_gas,2018,0.002026,True
LUX,ARE,oil_gas,2018,0.012758,True
LUX,AUT,oil_gas,2018,0.006505,True
LUX,CHL,oil_gas,2018,0.005585,True
LUX,CYP,oil_gas,2018,0.006211,True
LUX,PAN,oil_gas,2018,0.004813,True
LUX,IRL,oil_gas,2018,0.005955,True
LUX,PRT,oil_gas,2018,0.004499,True
LUX,HUN,oil_gas,2018,0.004537,True
LUX,COL,oil_gas,2018,0.004700,True
LUX,KAZ,oil_gas,2018,0.008328,True
LUX,FIN,oil_gas,2018,0.006656,True
LUX,CHE,oil_gas,2018,0.006094,True
LUX,AUS,oil_gas,2018,0.011976,True
LUX,KWT,oil_gas,2018,0.005119,True
LUX,IND,oil_gas,2018,0.010005,True
LUX,ZAF,oil_gas,2018,0.003170,True
LUX,ARG,oil_gas,2018,0.003802,True
LUX,VGB,oil_gas,2018,0.004338,True
LUX,GRC,oil_gas,2018,0.005933,True
LUX,PHL,oil_gas,2018,0.004268,True
LUX,VNM,oil_gas,2018,0.004795,True
LUX,LBY,oil_gas,2018,0.001780,True
LUX,UKR,oil_gas,2018,0.003134,True
LUX,ISR,oil_gas,2018,0.002269,True
LUX,DNK,oil_gas,2018,0.002547,True
LUX,QAT,oil_gas,2018,0.001396,True
LUX,MLT,oil_gas,2018,0.002783,True
LUX,CYM,oil_gas,2018,0.003136,True
LUX,SVN,oil_gas,2018,0.001075,True
LUX,DEU,oil_gas,2018,0.010551,True
LUX,LUX,oil_gas,2018,0.002370,True
LUX,PAK,oil_gas,2018,0.002226,True
LUX,HKG,oil_gas,2018,0.002018,True
LUX,NZL,oil_gas,2018,0.000856,True
LUX,HRV,oil_gas,2018,0.000795,True
LUX,BMU,oil_gas,2018,0.003386,True
LUX,SGP,oil_gas,2018,0.002693,True
LUX,CRI,oil_gas,2018,0.000582,True
LUX,CZE,oil_gas,2018,0.001090,True
LUX,JOR,oil_gas,2018,0.000557,True
LUX,SWE,oil_gas,2018,0.001507,True
LUX,LBR,oil_gas,2018,0.000549,True
LUX,NGA,oil_gas,2018,0.001049,True
LUX,TUR,oil_gas,2018,0.001775,True
LUX,BGD,oil_gas,2018,0.000511,True
LUX,IRN,oil_gas,2018,0.000814,True
LUX,MAR,oil_gas,2018,0.000762,True
LUX,OMN,oil_gas,2018,0.000705,True
LUX,BEL,oil_gas,2018,0.002103,True
LUX,PER,oil_gas,2018,0.000531,True
LUX,ROU,oil_gas,2018,0.000480,True
LUX,BGR,oil_gas,2018,0.000824,True
LUX,BHS,oil_gas,2018,0.000281,True
LUX,EGY,oil_gas,2018,0.000252,True
LUX,LTU,oil_gas,2018,0.000292,True
LUX,SYC,oil_gas,2018,0.000104,True
LUX,BIH,oil_gas,2018,0.000230,True
LUX,SVK,oil_gas,2018,0.000217,True
LUX,SRB,oil_gas,2018,0.000180,True
LUX,MKD,oil_gas,2018,0.000109,True
LUX,HND,oil_gas,2018,0.000085,True
LUX,DZA,oil_gas,2018,0.000082,True
LUX,EST,oil_gas,2018,0.000110,True
LUX,MH,oil_gas,2018,0.000067,True
LUX,BOL,oil_gas,2018,0.000059,True
LUX,GEO,oil_gas,2018,0.000100,True
LUX,CIV,oil_gas,2018,0.000052,True
LUX,WS,oil_gas,2018,0.000048,True
LUX,ALB,oil_gas,2018,0.000046,True
LUX,LVA,oil_gas,2018,0.000041,True
LUX,MDA,oil_gas,2018,0.000036,True
LUX,ECU,oil_gas,2018,0.000032,True
