source_iso3,hq_iso3,commodity,year,share,fallback
TUR,LUX,coal,2016,0.026127,True
TUR,AUS,coal,2016,0.061787,True
TUR,DEU,coal,2016,0.059179,True
TUR,CHN,coal,2016,0.245944,True
TUR,USA,coal,2016,0.154590,True
TUR,CAN,coal,2016,0.010781,True
TUR,IND,coal,2016,0.046121,True
TUR,COL,coal,2016,0.034528,True
TUR,RUS,coal,2016,0.045549,True
TUR,MNG,coal,2016,0.020037,True
TUR,IDN,coal,2016,0.034668,True
TUR,THA,coal,2016,0.012746,True
TUR,CHL,coal,2016,0.011009,True
TUR,ZAF,coal,2016,0.008419,True
TUR,ESP,coal,2016,0.004090,True
TUR,TUR,coal,2016,0.004755,True
