iso_partner,partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,oecd,oecd_oct
ABW,Aruba,9313.156929997345,2328.2892324993363,0.0005837653107039633,,,486511.657278417,72584.45945592764,123857.02186307142,0.031054317411049605,0.1491936696069537,0.25,Caribbean/American isl.,0.0,0.0,1.0
AFG,Afghanistan,1906.669749637633,381.33394992752665,9.561077234482964e-05,3.5262749145412724,0.22150553213615443,307174.35417406156,30098.52023111623,78201.00532337111,0.019607114757368545,0.0979851339218924,0.2,Asia,0.0,0.0,0.0
AGO,Angola,9445.295338838756,2833.5886016516265,0.0007104575786208049,2.339884137839907,0.5518152881417033,0.0,0.0,0.0,0.0,0.5328621413630972,0.3,Africa,0.0,0.0,0.0
AIA,,-0.0,,,,,0.0,,0.0,0.0,,,,,,
ALB,Albania,2239.5538884044695,335.9330832606704,8.4227542690172e-05,0.9828886768445183,0.16100992210275777,0.0,0.0,0.0,0.0,0.1940421172427733,0.15,Europe,0.0,0.0,0.0
AND,Andorra,4135.568975861388,0.0,0.0,0.0,,206950.71666167484,15095.10043181197,52685.889545858736,0.01320978263831819,0.0729405564537841,0.0,Europe,0.0,0.0,0.0
ARE,United Arab Emirates,386245.22310299636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5200159113055238,0.0,Asia,0.0,0.0,0.0
ARG,Argentina,299748.1305070735,104911.8456774757,0.026304247485049226,2.919710331384715,1.5554878211141108,0.0,0.0,0.0,0.0,0.2415941456044081,0.35,Latin America,0.0,0.0,0.0
ARM,Armenia,1124.3861910894732,224.87723821789464,5.638282778879615e-05,1.3023039859505439,0.10021530859503591,294278.28975249105,6588.909550547857,74917.90180649901,0.018783951587669587,0.0223900633515629,0.2,Asia,0.0,0.0,0.0
ASM,American Samoa,6318.482463981054,2780.132284151664,0.0006970546287815545,,,313849.91432241775,25889.76621114762,79900.48155764771,0.020033219580638938,0.0824909137446859,0.44,Oceania,0.0,0.0,1.0
ATG,,-0.0,,,,,0.0,,0.0,0.0,,,,,,
AUS,Australia,587804.3767167866,176341.313015036,0.044213553859742245,1.879384131813976,0.6559603283105281,0.0,0.0,0.0,0.0,0.2445588702616233,0.3,Oceania,0.0,1.0,0.0
AUT,Austria,227586.28792578928,56896.57198144732,0.014265515021553267,1.9188340841309306,0.5654679238626903,23345.495074939885,2373.681734974979,5943.338562690038,0.0014901563062863952,0.1016762217873459,0.25,Europe,0.0,1.0,0.0
AZE,Azerbaijan,2386.920371729157,477.38407434583144,0.00011969314576370943,1.0817095814500026,0.08661227374215928,0.0,0.0,0.0,0.0,0.2729674018500468,0.2,Asia,0.0,0.0,0.0
BDI,,-0.0,,,,,0.0,,0.0,0.0,,,,,,
