partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,eu27,oecd,oecd_oct
Afghanistan,24.778458446409832,4.9556916892819665,1.877429656130983e-05,0.04077791114747732,0.002669658566203013,5.2689065297580235,0.4048831575143974,1.2181540360708134,4.614892645563996e-06,0.0768438679311686,0.2,Asia,0.0,0.0,0.0,0.0
Albania,52.29199125491524,7.843798688237285,2.97156909617024e-05,0.021714153590789986,0.0031897043483926414,1.3293414007804207,0.13056999881499315,0.3073394040169217,1.1643341591385273e-06,0.0982215695218241,0.15,Europe,0.0,0.0,0.0,0.0
Algeria,295.76204627370777,76.89813203116402,0.00029132327559566404,0.010533936581014812,,1303.9890277699062,194.43900212314404,301.4780179148325,0.0011421287016886697,0.1491109188669136,0.26,Africa,0.0,0.0,0.0,0.0
American Samoa,22.38801373380345,7.611924669493174,2.8837252215769153e-05,,,20.112034799105555,1.796468208051161,4.6498369682128775,1.761558702123758e-05,0.0893230459272602,0.34,Oceania,0.0,0.0,0.0,1.0
Andorra,112.16001467777483,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.106164469680989,0.0,Europe,0.0,0.0,0.0,0.0
Angola,181.4890047128104,54.44670141384312,0.00020626757740788452,0.03451060758792548,0.008010383073499161,0.0,0.0,0.0,0.0,0.5710385162783265,0.3,Africa,0.0,0.0,0.0,0.0
Anguilla,0.2524875134371292,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Antigua and Barbuda,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0.0,0.0,0.1764870256364333,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Argentina,2694.125292342418,942.9438523198463,0.0035722778239825792,0.022212229824475474,0.01339208660288726,0.0,0.0,0.0,0.0,0.3222667947227481,0.35,Latin America,0.0,0.0,0.0,0.0
Armenia,6.272945527407459,1.254589105481492,4.752924395970789e-06,0.007929644461853416,0.0005237315520861841,0.8231589870864218,0.0024499554036653327,0.19031167791343193,7.209826809756477e-07,0.002976284584266,0.2,Asia,0.0,0.0,0.0,0.0
Aruba,5174.246769373121,1293.5616923432804,0.0049005693564284965,,,0.0,0.0,0.0,0.0,0.1530010839899009,0.25,Caribbean/American isl.,0.0,0.0,0.0,1.0
Australia,13220.192467760266,3966.0577403280795,0.015025136522765856,0.03893414776933539,0.013531820720346362,0.0,0.0,0.0,0.0,0.1992900572892399,0.3,Oceania,0.0,0.0,1.0,0.0
Austria,2751.3677400953884,687.8419350238471,0.0026058417845832523,0.021509307886057146,0.006484360008167141,8868.427700244441,1017.4314653174433,2050.351611978796,0.0077676158308038305,0.1147251237431185,0.25,Europe,0.0,1.0,1.0,0.0
Azerbaijan,5.412502659783304,1.082500531956661,4.1009786905598725e-06,0.0026371267301926304,0.00020121944450768168,0.0,0.0,0.0,0.0,0.2903741055617981,0.2,Asia,0.0,0.0,0.0,0.0
Bahamas,968.9280624975489,0.0,0.0,0.0,0.0,355.3862482715287,0.017185097316426604,82.16414359430829,0.0003112731976207934,4.835611225816631e-05,0.0,Caribbean/American isl.,0.0,0.0,0.0,0.0
Bahrain,114.09554822766059,0.0,0.0,0.0,0.0,125.7392254417156,1.7392432776475881,29.07049956175217,0.00011013158488817146,0.0138321456294781,0.0,Asia,0.0,0.0,0.0,0.0
Bailiwick of Guernsey,1380.4257825609388,0.0,0.0,,,504.9204719682572,3.0402302197003133,116.73596928491344,0.0004422461775551796,0.0060212060878598,0.0,Europe,1.0,0.0,0.0,1.0
Bangladesh,41.708928372807435,10.427232093201859,3.9502850440589765e-05,0.007181149402713731,0.0005073368291319823,0.0,0.0,0.0,0.0,0.3515491378531374,0.25,Asia,0.0,0.0,0.0,0.0
Barbados,82.6962845664432,20.6740711416108,7.832229425847444e-05,0.1385649328295489,0.015568032700629978,5218.735350309939,52.81926713903992,1206.5546227212046,0.004570949067186479,0.0101210855875079,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Belarus,41.6766576660738,7.501798379893284,2.8420046354351935e-05,0.003443771973683745,0.0010529277785305735,0.0,0.0,0.0,0.0,0.1889774928365876,0.18,Europe,0.0,0.0,0.0,0.0
Belgium,43320.56925580656,14724.661490048647,0.055783365655486514,0.3534714422362598,0.1249021523250781,0.0,0.0,0.0,0.0,0.2214723377303303,0.3399,Europe,0.0,1.0,1.0,0.0
Belize,0.09173190234088949,0.022932975585222372,8.687999812446473e-08,0.0003146308899041592,4.740940064473641e-05,1.6876308998884466,0.0,0.3901747697527182,1.4781502356010515e-06,0.0,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Benin,35.911284324536076,10.773385297360823,4.081422800763725e-05,0.186184411503712,,0.0,0.0,0.0,0.0,0.1744928538768198,0.3,Africa,0.0,0.0,0.0,0.0
Bermuda,376.5690963174968,0.0,0.0,,,29435.382374825756,538.2550645841538,6805.364574350955,0.025781654860213665,0.0182859885334627,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Bhutan,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.168924760969896,0.3,Asia,0.0,0.0,0.0,0.0
Bolivia,218.6213375473682,54.65533438684205,0.0002070579690531156,0.032762483292119275,,0.0,0.0,0.0,0.0,0.175013725854151,0.25,Latin America,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,66.98199231109511,6.698199231109512,2.5375666340092282e-05,0.005910662234442056,0.001828604557440021,0.062105103635006674,0.008292535240419945,0.014358497769185885,5.439617962445515e-08,0.1335242154840509,0.1,Europe,0.0,0.0,0.0,0.0
Botswana,12.975684700117297,2.854650634025805,1.081464726670615e-05,0.0035336080576820823,0.000740596893185034,116.02776180522832,16.959701776660722,26.825240785926965,0.00010162557669452342,0.146169343550127,0.22,Africa,0.0,0.0,0.0,0.0
Brazil,19455.23804546195,6614.780935457063,0.02505964187379926,0.08108956300876684,0.02356144923495111,0.0,0.0,0.0,0.0,0.2288621558412077,0.34,Latin America,0.0,0.0,0.0,0.0
British Indian Ocean Territory,-0.0,-0.0,-0.0,,,7.810848245376761,0.28500235226226767,1.8058426851006035,6.841310605838569e-06,0.0364880155533633,0.1,Africa,1.0,0.0,0.0,1.0
British Virgin Islands,990.8208088323522,0.0,0.0,,,9445.959131254303,40.698809397464515,2183.8749985997247,0.00827345998243122,0.0043085946945083,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Brunei Darussalam,34.106713648691446,6.3097420250079175,2.3904022976058498e-05,0.02422701007188025,,7.625750596605655,0.523458752106823,1.7630487113141495,6.679188584276688e-06,0.0686435709476026,0.185,Asia,0.0,0.0,0.0,0.0
Bulgaria,428.58791908081025,42.85879190808103,0.00016236758055026716,0.017589487401506825,0.003521018005104696,191.71051081231954,20.778259872777955,44.322845961351575,0.0001679140484706457,0.1083835194259089,0.1,Europe,0.0,1.0,0.0,0.0
Burkina Faso,-0.0,-0.0,-0.0,-0.0,-0.0,123.846909117055,4.860947467007781,28.633002188172103,0.00010847415622808134,0.0392496470171364,0.275,Africa,0.0,0.0,0.0,0.0
Burundi,0.1382820485790253,0.041484614573707584,1.5716160438771552e-07,0.0006494345602879947,0.00010600782754484697,0.009712642900115073,0.0,0.0022455314177367027,8.507041078747114e-09,0.0,0.3,Africa,0.0,0.0,0.0,0.0
Cabo Verde,0.0011031137159610003,0.0002812939975700551,1.0656629311138126e-09,4.8442114026262434e-06,7.912793784723585e-07,23.68958695015752,1.6859970607297452,5.47695537835061,2.0749068136866633e-05,0.0711703865617013,0.255,Africa,0.0,0.0,0.0,0.0
Cambodia,85.9819943529969,17.19639887059938,6.514737244075493e-05,0.05174780558837121,0.004911157837040953,0.0,0.0,0.0,0.0,0.1717121160075756,0.2,Asia,0.0,0.0,0.0,0.0
Cameroon,834.9681666943982,275.53949500915144,0.0010438623945964013,5.405484241120502,0.06427263388697244,0.0,0.0,0.0,0.0,0.7441429788439835,0.33,Africa,0.0,0.0,0.0,0.0
Canada,16566.72075665482,4415.031081648508,0.01672604109604717,0.03525804556739108,0.021225533578868888,2989.3230569141533,392.89756142314855,691.1217586292526,0.0026182671703613553,0.1314336235805616,0.2664999999999999,Northern America,0.0,0.0,1.0,0.0
Cayman Islands,5875.216798323015,0.0,0.0,,,122171.00339493301,189.95965525692273,28245.538241346152,0.1070062757583865,0.0015548669486069,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Central African Republic,0.39352364442727183,0.11805709332818154,4.472511649792834e-07,0.007816435100466926,0.0008044877067338125,0.0,0.0,0.0,0.0,0.9010814976965824,0.3,Africa,0.0,0.0,0.0,0.0
Chad,485.26515854026013,169.84280548909103,0.000643437767921165,2.419743039391611,,0.0,0.0,0.0,0.0,1.4544067029876286,0.35,Africa,0.0,0.0,0.0,0.0
Chile,3057.279399318321,779.6062468261719,0.0029534845580930324,0.061571207004532405,0.016126559854701794,0.0,0.0,0.0,0.0,0.1561373062286944,0.255,Latin America,0.0,0.0,1.0,0.0
China (People’s Republic of),14698.536906865409,3674.6342267163523,0.01392109861796266,0.01043513244853747,0.003168978451082474,0.0,0.0,0.0,0.0,0.1793069372173931,0.25,Asia,0.0,0.0,0.0,0.0
Chinese Taipei,628.1162389160062,106.77976061572106,0.000404527766907082,,,1218.4068821451965,163.74132862201492,281.69170447018536,0.0010671696163064514,0.1343896944621017,0.17,Asia,0.0,0.0,0.0,0.0
Colombia,3194.3071024108667,1277.7228409643467,0.004840564959136844,0.07510590565540716,0.02758779701933668,0.0,0.0,0.0,0.0,0.9474683388589578,0.4,Latin America,0.0,0.0,1.0,0.0
Congo,487.19814460264604,146.15944338079382,0.0005537149821490574,1.361133769683394,0.12185488085820866,0.0,0.0,0.0,0.0,0.3595916630147334,0.3,Africa,0.0,0.0,0.0,0.0
Costa Rica,220.04981768862876,66.01494530658863,0.00025009307244537615,0.02106368978772511,0.00823662318936877,149.70156076232723,18.446526521281413,34.61051347538404,0.00013111954594177314,0.1232220053508188,0.3,Latin America,0.0,0.0,0.0,0.0
Croatia,274.9422034034792,49.48959661262625,0.00018748792736936028,0.015929994787811333,0.003992672783372785,0.0,0.0,0.0,0.0,0.1856680735535859,0.18,Europe,0.0,1.0,0.0,0.0
Cuba,0.2331980068260596,0.08161930238912085,3.092091042497039e-07,8.23340317605786e-06,,12.878438901628938,0.0,2.9774531466268273,1.1279876125682974e-05,0.0,0.35,Latin America,0.0,0.0,0.0,0.0
Curaçao,479.81205977269275,105.55865314999241,0.0003999016853967246,,,1063.9275277489244,4.177901530767869,245.97658066136069,0.0009318653302143671,0.0039268666537913,0.22,Caribbean/American isl.,0.0,0.0,0.0,1.0
