partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_pct_total,tax_revenue_pct_total,etr_average_corrected
Tanzania,342.99223571891395,0.0,342.99223571891395,102.89767071567418,0.01037710529407594,0.01037710529407594,0.3533346840656243
Thailand,34280.52786228038,0.0,34280.52786228038,6856.1055724560765,0.01037710529407594,0.01037710529407594,0.194628875329412
Timor-Leste,227.5512672845884,7.952762323618461,219.59850496096993,21.959850496096994,0.01037710529407594,0.01037710529407594,0.1035963554389347
Togo,35.370608467910294,0.15047073132328595,35.220137736587006,9.509437188878492,0.01037710529407594,0.01037710529407594,0.0443981963232743
Türkiye,3871.8930323350583,0.0,3871.8930323350583,851.8164671137129,0.01037710529407594,0.01037710529407594,0.240085224639951
Uganda,188.3859020037418,0.0,188.3859020037418,56.51577060112253,0.01037710529407594,0.01037710529407594,0.1991257823455985
Ukraine,1020.6523207560723,1093.3162341559798,-72.66391339990753,-13.079504411983354,0.01037710529407594,0.01037710529407594,0.1490181650861528
United Arab Emirates,4108.728558658867,0.0,4108.728558658867,0.0,0.01037710529407594,0.01037710529407594,0.3217689378080699
United Kingdom,156929.1838141686,0.0,156929.1838141686,29816.544924692033,0.01037710529407594,0.01037710529407594,0.1600572223335213
United States,357866.7235132159,40492.03290874941,317374.6906044665,85691.16646320595,0.01037710529407594,0.01037710529407594,0.1485607455304884
Uruguay,4970.716966353557,2398.9722929496415,2571.7446734039154,642.9361683509788,0.01037710529407594,0.01037710529407594,0.1369766926033997
Uzbekistan,34.923787193011016,192.18824429786955,-157.26445710485854,-23.58966856572878,0.01037710529407594,0.01037710529407594,0.0386961549474201
Vanuatu,81.27489711178292,0.0,81.27489711178292,0.0,0.01037710529407594,0.01037710529407594,0.0
Zambia,1795.5161350738092,0.0,1795.5161350738092,628.4306472758332,0.01037710529407594,0.01037710529407594,0.2060076548519372
