partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,eu27,oecd,oecd_oct
Afghanistan,66.97371752818341,13.394743505636683,6.127445173771863e-05,0.12437349243945431,0.00734918974632974,0.4237144863459733,0.0018101230580359604,0.07430016020470476,3.398871787766677e-07,0.0042720348639625,0.2,Asia,0.0,0.0,0.0,0.0
Albania,12.46597986140835,1.8698969792112523,8.553871312203199e-06,0.0035513418410469213,0.0005730413682601837,0.0,0.0,0.0,0.0,0.1761440395166465,0.15,Europe,0.0,0.0,0.0,0.0
Algeria,198.02341558563538,51.4860880522652,0.00023552386920995406,0.009638093136341341,,0.0,0.0,0.0,0.0,0.2474421190263303,0.26,Africa,0.0,0.0,0.0,0.0
American Samoa,14.94873236361138,5.08256900362787,2.3250286874501635e-05,,,0.0,0.0,0.0,0.0,0.2132648188803946,0.34,Oceania,0.0,0.0,0.0,1.0
Andorra,7.056451886945956,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0064717123711812,0.0,Europe,0.0,0.0,0.0,0.0
Angola,3669.309483261885,917.3273708154712,0.0041963275882862215,0.7167894509932121,0.1320978693430727,0.0,0.0,0.0,0.0,0.401559632295862,0.25,Africa,0.0,0.0,0.0,0.0
Anguilla,1.8726089661158187,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Antigua and Barbuda,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0.0,0.0,0.1764870256364333,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Argentina,4167.7421613409,1250.3226484022698,0.005719619397255478,0.041817689058475216,0.022345067929240243,0.0,0.0,0.0,0.0,0.1642797009772031,0.3,Latin America,0.0,0.0,0.0,0.0
Armenia,57.088928683043584,10.276007162947845,4.700774633702623e-05,0.03382878423716635,0.003365321554341097,0.0,0.0,0.0,0.0,0.5303792145103489,0.18,Asia,0.0,0.0,0.0,0.0
Aruba,51.75296834415827,12.938242086039567,5.918617926041941e-05,,,3.40002976595755,0.2442583150944452,0.5962098640761082,2.727370817254541e-06,0.0718400519725023,0.25,Caribbean/American isl.,0.0,0.0,0.0,1.0
Australia,24369.61888700803,7310.885666102408,0.03344375431444873,0.05257247124919644,0.020364413450125626,0.0,0.0,0.0,0.0,0.1963984910019583,0.3,Oceania,0.0,0.0,1.0,0.0
