year,total_positive_misalignment,total_negative_misalignment,total_profits,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,433226.7607759512,433226.7607759513,2285185.4611455537,0.18958056934196338,107274.2531143916,25462.5933723332,0.6303045189209304,0.07752464756248013
2017,1144743.2280163541,1144743.2280163541,4477883.559458767,0.2556438131577314,188956.89315800046,80706.17662900244,3.3049232913314555,0.6706095816941062
2018,1129440.4657757739,1129440.4657757739,5057367.052813216,0.2233257847376354,213473.1222110932,55702.62698138339,3.1103535762924803,0.3275087707132241
2019,1199541.78130008,1199541.78130008,5256895.194759938,0.22818445809910395,233051.6443805745,90542.85063678364,6.8971576039386955,0.37479020306684196
2020,892554.4847095209,892554.484709521,3772824.912519993,0.23657458413922386,172661.72157921985,58894.05662294096,3.819747980270847,0.34540899798554753
2021,1479462.5117787607,1479462.5117787605,7762091.416141,0.19060101620321937,258184.75000719688,99177.91642600468,7.40540801829953,0.8434602152804289
