,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_pct_total,tax_revenue_pct_total,etr_average_corrected
0,Afghanistan,49.2562924487632,10.107580030574,39.1487124181892,7.82974248363784,0.018944304679294737,0.018944304679294737,0.0768438679311686
2,Albania,109.55898759447011,2.458000202272851,107.10098739219725,16.065148108829586,0.018944304679294737,0.018944304679294737,0.0982215695218241
1,Angola,379.21560168425026,0.0,379.21560168425026,113.76468050527508,0.018944304679294737,0.018944304679294737,0.5710385162783265
4,Argentina,4569.533093300132,0.0,4569.533093300132,1599.3365826550462,0.018944304679294737,0.018944304679294737,0.3222667947227481
5,Armenia,20.520037339334465,0.0,20.520037339334465,4.104007467866893,0.018944304679294737,0.018944304679294737,0.002976284584266
6,Australia,16229.059463341682,0.0,16229.059463341682,4868.717839002505,0.018944304679294737,0.018944304679294737,0.1992900572892399
7,Austria,3096.4443527714207,17662.48777594316,-14566.043423171737,-3641.5108557929343,0.018944304679294737,0.018944304679294737,0.1147251237431185
8,Azerbaijan,2.42770924977399,0.0,2.42770924977399,0.48554184995479804,0.018944304679294737,0.018944304679294737,0.2903741055617981
15,Bahamas,1788.3655524377352,651.8269292470671,1136.5386231906682,0.0,0.018944304679294737,0.018944304679294737,4.835611225816631e-05
14,Bahrain,219.86486206897774,289.152840052714,-69.28797798373625,-0.0,0.018944304679294737,0.018944304679294737,0.0138321456294781
12,Bangladesh,163.9331098717221,0.0,163.9331098717221,40.98327746793053,0.018944304679294737,0.018944304679294737,0.3515491378531374
17,Belarus,135.40767143862848,0.0,135.40767143862848,24.373380858953126,0.018944304679294737,0.018944304679294737,0.1889774928365876
10,Belgium,73680.80066178879,0.0,73680.80066178879,25044.104144942008,0.018944304679294737,0.018944304679294737,0.2214723377303303
18,Belize,0.17894191548815275,3.221456133382077,-3.042514217893924,-0.760628554473481,0.018944304679294737,0.018944304679294737,0.0
20,Bhutan,-0.0,0.0,-0.0,-0.0,0.018944304679294737,0.018944304679294737,0.168924760969896
16,Bosnia and Herzegovina,172.79733937616768,0.09581994131014918,172.70151943485754,17.270151943485754,0.018944304679294737,0.018944304679294737,0.1335242154840509
