,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_pct_total,tax_revenue_pct_total,etr_average_corrected
0,Albania,63.56353362619944,0.0,63.56353362619944,9.534530043929916,0.010127027233733318,0.010127027233733318,0.1761440395166465
2,Argentina,7428.195519654791,0.0,7428.195519654791,2228.458655896437,0.010127027233733318,0.010127027233733318,0.1642797009772031
3,Armenia,247.3607283685282,0.0,247.3607283685282,44.524931106335075,0.010127027233733318,0.010127027233733318,0.5303792145103489
4,Australia,93604.45813892999,0.0,93604.45813892999,28081.337441678996,0.010127027233733318,0.010127027233733318,0.1963984910019583
5,Austria,7349.600162663005,18419.007570978578,-11069.407408315572,-2767.351852078893,0.010127027233733318,0.010127027233733318,0.0898944214740339
6,Azerbaijan,2921.718103690743,462.3022261357954,2459.4158775549477,491.88317551098953,0.010127027233733318,0.010127027233733318,0.0929260295319094
11,Bahamas,570.7226851609805,443.36374434387875,127.35894081710177,0.0,0.010127027233733318,0.010127027233733318,0.0006213274284069
9,Bangladesh,1201.7184163247775,0.0,1201.7184163247775,390.5584853055527,0.010127027233733318,0.010127027233733318,0.2078157780456032
13,Belarus,191.8025017140045,0.0,191.8025017140045,34.52445030852081,0.010127027233733318,0.010127027233733318,0.2463557380624867
7,Belgium,22589.923440958923,17637.987280605066,4951.936160353856,1237.984040088464,0.010127027233733318,0.010127027233733318,0.1494092528121271
12,Bosnia and Herzegovina,2372.5558658918544,256.8290358006699,2115.7268300911846,211.57268300911846,0.010127027233733318,0.010127027233733318,0.0676309529487045
15,Botswana,240.96918232480593,32.70746476719499,208.26171755761095,45.81757786267441,0.010127027233733318,0.010127027233733318,0.1343814249439925
14,Brazil,37992.55389347075,60761.8950315706,-22769.34113809985,-7741.57598695395,0.010127027233733318,0.010127027233733318,0.1340193693122715
10,Bulgaria,3022.0682149402296,1165.866687949744,1856.2015269904857,185.6201526990486,0.010127027233733318,0.010127027233733318,0.0913388497946641
8,Burkina Faso,48.58281071425181,0.0,48.58281071425181,13.36027294641925,0.010127027233733318,0.010127027233733318,0.3074654319024769
56,Cambodia,3151.316095586685,984.3154811955857,2167.0006143910996,433.4001228782199,0.010127027233733318,0.010127027233733318,0.0890238463809431
22,Cameroon,52.18450561783269,0.0,52.18450561783269,17.22088685388479,0.010127027233733318,0.010127027233733318,0.2029952112734773
17,Canada,50544.714576073195,206988.95261785912,-156444.23804178592,-40941.45709553538,0.010127027233733318,0.010127027233733318,0.0323976444086522
16,Central African Republic,7.170496272024172,0.0,7.170496272024172,2.1511488816072517,0.010127027233733318,0.010127027233733318,0.1737134267773897
19,Chile,59014.3870279308,10277.17368775859,48737.21334017221,13159.047601846498,0.010127027233733318,0.010127027233733318,0.1488316667176321
20,China (People’s Republic of),32378.570772068644,0.0,32378.570772068644,8094.642693017161,0.010127027233733318,0.010127027233733318,0.1866422615642585
25,Colombia,13076.799235202663,0.0,13076.799235202663,4053.8077629128256,0.010127027233733318,0.010127027233733318,0.2479312587340105
24,Congo,1125.1922536471916,1266.778205327372,-141.58595168018041,-39.64406647045052,0.010127027233733318,0.010127027233733318,0.033246858115469
26,Costa Rica,6366.006087407094,0.9139449529345557,6365.092142454159,1909.5276427362478,0.010127027233733318,0.010127027233733318,0.1039573032212569
46,Croatia,915.0384975362018,0.0,915.0384975362018,164.70692955651631,0.010127027233733318,0.010127027233733318,0.161963300017781
27,Cyprus,10402.542774983229,26005.17955367471,-15602.63677869148,-1950.329597336435,0.010127027233733318,0.010127027233733318,0.01065800524457
28,Czechia,11673.316320758007,0.0,11673.316320758007,2217.9301009440214,0.010127027233733318,0.010127027233733318,0.1788355100725379
21,Côte d’Ivoire,129.76625734712005,0.0,129.76625734712005,32.44156433678001,0.010127027233733318,0.010127027233733318,0.2617675975265239
23,Democratic Republic of the Congo,1121.3688575736846,0.0,1121.3688575736846,313.9832801206317,0.010127027233733318,0.010127027233733318,0.3113885778595646
30,Denmark,3969.4875176345067,88643.29077993392,-84673.8032622994,-18628.23671770587,0.010127027233733318,0.010127027233733318,0.1088146890144804
31,Dominican Republic,2074.6202748402216,0.0,2074.6202748402216,560.1474742068599,0.010127027233733318,0.010127027233733318,0.160296484969114
32,Ecuador,1400.7378078629436,0.0,1400.7378078629436,350.1844519657359,0.010127027233733318,0.010127027233733318,0.2135850162537135
98,El Salvador,1705.9264747459479,0.0,1705.9264747459479,511.77794242378434,0.010127027233733318,0.010127027233733318,0.1899566191507718
43,Equatorial Guinea,1127.8468304323676,11.118155627338714,1116.728674805029,390.8550361817601,0.010127027233733318,0.010127027233733318,0.1110499778312239
34,Estonia,734.2966352309644,1982.594035468615,-1248.2974002376504,-249.6594800475301,0.010127027233733318,0.010127027233733318,0.0193113326122702
103,Eswatini,144.5711706484346,0.0,144.5711706484346,39.75707192831951,0.010127027233733318,0.010127027233733318,0.2543214175533756
35,Ethiopia,756.2321052264365,0.0,756.2321052264365,226.86963156793095,0.010127027233733318,0.010127027233733318,0.2047798612164443
37,Fiji,67.45562609499176,0.8577548251898927,66.59787126980187,13.319574253960376,0.010127027233733318,0.010127027233733318,0.0299417934191523
36,Finland,5110.763073351005,2774.569892315991,2336.193181035014,467.2386362070028,0.010127027233733318,0.010127027233733318,0.0998396432365992
38,France,47267.379706097505,0.0,47267.379706097505,13427.480890009645,0.010127027233733318,0.010127027233733318,0.1657857016520884
39,Gabon,1187.2904111964817,0.0,1187.2904111964817,356.1871233589445,0.010127027233733318,0.010127027233733318,0.2485135122827726
41,Georgia,1171.2498764337788,62.268788575162056,1108.9810878586168,166.3471631787925,0.010127027233733318,0.010127027233733318,0.0197645218651113
29,Germany,108075.46120500525,0.0,108075.46120500525,32359.09863634992,0.010127027233733318,0.010127027233733318,0.1801465566280656
42,Ghana,288.9732115904281,3824.651827797765,-3535.6786162073367,-883.9196540518342,0.010127027233733318,0.010127027233733318,0.1439198274915433
44,Greece,1806.6988650286469,899.6926952685553,907.0061697600916,199.54135734722016,0.010127027233733318,0.010127027233733318,0.1229699980579596
45,Guatemala,2016.1874643077663,0.0,2016.1874643077663,504.04686607694157,0.010127027233733318,0.010127027233733318,0.2262555262217833
47,Hungary,11402.456510650785,1920.3397160604463,9482.11679459034,853.3905115131306,0.010127027233733318,0.010127027233733318,0.1109004132954384
50,Iceland,271.6257167213482,707.7715266574409,-436.14580993609263,-87.22916198721853,0.010127027233733318,0.010127027233733318,0.0704067423296075
