iso_partner,partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,oecd,oecd_oct,nld_oct
ABW,Aruba,3.6920246411534707,0.9230061602883677,4.915979602929326e-06,,,0.0,0.0,0.0,0.0,0.1518484464085109,0.25,Caribbean/American isl.,0.0,0.0,1.0,1.0
AFG,Afghanistan,-0.0,-0.0,-0.0,-0.0,,5.769866884280162,0.830364293138173,1.5372228551386569,8.18733018927789e-06,0.1439139428676382,0.2,Asia,0.0,0.0,0.0,0.0
AGO,Angola,73.92344189497257,22.17703256849177,0.0001181160478128814,0.01982132259866964,0.0028940998599227053,0.0,0.0,0.0,0.0,0.4071720075431295,0.3,Africa,0.0,0.0,0.0,0.0
AIA,Anguilla,-0.0,-0.0,-0.0,,,34.27940937163851,0.0,9.132808885124067,4.8641822913397354e-05,0.0,0.0,Caribbean/American isl.,1.0,0.0,1.0,0.0
ALB,Albania,78.47957564937957,11.771936347406935,6.269795529073694e-05,0.02701979578279526,0.004187951705820402,4.659478327363353,0.3592058855440831,1.2413902645415686,6.611710173044553e-06,0.0770914382055611,0.15,Europe,0.0,0.0,0.0,0.0
AND,Andorra,52.308595444885604,0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,-0.0283953210675186,0.0,Europe,0.0,0.0,0.0,0.0
ARE,United Arab Emirates,1340.042703483947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3793396882233914,0.0,Asia,0.0,0.0,0.0,0.0
ARG,Argentina,2254.2945674858906,676.2883702457672,0.0036019476108239868,0.021367436048417753,0.01289591766259953,0.0,0.0,0.0,0.0,0.2594293401007262,0.3,Latin America,0.0,0.0,0.0,0.0
ARM,Armenia,14.094447131392634,2.818889426278527,1.501355410040705e-05,0.018326393519620638,0.0010841944262920788,0.0,0.0,0.0,0.0,0.2331402568673518,0.2,Asia,0.0,0.0,0.0,0.0
ASM,American Samoa,8.30661622227263,2.8242495155726948,1.5042102219340271e-05,,,0.0,0.0,0.0,0.0,0.1544002408409665,0.34,Oceania,0.0,0.0,1.0,0.0
