partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,eu27,oecd,oecd_oct
Afghanistan,0.014073756119327766,0.0028147512238655536,1.5537479638249453e-08,2.6028594184383074e-05,1.6350051386500616e-06,0.0,0.0,0.0,0.0,0.10904983403337057,0.2,Asia,0.0,0.0,0.0,0.0
Albania,12.802800051943876,1.9204200077915814,1.0600754523154897e-05,0.0056188543924366565,0.0009204412761548948,0.0,0.0,0.0,0.0,0.169208524015393,0.15,Europe,0.0,0.0,0.0,0.0
Algeria,22.928305924996106,5.961359540498988,3.290681666338671e-05,0.0008363403102675651,,0.0,0.0,0.0,0.0,0.2460662284082386,0.26,Africa,0.0,0.0,0.0,0.0
American Samoa,0.42412412254197074,0.18661461391846712,1.0301161748767256e-06,,,20.436775071685464,1.4487062964160173,5.184905516984445,2.8620775865853583e-05,0.0708872261564965,0.44,Oceania,0.0,0.0,0.0,1.0
Andorra,0.011652033321701451,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.04347918663807741,0.0,Europe,0.0,0.0,0.0,0.0
Angola,714.6715493620194,214.40146480860582,0.0011835001138394343,0.17704566793601745,0.04175271103660009,0.0,0.0,0.0,0.0,1.1148653587410595,0.3,Africa,0.0,0.0,0.0,0.0
Argentina,59.43389520380378,20.80186332133132,0.00011482667635151246,0.000578918565955451,0.00030842127353554097,0.0,0.0,0.0,0.0,0.3134206175036815,0.35,Latin America,0.0,0.0,0.0,0.0
Armenia,1.7425639238805863,0.3485127847761173,1.9237971196942925e-06,0.002018299372428636,0.00015531281223674624,0.0,0.0,0.0,0.0,0.6473553900302987,0.2,Asia,0.0,0.0,0.0,0.0
Aruba,-0.0,-0.0,-0.0,,,135.80628032919745,7.876458957442548,34.45468914004737,0.00019019053137509924,0.05799775193275183,0.25,Caribbean/American isl.,0.0,0.0,0.0,1.0
Australia,11757.668789464624,3527.300636839387,0.01947076578498153,0.037592738375765815,0.013120971167963416,0.0,0.0,0.0,0.0,0.2226164440043143,0.3,Oceania,0.0,0.0,1.0,0.0
Austria,1217.2102227836547,304.30255569591367,0.0016797558245660311,0.01026258868368851,0.0030243181338163606,2068.75518837763,164.44669656835867,524.852876830373,0.00289719774084663,0.0794906509442144,0.25,Europe,0.0,1.0,1.0,0.0
Azerbaijan,155.0323119715759,31.00646239431518,0.00017115625495464062,0.07025786837309227,0.005625533722197249,0.0,0.0,0.0,0.0,0.2643852391301316,0.2,Asia,0.0,0.0,0.0,0.0
Bahamas,0.7463409149501852,0.0,0.0,0.0,0.0,18223.0163306382,102.47632947943048,4623.264559961284,0.02552050723118183,0.005623455942753995,0.0,Caribbean/American isl.,0.0,0.0,0.0,0.0
Bahrain,0.010662791141548666,0.0,0.0,0.0,0.0,134.72331926681167,0.0,34.179936848291575,0.00018867389356266216,0.0,0.0,Asia,0.0,0.0,0.0,0.0
Bailiwick of Guernsey,13.283302402836684,0.0,0.0,,,245.1508491668965,3.0017384082966387,62.195918185737234,0.00034332263689932393,0.0122444544593565,0.0,Europe,1.0,0.0,0.0,1.0
Bangladesh,0.9060248864579484,0.2265062216144871,1.2503185988276213e-06,0.0001800420006478916,1.1671821829937137e-05,0.0,0.0,0.0,0.0,0.3877124587564077,0.25,Asia,0.0,0.0,0.0,0.0
Barbados,-0.0,-0.0,-0.0,-0.0,-0.0,1071.4124891747426,4.622259567160228,271.8223646638204,0.0015004645598429834,0.0043141736855434,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Belarus,14.993834165518292,2.6988901497932924,1.4897924332615289e-05,0.0013487419954400061,0.0004101510360911645,0.0,0.0,0.0,0.0,0.2206818745317017,0.18,Europe,0.0,0.0,0.0,0.0
Belgium,15905.03086637985,5406.11999148251,0.029841883921179153,0.137038060612162,0.04971427236187714,3556.327429268844,447.4731234995233,902.2569188896209,0.004980475143542128,0.1258245008085548,0.3399,Europe,0.0,1.0,1.0,0.0
Belize,0.0006138752272135945,0.00015346880680339861,8.471506968703041e-10,2.044893384415318e-06,3.319419046894728e-07,0.0,0.0,0.0,0.0,5776.74423900058,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Benin,0.6272769231516916,0.18818307694550748,1.0387741202536953e-06,0.003382070717598895,,0.0,0.0,0.0,0.0,0.0002051368042458,0.3,Africa,0.0,0.0,0.0,0.0
Bermuda,231.77725852353424,0.0,0.0,,,24778.637955446935,328.3226819863985,6286.456458414277,0.03470135775808053,0.0132502312103166,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Bolivia,159.83095195800055,39.95773798950014,0.00022056746441333796,0.02657819517366353,,0.0,0.0,0.0,0.0,0.2015272770889312,0.25,Latin America,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,1.6353822779159195,0.16353822779159197,9.027340899057125e-07,0.00014745047941595686,4.846456941046039e-05,66.00378345178629,5.933846006404818,16.745468879537338,9.24353028227616e-05,0.0899016040609143,0.1,Europe,0.0,0.0,0.0,0.0
Botswana,8.719174304119768,1.918218346906349,1.0588601313704419e-05,0.003314357972771363,0.0005879807748282372,113.81725080724662,7.185434819518229,28.875969401655013,0.0001593958936082371,0.0631313335066141,0.22,Africa,0.0,0.0,0.0,0.0
Brazil,16609.85557451386,5647.350895334712,0.031173483042600876,0.07965029833082153,0.022938312234176042,0.0,0.0,0.0,0.0,0.2800401524452553,0.34,Latin America,0.0,0.0,0.0,0.0
British Virgin Islands,746.550249570439,0.0,0.0,,,21382.39655974965,15.356124616804477,5424.81411573572,0.029945075838275208,0.0007181666738756,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Brunei Darussalam,19.106164646882288,3.534640459673223,1.9511281744922196e-05,0.01280437521978758,,0.0,0.0,0.0,0.0,0.3560951383356472,0.185,Asia,0.0,0.0,0.0,0.0
Bulgaria,20.31119220218188,2.031119220218188,1.1211816255525888e-05,0.0009157682678898046,0.00018510883342813943,320.6330740176433,31.269721713844405,81.34611202454532,0.00044903206667634883,0.0975249412732878,0.1,Europe,0.0,1.0,0.0,0.0
Burkina Faso,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.553206660088447,0.275,Africa,0.0,0.0,0.0,0.0
Cambodia,2.0004314385285076,0.40008628770570154,2.2084838248096177e-06,0.0014985272941726612,0.00013481535468800714,30.3352181951054,2.8737908290332657,7.696186880122925,4.2483096171409364e-05,0.0947344703621401,0.2,Asia,0.0,0.0,0.0,0.0
Cameroon,93.74903823823433,30.93718261861733,0.00017077382929118554,0.2500236133096759,0.007851962880927732,0.0,0.0,0.0,0.0,0.7236479660008793,0.33,Africa,0.0,0.0,0.0,0.0
Canada,17918.101659556633,4784.1331431016215,0.026408504832456315,0.040636890403441976,0.025054793504639544,1006.8736803722104,121.75221447212668,255.4485667115461,0.0014100808875215306,0.1209210418799691,0.267,Northern America,0.0,0.0,1.0,0.0
Cayman Islands,485.8405070098419,0.0,0.0,,,20016.052028231483,54.421110456535885,5078.166111110702,0.028031572340049788,0.0027188733512372,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Central African Republic,6.90753780351465,2.072261341054395,1.1438921535504797e-05,0.18939272999152568,0.016679537904509746,0.0,0.0,0.0,0.0,0.29881909281447044,0.3,Africa,0.0,0.0,0.0,0.0
Chad,38.92806673275275,13.62482335646346,7.520928090585251e-05,0.16234268051075074,,0.0,0.0,0.0,0.0,0.5206222911726136,0.35,Africa,0.0,0.0,0.0,0.0
Chile,483.6608650269899,116.07860760647756,0.0006407560948299779,0.010958025536811803,0.0026649226191096348,0.0,0.0,0.0,0.0,0.1588954219619734,0.24,Latin America,0.0,0.0,1.0,0.0
China (People’s Republic of),5067.795156516204,1266.948789129051,0.006993581118960619,0.003900452343369583,0.001236281918209202,0.0,0.0,0.0,0.0,0.1905788597471668,0.25,Asia,0.0,0.0,0.0,0.0
Chinese Taipei,583.4363779086565,99.18418424447161,0.0005474985604654875,,,0.0,0.0,0.0,0.0,0.1968287275077171,0.17,Asia,0.0,0.0,0.0,0.0
Colombia,10734.1871861053,4293.67487444212,0.023701165974906156,0.2867295856671753,0.10557380511795766,0.0,0.0,0.0,0.0,0.4242604399273582,0.4,Latin America,0.0,0.0,1.0,0.0
Congo,333.07123983561996,99.92137195068598,0.0005515678504538025,0.8164513323154734,0.06983346414406172,15.193022600456413,0.013003203004678438,3.8545409647295754,2.127713854300639e-05,0.0008558667584874,0.3,Africa,0.0,0.0,0.0,0.0
Costa Rica,67.26982969564183,20.18094890869255,0.00011139921712823464,0.006391813238070501,0.0025382494382629687,0.0,0.0,0.0,0.0,0.2046994445981748,0.3,Latin America,0.0,0.0,0.0,0.0
Croatia,6.541548677643849,1.3083097355287698,7.2218943201613276e-06,0.0004481294895701999,0.00011344509006019167,0.0,0.0,0.0,0.0,0.1822057802896003,0.2,Europe,0.0,1.0,0.0,0.0
Curaçao,-0.0,-0.0,-0.0,,,128.84777744468852,2.785587569748963,32.68928437979099,0.00018044546393070814,0.021619213190889178,0.22,Caribbean/American isl.,0.0,0.0,0.0,1.0
Cyprus,30.353401925515215,3.794175240689402,2.0943918612175594e-05,0.006452120620390676,0.0007666090947048143,1803.728483738287,39.08551845583111,457.6143610561028,0.0025260398705201333,0.0216692915858517,0.125,Europe,0.0,1.0,0.0,0.0
Czechia,469.9368448466857,89.28800052087028,0.0004928714403853451,0.007281543491921007,0.0030505353241617192,1553.1754137527255,220.73886003784423,394.0478741564459,0.002175151668570232,0.1421210109838805,0.19,Europe,0.0,1.0,1.0,0.0
Côte d’Ivoire,59.84270727113312,14.96067681778328,8.258321710986183e-05,0.036230691864098795,0.0026967306530930636,0.0,0.0,0.0,0.0,0.3315954869099142,0.25,Africa,0.0,0.0,0.0,0.0
Democratic Republic of the Congo,111.18775460271789,31.13257128876101,0.00017185237842126918,0.1520915896968467,0.010542377458399109,49.94516605048482,5.189241420397881,12.671322461274508,6.994593805038509e-05,0.1038987720083375,0.28,Africa,0.0,0.0,0.0,0.0
Denmark,307.98177611781745,67.75599074591985,0.00037401434189213194,0.0025074516245011504,0.0006499242514951489,0.0,0.0,0.0,0.0,0.2314382954578416,0.22,Europe,0.0,1.0,1.0,0.0
Dominican Republic,49.423651695491834,13.344385957782796,7.366126119638045e-05,0.006615052369888811,0.0013652764256582954,0.0,0.0,0.0,0.0,0.1618566832979342,0.27,Latin America,0.0,0.0,0.0,0.0
Ecuador,214.00480493371654,47.08105708541764,0.000259888319653104,0.010465524691663545,0.0033148307195390078,0.0,0.0,0.0,0.0,0.2471392937100895,0.22,Latin America,0.0,0.0,0.0,0.0
Egypt,1134.1411680646556,255.1817628145475,0.0014086081249974848,0.057029673689473155,,0.0,0.0,0.0,0.0,0.406725448014522,0.225,Africa,0.0,0.0,0.0,0.0
El Salvador,17.941971073711596,5.382591322113479,2.9712005224214103e-05,0.004590203264064152,0.0012820674163652327,0.0,0.0,0.0,0.0,0.2512311083437576,0.3,Latin America,0.0,0.0,0.0,0.0
Equatorial Guinea,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.2622294823147176,0.35,Africa,0.0,0.0,0.0,0.0
Estonia,7.518945936396349,1.50378918727927,8.30094456642019e-06,0.0012525560207280284,0.00028688499888688445,4.256474301832583,0.3473797542996414,1.079887458420521,5.960999059009994e-06,0.0816120877671176,0.2,Europe,0.0,1.0,1.0,0.0
Eswatini,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.2676156375631041,0.275,Africa,0.0,0.0,0.0,0.0
Ethiopia,15.343010377303,4.6029031131909,2.540811166246593e-05,0.00708749522709187,0.0007660746342201764,0.0,0.0,0.0,0.0,0.2658640086564389,0.3,Africa,0.0,0.0,0.0,0.0
Faroe Islands,-0.0,-0.0,-0.0,,,5.297587438917226,0.3160976923580103,1.344022735602977,7.419030751533673e-06,0.05966823502258558,0.18,Europe,0.0,0.0,0.0,1.0
Fiji,8.109187024433911,1.6218374048867823,8.95257294546019e-06,0.015696065373504417,0.0013977655017967643,0.0,0.0,0.0,0.0,0.0849580516306377,0.2,Oceania,0.0,0.0,0.0,0.0
Finland,1964.2400963704695,392.84801927409393,0.0021685284470772163,0.022353495722403294,0.007839271129084968,1391.1879077060028,181.9516924913767,352.95088547608185,0.0019482955189395017,0.130788724861335,0.2,Europe,0.0,1.0,1.0,0.0
France,25978.60449170284,8945.299393380996,0.04937822071246078,0.04199816624066667,0.015682915955569303,0.0,0.0,0.0,0.0,0.2390860496856765,0.34433333,Europe,0.0,1.0,1.0,0.0
French Polynesia,-0.0,-0.0,-0.0,,,19.05620227058043,2.6041072319257355,4.834647733751046,2.66873463218907e-05,0.1366540507363337,0.27,Oceania,0.0,0.0,0.0,1.0
Gabon,134.79312477217817,40.43793743165345,0.0002232181743558349,0.14341890017074677,0.02514376993074121,0.0,0.0,0.0,0.0,0.3719572041467534,0.3,Africa,0.0,0.0,0.0,0.0
Georgia,18.211647458591845,2.7317471187887765,1.507929541877502e-05,0.006157358005733648,0.0007676035237024758,16.488636329571886,1.8347797531992953,4.1832442336361595,2.3091586762926956e-05,0.1112754091075847,0.15,Asia,0.0,0.0,0.0,0.0
Germany,16787.85858328773,5005.9453618911775,0.027632912447501115,0.016599531887662583,0.012771610458015238,0.0,0.0,0.0,0.0,0.2337778578688858,0.29818844,Europe,0.0,1.0,1.0,0.0
Ghana,118.17837962354136,29.54459490588534,0.00016308671895347879,0.04045183039375226,0.004756892192826739,0.0,0.0,0.0,0.0,0.1936436106544078,0.25,Africa,0.0,0.0,0.0,0.0
Gibraltar,0.8071967712609563,0.0,0.0,,,1.5439271672195498,0.004916918517855039,0.3917015507123557,2.162199919076991e-06,0.0031846829450575,0.0,Europe,1.0,0.0,0.0,1.0
Greece,968.9751938760254,281.00280622404733,0.0015511407697341984,0.03350232010316308,0.0053828073194924705,0.0,0.0,0.0,0.0,0.2593377946826958,0.29,Europe,0.0,1.0,1.0,0.0
Greenland,0.8971336743719287,0.2852885084502733,1.5747979265411643e-06,,,0.0,0.0,0.0,0.0,2.0862673827383533e-05,0.318,Northern America,0.0,0.0,0.0,1.0
Guadeloupe,-0.0,-0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0,0.15,Caribbean/American isl.,0.0,0.0,0.0,0.0
Guam,-0.0,-0.0,-0.0,,,20.329875068775312,1.9385080621701904,5.157784485759591,2.847106726395242e-05,0.09535267952273588,0.35,Oceania,0.0,0.0,0.0,1.0
Guatemala,224.77217376785728,56.19304344196432,0.00031018665553389274,0.03718798899373227,0.008163126025883392,0.0,0.0,0.0,0.0,0.2324636907734938,0.25,Latin America,0.0,0.0,0.0,0.0
Guinea,-0.0,-0.0,-0.0,-0.0,,78.19385235794512,4.0369171322019355,19.838146432735602,0.00010950694102050534,0.0516270398563085,0.35,Africa,0.0,0.0,0.0,0.0
Guinea-Bissau,0.8247856043653835,0.20619640109134588,1.1382080079664374e-06,0.034171489716011076,0.001479419918973524,0.0,0.0,0.0,0.0,7.951153483992467,0.25,Africa,0.0,0.0,0.0,0.0
Haiti,0.46234473808928317,0.13870342142678493,7.656454921847622e-07,0.001963621668235556,,0.0,0.0,0.0,0.0,0.0060654902519166,0.3,Caribbean/American isl.,0.0,0.0,0.0,0.0
Honduras,238.76239064334143,71.62871719300243,0.0003953918646393891,0.10663017001842025,0.020359026731846697,0.0,0.0,0.0,0.0,0.2983807673726166,0.3,Latin America,0.0,0.0,0.0,0.0
Hong Kong (China),1725.441680469949,284.6978772775416,0.0015715376313711238,,,24445.819703100256,2263.630622925421,6202.018909598847,0.03423526090223772,0.0925978613283458,0.165,Asia,0.0,0.0,0.0,0.0
