partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,eu27,oecd,oecd_oct
Afghanistan,25.02627000010103,5.005254000020206,1.8370496707489323e-05,0.0411857346422114,0.0026963580575594514,5.395806717674326,0.4146346587950782,1.2774585141868937,4.688582723020609e-06,0.0768438679311686,0.2,121528826.51,121528826.51,121528826.51,121528826.51,121528826.51
Albania,55.32145539794956,8.298218309692434,3.0456474763441987e-05,0.02297213302742991,0.003374495455375546,1.8653648053858694,0.18321905891577206,0.44162555802811143,1.6208729586282343e-06,0.0982215695218241,0.15,361229769.12,361229769.12,361229769.12,361229769.12,361229769.12
Algeria,288.4179894067522,74.98867724575558,0.000275226641532392,0.010272368775887162,,1270.8299396850152,189.49462003001702,300.86928822275587,0.0011042632938625054,0.1491109188669136,0.26,7300037496.88,7300037496.88,7300037496.88,7300037496.88,7300037496.88
American Samoa,1.1390860089801795,0.38728924305326107,1.421445497936217e-06,,,21.30716218048237,1.9032206260268083,5.04447567616914,1.8514449776115467e-05,0.0893230459272602,0.34,0.0,0.0,0.0,0.0,0.0
Andorra,111.71299454936309,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.106164469680989,0.0,152619926.64000002,152619926.64000002,152619926.64000002,152619926.64000002,152619926.64000002
Angola,311.32074003497326,93.39622201049197,0.0003427867974190237,0.05919845067380639,0.013740768430305668,0.0,0.0,0.0,0.0,0.5710385162783265,0.3,1577680174.8600004,1577680174.8600004,1577680174.8600004,1577680174.8600004,1577680174.8600004
Anguilla,0.2536121916942294,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0.0,0.0,0.1764870256364333,0.25,40195956.44,40195956.44,40195956.44,40195956.44,40195956.44
Argentina,2086.821253631157,730.387438770905,0.002680699129170728,0.017205195845941344,0.010373270698585691,0.0,0.0,0.0,0.0,0.3222667947227481,0.35,42451562034.56999,42451562034.56999,42451562034.56999,42451562034.56999,42451562034.56999
Armenia,6.148202136854643,1.2296404273709287,4.513078741323062e-06,0.007771956063041707,0.0005133166601887057,0.6613603111491799,0.0019683964987186695,0.15657720979059842,5.746763534706612e-07,0.002976284584266,0.2,158215051.32,158215051.32,158215051.32,158215051.32,158215051.32
Aruba,5213.887488940466,1303.4718722351165,0.004784058059212077,,,0.0,0.0,0.0,0.0,0.1530010839899009,0.25,0.0,0.0,0.0,0.0,0.0
Australia,15428.759248696717,4628.6277746090145,0.016988187071686124,0.045438490699071354,0.015792448150803714,0.0,0.0,0.0,0.0,0.1992900572892399,0.3,101865790509.26996,101865790509.26996,101865790509.26996,101865790509.26996,101865790509.26996
Austria,2270.6028062739297,567.6507015684824,0.0020834158154862297,0.01775084229394872,0.005351304304718024,7263.957774516436,833.3584545461857,1719.7437179050148,0.00631187674139454,0.1147251237431185,0.25,31978803719.19,31978803719.19,31978803719.19,31978803719.19,31978803719.19
Azerbaijan,80.53668171142618,16.107336342285237,5.9117832829498667e-05,0.039239784153883635,0.0029940948531772082,0.0,0.0,0.0,0.0,0.2903741055617981,0.2,410484835.47,410484835.47,410484835.47,410484835.47,410484835.47
Bahamas,1071.0538603439534,0.0,0.0,0.0,0.0,544.7059741022039,0.02633986323138,128.95926795636652,0.00047331180543147273,4.835611225816631e-05,0.0,456912410.9599999,456912410.9599999,456912410.9599999,456912410.9599999,456912410.9599999
Bahrain,105.9807123961545,0.0,0.0,0.0,0.0,138.9710627654915,1.92226797845562,32.901431916356024,0.00012075623868212531,0.0138321456294781,0.0,910527072.35,910527072.35,910527072.35,910527072.35,910527072.35
Bailiwick of Guernsey,1393.685998316213,0.0,0.0,,,479.97209027385605,2.8900108719597353,113.63350567840432,0.0004170625390673817,0.0060212060878598,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,35.93427707533332,8.98356926883333,3.297187908424602e-05,0.006186910630979374,0.0004370954349533333,0.0,0.0,0.0,0.0,0.3515491378531374,0.25,1452028290.8,1452028290.8,1452028290.8,1452028290.8,1452028290.8
Barbados,89.03130023783473,22.257825059458682,8.169161884072385e-05,0.1491798114251552,0.01676063441965868,3169.1145267816696,32.07487936217188,750.2886123422039,0.00275374126520723,0.0101210855875079,0.25,149201321.85999995,149201321.85999995,149201321.85999995,149201321.85999995,149201321.85999995
Belarus,33.6503220030588,6.057057960550583,2.223087246339892e-05,0.0027805501282772214,0.000850148758986532,0.0,0.0,0.0,0.0,0.1889774928365876,0.18,2178366755.18,2178366755.18,2178366755.18,2178366755.18,2178366755.18
Belgium,49075.90259302295,16680.8992913685,0.06122294802797399,0.40043172023361384,0.1414959675383962,0.0,0.0,0.0,0.0,0.2214723377303303,0.3399,41657287493.700005,41657287493.700005,41657287493.700005,41657287493.700005,41657287493.700005
Belize,0.09181434132094368,0.02295358533023592,8.424522786105799e-08,0.0003149136470365781,4.745200722471999e-05,1.685426523564685,0.0,0.3990251273292692,1.4645190409474235e-06,0.0,0.25,72888506.25,72888506.25,72888506.25,72888506.25,72888506.25
Benin,32.507145903637046,9.752143771091113,3.579273400252386e-05,0.16853543234594834,,0.0,0.0,0.0,0.0,0.1744928538768198,0.3,57864056.45000001,57864056.45000001,57864056.45000001,57864056.45000001,57864056.45000001
Bermuda,828.1909032920938,0.0,0.0,,,28574.538044887973,522.5136750378151,6765.028627662317,0.024829296601139503,0.0182859885334627,0.0,0.0,0.0,0.0,0.0,0.0
