partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,eu27,oecd,oecd_oct
Afghanistan,10.157397629302084,2.031479525860417,7.83372040201612e-06,0.021619327335836193,0.0011145960723361037,0.0,0.0,0.0,0.0,0.2063745106538741,0.2,Asia,0.0,0.0,0.0,0.0
Albania,19.503629904197748,2.925544485629662,1.128138247633884e-05,0.0064855675174156175,0.0010468692046721895,0.0,0.0,0.0,0.0,0.1526028275629678,0.15,Europe,0.0,0.0,0.0,0.0
Algeria,2295.943057437073,596.9451949336391,0.0023019192135133766,0.09418955557974676,,0.0,0.0,0.0,0.0,0.4968242683169562,0.26,Africa,0.0,0.0,0.0,0.0
American Samoa,-0.0,-0.0,-0.0,,,43.70527433258724,5.076047757393005,10.10290361899833,3.895846411064822e-05,0.1161426815163184,0.34,Oceania,0.0,0.0,0.0,1.0
Andorra,-0.0,-0.0,-0.0,-0.0,,7.228765187589782,0.23056016963253292,1.671000104445899,6.4436522462241796e-06,0.0318948207127207,0.0,Europe,0.0,0.0,0.0,0.0
Angola,20.004177582239667,6.0012532746719,2.3141823295291e-05,0.006319835065474229,0.0008388811361991494,0.0,0.0,0.0,0.0,0.2499214905647195,0.3,Africa,0.0,0.0,0.0,0.0
Anguilla,2.3299903626220324,0.0,0.0,,,5.938107427032314,0.0,1.3726518808242485,5.293172245545709e-06,0.0,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Antigua and Barbuda,0.3161180924328819,0.07902952310822048,3.0475088705226226e-07,0.001831539240092122,,0.0,0.0,0.0,0.0,0.1764870256364333,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Argentina,3880.8245646341056,1164.2473693902316,0.004489530046689979,0.04227236570724898,0.02454306875331584,0.0,0.0,0.0,0.0,0.2541291950051945,0.3,Latin America,0.0,0.0,0.0,0.0
Armenia,22.775543007289844,4.555108601457969,1.7565250710329937e-05,0.0236924468460528,0.0015008188658081612,0.0,0.0,0.0,0.0,1.713032889060857,0.2,Asia,0.0,0.0,0.0,0.0
Aruba,0.18725515338630466,0.046813788346576166,1.8052169573843688e-07,,,33.92334024074555,0.0,7.841713434371469,3.023894148851024e-05,0.0,0.25,Caribbean/American isl.,0.0,0.0,0.0,1.0
Australia,15855.488386511684,4756.6465159535055,0.018342414177874498,0.045870245575077837,0.014590272332295061,0.0,0.0,0.0,0.0,0.3085691710434611,0.3,Oceania,0.0,0.0,1.0,0.0
Austria,2576.4304430594493,644.1076107648623,0.0024837852743829496,0.018447133623893514,0.005662967367830897,5475.093764288769,613.2064099122207,1265.6217230135328,0.00488044628882326,0.1119992526725025,0.25,Europe,0.0,1.0,1.0,0.0
Azerbaijan,23.772267764326596,4.75445355286532,1.833395775019895e-05,0.009230118381433441,0.0006940986918623792,0.0,0.0,0.0,0.0,0.2628250517937383,0.2,Asia,0.0,0.0,0.0,0.0
Bahamas,1512.7803906400723,0.0,0.0,0.0,0.0,76.82210091479399,0.2709512579762448,17.758183496229353,6.84784870269553e-05,0.0035269961996583,0.0,Caribbean/American isl.,0.0,0.0,0.0,0.0
Bahrain,387.3678617354735,0.0,0.0,0.0,0.0,378.0038254211861,1.935650949050221,87.37929858949457,0.0003369489996629257,0.0051207178839882,0.0,Asia,0.0,0.0,0.0,0.0
Bailiwick of Guernsey,158.08647079991133,0.0,0.0,,,161.1729692829424,8.639517570550533,37.25671556852011,0.00014366804545451334,0.0536040107034554,0.0,Europe,1.0,0.0,0.0,1.0
Bangladesh,201.70167310848848,50.42541827712212,0.0001944487369472164,0.03229415699712216,0.001879489378588423,0.0,0.0,0.0,0.0,0.3749218770982083,0.25,Asia,0.0,0.0,0.0,0.0
Barbados,118.994932111746,6.54472126614603,2.5237525584414704e-05,0.04439419132294708,0.0049283198258323925,5270.841984604291,43.09471215323537,1218.4069171194405,0.004698378203222876,0.0081760584512136,0.055,Caribbean/American isl.,0.0,0.0,0.0,0.0
Belarus,49.025993821720846,8.824678887909752,3.402941854222235e-05,0.0033212073889392307,0.001030015220412445,0.0,0.0,0.0,0.0,0.1656313198659183,0.18,Europe,0.0,0.0,0.0,0.0
Belgium,56751.748703616606,16787.167266529792,0.06473408815290585,0.3857647146809727,0.13840696395077418,0.0,0.0,0.0,0.0,0.188605346719587,0.2958,Europe,0.0,1.0,1.0,0.0
Belize,-0.0,-0.0,-0.0,-0.0,-0.0,1.702607058857066,0.07485337681114788,0.393574351822193,1.5176876706517335e-06,0.0439639765509934,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Benin,37.19723364432303,11.159170093296908,4.303160200071571e-05,0.24896366145837875,,0.0,0.0,0.0,0.0,0.21235491677341725,0.3,Africa,0.0,0.0,0.0,0.0
Bermuda,1178.9351708863667,0.0,0.0,,,22320.972426173248,306.34446774395485,5159.712106778995,0.019896701632907045,0.013724512619564,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Bolivia,225.93174351420078,56.482935878550194,0.00021780752477441862,0.028206351173096354,,0.0,0.0,0.0,0.0,0.1680265206253144,0.25,Latin America,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,623.4278984722553,62.34278984722553,0.00024040408900403087,0.049621050123005356,0.015351569402920597,77.43648453398167,8.311610278718405,17.900204306864477,6.902614271711639e-05,0.1073345507448882,0.1,Europe,0.0,0.0,0.0,0.0
Botswana,63.117189568557876,13.885781705082733,5.354586647629492e-05,0.019018846310623092,0.003934848321569054,0.0,0.0,0.0,0.0,0.3320142588842545,0.22,Africa,0.0,0.0,0.0,0.0
Brazil,14499.71615747707,4929.903493542204,0.019010521684177516,0.06718590352304364,0.019156667179284752,0.0,0.0,0.0,0.0,0.2313356048458066,0.34,Latin America,0.0,0.0,0.0,0.0
British Virgin Islands,997.7708415403175,0.0,0.0,,,14228.006751877712,85.6466244564756,3288.9435680192128,0.012682709326819025,0.0060195799699893,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Brunei Darussalam,93.836075190252,17.35967391019662,6.694176827849465e-05,0.062220555360443984,,30.302024574162182,1.9638698402811858,7.004610734247662,2.7010935290532333e-05,0.0648098557069923,0.185,Asia,0.0,0.0,0.0,0.0
Bulgaria,477.69147543801245,47.769147543801246,0.00018420571851065066,0.016529506372290635,0.0033857769087450454,655.7876106623104,68.98952697649794,151.59175010862626,0.0005845628127117389,0.1052010221828104,0.1,Europe,0.0,1.0,0.0,0.0
Burkina Faso,17.501108548161252,4.812804850744345,1.855896998727057e-05,0.01337612629549631,0.001919264735606193,0.0,0.0,0.0,0.0,0.157967385223003,0.275,Africa,0.0,0.0,0.0,0.0
Cabo Verde,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.16338210378586407,0.2244,Africa,0.0,0.0,0.0,0.0
Cambodia,310.5905681198886,62.11811362397772,0.00023953770039833775,0.1377214592831083,0.011621085868198522,0.0,0.0,0.0,0.0,0.2546729413363211,0.2,Asia,0.0,0.0,0.0,0.0
Cameroon,28.893563746062235,9.534876036200538,3.676805598315981e-05,0.05907232970712323,0.0019983618647476473,0.0,0.0,0.0,0.0,0.3687217348354439,0.33,Africa,0.0,0.0,0.0,0.0
Canada,30319.457272322237,8071.039525892179,0.03112326075384939,0.06048630656897101,0.03632657367514255,1555.415046758299,228.1921779961525,359.54947188655785,0.0013864821168989617,0.146708223294957,0.2662,Northern America,0.0,0.0,1.0,0.0
Cayman Islands,6710.425970976144,0.0,0.0,,,40657.60729583844,112.1658607127933,9398.405436450286,0.036241802822382256,0.0027587914826526,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Central African Republic,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.2049404563384232,0.3,Africa,0.0,0.0,0.0,0.0
Chad,4.7371378480940685,1.657998246832924,6.393514936962482e-06,0.02157960795291339,,0.0,0.0,0.0,0.0,0.5206222911726136,0.35,Africa,0.0,0.0,0.0,0.0
Chile,3926.27660827149,1060.0946842333024,0.004087900099524734,0.07984873553109796,0.021499044955189145,0.0,0.0,0.0,0.0,0.3640091146960906,0.27,Latin America,0.0,0.0,1.0,0.0
China (People’s Republic of),8541.93357776517,2135.4833944412926,0.008234776487897928,0.004971930798779833,0.0017608193058732886,0.0,0.0,0.0,0.0,0.1749407133954811,0.25,Asia,0.0,0.0,0.0,0.0
Chinese Taipei,1702.2226099089069,340.4445219817814,0.0013128102762806544,,,0.0,0.0,0.0,0.0,0.21162819317897,0.2,Asia,0.0,0.0,0.0,0.0
Colombia,2715.984839206499,896.2749969381448,0.0034561843424720322,0.05104010319490783,0.01862063886331795,2330.0445552652664,337.0038315607268,538.6126944469243,0.0020769794622895236,0.144634071824588,0.33,Latin America,0.0,0.0,1.0,0.0
Congo,498.9908960010847,149.69726880032542,0.0005772573800518706,1.040613065731768,0.15081969406324247,0.0,0.0,0.0,0.0,0.0197041046109603,0.3,Africa,0.0,0.0,0.0,0.0
Cook Islands,1891.203359094014,378.24067181880287,0.001458558469322634,41.618992689136135,,4.04874530309466,0.02019530722693812,0.935907260614971,3.6090128935802393e-06,0.0049880409151699,0.2,Oceania,0.0,0.0,0.0,0.0
Costa Rica,577.7598346005562,173.32795038016687,0.0006683811891028853,0.051368674640578704,0.020118496655959894,0.0,0.0,0.0,0.0,0.1708568605582438,0.3,Latin America,0.0,0.0,0.0,0.0
Croatia,153.08265060893356,27.55487710960804,0.00010625615480774234,0.007970427692308622,0.0020401523925373134,0.0,0.0,0.0,0.0,0.2246164728845083,0.18,Europe,0.0,1.0,0.0,0.0
Cuba,2.284841498068081,0.7996945243238284,3.083754096868309e-06,7.835663664877135e-05,,0.6275694230915364,0.0,0.14506883877392307,5.594093898232832e-07,0.0,0.35,Latin America,0.0,0.0,0.0,0.0
Curaçao,4.993221709607364,1.09850877611362,4.236031179093608e-06,,,1425.531253278129,21.851190386869703,329.52555675872986,0.0012707049439118748,0.0153284541020206,0.22,Caribbean/American isl.,0.0,0.0,0.0,1.0
Cyprus,1418.2830904713771,177.28538630892214,0.0006836417153253346,0.17853577629743275,0.029325190508054242,706.1337260320098,60.708691542124946,163.2297493876239,0.0006294408590961438,0.0859733635486672,0.125,Europe,0.0,1.0,0.0,0.0
Czechia,1745.7215931231192,331.68710269339266,0.0012790402218571897,0.020401037526671047,0.008892830698901304,0.0,0.0,0.0,0.0,0.150468069523409,0.19,Europe,0.0,1.0,1.0,0.0
