partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,eu27,oecd,oecd_oct
Afghanistan,20.650906209130238,4.1301812418260475,1.5098327151521698e-05,0.043954043881170274,0.0022660744209202868,0.0,0.0,0.0,0.0,0.2063745106538741,0.2,93965898.86,93965898.86,93965898.86,93965898.86,93965898.86
Albania,20.24791626693966,3.0371874400409493,1.1102769323013234e-05,0.006733066033413167,0.0010868192281518847,0.0,0.0,0.0,0.0,0.1526028275629678,0.15,451085348.78,451085348.78,451085348.78,451085348.78,451085348.78
Algeria,2375.743988141331,617.6934369167461,0.0022580456023265374,0.0974633363355616,,0.0,0.0,0.0,0.0,0.4968242683169562,0.26,6337700515.300001,6337700515.300001,6337700515.300001,6337700515.300001,6337700515.300001
American Samoa,-0.0,-0.0,-0.0,,,46.67885724631983,5.4214076507050155,11.167361334472375,4.0823505065499784e-05,0.1161426815163184,0.34,0.0,0.0,0.0,0.0,0.0
Andorra,-0.0,-0.0,-0.0,-0.0,,7.470674474495424,0.23827582296713049,1.787270001676988,6.533560057884847e-06,0.0318948207127207,0.0,164786647.3,164786647.3,164786647.3,164786647.3,164786647.3
Angola,14.43086229075045,4.329258687225135,1.582607642525471e-05,0.004559081179677451,0.0006051625019339003,0.0,0.0,0.0,0.0,0.2499214905647195,0.3,949590173.24,949590173.24,949590173.24,949590173.24,949590173.24
Anguilla,3.838795406503993,0.0,0.0,,,5.7506852224179,0.0,1.3757830330050431,5.029324648387374e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,0.3312783637224284,0.0828195909306071,3.0275603059798376e-07,0.001919375502621581,,0.0,0.0,0.0,0.0,0.1764870256364333,0.25,43149238.28999999,43149238.28999999,43149238.28999999,43149238.28999999,43149238.28999999
Argentina,3720.895177940754,1116.2685533822262,0.0040806412167203755,0.04053031491133138,0.023531645055099627,0.0,0.0,0.0,0.0,0.2541291950051945,0.3,27541571187.5,27541571187.5,27541571187.5,27541571187.5,27541571187.5
Armenia,22.398676290558893,4.479735258111779,1.6376159911392773e-05,0.023300408129288214,0.0014759848287806375,0.0,0.0,0.0,0.0,1.713032889060857,0.2,192259948.12,192259948.12,192259948.12,192259948.12,192259948.12
Aruba,0.130857906188761,0.03271447654719025,1.1959133039931267e-07,,,35.27796283714713,0.0,8.43983296479629,3.085272818447869e-05,0.0,0.25,0.0,0.0,0.0,0.0,0.0
Australia,17548.364157208984,5264.509247162695,0.019244986660859296,0.050767769097345594,0.016148062159837013,0.0,0.0,0.0,0.0,0.3085691710434611,0.3,103697864624.86002,103697864624.86002,103697864624.86002,103697864624.86002,103697864624.86002
Austria,2955.317421432053,738.8293553580132,0.00270087113935253,0.021159948455445093,0.0064957570130550184,5461.518048076932,611.6859398420011,1306.6032262909757,0.0047764303338545255,0.1119992526725025,0.25,34916406196.06,34916406196.06,34916406196.06,34916406196.06,34916406196.06
Azerbaijan,23.202885593005444,4.640577118601089,1.696413484206515e-05,0.009009042929243795,0.0006774739666068093,0.0,0.0,0.0,0.0,0.2628250517937383,0.2,515102120.7299999,515102120.7299999,515102120.7299999,515102120.7299999,515102120.7299999
Bahamas,975.8591637465106,0.0,0.0,0.0,0.0,31.460935429894796,0.11096259969893411,7.526654562517993,2.7514505124028716e-05,0.0035269961996583,0.0,397738112.87,397738112.87,397738112.87,397738112.87,397738112.87
Bahrain,341.9359207948549,0.0,0.0,0.0,0.0,407.7022086579925,2.087727991216471,97.53790365776811,0.00035656042504504995,0.0051207178839882,0.0,891952956.57,891952956.57,891952956.57,891952956.57,891952956.57
Bailiwick of Guernsey,229.21725911762306,0.0,0.0,,,158.36326818474382,8.488906322809186,37.886528125459115,0.00013849832798635376,0.0536040107034554,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,200.6617033212416,50.1654258303104,0.00018338517525844783,0.03212764897037143,0.0018697987689912875,0.0,0.0,0.0,0.0,0.3749218770982083,0.25,1561440922.0100002,1561440922.0100002,1561440922.0100002,1561440922.0100002,1561440922.0100002
Barbados,126.62745636775047,6.964510100226276,2.5459524845646525e-05,0.04724170538161219,0.005244430099979946,5050.965817906613,41.296991762286375,1208.383488888409,0.00441737739132921,0.0081760584512136,0.055,147422918.88000005,147422918.88000005,147422918.88000005,147422918.88000005,147422918.88000005
Belarus,52.53594060903643,9.456469309626558,3.456915301662195e-05,0.0035589845413454987,0.0011037577054076409,0.0,0.0,0.0,0.0,0.1656313198659183,0.18,2657069509.51,2657069509.51,2657069509.51,2657069509.51,2657069509.51
Belgium,67013.19916710148,19822.50431362862,0.07246332244666664,0.45551596641653225,0.16343273384906276,0.0,0.0,0.0,0.0,0.188605346719587,0.2958,43516596069.22,43516596069.22,43516596069.22,43516596069.22,43516596069.22
Belize,-0.0,-0.0,-0.0,-0.0,-0.0,1.684418419810566,0.07405373191061308,0.4029770701798531,1.4731265491504538e-06,0.0439639765509934,0.25,79527141.5,79527141.5,79527141.5,79527141.5,79527141.5
