,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_pct_total,tax_revenue_pct_total,etr_average_corrected
0,Albania,4.56080138445136,52.521288364036444,-47.960486979585085,-7.1940730469377625,0.012238087940915805,0.012238087940915805,0.1122164207497937
2,Argentina,9998.417737526608,0.0,9998.417737526608,2999.5253212579823,0.012238087940915805,0.012238087940915805,0.2535905081093398
3,Armenia,93.89336863044834,0.0,93.89336863044834,16.9008063534807,0.012238087940915805,0.012238087940915805,0.4531761126792806
4,Australia,20152.353851684184,0.0,20152.353851684184,6045.706155505255,0.012238087940915805,0.012238087940915805,0.2016874159024712
5,Austria,3664.8725249292465,6575.607367086664,-2910.734842157418,-727.6837105393545,0.012238087940915805,0.012238087940915805,0.1060767977828734
6,Azerbaijan,74.43964796351102,0.0,74.43964796351102,14.887929592702205,0.012238087940915805,0.012238087940915805,0.5506350507464592
12,Bahamas,493.7346555513907,11970.73135757863,-11476.99670202724,-0.0,0.012238087940915805,0.012238087940915805,0.0047314900921508
11,Bahrain,892.5083762392683,1934.6572042890925,-1042.1488280498243,-0.0,0.012238087940915805,0.012238087940915805,0.0029838575744799
9,Bangladesh,731.474958559877,0.0,731.474958559877,182.86873963996925,0.012238087940915805,0.012238087940915805,0.3185790880624918
14,Belarus,122.08186119302736,243.56033759064437,-121.478476397617,-21.866125751571058,0.012238087940915805,0.012238087940915805,0.1257897458282565
7,Belgium,6578.732815756758,14473.615983462634,-7894.883167705876,-1973.720791926469,0.012238087940915805,0.012238087940915805,0.1313215874703167
13,Bosnia and Herzegovina,127.84325121335776,193.67373851169393,-65.83048729833617,-6.583048729833617,0.012238087940915805,0.012238087940915805,0.1485731012422058
16,Botswana,57.205303460208356,0.0,57.205303460208356,12.585166761245839,0.012238087940915805,0.012238087940915805,0.1740332514890426
15,Brazil,15545.327152288668,0.0,15545.327152288668,5285.411231778147,0.012238087940915805,0.012238087940915805,0.2029880353380588
10,Bulgaria,1481.4685719141169,1867.2974986480165,-385.8289267338996,-38.58289267338996,0.012238087940915805,0.012238087940915805,0.104634034720613
8,Burkina Faso,24.187819187298263,256.0024925820702,-231.81467339477194,-63.74903518356229,0.012238087940915805,0.012238087940915805,0.1226268545670642
27,Cabo Verde,27.38932098517757,0.0,27.38932098517757,6.146163629073846,0.012238087940915805,0.012238087940915805,0.2860860171036161
62,Cambodia,1455.8238904681123,1644.9881931765929,-189.1643027084806,-37.83286054169612,0.012238087940915805,0.012238087940915805,0.114732007924916
23,Cameroon,152.8693930500343,0.0,152.8693930500343,50.44689970651132,0.012238087940915805,0.012238087940915805,0.6396399704516
18,Canada,46933.699685024876,38194.55776446802,8739.141920556853,2294.024754146174,0.012238087940915805,0.012238087940915805,0.1103728912486411
17,Central African Republic,-0.0,0.0,-0.0,-0.0,0.012238087940915805,0.012238087940915805,0.2548756971628439
20,Chile,6779.831988352263,0.0,6779.831988352263,1830.554636855111,0.012238087940915805,0.012238087940915805,0.1998733620309618
21,China (People’s Republic of),4292.068411643546,0.0,4292.068411643546,1073.0171029108865,0.012238087940915805,0.012238087940915805,0.1721540276918187
26,Colombia,6842.2722962099015,0.0,6842.2722962099015,2189.5271347871685,0.012238087940915805,0.012238087940915805,0.691897423197905
25,Congo,838.779997089483,0.0,838.779997089483,251.63399912684488,0.012238087940915805,0.012238087940915805,0.2833776618712972
28,Costa Rica,2628.650646702086,0.0,2628.650646702086,788.5951940106257,0.012238087940915805,0.012238087940915805,0.1565429119086864
50,Croatia,352.7587591341889,0.0,352.7587591341889,63.496576644154,0.012238087940915805,0.012238087940915805,0.2914993418230818
29,Cyprus,3060.914747636379,3583.4646653795276,-522.5499177431484,-65.31873971789355,0.012238087940915805,0.012238087940915805,0.0377915995985469
30,Czechia,6291.392249621832,0.0,6291.392249621832,1195.364527428148,0.012238087940915805,0.012238087940915805,0.1974208089317916
22,Côte d’Ivoire,144.67549191429563,0.0,144.67549191429563,36.16887297857391,0.012238087940915805,0.012238087940915805,0.225416672688476
24,Democratic Republic of the Congo,110.50558621690345,460.2450548464711,-349.7394686295676,-97.92705121627894,0.012238087940915805,0.012238087940915805,0.1272811693205388
32,Denmark,3079.956775953592,41916.83786013132,-38836.88108417773,-8544.1138385191,0.012238087940915805,0.012238087940915805,0.1225813237918387
33,Dominican Republic,778.9230076501896,484.28193698994636,294.6410706602432,79.55308907826567,0.012238087940915805,0.012238087940915805,0.1196731371221362
34,Ecuador,322.9496567595544,0.0,322.9496567595544,80.7374141898886,0.012238087940915805,0.012238087940915805,0.4251018547738781
108,El Salvador,831.6173457889015,0.0,831.6173457889015,249.48520373667043,0.012238087940915805,0.012238087940915805,0.1633703275450014
46,Equatorial Guinea,3865.352417814989,0.0,3865.352417814989,1352.8733462352461,0.012238087940915805,0.012238087940915805,0.904658159728538
36,Estonia,2410.9118338838935,73.69333139450725,2337.218502489386,467.4437004978772,0.012238087940915805,0.012238087940915805,0.0399644722973961
114,Eswatini,194.84002745405832,0.0,194.84002745405832,53.581007549866044,0.012238087940915805,0.012238087940915805,0.2922978904097612
37,Ethiopia,294.0641992649544,0.0,294.0641992649544,88.21925977948632,0.012238087940915805,0.012238087940915805,0.3442346968211514
39,Fiji,70.1695115404255,0.0,70.1695115404255,14.033902308085102,0.012238087940915805,0.012238087940915805,0.3174325650953426
38,Finland,3984.340712034175,0.0,3984.340712034175,796.868142406835,0.012238087940915805,0.012238087940915805,0.1567576030747513
40,France,39270.50271546289,0.0,39270.50271546289,12575.593084572682,0.012238087940915805,0.012238087940915805,0.2059219751719802
42,Gabon,117.05323219489038,0.0,117.05323219489038,35.115969658467115,0.012238087940915805,0.012238087940915805,1.740919601087571
44,Georgia,4026.405318219603,0.0,4026.405318219603,603.9607977329405,0.012238087940915805,0.012238087940915805,0.2853558378532963
31,Germany,56727.64704578964,0.0,56727.64704578964,16922.044882270773,0.012238087940915805,0.012238087940915805,0.1652098672920548
45,Ghana,1062.4626571489825,0.0,1062.4626571489825,265.61566428724564,0.012238087940915805,0.012238087940915805,0.2121664985186463
47,Greece,6530.063022873434,1212.87813437392,5317.184888499514,1276.1243732398834,0.012238087940915805,0.012238087940915805,0.1472648255935781
48,Guatemala,514.0776013245626,0.0,514.0776013245626,128.51940033114064,0.012238087940915805,0.012238087940915805,0.2320449773638035
49,Honduras,1825.533530365576,0.0,1825.533530365576,547.6600591096728,0.012238087940915805,0.012238087940915805,0.2176412549430094
51,Hungary,3446.0205685048786,3375.4072622353797,70.61330626949893,6.355197564254904,0.012238087940915805,0.012238087940915805,0.0936424656423581
54,Iceland,351.47633672235514,0.0,351.47633672235514,70.29526734447103,0.012238087940915805,0.012238087940915805,0.2968656069200548
52,Indonesia,8005.159558424921,0.0,8005.159558424921,1761.1351028534825,0.012238087940915805,0.012238087940915805,0.2059345946040845
53,Ireland,13841.14761680948,122569.41507119642,-108728.26745438694,-13591.033431798367,0.012238087940915805,0.012238087940915805,0.1010792897112204
55,Israel,1600.8321123718813,0.0,1600.8321123718813,368.1913858455327,0.012238087940915805,0.012238087940915805,0.1669877434736626
56,Italy,14313.566251418979,0.0,14313.566251418979,3980.6027745196184,0.012238087940915805,0.012238087940915805,0.2360258488431147
57,Jamaica,556.0116407799034,226.83376214127796,329.17787863862543,82.29446965965636,0.012238087940915805,0.012238087940915805,4.454931746920233e-05
58,Jordan,395.4956143778086,793.7820803298246,-398.286465952016,-79.65729319040321,0.012238087940915805,0.012238087940915805,0.038044948596717
59,Kazakhstan,1417.8144626131073,0.0,1417.8144626131073,283.56289252262144,0.012238087940915805,0.012238087940915805,0.3183211064886756
60,Kenya,526.0700013204995,0.0,526.0700013204995,131.51750033012488,0.012238087940915805,0.012238087940915805,0.4451294073458052
64,Korea,4126.922095257604,0.0,4126.922095257604,1134.9035761958412,0.012238087940915805,0.012238087940915805,0.1994822913378385
61,Kyrgyzstan,210.79356038702764,2.6136100647008513,208.1799503223268,20.81799503223268,0.012238087940915805,0.012238087940915805,0.1439835747694052
65,Lao People’s Democratic Republic,313.68675520233325,0.0,313.68675520233325,75.28482124855998,0.012238087940915805,0.012238087940915805,0.1512547463108048
71,Latvia,256.71033259665586,295.2547109712809,-38.54437837462501,-7.708875674925003,0.012238087940915805,0.012238087940915805,0.0392911895901866
66,Lebanon,1522.978006703969,0.0,1522.978006703969,258.90626113967477,0.012238087940915805,0.012238087940915805,0.1814979137350936
68,Lesotho,1.0118532030514957,0.0,1.0118532030514957,0.25296330076287393,0.012238087940915805,0.012238087940915805,0.2441707032782445
69,Lithuania,608.5375238832497,707.5187450094237,-98.98122112617398,-14.847183168926096,0.012238087940915805,0.012238087940915805,0.0659738040676158
70,Luxembourg,86816.86228691324,26517.566237998344,60299.2960489149,15038.644434599377,0.012238087940915805,0.012238087940915805,0.0290574959027048
72,Macau (China),3542.8696606811222,0.0,3542.8696606811222,425.14435928173464,0.012238087940915805,0.012238087940915805,0.2421821637406255
75,Madagascar,42.122730142804635,49.5026603088219,-7.379930166017267,-1.4759860332034536,0.012238087940915805,0.012238087940915805,0.0401016615827368
85,Malawi,526.5490239302795,0.0,526.5490239302795,157.96470717908386,0.012238087940915805,0.012238087940915805,0.2086174914557855
86,Malaysia,7094.85131152504,0.0,7094.85131152504,1702.7643147660094,0.012238087940915805,0.012238087940915805,0.2161327141006699
76,Maldives,27.34547752012411,0.0,27.34547752012411,4.101821628018616,0.012238087940915805,0.012238087940915805,0.2612796387110692
80,Mali,161.52338371269883,0.0,161.52338371269883,48.457015113809646,0.012238087940915805,0.012238087940915805,0.8559073139004482
81,Malta,32689.72724251224,13859.4120451533,18830.31519735894,941.5157598679451,0.012238087940915805,0.012238087940915805,0.0111773426516788
78,Marshall Islands,4095.715007571477,1464.2061339344737,2631.5088736370035,0.0,0.012238087940915805,0.012238087940915805,0.0010276781220819
84,Mauritius,1707.3026265126623,13805.185571449032,-12097.88294493637,-1814.6824417404553,0.012238087940915805,0.012238087940915805,0.028855092736228
77,Mexico,36856.49180889473,0.0,36856.49180889473,11056.947542668418,0.012238087940915805,0.012238087940915805,0.5782618432150806
41,Micronesia,76.72816335835527,0.0,76.72816335835527,23.018449007506582,0.012238087940915805,0.012238087940915805,0.1552800903628705
74,Moldova,310.66121046132696,0.0,310.66121046132696,37.27934525535923,0.012238087940915805,0.012238087940915805,0.1678772595970058
82,Mongolia,4274.645628500278,0.0,4274.645628500278,1068.6614071250694,0.012238087940915805,0.012238087940915805,0.1975842462418564
73,Morocco,3137.1908161667316,0.0,3137.1908161667316,972.5291530116867,0.012238087940915805,0.012238087940915805,0.1606849612829891
83,Mozambique,4305.7647099097385,0.0,4305.7647099097385,1377.8447071711164,0.012238087940915805,0.012238087940915805,0.4018711602777128
87,Namibia,38.18439803265954,0.0,38.18439803265954,12.219007370451052,0.012238087940915805,0.012238087940915805,0.2640294392363583
92,Nauru,0.0005627962488496059,0.0,0.0005627962488496059,0.00014069906221240148,0.012238087940915805,0.012238087940915805,0.0
91,Nepal,15.001299841516898,0.0,15.001299841516898,3.7503249603792246,0.012238087940915805,0.012238087940915805,0.2380454931228524
89,Netherlands,31576.018527258453,83572.31059439438,-51996.29206713593,-12999.073016783983,0.012238087940915805,0.012238087940915805,0.0892465158219887
93,New Zealand,2820.8717214974477,0.0,2820.8717214974477,789.8440820192855,0.012238087940915805,0.012238087940915805,0.2245223162068305
88,Nicaragua,447.72843566294637,0.0,447.72843566294637,134.3185306988839,0.012238087940915805,0.012238087940915805,0.4003928312418001
79,North Macedonia,508.338242031491,86.75405133037866,421.58419070111233,42.158419070111236,0.012238087940915805,0.012238087940915805,0.1140608757395819
90,Norway,4365.225633425767,0.0,4365.225633425767,960.3496393536687,0.012238087940915805,0.012238087940915805,0.2962297660675849
94,Panama,956.3538856381053,3643.838251931712,-2687.4843662936064,-671.8710915734016,0.012238087940915805,0.012238087940915805,0.0601494341070842
97,Papua New Guinea,2324.955737672533,0.0,2324.955737672533,697.4867213017599,0.012238087940915805,0.012238087940915805,0.1819329132799815
100,Paraguay,77.08837596501273,885.333668485111,-808.2452925200984,-80.82452925200984,0.012238087940915805,0.012238087940915805,0.0838103243301043
95,Peru,6677.510702357966,0.0,6677.510702357966,1969.8656571955999,0.012238087940915805,0.012238087940915805,0.2984865442622967
96,Philippines,15859.67715928161,0.0,15859.67715928161,4757.903147784483,0.012238087940915805,0.012238087940915805,0.2590943801466874
98,Poland,15368.029500557872,0.0,15368.029500557872,2919.9256051059956,0.012238087940915805,0.012238087940915805,0.2415662293720115
99,Portugal,6201.067270105617,1501.134347423081,4699.932922682537,1480.478870644999,0.012238087940915805,0.012238087940915805,0.1447975836241994
101,Romania,10879.530548784727,2037.4929435142622,8842.037605270465,1414.7260168432745,0.012238087940915805,0.012238087940915805,0.128945278458726
102,Russia,5272.594869843616,0.0,5272.594869843616,1054.5189739687232,0.012238087940915805,0.012238087940915805,0.3089370280053463
103,Rwanda,117.76387909737045,0.0,117.76387909737045,35.32916372921113,0.012238087940915805,0.012238087940915805,0.5742301586143272
63,Saint Kitts and Nevis,-0.0,30.027250709272103,-30.027250709272103,-9.908992734059794,0.012238087940915805,0.012238087940915805,0.0
127,Samoa,2176.0627552976516,697.2319026590873,1478.8308526385645,399.28433021241244,0.012238087940915805,0.012238087940915805,0.0038538929826994
109,San Marino,-0.0,0.0,-0.0,-0.0,0.012238087940915805,0.012238087940915805,0.0
104,Saudi Arabia,2516.7404828340354,0.0,2516.7404828340354,503.3480965668071,0.012238087940915805,0.012238087940915805,0.4426415637681315
105,Senegal,193.90741720034333,0.0,193.90741720034333,58.172225160103,0.012238087940915805,0.012238087940915805,0.2313037670512283
