partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,eu27,oecd,oecd_oct
Bolivia,215.03917108948727,53.75979277237182,0.00021787936047122048,0.0278115425387025,,0.0,0.0,0.0,0.0,0.1840876338845484,0.25,Latin America,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,69.11274787884977,6.911274787884977,2.8010229451612036e-05,0.005512056682459596,0.0016751771321930704,71.67878889530849,7.624651995759751,16.62029949195188,6.735926679404241e-05,0.1063725003347371,0.1,Europe,0.0,0.0,0.0,0.0
Botswana,338.24492145437614,74.41388271996276,0.00030158689870430803,0.10546896760443447,0.020096496240996995,0.0,0.0,0.0,0.0,0.1872147666644821,0.22,Africa,0.0,0.0,0.0,0.0
Brazil,18048.29224125717,6136.419362027439,0.024869871278016955,0.08230825450546476,0.02296369426808263,0.0,0.0,0.0,0.0,0.3082545460432817,0.34,Latin America,0.0,0.0,0.0,0.0
British Virgin Islands,2927.467883435615,0.0,0.0,,,21312.3429687524,99.2202614833663,4941.734207217387,0.02002801411914325,0.0046555304420936,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Brunei Darussalam,117.82804605437745,21.798188520059828,8.834437651743573e-05,0.0699878158410444,,11.031826642501315,1.0512640978513874,2.5579709920805676,1.0367024408339415e-05,0.0952937470755095,0.185,Asia,0.0,0.0,0.0,0.0
Bulgaria,536.8155694219301,53.68155694219302,0.00021756228386496444,0.01914902306421796,0.004061837134775528,413.54097341565836,27.62364510163845,95.8885457788673,0.00038862008116876193,0.0667978432063934,0.1,Europe,0.0,1.0,0.0,0.0
Burkina Faso,12.927546700314661,3.555075342586532,1.4408119937319194e-05,0.010515084972594332,0.0014630093770966462,87.80841999422663,9.451511682528661,20.360308268471076,8.251689070518836e-05,0.107637874399176,0.275,Africa,0.0,0.0,0.0,0.0
Cabo Verde,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.16338210378586407,0.255,Africa,0.0,0.0,0.0,0.0
Cambodia,290.85321075254524,58.17064215050905,0.00023575578804066073,0.14512512316378157,0.013883220753203696,232.73055233479423,16.35428597233015,53.963683543554296,0.00021870569533116534,0.0702713322692747,0.2,Asia,0.0,0.0,0.0,0.0
Cameroon,48.937003301247124,16.14921108941155,6.545002506192688e-05,0.11498749820738853,0.003273517264588304,0.0,0.0,0.0,0.0,0.3110815806458167,0.33,Africa,0.0,0.0,0.0,0.0
Canada,11180.950084287091,2994.2584325720827,0.012135223718898682,0.022837212482862645,0.013290800342970097,0.0,0.0,0.0,0.0,0.189118720748389,0.2678,Northern America,0.0,0.0,1.0,0.0
Cayman Islands,9678.912990326695,0.0,0.0,,,23983.43284403686,674.612560535456,5561.084985618357,0.022538138220192728,0.0281282735846211,0.0,Caribbean/American isl.,1.0,0.0,0.0,1.0
Central African Republic,-0.0,-0.0,-0.0,-0.0,-0.0,1.345400426411834,0.11380749221154388,0.3119606004535606,1.2643236257780124e-06,0.084590052134194,0.3,Africa,0.0,0.0,0.0,0.0
Chad,1.2674623624203398,0.4436118268471189,1.797883811423327e-06,0.006182586327187117,,0.0,0.0,0.0,0.0,0.5206222911726136,0.35,Africa,0.0,0.0,0.0,0.0
Chile,6547.314107431339,1767.7748090064617,0.007164492736687105,0.12763247779310744,0.032481201833459226,0.0,0.0,0.0,0.0,0.1875214071676717,0.27,Latin America,0.0,0.0,1.0,0.0
China (People’s Republic of),2338.1022137301493,584.5255534325373,0.002368983345977817,0.0014483972922284493,0.0004646975541932492,0.0,0.0,0.0,0.0,0.1776947704703964,0.25,Asia,0.0,0.0,0.0,0.0
Chinese Taipei,9014.686230820433,1802.9372461640867,0.007307000155808892,,,0.0,0.0,0.0,0.0,0.1873305622860013,0.2,Asia,0.0,0.0,0.0,0.0
Colombia,4144.197590098207,1533.3531083363366,0.006214421175979165,0.08401830236298558,0.03140454570638757,0.0,0.0,0.0,0.0,0.4017668989380718,0.37,Latin America,0.0,0.0,1.0,0.0
Comoros,1.5022251700378875,0.7511125850189437,3.0441324496681566e-06,0.08325249353709936,,0.0,0.0,0.0,0.0,0.0,0.5,Africa,0.0,0.0,0.0,0.0
Congo,446.5991114567342,133.97973343702026,0.0005429972314246828,1.4620916294876432,0.13280721361090964,0.02043019443082473,0.001167877385530377,0.004737188718618807,1.919902580008791e-08,0.0571642814993627,0.3,Africa,0.0,0.0,0.0,0.0
Cook Islands,36.13725257029537,0.0,0.0,0.0,,18.84117866489163,0.0,4.368740557952827,1.7705767633104106e-05,0.0,0.0,Oceania,0.0,0.0,0.0,0.0
Costa Rica,674.1165875158507,202.2349762547552,0.0008196242027544283,0.06142528812868891,0.024577921346438644,1245.6492041500735,126.08424392227933,288.831091511938,0.0011705836324422498,0.1012197041528306,0.3,Latin America,0.0,0.0,0.0,0.0
Croatia,288.2772286247493,51.88990115245487,0.00021030100554669454,0.01496094141345084,0.003858498501001488,312.8096995344638,38.74134634199183,72.5317903716779,0.0002939590962883206,0.1238495686024068,0.18,Europe,0.0,1.0,0.0,0.0
Cuba,4.247635616670905,1.4866724658348167,6.0252324159390824e-06,0.0001519737116421642,,1.0156016702536046,0.0,0.23548952464578077,9.543992709336251e-07,0.0,0.35,Latin America,0.0,0.0,0.0,0.0
Curaçao,8.129203684751209,1.788424810645266,7.248183705695166e-06,,,245.51483752371072,4.57308112407897,56.92800049010114,0.0002307195712641014,0.0186264959389158,0.22,Caribbean/American isl.,0.0,0.0,0.0,1.0
Cyprus,741.766453259408,92.720806657426,0.0003757817695174939,0.12633178722960098,0.015105859464427898,482.00474790200155,20.9656058592835,111.763373658206,0.0004529580774215779,0.043496679131356,0.125,Europe,0.0,1.0,0.0,0.0
Czechia,1679.687872249476,319.14069572740044,0.0012934233392573886,0.020294450108862112,0.008640544133408541,0.0,0.0,0.0,0.0,0.1691234142636666,0.19,Europe,0.0,1.0,1.0,0.0
Côte d’Ivoire,154.52880250042926,38.632200625107316,0.00015656978443785976,0.07345947046027751,0.005658548467427844,39.91038075779304,5.969011221222566,9.254097219767193,3.750529308248336e-05,0.1495603677010031,0.25,Africa,0.0,0.0,0.0,0.0
Democratic People’s Republic of Korea,1.7010792459094355,0.5528507549205666,2.2406107372502466e-06,,,0.0,0.0,0.0,0.0,0.2225282195646538,0.325,Asia,0.0,0.0,0.0,0.0
Democratic Republic of the Congo,148.69008332972365,41.63322333232263,0.00016873242261945101,0.1773367294867026,0.011997453325896955,0.0,0.0,0.0,0.0,0.1518645191554564,0.28,Africa,0.0,0.0,0.0,0.0
Denmark,1140.3386836034508,250.8745103927592,0.001016752019754733,0.008313384654672715,0.002180974357809482,0.0,0.0,0.0,0.0,0.1614846888137958,0.22,Europe,0.0,1.0,1.0,0.0
Djibouti,5.740683361619021,1.4351708404047552,5.816505026318323e-06,0.042613210988491704,,0.0,0.0,0.0,0.0,0.0,0.25,Africa,0.0,0.0,0.0,0.0
Dominica,0.5285002271995243,0.13212505679988107,5.35480540255656e-07,0.00579890222335491,,0.0,0.0,0.0,0.0,0.1298487115250126,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Dominican Republic,229.06297854354276,61.847004206756544,0.0002506554625440103,0.028624503985946625,0.005550035070213806,0.0,0.0,0.0,0.0,0.2054356211618871,0.27,Latin America,0.0,0.0,0.0,0.0
Ecuador,202.86708922746593,50.71677230686648,0.0002055465124683935,0.00947310747727654,0.003301554499056628,0.0,0.0,0.0,0.0,0.4726163839416312,0.25,Latin America,0.0,0.0,0.0,0.0
Egypt,822.0913443580472,184.97055248056063,0.0007496544090323292,0.05210010399543315,,0.0,0.0,0.0,0.0,0.342796032857416,0.225,Africa,0.0,0.0,0.0,0.0
El Salvador,335.0806262652874,100.52418787958621,0.00040740755567698146,0.08501979222623092,0.021309687291283064,0.0,0.0,0.0,0.0,0.2933302426164287,0.3,Latin America,0.0,0.0,0.0,0.0
Equatorial Guinea,34.66734906162926,12.13357217157024,4.917531873991424e-05,0.14838514232654967,0.01501786134815685,0.0,0.0,0.0,0.0,0.2229164815710097,0.35,Africa,0.0,0.0,0.0,0.0
Estonia,163.634285907773,32.7268571815546,0.00013263642483039089,0.021702316791666464,0.005098673482332745,0.0,0.0,0.0,0.0,0.1479966850656194,0.2,Europe,0.0,1.0,1.0,0.0
Eswatini,121.84633996165522,33.50774348945519,0.00013580122515033464,0.24929946245548962,0.029658371217888772,420.056258471403,34.53963770878578,97.39925753294106,0.00039474274075987375,0.0822262185414795,0.275,Africa,0.0,0.0,0.0,0.0
Ethiopia,201.886092890187,60.5658278670561,0.0002454630712205034,0.09852056799275415,0.009557527569415932,0.0,0.0,0.0,0.0,0.4582836975191589,0.3,Africa,0.0,0.0,0.0,0.0
Faroe Islands,0.00015731684096471985,2.8317031373649572e-05,1.1476414561822827e-10,,,4.179599081175206,0.05013400311628133,0.9691317271958749,3.927727211075161e-06,0.0119949311267876,0.18,Europe,0.0,0.0,0.0,1.0
Fiji,1127.9083535902662,225.58167071805326,0.0009142444123284977,1.6388289626996233,0.1684487291642793,0.0,0.0,0.0,0.0,0.1602889753051275,0.2,Oceania,0.0,0.0,0.0,0.0
Finland,13606.591548234934,2721.318309646987,0.011029043498270713,0.13890913280183323,0.04739778190540309,0.0,0.0,0.0,0.0,0.1530654918355858,0.2,Europe,0.0,1.0,1.0,0.0
France,44999.43398006601,15494.804950471282,0.06279782750520523,0.06536075309562832,0.022968951819601777,0.0,0.0,0.0,0.0,0.2433054842122465,0.34433333,Europe,0.0,1.0,1.0,0.0
French Guiana,-0.0,-0.0,-0.0,,,2.6701273063212465,0.0,0.6191275856727332,2.5092195386175493e-06,0.0,0.28,Caribbean/American isl.,0.0,0.0,0.0,0.0
French Polynesia,0.09516766152094924,0.025695268610656297,1.0413858393634247e-07,,,3.1642622100484092,0.43240924859501867,0.733703602036059,2.973576781888228e-06,0.1366540507363337,0.27,Oceania,0.0,0.0,0.0,1.0
Gabon,221.04106968510715,66.31232090553215,0.00026875263696486635,0.2444088834326934,0.0384853382073167,0.0,0.0,0.0,0.0,0.4073694214924015,0.3,Africa,0.0,0.0,0.0,0.0
Gambia,4.4341858585820955,1.3745976161604496,5.571011978830021e-06,0.0769386684210771,,0.0,0.0,0.0,0.0,0.8273304826892338,0.31,Africa,0.0,0.0,0.0,0.0
Georgia,84.24176899103784,12.636265348655677,5.121264928544619e-05,0.025578369712378344,0.003201380900772914,74.66708174739937,2.1236610692116225,17.313200738427327,7.016747852006245e-05,0.0284417312088883,0.15,Asia,0.0,0.0,0.0,0.0
Germany,62575.53871250205,18708.245728444577,0.07582136025172242,0.05306619162638939,0.04108530581411968,0.0,0.0,0.0,0.0,0.1975096823757806,0.29897059,Europe,0.0,1.0,1.0,0.0
Ghana,354.86878533846965,88.71719633461741,0.0003595558130596073,0.0752895954070865,0.010766334314958595,0.0,0.0,0.0,0.0,0.252217066715898,0.25,Africa,0.0,0.0,0.0,0.0
Gibraltar,26.607296888607248,0.0,0.0,,,4562.308642646906,45.296503052008056,1057.871333823207,0.004287373849266206,0.0099284170800265,0.0,Europe,1.0,0.0,0.0,1.0
Greece,386.85039832565235,112.18661551443917,0.00045467340518244164,0.012489856604030248,0.0019402099515165596,0.0,0.0,0.0,0.0,0.2665573424314211,0.29,Europe,0.0,1.0,1.0,0.0
Greenland,-0.0,-0.0,-0.0,,,0.0,0.0,0.0,0.0,0.4344644734243744,0.318,Northern America,0.0,0.0,0.0,1.0
Grenada,2.030323958817508,0.6090971876452524,2.468568029472923e-06,0.027990084659742856,,0.0,0.0,0.0,0.0,0.020226521015725,0.3,Caribbean/American isl.,0.0,0.0,0.0,0.0
Guadeloupe,8.494737673660715,1.2742106510491074,5.164160563856812e-06,,,0.0,0.0,0.0,0.0,0.0,0.15,Caribbean/American isl.,0.0,0.0,0.0,0.0
Guam,57.67703557302616,12.112177470335492,4.908860962921813e-05,,,0.0,0.0,0.0,0.0,0.050049550419568,0.21,Oceania,0.0,0.0,0.0,1.0
Guatemala,351.73917131906757,87.93479282976689,0.0003563848637966689,0.05453541047566455,0.011354963809328883,0.0,0.0,0.0,0.0,0.2182283191777063,0.25,Latin America,0.0,0.0,0.0,0.0
Guinea,46.37183057857905,16.230140702502666,6.577801911536633e-05,0.22170672548517595,,132.23560525132604,13.095806052618045,30.66172568828675,0.00012426679567375818,0.0990338874898954,0.35,Africa,0.0,0.0,0.0,0.0
Guyana,4.6253123940690335,1.2719609083689842,5.155042736739332e-06,0.009001420696413949,,0.0,0.0,0.0,0.0,0.4455445955212602,0.275,Caribbean/American isl.,0.0,0.0,0.0,0.0
Haiti,7.5823555302445245,2.2747066590733573,9.219001907932092e-06,0.027304424383447542,,0.0,0.0,0.0,0.0,0.0060654902519166,0.3,Caribbean/American isl.,0.0,0.0,0.0,0.0
Honduras,254.34868925397677,76.30460677619303,0.00030924968397476603,0.1112844317765393,0.02168805459594812,7.670682746392636,0.9866275909515818,1.7786160524977561,7.20843046555071e-06,0.1286231778280196,0.3,Latin America,0.0,0.0,0.0,0.0
Hong Kong (China),4911.58779960861,810.4119869354207,0.0032844629104010294,,,26392.364103205153,2093.5713014811577,6119.648538378416,0.02480190196223673,0.0793248870504522,0.165,Asia,0.0,0.0,0.0,0.0
Hungary,2003.3218111982503,180.29896300784253,0.0007307212458966448,0.02465374557518813,0.004983011988615754,0.0,0.0,0.0,0.0,0.1720810883465882,0.09,Europe,0.0,1.0,1.0,0.0
Iceland,150.83733942817884,30.16746788563577,0.00012226365227613613,0.01664336336075135,0.004999320975175869,0.0,0.0,0.0,0.0,0.1548521248320022,0.2,Europe,0.0,0.0,1.0,0.0
India,8663.8043148395,4186.350244930447,0.01696657049881224,0.15453771396235086,0.012888111936093846,0.0,0.0,0.0,0.0,0.4525486716597567,0.4832,Asia,0.0,0.0,0.0,0.0
Indonesia,3515.302944833741,878.8257362084353,0.003561732281623444,0.0604062519362645,0.00824214375670996,0.0,0.0,0.0,0.0,0.4677729996941457,0.25,Asia,0.0,0.0,0.0,0.0
Iran,264.6193818648692,66.1548454662173,0.00026811441560577144,0.0036360651811066314,,215.24935507486524,17.832386424979198,49.91028450576831,0.0002022779536204246,0.0828452490311851,0.25,Asia,0.0,0.0,0.0,0.0
Iraq,104.02052497369883,15.603078746054823,6.323664291205437e-05,0.0033890882608437994,0.0034589058201473367,0.0,0.0,0.0,0.0,0.4493698757616629,0.15,Asia,0.0,0.0,0.0,0.0
Ireland,10700.80811867624,1337.60101483453,0.005421071002111028,0.07313427069110234,0.019174055518466803,9763.268349890632,1370.1012798139338,2263.827925894238,0.009174912239695467,0.1403322361644686,0.125,Europe,0.0,1.0,1.0,0.0
Isle of Man,541.1054308181564,0.0,0.0,,,7325.22848494724,561.9245963388064,1698.5149043829429,0.006883794040738538,0.0767108626704978,0.0,Europe,1.0,0.0,0.0,1.0
Israel,995.1151857636619,228.87649272564224,0.0009275977694539537,0.012999578173778947,0.0026771553668648866,0.0,0.0,0.0,0.0,0.2357628730813048,0.23,Asia,0.0,0.0,1.0,0.0
Italy,26144.03940682522,7269.7161736194475,0.02946293184986942,0.054192670119779594,0.01433737962475993,0.0,0.0,0.0,0.0,0.250107349565807,0.278064,Europe,0.0,1.0,1.0,0.0
Jamaica,136.3954488843005,34.09886222107512,0.0001381969295339665,0.055740816912229416,0.008093966568447512,0.0,0.0,0.0,0.0,0.3371062301141941,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Japan,2147.0324489686177,638.5274503232669,0.002587843913551129,0.0014079271209754447,,0.0,0.0,0.0,0.0,0.2908782594712034,0.2974,Asia,0.0,0.0,1.0,0.0
Jersey,970.7545551951885,0.0,0.0,,,7992.95178804636,63.77498125296986,1853.3411988320825,0.007511278863113888,0.0079789022809254,0.0,Europe,1.0,0.0,0.0,1.0
Jordan,163.4457730886602,32.68915461773204,0.0001324836227069049,0.025122523492099882,0.005117252733105929,149.37642973187704,15.46536654207856,34.636201831038434,0.00014037467622042375,0.1035328436342875,0.2,Asia,0.0,0.0,0.0,0.0
Kazakhstan,91.07606907392308,18.215213814784615,7.38231851751373e-05,0.005924765637558447,0.0008667844191810231,0.0,0.0,0.0,0.0,0.2452042023816559,0.2,Asia,0.0,0.0,0.0,0.0
Kenya,432.55638867180016,129.76691660154003,0.0005259233963043855,0.07964614053740526,0.009799996280247804,0.0,0.0,0.0,0.0,0.318299020024915,0.3,Africa,0.0,0.0,0.0,0.0
Korea,5179.6725411487005,1424.4099488158927,0.0057728929501444275,0.01920755671738365,0.005313760014640304,0.0,0.0,0.0,0.0,0.3072025584238929,0.275,Asia,0.0,0.0,1.0,0.0
Kosovo,1.7746676396327492,0.17746676396327493,7.192428215066847e-07,,,0.0,0.0,0.0,0.0,0.078449053201082,0.1,Nodata,0.0,0.0,0.0,0.0
Kuwait,393.42270293784486,59.01340544067673,0.00023917136531916393,0.009327613012681047,,111.7537198034414,4.325954674811136,25.912551273511248,0.00010501919387144345,0.0387097152776647,0.15,Asia,0.0,0.0,0.0,0.0
Kyrgyzstan,15.309849368660133,1.5309849368660133,6.204823376976759e-06,0.007633882805496206,0.0010284007672507998,0.0,0.0,0.0,0.0,0.06027568594669402,0.1,Asia,0.0,0.0,0.0,0.0
Lao People’s Democratic Republic,73.57065864867863,17.65695807568287,7.156066894986296e-05,0.1119709423055575,0.008304007966346286,0.0,0.0,0.0,0.0,0.3671348169524511,0.24,Asia,0.0,0.0,0.0,0.0
Latvia,146.60169086087745,29.320338172175493,0.0001188303786214849,0.02304386615540263,0.003730786806064405,216.16377132135915,12.860910408543594,50.12231197039571,0.0002031372651246738,0.0594961418832019,0.2,Europe,0.0,1.0,1.0,0.0
Lebanon,259.52936077579113,38.929404116368666,0.00015777429999244938,0.0188011383409388,0.0046268073943930435,0.0,0.0,0.0,0.0,0.3746112303431499,0.15,Asia,0.0,0.0,0.0,0.0
Lesotho,65.96172536904555,16.490431342261388,6.683293311712603e-05,0.11468798617298682,0.02027658953091099,0.0,0.0,0.0,0.0,0.2151767386148722,0.25,Africa,0.0,0.0,0.0,0.0
Liberia,1178.454747715393,294.61368692884827,0.0011940195150289795,5.349608973161027,,124.41317948759189,0.010830728847508908,28.84792468870916,0.00011691576656017272,8.70545137751189e-05,0.25,Africa,0.0,0.0,0.0,0.0
Libya,7.81584119256148,1.5631682385122962,6.3352568630252425e-06,,,0.0,0.0,0.0,0.0,0.5896440805032732,0.2,Africa,0.0,0.0,0.0,0.0
Liechtenstein,156.6860021629588,19.58575027036985,7.937773795605624e-05,,,59.06186134582917,4.550572003846969,13.694788085127177,5.55026631596288e-05,0.0770475548882836,0.125,Europe,0.0,0.0,0.0,0.0
Lithuania,240.59286400851204,36.0889296012768,0.00014626233651812085,0.015587406083233894,0.004000286308861746,0.0,0.0,0.0,0.0,0.1619850119560527,0.15,Europe,0.0,1.0,1.0,0.0
Luxembourg,5166.47067583397,1343.7990227844155,0.005446190481533773,0.422117745018925,0.07103373750580748,21946.997240252807,904.6350923997077,5088.892721315463,0.020624422722787677,0.0412190826151162,0.2601,Europe,0.0,1.0,1.0,0.0
Macau (China),438.2484554355888,52.589814652270654,0.00021313763675118473,,0.003237051874929451,0.0,0.0,0.0,0.0,0.3291107544056876,0.12,Asia,0.0,0.0,0.0,0.0
Madagascar,7.375005924324165,1.475001184864833,5.977930685361601e-06,0.007129103036216551,0.0010424317112797208,77.16992026096942,9.273902039400983,17.893538747992224,7.251949045799021e-05,0.1201750890507462,0.2,Africa,0.0,0.0,0.0,0.0
Malawi,75.51604778820212,22.654814336460635,9.18161362734827e-05,0.13648476382358773,0.018834101397301756,5.564057116046676,0.7486508995414397,1.2901486909061681,5.228754747579295e-06,0.1345512606947077,0.3,Africa,0.0,0.0,0.0,0.0
Malaysia,1589.3521049590984,381.4445051901836,0.001545930156353013,0.055171744300816186,0.008842837678940257,0.0,0.0,0.0,0.0,0.2292597815556197,0.24,Asia,0.0,0.0,0.0,0.0
Maldives,35.22267434999834,5.283401152499751,2.1412732543328366e-05,0.017342422590307577,0.004852937470411844,0.0,0.0,0.0,0.0,0.0,0.15,Asia,0.0,0.0,0.0,0.0
Mali,56.627535036417726,16.98826051092532,6.885055065802102e-05,0.08644677146310188,0.008527706375526153,0.8216320074770376,0.02088573105726674,0.19051340357308696,7.72118648363391e-07,0.0254198118710102,0.3,Africa,0.0,0.0,0.0,0.0
Malta,263.71482938330627,13.185741469165286,5.343958319937986e-05,0.015858486764737088,0.003417850005397762,2452.8680430704994,133.25910862683213,568.7512598687047,0.0023050527983262377,0.0543278750780325,0.0499999999999999,Europe,0.0,1.0,0.0,0.0
Marshall Islands,6.77313449439976,0.0,0.0,0.0,0.0,78.04151356540915,0.032990482262166776,18.09563677417576,7.333855962523585e-05,0.0004227299132854,0.0,Oceania,0.0,0.0,0.0,0.0
Mauritania,17.074158994393162,4.2685397485982906,1.7299670675972886e-05,0.05091658721682415,,0.0,0.0,0.0,0.0,0.2793483317457253,0.25,Africa,0.0,0.0,0.0,0.0
Mauritius,1234.1433026078575,185.12149539117863,0.000750266155155912,0.506352585934752,0.06825361299067852,587.848130426309,45.9295880884932,136.3054835892843,0.0005524231039896447,0.078131724354018,0.15,Africa,0.0,0.0,0.0,0.0
Mexico,10621.826633631403,3186.5479900894206,0.012914540819218733,0.09756952226145807,0.01995298068999092,0.0,0.0,0.0,0.0,0.2182438618084438,0.3,Latin America,0.0,0.0,1.0,0.0
Micronesia,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.042938522405214,0.21,Oceania,0.0,0.0,0.0,0.0
Moldova,51.81810671235879,6.2181728054830545,2.520120417678482e-05,0.01457476213695906,0.0030676601556149903,0.0,0.0,0.0,0.0,0.226978517003613,0.12,Europe,0.0,0.0,0.0,0.0
Monaco,21.073571142537155,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1813793395806002,0.0,Europe,0.0,0.0,0.0,0.0
Mongolia,169.597757082979,42.39943927074475,0.0001718377664096165,0.1535543531125189,0.019279219525417876,24.83564829014732,2.9700660045117533,5.758689830291594,2.333899728164257e-05,0.1195888252971445,0.25,Asia,0.0,0.0,0.0,0.0
