partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,eu27,oecd,oecd_oct
Afghanistan,0.012712229844687659,0.0025424459689375317,1.3425019055880599e-08,2.351053045118297e-05,1.4768311276348712e-06,0.0,0.0,0.0,0.0,0.10904983403337057,0.2,108140731.84,108140731.84,108140731.84,108140731.84,108140731.84
Albania,12.523357021911758,1.8785035532867638,9.91916693905319e-06,0.005496213275621482,0.0009003510694710608,0.0,0.0,0.0,0.0,0.169208524015393,0.15,341781415.51,341781415.51,341781415.51,341781415.51,341781415.51
Algeria,93.81585552536745,24.39212243659554,0.0001287990826650734,0.003422057520288264,,0.0,0.0,0.0,0.0,0.2460662284082386,0.26,7127911290.789998,7127911290.789998,7127911290.789998,7127911290.789998,7127911290.789998
American Samoa,0.3945672666393557,0.1736095973213165,9.167204262344335e-07,,,21.268480960008684,1.5076636198172753,5.4751320165036645,2.891064453406666e-05,0.0708872261564965,0.44,0.0,0.0,0.0,0.0,0.0
Andorra,0.011877186047787251,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.04347918663807741,0.0,143799721.59000003,143799721.59000003,143799721.59000003,143799721.59000003,143799721.59000003
Angola,1552.8759910656768,465.862797319703,0.0024599212757533814,0.3846941539864784,0.09072249005647191,0.0,0.0,0.0,0.0,1.1148653587410595,0.3,1210995260.76,1210995260.76,1210995260.76,1210995260.76,1210995260.76
Argentina,44.96834449983661,15.738920574942814,8.310709891935173e-05,0.00043801620980699226,0.0002333549573331165,0.0,0.0,0.0,0.0,0.3134206175036815,0.35,35932278811.96,35932278811.96,35932278811.96,35932278811.96,35932278811.96
Armenia,1.8884086441655141,0.37768172883310286,1.994293868420421e-06,0.002187221902838643,0.00016831179227237678,0.0,0.0,0.0,0.0,0.6473553900302987,0.2,172676456.98999998,172676456.98999998,172676456.98999998,172676456.98999998,172676456.98999998
Aruba,-0.0,-0.0,-0.0,,,139.2172520530887,8.074287649334424,35.838611859434614,0.00018924061829730064,0.05799775193275183,0.25,0.0,0.0,0.0,0.0,0.0
Australia,14733.895228276302,4420.168568482891,0.02334006228139643,0.04710861298192397,0.01644229123508164,0.0,0.0,0.0,0.0,0.2226164440043143,0.3,93829308245.16002,93829308245.16002,93829308245.16002,93829308245.16002,93829308245.16002
Austria,1059.1127160300982,264.77817900752456,0.001398122965910203,0.008929631029079002,0.0026315041829998147,781.8534912080501,62.15004295913451,201.27206498562336,0.001062788094953149,0.0794906509442144,0.25,29651637133.19,29651637133.19,29651637133.19,29651637133.19,29651637133.19
Azerbaijan,229.146178029162,45.8292356058324,0.00024199466531115834,0.10384494567249782,0.00831484440515863,0.0,0.0,0.0,0.0,0.2643852391301316,0.2,441323699.57000005,441323699.57000005,441323699.57000005,441323699.57000005,441323699.57000005
Bahamas,118.04004862460134,0.0,0.0,0.0,0.0,18120.795849775357,101.90149710885116,4664.825368026249,0.024631937206625584,0.005623455942753995,0.0,326223012.3000001,326223012.3000001,326223012.3000001,326223012.3000001,326223012.3000001
Bahrain,-0.0,-0.0,-0.0,-0.0,-0.0,135.2705346139424,0.0,34.82261080831138,0.00018387577135904924,0.0,0.0,961441514.93,961441514.93,961441514.93,961441514.93,961441514.93
