partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,eu27,oecd,oecd_oct
Afghanistan,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.185912443834204,0.2,101744864.14,101744864.14,101744864.14,101744864.14,101744864.14
Albania,76.31474882783975,11.447212324175963,4.3673684292049985e-05,0.026274465827337147,0.0040724287802049765,0.0,0.0,0.0,0.0,0.2530394628482435,0.15,435678213.19,435678213.19,435678213.19,435678213.19,435678213.19
Algeria,177.01000047411844,46.0226001232708,0.0001755865490358745,0.006152702466467478,,0.0,0.0,0.0,0.0,0.4816355335112748,0.26,7480062683.69,7480062683.69,7480062683.69,7480062683.69,7480062683.69
American Samoa,5.6303674058241056,1.914324917980196,7.3035792237120036e-06,,,0.0,0.0,0.0,0.0,0.0883102746783955,0.34,0.0,0.0,0.0,0.0,0.0
Andorra,102.33397602399215,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0378015408839426,0.0,167931730.72000003,167931730.72000003,167931730.72000003,167931730.72000003,167931730.72000003
Angola,137.15017769238563,41.145053307715685,0.0001569776131910873,0.036774504092598546,0.005369424094346745,0.0,0.0,0.0,0.0,0.2228140731528627,0.3,1118847264.51,1118847264.51,1118847264.51,1118847264.51,1118847264.51
Anguilla,-0.0,-0.0,-0.0,,,29.886419673216597,0.0,7.112108372233519,2.7134289720806056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,-0.0,-0.0,-0.0,-0.0,,1.5591090495329747,0.014241357360106769,0.3710231150352805,1.4155364583289706e-06,0.0091342920268295,0.25,46777779.28,46777779.28,46777779.28,46777779.28,46777779.28
Argentina,3456.6291042176217,1036.9887312652866,0.003956344757233615,0.03276381995181819,0.019773992698678064,0.0,0.0,0.0,0.0,0.1632288327706152,0.3,31650422105.55,31650422105.55,31650422105.55,31650422105.55,31650422105.55
Armenia,4.971274713849838,0.9942549427699676,3.7933057627173536e-06,0.0064639312099892005,0.0003824079288869693,0.89662561412842,0.09989001732895096,0.21337110991306063,8.14058674504242e-07,0.1114066068991914,0.2,153815829.79000002,153815829.79000002,153815829.79000002,153815829.79000002,153815829.79000002
