year,total_positive_misalignment,total_negative_misalignment,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,15666474.03125044,15666474.03125044,3988399.4300580304,1082627.3356128929,9.286286913631873,0.9311856462029076
2017,4880528.879137466,4880528.879137466,1047481.2301620131,318630.0425865588,20.73567255138932,506.70144116516144
2018,3659565.9271350596,3659565.9271350596,825174.2750113334,255013.63760367606,9.982582537478859,0.5883351698700163
2019,3670415.709405341,3670415.709405341,805879.9430520266,258185.64698776806,13.844143202505581,1.0111423216195925
2020,6872329.232831543,6872329.232831543,1451178.9092020728,535248.8413707599,48.25235550974693,4.117109691255662
2021,9794897.506743602,9794897.506743602,2177200.9167823773,596068.8320463332,69.28648124021615,1.3055947914095785
