partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,eu27,oecd,oecd_oct
Estonia,743.0722381558611,148.61444763117223,0.0006532817785324251,0.08115330712022407,0.022895913915414207,32.6102124458709,1.303249931905209,6.4626355006129215,2.8408557049076842e-05,0.0399644722973961,0.2,Europe,0.0,1.0,1.0,0.0
Eswatini,54.356317523358705,14.947987318923644,6.570860301161117e-05,0.10612853593923487,0.013345441883547405,0.0,0.0,0.0,0.0,0.2922978904097612,0.275,Africa,0.0,0.0,0.0,0.0
Ethiopia,79.57073784204597,23.87122135261379,0.00010493349865740597,0.02514139770995696,0.003578466901474415,0.0,0.0,0.0,0.0,0.3442346968211514,0.3,Africa,0.0,0.0,0.0,0.0
Faroe Islands,7.576037484076596e-06,1.3636867471337872e-06,5.9945161303536385e-12,,,2.0750030493499656,0.15681300784613506,0.4112205154403134,1.8076497539632213e-06,0.0755724228430699,0.18,Europe,0.0,0.0,0.0,1.0
Fiji,20.111923450333826,4.022384690066765,1.768166329824071e-05,0.028973558582593727,0.004665182695241694,0.0,0.0,0.0,0.0,0.3174325650953426,0.2,Oceania,0.0,0.0,0.0,0.0
Finland,1898.0429798793732,379.60859597587466,0.001668689570079857,0.017821395236304896,0.007027759067454495,0.0,0.0,0.0,0.0,0.1567576030747513,0.2,Europe,0.0,1.0,1.0,0.0
France,18888.89647144593,6048.79131705113,0.026589374132598143,0.024610347283489084,0.009265408637755842,0.0,0.0,0.0,0.0,0.2059219751719802,0.32023,Europe,0.0,1.0,1.0,0.0
French Guiana,-0.0,-0.0,-0.0,,,0.04008941063918931,0.0,0.00794485006270725,3.49240996542935e-08,0.0,0.28,Caribbean/American isl.,0.0,0.0,0.0,0.0
French Polynesia,14.080008992393374,3.8016024279462113,1.671114508035868e-05,,,0.0,0.0,0.0,0.0,0.1366540507363337,0.27,Oceania,0.0,0.0,0.0,1.0
Gabon,108.34985623337329,32.50495687001199,0.00014288581207031403,0.11169714446856456,0.017049136797075697,0.0,0.0,0.0,0.0,1.740919601087571,0.3,Africa,0.0,0.0,0.0,0.0
Gambia,-0.0,-0.0,-0.0,-0.0,,1.7040660949254092,0.029995927931609406,0.3377088713768932,1.4845060869640471e-06,0.0176025613213802,0.31,Africa,0.0,0.0,0.0,0.0
Georgia,1663.0654810109813,249.4598221516472,0.001096579497385473,0.4255297855093278,0.07356033350902623,0.0,0.0,0.0,0.0,0.2853558378532963,0.15,Asia,0.0,0.0,0.0,0.0
Germany,24323.598535709167,7255.8099543131975,0.031895206066444075,0.018721556679618306,0.017688159818840688,0.0,0.0,0.0,0.0,0.1652098672920548,0.29830331,Europe,0.0,1.0,1.0,0.0
Ghana,629.669784992597,157.41744624814925,0.0006919781414001156,0.10645189763068093,0.01981791376106507,0.0,0.0,0.0,0.0,0.2121664985186463,0.25,Africa,0.0,0.0,0.0,0.0
Gibraltar,1657.9883301681566,0.0,0.0,,,86.7811917433703,0.6684811937370526,17.198146484851087,7.559988885446745e-05,0.0077030653798105,0.0,Europe,1.0,0.0,0.0,1.0
Greece,3334.8598365491785,800.3663607718028,0.003518263318114004,0.08259182186258027,0.016735350692617806,530.0304157490218,78.05483673457138,105.04051106413375,0.0004617387675270594,0.1472648255935781,0.24,Europe,0.0,1.0,1.0,0.0
Greenland,4.430957078318492,1.1742036257544006,5.161583178613914e-06,,,0.0,0.0,0.0,0.0,0.5405581484550852,0.265,Northern America,0.0,0.0,0.0,1.0
Grenada,-0.0,-0.0,-0.0,-0.0,,0.1829508387211324,0.0,0.03625688078998724,1.5937857956653197e-07,0.0,0.28,Caribbean/American isl.,0.0,0.0,0.0,0.0
Guadeloupe,7.948781388106565,1.1923172082159847,5.241207155654591e-06,,,0.0,0.0,0.0,0.0,0.0,0.15,Caribbean/American isl.,0.0,0.0,0.0,0.0
Guam,60.02187680201896,12.604594128423981,5.540747754439055e-05,,,0.0,0.0,0.0,0.0,0.0826992343963385,0.21,Oceania,0.0,0.0,0.0,1.0
Guatemala,170.02783477033327,42.50695869258332,0.00018685277250844178,0.022122730672534754,0.005493954340416831,0.0,0.0,0.0,0.0,0.2320449773638035,0.25,Latin America,0.0,0.0,0.0,0.0
Guinea,5.541319875460557,1.9394619564111948,8.525518053431319e-06,0.017711019583436703,,217.300776175463,2.3804323718128253,43.064291983786404,0.00018930270715151285,0.010954550709431,0.35,Africa,0.0,0.0,0.0,0.0
Guyana,0.000959224564517581,0.00023980614112939524,1.0541436911221883e-09,1.102831031167676e-06,,19.360468818618813,0.0,3.8368242250307105,1.6865973622329073e-05,0.0,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Haiti,-0.0,-0.0,-0.0,-0.0,,0.025197848277782115,0.00015283730309816092,0.004993665990043933,2.1951237254328123e-08,0.0060654902519166,0.3,Caribbean/American isl.,0.0,0.0,0.0,0.0
Honduras,485.29867715484335,145.589603146453,0.0006399851185087271,0.1777640862737831,0.041380925674697894,0.0,0.0,0.0,0.0,0.2176412549430094,0.3,Latin America,0.0,0.0,0.0,0.0
Hong Kong (China),8394.515103236266,1385.094992033984,0.006088622837518257,,,51566.09685182379,4516.189315475086,10219.279886501847,0.0449220748452605,0.0875805925054294,0.165,Asia,0.0,0.0,0.0,0.0
Hungary,798.9005023135394,71.90104520821855,0.00031606377065397043,0.008904274175576795,0.0020000292845691854,2443.6997341545334,228.83406839580553,484.2881867451655,0.002128841798371454,0.0936424656423581,0.09,Europe,0.0,1.0,1.0,0.0
Iceland,151.69007526737423,30.338015053474848,0.00013336033438999503,0.017569358374674222,0.006261123611409819,0.0,0.0,0.0,0.0,0.2968656069200548,0.2,Europe,0.0,0.0,1.0,0.0
India,7950.856209639196,2001.2305079661855,0.008797041245559727,0.0616562791623924,0.0066659963022896365,0.0,0.0,0.0,0.0,0.2993280579867716,0.2517,Asia,0.0,0.0,0.0,0.0
Indonesia,2592.3052235461473,570.3071491801525,0.002506965336578887,0.028533798194363247,0.0064801318352070226,0.0,0.0,0.0,0.0,0.2059345946040845,0.22,Asia,0.0,0.0,0.0,0.0
Iran,86.97117639743983,21.74279409935996,9.557732391365989e-05,0.001432073842260048,,0.0,0.0,0.0,0.0,0.150980368144856,0.25,Asia,0.0,0.0,0.0,0.0
Iraq,139.5661228859687,20.934918432895305,9.20260510688359e-05,0.004449794940199979,0.005184785663054865,0.0,0.0,0.0,0.0,0.3199282213935789,0.15,Asia,0.0,0.0,0.0,0.0
Ireland,8646.218484337922,1080.7773105422402,0.004750898279962585,0.045748136787679326,0.015565305457573113,42943.96825674415,4340.745808772895,8510.561354173886,0.037410862445636545,0.1010792897112204,0.125,Europe,0.0,1.0,1.0,0.0
Isle of Man,1988.0552172387197,0.0,0.0,,,336.8234751302289,0.025827302488688118,66.75109373879755,0.00029342553117641545,7.667904524380995e-05,0.0,Europe,1.0,0.0,0.0,1.0
Israel,492.5953520125893,113.29693096289554,0.0004980324708765462,0.0052161135751882005,0.001251518501579935,0.0,0.0,0.0,0.0,0.1669877434736626,0.23,Asia,0.0,0.0,1.0,0.0
Italy,9867.945943095623,2744.275766774893,0.012063331541973822,0.019792650503176128,0.005841326350821763,0.0,0.0,0.0,0.0,0.2360258488431147,0.2781,Europe,0.0,1.0,1.0,0.0
Jamaica,209.86126523756118,52.465316309390296,0.0002306278810450967,0.08398662546966848,0.014774384969030404,87.46112822239907,0.003896333567394268,17.332895120261757,7.619221907268666e-05,4.454931746920233e-05,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
Japan,1004.8250686967651,298.83497543041796,0.0013136235900925181,0.0006338155668914367,,0.0,0.0,0.0,0.0,0.2658933412453408,0.2974,Asia,0.0,0.0,1.0,0.0
Jersey,13452.18441834999,0.0,0.0,,,722.643867134917,14.243395655249895,143.21231171978027,0.0006295349826298726,0.0197101176707152,0.0,Europe,1.0,0.0,0.0,1.0
Jordan,123.96193558881691,24.792387117763383,0.00010898277393966918,0.020419751230665008,0.003549983837605187,362.1763605296148,13.778981019295237,71.7754847174521,0.0003155118298297184,0.038044948596717,0.2,Asia,0.0,0.0,0.0,0.0
Kazakhstan,456.84089325024274,91.36817865004855,0.00040163770885793827,0.021625303501159907,0.006419904251414831,0.0,0.0,0.0,0.0,0.3183211064886756,0.2,Asia,0.0,0.0,0.0,0.0
Kenya,201.09142784016922,50.272856960042304,0.00022099023298374044,0.022600097101246337,0.0034926635452228482,0.0,0.0,0.0,0.0,0.4451294073458052,0.25,Africa,0.0,0.0,0.0,0.0
Korea,4047.9388827919897,1113.1831927677972,0.00489334857811774,0.013551031291234647,0.0045554011848529296,0.0,0.0,0.0,0.0,0.1994822913378385,0.275,Asia,0.0,0.0,1.0,0.0
Kosovo,4.702451437863248,0.4702451437863248,2.0671111643288833e-06,,,0.0,0.0,0.0,0.0,0.1119445610084424,0.1,Nodata,0.0,0.0,0.0,0.0
Kuwait,299.3857393885678,44.907860908285166,0.00019740669707335839,0.007474958161341824,,211.10675422812312,10.271047327204,41.83677142730739,0.00018390675255151393,0.0486533335456669,0.15,Asia,0.0,0.0,0.0,0.0
Kyrgyzstan,99.3104820768342,9.931048207683421,4.3655061396909923e-05,0.05412644331334741,0.00855483146441841,1.8433678480100464,0.2654146923714721,0.3653154518699431,1.6058595373934206e-06,0.1439835747694052,0.1,Asia,0.0,0.0,0.0,0.0
Lao People’s Democratic Republic,142.01672896411483,34.08401495138756,0.00014982706097477558,0.23215540869079032,0.01909847307549166,0.0,0.0,0.0,0.0,0.1512547463108048,0.24,Asia,0.0,0.0,0.0,0.0
Latvia,100.29009563067729,20.05801912613546,8.817136299614167e-05,0.012619244704222843,0.002663303663700647,161.4069588893773,6.341871422897978,31.987351946753083,0.00014061051602586142,0.0392911895901866,0.2,Europe,0.0,1.0,1.0,0.0
Lebanon,874.2673222047913,148.62544477481453,0.0006533301199532758,0.11306566148244136,0.05264940194349169,0.0,0.0,0.0,0.0,0.1814979137350936,0.17,Asia,0.0,0.0,0.0,0.0
Lesotho,0.3213086060668634,0.08032715151671585,3.53103384251833e-07,0.0007925791660091273,0.00010866532336921302,0.0,0.0,0.0,0.0,0.2441707032782445,0.25,Africa,0.0,0.0,0.0,0.0
Liberia,92.23134334745215,23.05783583686304,0.00010135800552849493,0.816712859031003,,448.92246274453237,0.655156218135138,88.96667722024452,0.00039108115025803626,0.0014593972734841,0.25,Africa,0.0,0.0,0.0,0.0
Libya,8.131703686985704,1.6263407373971408,7.149094764079227e-06,,,0.0,0.0,0.0,0.0,0.1620186866083708,0.2,Africa,0.0,0.0,0.0,0.0
Liechtenstein,95.57905916770781,11.947382395963476,5.25184956432519e-05,,,59.97195546738471,2.827089154029245,11.88513840834461,5.224488252162916e-05,0.0471401863086945,0.125,Europe,0.0,0.0,0.0,0.0
Lithuania,189.5636604131466,28.43454906197199,0.0001249930479779023,0.009743667500930862,0.0024973378155644836,659.6859762310714,43.52199334202256,130.73542579104645,0.0005746888868431549,0.0659738040676158,0.15,Europe,0.0,1.0,1.0,0.0
Luxembourg,51235.3044484033,12778.084929431783,0.0561701111970935,3.442687906946493,0.6865205036180068,12408.95944072083,360.57328810557556,2459.1861196973746,0.010810129887271999,0.0290574959027048,0.2494,Europe,0.0,1.0,1.0,0.0
Macau (China),2821.990742300358,338.6388890760429,0.001488594273720122,,0.06121645134159551,0.0,0.0,0.0,0.0,0.2421821637406255,0.12,Asia,0.0,0.0,0.0,0.0
Madagascar,4.234758612125478,0.8469517224250955,3.7230439999355197e-06,0.009406396584415876,0.0006816006460280167,30.883371758972366,1.2384745228121607,6.120413199989231,2.690421075725636e-05,0.0401016615827368,0.2,Africa,0.0,0.0,0.0,0.0
Malawi,124.20257034613925,37.260771103841776,0.0001637914967501558,0.20279207072423197,0.026098752864998607,0.0,0.0,0.0,0.0,0.2086174914557855,0.3,Africa,0.0,0.0,0.0,0.0
Malaysia,1544.0234648002433,370.5656315520584,0.0016289383616599495,0.050465116076561005,0.010088636106829503,0.0,0.0,0.0,0.0,0.2161327141006699,0.24,Asia,0.0,0.0,0.0,0.0
Maldives,14.242233757793256,2.136335063668988,9.390936023922091e-06,0.006288437054397736,0.0028610888142598873,0.0,0.0,0.0,0.0,0.2612796387110692,0.15,Asia,0.0,0.0,0.0,0.0
Mali,46.088021175564386,13.826406352669315,6.077833936576994e-05,0.056437595327969645,0.005588927668411486,0.0,0.0,0.0,0.0,0.8559073139004482,0.3,Africa,0.0,0.0,0.0,0.0
Malta,18406.560303381968,920.3280151690965,0.004045592687428419,0.8553289564571657,0.25853174335443024,6769.71176341733,75.66738803281622,1341.6097685287352,0.005897469792816362,0.0111773426516788,0.0499999999999999,Europe,0.0,1.0,0.0,0.0
Marshall Islands,8.214053056802864,0.0,0.0,0.0,0.0,579.7136243883704,0.5957590088567324,114.8866434212895,0.0005050205544628215,0.0010276781220819,0.0,Oceania,0.0,0.0,0.0,0.0
Martinique,0.052778393761819635,0.016901225034347503,7.429467676801669e-08,,,0.0,0.0,0.0,0.0,0.0,0.32023,Caribbean/American isl.,0.0,0.0,0.0,0.0
Mauritania,24.0432347061579,6.010808676539475,2.6422409430697874e-05,0.04789157598862554,,0.0,0.0,0.0,0.0,0.46212131144783,0.25,Africa,0.0,0.0,0.0,0.0
Mauritius,772.1616206404503,115.82424309606755,0.0005091420701892773,0.30511920729570496,0.04903258610476362,6423.866392380187,185.3612604772687,1273.0707310631792,0.005596184789856749,0.028855092736228,0.15,Africa,0.0,0.0,0.0,0.0
Mexico,9853.39164214768,2956.017492644304,0.012994109225236427,0.08238205222900626,0.01897313918394702,0.0,0.0,0.0,0.0,0.5782618432150806,0.3,Latin America,0.0,0.0,1.0,0.0
Micronesia,47.8259477392749,14.34778432178247,6.30702210258571e-05,1.3016302485148208,0.5472208927056786,0.0,0.0,0.0,0.0,0.1552800903628705,0.3,Oceania,0.0,0.0,0.0,0.0
Moldova,61.263055873760536,7.351566704851264,3.231613513017309e-05,0.014042090840965022,0.0035598308583879596,0.0,0.0,0.0,0.0,0.1678772595970058,0.12,Europe,0.0,0.0,0.0,0.0
Monaco,15.22951460355498,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1626133281268626,0.0,Europe,0.0,0.0,0.0,0.0
