iso_partner,year,median_positive_misalignment,median_negative_misalignment,avg_positive_misalignment,avg_negative_misalignment,sd_positive_misalignment,sd_negative_misalignment,percentile_2_5_positive_misalignment,percentile_2_5_negative_misalignment,percentile_97_5_positive_misalignment,percentile_97_5_negative_misalignment,gdp_current_usd,gvt_health_expenditure,population,cit,etr_average_corrected,total_avg_positive_misalignment,total_avg_negative_misalignment,loss_incurred_cit_usd,loss_incurred_etr_usd,total_loss_cit,total_loss_etr,loss_inflicted_share,loss_inflicted_cit_usd,loss_inflicted_etr_usd
AFG,2017.0,0.0,-0.07489118339406245,0.0,-0.07515023880927348,0.0,0.0006307167209229943,0.0,-0.0769841997798241,0.0,-0.07486656947027219,18753456497.8159,121528826.51,35643418.0,0.2,0.1503432686517048,729772.2581859297,-628457.57180211,-0.015030047761854695,-0.011298332542542375,-114705.62143170962,-135171.86524955707,0.0,-0.0,-0.0
AFG,2017.0,0.0,-0.07489118339406245,0.0,-0.07515023880927348,0.0,0.0006307167209229943,0.0,-0.0769841997798241,0.0,-0.07486656947027219,18753456497.8159,121528826.51,35643418.0,0.2,0.1503432686517048,729772.2581859297,-628457.57180211,-0.015030047761854695,-0.011298332542542375,-114705.62143170962,-135171.86524955707,0.0,-0.0,-0.0
AFG,2018.0,0.014110658137293876,0.0,0.014160988776660855,0.0,0.00011968301864912256,0.0,0.014107399393669904,0.0,0.014509225623364564,0.0,18053222687.4126,101744864.14,36686784.0,0.2,0.1335395509181406,1341207.2304346426,-1041710.8417332105,0.0,0.0,-199301.9901608886,-197938.54993975692,1.0558389826210322e-08,-0.0021043081052581963,-0.0020899123718987533
AFG,2018.0,0.014110658137293876,0.0,0.014160988776660855,0.0,0.00011968301864912256,0.0,0.014107399393669904,0.0,0.014509225623364564,0.0,18053222687.4126,101744864.14,36686784.0,0.2,0.1335395509181406,1341207.2304346426,-1041710.8417332105,0.0,0.0,-199301.9901608886,-197938.54993975692,1.0558389826210322e-08,-0.0021043081052581963,-0.0020899123718987533
AFG,2018.0,0.014110658137293876,0.0,0.014160988776660855,0.0,0.00011968301864912256,0.0,0.014107399393669904,0.0,0.014509225623364564,0.0,18053222687.4126,101744864.14,36686784.0,0.2,0.1335395509181406,1341207.2304346426,-1041710.8417332105,0.0,0.0,-199301.9901608886,-197938.54993975692,1.0558389826210322e-08,-0.0021043081052581963,-0.0020899123718987533
AFG,2019.0,0.023470792631461335,-0.11307954837291631,0.02355542201556167,-0.11347771096119427,0.0001992313866290103,0.000953865564379201,0.023466824809893504,-0.11624915930653998,0.02413500110116086,-0.11304569998129176,18799444490.1128,93965898.86,37769499.0,0.2,0.0630544702931741,1473329.4303707627,-1240089.2811487105,-0.022695542192238856,-0.007155276954740021,-243511.33071857743,-213760.43436562293,1.5987885350008897e-08,-0.0038932312369567156,-0.003417577317005681
AFG,2019.0,0.023470792631461335,-0.11307954837291631,0.02355542201556167,-0.11347771096119427,0.0001992313866290103,0.000953865564379201,0.023466824809893504,-0.11624915930653998,0.02413500110116086,-0.11304569998129176,18799444490.1128,93965898.86,37769499.0,0.2,0.0630544702931741,1473329.4303707627,-1240089.2811487105,-0.022695542192238856,-0.007155276954740021,-243511.33071857743,-213760.43436562293,1.5987885350008897e-08,-0.0038932312369567156,-0.003417577317005681
AFG,2019.0,0.023470792631461335,-0.11307954837291631,0.02355542201556167,-0.11347771096119427,0.0001992313866290103,0.000953865564379201,0.023466824809893504,-0.11624915930653998,0.02413500110116086,-0.11304569998129176,18799444490.1128,93965898.86,37769499.0,0.2,0.0630544702931741,1473329.4303707627,-1240089.2811487105,-0.022695542192238856,-0.007155276954740021,-243511.33071857743,-213760.43436562293,1.5987885350008897e-08,-0.0038932312369567156,-0.003417577317005681
AFG,2019.0,0.023470792631461335,-0.11307954837291631,0.02355542201556167,-0.11347771096119427,0.0001992313866290103,0.000953865564379201,0.023466824809893504,-0.11624915930653998,0.02413500110116086,-0.11304569998129176,18799444490.1128,93965898.86,37769499.0,0.2,0.0630544702931741,1473329.4303707627,-1240089.2811487105,-0.022695542192238856,-0.007155276954740021,-243511.33071857743,-213760.43436562293,1.5987885350008897e-08,-0.0038932312369567156,-0.003417577317005681
AFG,2019.0,0.023470792631461335,-0.11307954837291631,0.02355542201556167,-0.11347771096119427,0.0001992313866290103,0.000953865564379201,0.023466824809893504,-0.11624915930653998,0.02413500110116086,-0.11304569998129176,18799444490.1128,93965898.86,37769499.0,0.2,0.0630544702931741,1473329.4303707627,-1240089.2811487105,-0.022695542192238856,-0.007155276954740021,-243511.33071857743,-213760.43436562293,1.5987885350008897e-08,-0.0038932312369567156,-0.003417577317005681
AFG,2020.0,0.0010840498417011876,-0.032497340674322854,0.0010877612891457146,-0.03261413550971498,9.220611858009359e-06,0.00027579199691535,0.0010833667051779019,-0.033416119005529404,0.0011146042867167982,-0.032490071713796566,19955929052.1496,238944014.08000004,38972230.0,0.2,0.060288236831721,1585807.459474308,-1247494.7933691046,-0.006522827101942997,-0.0019662487256715384,-210669.83012816196,-189973.37100691992,6.859352834084317e-10,-0.00014450586963456695,-0.00013030943808168676
