year,total_positive_misalignment,total_negative_misalignment,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,714053.8456215593,714053.8456215592,181158.80370561057,65669.78680612498,0.11871417319968668,0.01623757693987826
2017,1141718.1144663657,1141718.114466366,263961.5110530789,92625.39169037434,0.1603000895082443,0.8102827769446894
2018,1064126.619941892,1064126.619941892,246741.09863413568,113163.12791816995,0.19727673494687858,0.027213092045679725
2019,1121842.8480254593,1121842.8480254593,259324.9977798016,112583.37148751569,0.46757203033179284,0.02915690584142259
2020,1147901.0493048113,1147901.0493048117,227489.04456669439,109386.5005529568,0.45962277843206756,0.036111916081300155
2021,1246632.7440505978,1246632.7440505978,218602.4211684835,86011.98975907774,0.3113593530421153,14.626880769291969
