,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_pct_total,tax_revenue_pct_total,etr_average_corrected
0,Albania,33.2169413546615,0.0,33.2169413546615,4.982541203199225,0.0051754962745272455,0.0051754962745272455,0.1761440395166465
2,Argentina,7836.557023886273,0.0,7836.557023886273,2350.9671071658818,0.0051754962745272455,0.0051754962745272455,0.1642797009772031
3,Armenia,153.94964813021403,0.0,153.94964813021403,27.710936663438524,0.0051754962745272455,0.0051754962745272455,0.5303792145103489
4,Australia,33176.522341081894,0.0,33176.522341081894,9952.956702324567,0.0051754962745272455,0.0051754962745272455,0.1963984910019583
5,Austria,2987.329435765104,25437.260670177733,-22449.93123441263,-5612.4828086031575,0.0051754962745272455,0.0051754962745272455,0.0898944214740339
6,Azerbaijan,197.37185558021568,3234.571631838155,-3037.1997762579394,-607.4399552515879,0.0051754962745272455,0.0051754962745272455,0.0929260295319094
11,Bahamas,377.94289370665314,425.64887438864423,-47.70598068199109,-0.0,0.0051754962745272455,0.0051754962745272455,0.0006213274284069
9,Bangladesh,1050.1967540133116,0.0,1050.1967540133116,341.3139450543263,0.0051754962745272455,0.0051754962745272455,0.2078157780456032
13,Belarus,94.5207942552173,0.0,94.5207942552173,17.013742965939112,0.0051754962745272455,0.0051754962745272455,0.2463557380624867
7,Belgium,16123.769544173938,17006.955579900336,-883.1860357263977,-220.79650893159942,0.0051754962745272455,0.0051754962745272455,0.1494092528121271
12,Bosnia and Herzegovina,119.70919835588978,250.8819222646412,-131.1727239087514,-13.117272390875142,0.0051754962745272455,0.0051754962745272455,0.0676309529487045
15,Botswana,245.86284956925363,19.82610419114863,226.036745378105,49.7280839831831,0.0051754962745272455,0.0051754962745272455,0.1343814249439925
14,Brazil,38470.345888448675,55114.25939432038,-16643.913505871707,-5658.930591996381,0.0051754962745272455,0.0051754962745272455,0.1340193693122715
10,Bulgaria,1704.1957223624113,1662.7949802159676,41.40074214644369,4.140074214644369,0.0051754962745272455,0.0051754962745272455,0.0913388497946641
8,Burkina Faso,41.97106582075427,0.0,41.97106582075427,11.542043100707424,0.0051754962745272455,0.0051754962745272455,0.3074654319024769
56,Cambodia,2160.861540517149,824.9080623939926,1335.9534781231564,267.1906956246313,0.0051754962745272455,0.0051754962745272455,0.0890238463809431
22,Cameroon,130.80735091532074,0.0,130.80735091532074,43.16642580205585,0.0051754962745272455,0.0051754962745272455,0.2029952112734773
17,Canada,34171.12329865125,199731.87095816314,-165560.7476595119,-43327.24766249426,0.0051754962745272455,0.0051754962745272455,0.0323976444086522
16,Central African Republic,7.662771795540913,0.0,7.662771795540913,2.2988315386622737,0.0051754962745272455,0.0051754962745272455,0.1737134267773897
19,Chile,60956.14339374128,9373.29046554044,51582.85292820084,13927.370290614228,0.0051754962745272455,0.0051754962745272455,0.1488316667176321
20,China (People’s Republic of),51577.44575300445,0.0,51577.44575300445,12894.361438251113,0.0051754962745272455,0.0051754962745272455,0.1866422615642585
25,Colombia,16415.26558441438,0.0,16415.26558441438,5088.732331168458,0.0051754962745272455,0.0051754962745272455,0.2479312587340105
24,Congo,17.822673110022507,1195.1903745685706,-1177.367701458548,-329.6629564083935,0.0051754962745272455,0.0051754962745272455,0.033246858115469
26,Costa Rica,2640.5929618770683,0.0,2640.5929618770683,792.1778885631205,0.0051754962745272455,0.0051754962745272455,0.1039573032212569
46,Croatia,570.8491138639562,0.0,570.8491138639562,102.7528404955121,0.0051754962745272455,0.0051754962745272455,0.161963300017781
27,Cyprus,678.6555517025987,27027.65517252317,-26348.99962082057,-3293.6249526025713,0.0051754962745272455,0.0051754962745272455,0.01065800524457
28,Czechia,5271.562794353225,0.0,5271.562794353225,1001.5969309271128,0.0051754962745272455,0.0051754962745272455,0.1788355100725379
21,Côte d’Ivoire,181.2489720653266,0.0,181.2489720653266,45.31224301633165,0.0051754962745272455,0.0051754962745272455,0.2617675975265239
23,Democratic Republic of the Congo,30.444229268964634,0.0,30.444229268964634,8.524384195310098,0.0051754962745272455,0.0051754962745272455,0.3113885778595646
30,Denmark,1851.4440853885778,80012.17767410423,-78160.73358871565,-17195.361389517442,0.0051754962745272455,0.0051754962745272455,0.1088146890144804
31,Dominican Republic,1202.803497778978,0.0,1202.803497778978,324.7569444003241,0.0051754962745272455,0.0051754962745272455,0.160296484969114
32,Ecuador,1981.6224873715123,0.0,1981.6224873715123,495.4056218428781,0.0051754962745272455,0.0051754962745272455,0.2135850162537135
98,El Salvador,1237.9233977243664,0.0,1237.9233977243664,371.37701931730993,0.0051754962745272455,0.0051754962745272455,0.1899566191507718
43,Equatorial Guinea,16.205758346106116,9.057897438815,7.147860907291115,2.50175131755189,0.0051754962745272455,0.0051754962745272455,0.1110499778312239
34,Estonia,495.7653977073089,1926.0118237013753,-1430.2464259940664,-286.04928519881327,0.0051754962745272455,0.0051754962745272455,0.0193113326122702
103,Eswatini,119.92687707963228,0.0,119.92687707963228,32.979891196898876,0.0051754962745272455,0.0051754962745272455,0.2543214175533756
35,Ethiopia,567.5067425965061,0.0,567.5067425965061,170.25202277895184,0.0051754962745272455,0.0051754962745272455,0.2047798612164443
37,Fiji,41.485960705968665,19.96470782909188,21.521252876876787,4.304250575375358,0.0051754962745272455,0.0051754962745272455,0.0299417934191523
36,Finland,2705.9574975099363,9202.167771077644,-6496.210273567707,-1299.2420547135416,0.0051754962745272455,0.0051754962745272455,0.0998396432365992
38,France,38963.91226075937,0.0,38963.91226075937,11068.673375475213,0.0051754962745272455,0.0051754962745272455,0.1657857016520884
39,Gabon,110.249962025576,0.0,110.249962025576,33.0749886076728,0.0051754962745272455,0.0051754962745272455,0.2485135122827726
41,Georgia,696.5404826938553,71.56475618450524,624.9757265093501,93.74635897640252,0.0051754962745272455,0.0051754962745272455,0.0197645218651113
29,Germany,66121.98293467649,0.0,66121.98293467649,19797.720444195988,0.0051754962745272455,0.0051754962745272455,0.1801465566280656
42,Ghana,330.1362206628145,2606.9259445369903,-2276.7897238741757,-569.1974309685439,0.0051754962745272455,0.0051754962745272455,0.1439198274915433
44,Greece,1211.0826913962205,1227.5833665350733,-16.500675138852785,-3.6301485305476127,0.0051754962745272455,0.0051754962745272455,0.1229699980579596
45,Guatemala,1651.3133894724526,0.0,1651.3133894724526,412.82834736811316,0.0051754962745272455,0.0051754962745272455,0.2262555262217833
47,Hungary,6510.326597674494,2363.482715462635,4146.843882211859,373.21594939906726,0.0051754962745272455,0.0051754962745272455,0.1109004132954384
50,Iceland,83.90223099241841,891.1011247656525,-807.1988937732341,-161.43977875464682,0.0051754962745272455,0.0051754962745272455,0.0704067423296075
48,Indonesia,13754.891753315838,0.0,13754.891753315838,3026.076185729484,0.0051754962745272455,0.0051754962745272455,0.1695091432096857
49,Ireland,21040.33196516452,188269.93527803198,-167229.60331286746,-20903.700414108433,0.0051754962745272455,0.0051754962745272455,0.0887880585787558
51,Israel,2266.063004750974,0.0,2266.063004750974,521.194491092724,0.0051754962745272455,0.0051754962745272455,0.2294966153555132
52,Italy,25597.61067372976,12031.83373090606,13565.776942823699,3772.6425677992706,0.0051754962745272455,0.0051754962745272455,0.1389591100580519
