partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,eu27,oecd,oecd_oct
French Polynesia,0.01400153101259203,0.003780413373399848,1.529300780723173e-08,,,13.22919824606961,1.807823528319413,2.4520343978369374,9.919280640994294e-06,0.1366540507363337,0.27,0.0,0.0,0.0,0.0,0.0
Gabon,73.12869036818411,21.938607110455234,8.874883688136172e-05,0.06817510530155599,0.01188834616893119,0.0,0.0,0.0,0.0,0.2485135122827726,0.3,321797920.42,321797920.42,321797920.42,321797920.42,321797920.42
Gambia,19.29499647632652,5.209649048608161,2.10747332907806e-05,0.1581620727090986,,0.0,0.0,0.0,0.0,0.3711651949920559,0.27,32938674.610000007,32938674.610000007,32938674.610000007,32938674.610000007,32938674.610000007
Georgia,383.70863499280716,57.556295248921074,0.0002328340278315872,0.06880273127026261,0.014217365433200402,50.96649176083864,1.0073283407951101,9.446648890591554,3.821478260883126e-05,0.0197645218651113,0.15,836540849.2700001,836540849.2700001,836540849.2700001,836540849.2700001,836540849.2700001
Germany,62419.10388762397,18689.033726729573,0.07560325034916829,0.042909031299171674,0.03899305711149782,0.0,0.0,0.0,0.0,0.1801465566280656,0.2994120799999999,435550119890.2701,435550119890.2701,435550119890.2701,435550119890.2701,435550119890.2701
Ghana,211.25289416981045,52.81322354245261,0.00021364675240089843,0.02975701639294936,0.0054236852343587955,869.969999297025,125.20593222164588,161.24910396563553,0.0006523053333815308,0.1439198274915433,0.25,1774815823.1,1774815823.1,1774815823.1,1774815823.1,1774815823.1
Gibraltar,23.257004807837703,0.0,0.0,,,78332.3226044119,241.41781234892375,14518.910814987812,0.058733740074150685,0.0030819692857585,0.0,0.0,0.0,0.0,0.0,0.0
Greece,580.548639238829,127.72070063254237,0.0005166719823980442,0.0109436015068464,0.0022873777545946877,817.0497035614075,100.47260046020274,151.44031713866437,0.00061262558444724,0.1229699980579596,0.22,11670810615.009998,11670810615.009998,11670810615.009998,11670810615.009998,11670810615.009998
Greenland,11.428234821739158,3.028482227760877,1.225120053777543e-05,,,0.0,0.0,0.0,0.0,0.2078610889738345,0.265,0.0,0.0,0.0,0.0,0.0
Guadeloupe,9.891008548954249,1.4836512823431371,6.001854401355473e-06,,,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
Guam,106.8456376796661,22.43758391272988,9.076736114818046e-05,,,0.0,0.0,0.0,0.0,0.2066532317000526,0.21,0.0,0.0,0.0,0.0,0.0
Guatemala,608.8722245914679,152.21805614786697,0.0006157717929606829,0.07508592845461999,0.015232006287876748,0.0,0.0,0.0,0.0,0.2262555262217833,0.25,2027251434.2000003,2027251434.2000003,2027251434.2000003,2027251434.2000003,2027251434.2000003
Guinea,47.14417989228573,16.500462962300002,6.674976622422984e-05,0.14893968415503744,,360.70030762316827,11.91359484304103,66.85587026146072,0.0002704538485293445,0.0330290675978226,0.35,110786208.90000002,110786208.90000002,110786208.90000002,110786208.90000002,110786208.90000002
Guyana,649.2873612227445,162.32184030568612,0.0006566449025246642,0.6342940566883369,,0.0,0.0,0.0,0.0,0.1648380355276907,0.25,255909445.46,255909445.46,255909445.46,255909445.46,255909445.46
Honduras,685.3246540173529,205.59739620520588,0.000831708671712016,0.20997278101615008,0.05843693771677346,0.0,0.0,0.0,0.0,0.254449482706849,0.3,979162133.35,979162133.35,979162133.35,979162133.35,979162133.35
Hong Kong (China),3326.901045066202,548.9386724359234,0.0022206363627647876,,,92623.35895398798,4678.127587144777,17167.75710620652,0.06944918915620006,0.0505069956431693,0.165,0.0,0.0,0.0,0.0,0.0
Hungary,4129.159187363626,371.6243268627263,0.0015033418758006818,0.038274532847009796,0.009498877984048507,1187.4486270237558,131.6885435040354,220.09382768086854,0.0008903514755107267,0.1109004132954384,0.09,9709441219.0,9709441219.0,9709441219.0,9709441219.0,9709441219.0
Iceland,109.27239259554449,21.8544785191089,8.840850923007266e-05,0.010501519207686324,0.003956238939962396,256.3517343046345,18.048890502934405,47.51484245440731,0.0001922130690065625,0.0704067423296075,0.2,2081077802.83,2081077802.83,2081077802.83,2081077802.83,2081077802.83
India,18949.444507148324,4769.575182449233,0.01929449065427903,0.13355119684743494,0.01588721059525054,0.0,0.0,0.0,0.0,0.2322951623689756,0.2517,35713458920.91,35713458920.91,35713458920.91,35713458920.91,35713458920.91
Indonesia,5944.750734813177,1307.8451616588989,0.00529066117706391,0.050057069988182615,0.012120753354924593,0.0,0.0,0.0,0.0,0.1695091432096857,0.22,26127081788.2,26127081788.2,26127081788.2,26127081788.2,26127081788.2
Iran,172.89129998449417,43.22282499612354,0.00017485045544685058,0.0022672120643938763,,244.09743860026336,12.810577197599638,45.243506427123066,0.0001830247723397179,0.0524814077159506,0.25,19064306191.26,19064306191.26,19064306191.26,19064306191.26,19064306191.26
Iraq,225.55443560086383,33.833165340129575,0.00013686621292015994,0.006327591220361949,0.0083791924555881,0.0,0.0,0.0,0.0,0.2067195816019048,0.15,5346926525.730001,5346926525.730001,5346926525.730001,5346926525.730001,5346926525.730001
Ireland,20699.0649050493,2587.3831131311626,0.010466810436084361,0.09871811521007048,0.029348786175102403,98753.14109239249,8768.09967614748,18303.91338529773,0.07404531268296428,0.0887880585787558,0.125,26209810708.25,26209810708.25,26209810708.25,26209810708.25,26209810708.25
Isle of Man,477.58090860496003,0.0,0.0,,,3518.789465870678,0.17446287120633672,652.2082932444224,0.0026383957348976605,4.9580366457976814e-05,0.0,0.0,0.0,0.0,0.0,0.0
Israel,836.2586142389501,192.33948127495853,0.0007780760721760705,0.007305480515313,0.0015994602323110639,0.0,0.0,0.0,0.0,0.2294966153555132,0.23,26328108174.650005,26328108174.650005,26328108174.650005,26328108174.650005,26328108174.650005
Italy,18852.812533346743,5242.96716552373,0.02120951596446843,0.03501636812953297,0.009713428657439589,6164.645066703134,856.6335922928274,1142.618129447323,0.004622263823653612,0.1389591100580519,0.2781,149729039463.16998,149729039463.16998,149729039463.16998,149729039463.16998,149729039463.16998
Jamaica,807.4587023184677,201.86467557961691,0.0008166085966591101,0.2692191172356448,0.050386102042571455,0.0,0.0,0.0,0.0,0.1966983802374152,0.25,749815531.8700001,749815531.8700001,749815531.8700001,749815531.8700001,749815531.8700001
Japan,35185.53319687819,10464.177572751574,0.04233101872995174,0.022799076402821337,,0.0,0.0,0.0,0.0,0.2118203528412267,0.2974,458973749105.76,458973749105.76,458973749105.76,458973749105.76,458973749105.76
Jersey,4279.454184113903,0.0,0.0,,,41826.97615429792,15.597457441696932,7752.637943748007,0.031361954603856816,0.0003729042564339,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,882.1442466968689,176.42884933937378,0.0007137123652542369,0.1487245364937762,0.027085524797465465,129.96256315982052,11.866811853001735,24.088585670232362,9.74462029237643e-05,0.0913094630059628,0.2,1186279369.2200005,1186279369.2200005,1186279369.2200005,1186279369.2200005,1186279369.2200005
Kazakhstan,334.68781953067344,66.93756390613468,0.0002707843260254275,0.013244785405645556,0.0035946552136729643,0.0,0.0,0.0,0.0,0.2050384313174182,0.2,5053880591.95,5053880591.95,5053880591.95,5053880591.95,5053880591.95
Kenya,459.96940569667635,137.9908217090029,0.0005582179791688354,0.05642587644522366,0.009482574387747963,0.0,0.0,0.0,0.0,0.3157779380814055,0.3,2445523763.25,2445523763.25,2445523763.25,2445523763.25,2445523763.25
Korea,9799.386009350339,2694.8311525713434,0.01090147287739105,0.02614188144760873,0.008855552382019995,0.0,0.0,0.0,0.0,0.1520725912656522,0.275,103084820347.46,103084820347.46,103084820347.46,103084820347.46,103084820347.46
Kosovo,0.20239307716868674,0.020239307716868674,8.187461538066585e-08,,,3.489431031612773,0.3539401023461452,0.6467667019001848,2.6163827192055827e-06,0.1014320383866588,0.1,0.0,0.0,0.0,0.0,0.0
Kuwait,545.2980618624108,81.79470927936161,0.0003308863354471111,0.011528853539386355,,267.9581098760613,9.846665184624326,49.66608636246562,0.0002009155537963696,0.0367470317997791,0.15,7094782581.800001,7094782581.800001,7094782581.800001,7094782581.800001,7094782581.800001
Kyrgyzstan,34.1757375581469,3.41757375581469,1.382520295193558e-05,0.013447920742169325,0.0022405930311752446,0.0,0.0,0.0,0.0,0.0309384852753739,0.1,254133990.03000003,254133990.03000003,254133990.03000003,254133990.03000003,254133990.03000003
Lao People’s Democratic Republic,52.01626157376249,10.4032523147525,4.2084556146575704e-05,0.07760492773846316,0.005317730611153644,268.09204467144906,33.5736455631599,49.690911202130835,0.000201015978387364,0.1252317859871781,0.2,134054017.16,134054017.16,134054017.16,134054017.16,134054017.16
Latvia,373.1791372133534,74.63582744267067,0.0003019263183786326,0.029959868146560743,0.008545863461902857,44.1685009414088,2.4483945635861706,8.186640006049062,3.3117634809049736e-05,0.0554330464335672,0.2,2491193455.109999,2491193455.109999,2491193455.109999,2491193455.109999,2491193455.109999
Lebanon,254.07166011385016,43.19218221935453,0.00017472649539854973,0.08714095386193253,0.03284567644309782,19.05656361938879,2.2533412633989407,3.532137672303154,1.4288651441884571e-05,0.1182448897085682,0.17,495658818.33,495658818.33,495658818.33,495658818.33,495658818.33
Lesotho,39.725783931341944,9.931445982835486,4.017594531362352e-05,0.09220834361558193,0.012918930073278698,0.0,0.0,0.0,0.0,0.2389496012043556,0.25,107706586.99,107706586.99,107706586.99,107706586.99,107706586.99
Liberia,1029.1638109337919,257.29095273344797,0.001040826005052474,6.7532818334899165,,224.13921699657888,0.4488794326484617,41.5442462768395,0.00016806005584671965,0.002002681363232,0.25,38098654.70999999,38098654.70999999,38098654.70999999,38098654.70999999,38098654.70999999
Libya,4.646218476114712,0.9292436952229425,3.7590944910569326e-06,,,0.0,0.0,0.0,0.0,0.4446434258532875,0.2,0.0,0.0,0.0,0.0,0.0
Liechtenstein,35.58674409493708,4.448343011867135,1.799500152242572e-05,,,69.84247762185414,0.5380851331974745,12.945316441215404,5.236803646807257e-05,0.0077042675391731,0.125,0.0,0.0,0.0,0.0,0.0
Lithuania,502.7719469504978,75.41579204257467,0.00030508153013394625,0.021603610681260776,0.005305709218560549,1111.257734159268,66.97826257135164,205.97183127332832,0.0008332233839549653,0.0602724827125947,0.15,3490888312.85,3490888312.85,3490888312.85,3490888312.85,3490888312.85
