year,total_positive_misalignment,total_negative_misalignment,total_profits,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,391467.68202753784,391467.68202753784,2285185.4611455537,0.1713067445437434,107773.00793744676,23044.79644414011,0.0658815004932985,0.010672146236065806
2017,785578.8511043687,785578.8511043687,4477883.559458767,0.17543530122505466,214290.1842979376,47105.425422647175,0.1392392295614911,0.18242961717031636
2018,704731.1823134198,704731.1823134199,5057367.052813216,0.1393474460038263,187756.30389889498,45671.127332278134,0.22801566827305975,0.026689155507429445
2019,899347.0075299747,899347.0075299747,5256895.194759938,0.1710795011523992,234547.78008275956,65580.36377680769,0.37311086032691626,0.028921900538339068
2020,817923.3330477182,817923.333047718,3772824.912519993,0.21679334504325048,200388.48882440565,55052.19734149163,0.25122095261879984,0.02850362051952293
2021,1133582.2359526418,1133582.2359526423,7762091.416141,0.14604082523369885,275917.21386878134,69099.39856702779,0.38785473878167503,0.05364485960009879
