partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_pct_total,tax_revenue_pct_total,etr_average_corrected
Nicaragua,418.51798229634596,0.0,418.51798229634596,125.55539468890379,0.017515707026783588,0.017515707026783588,0.4965591165836738
North Macedonia,181.82465809139768,0.0,181.82465809139768,18.182465809139767,0.017515707026783588,0.017515707026783588,0.3533537890734576
Norway,3423.2888681603326,0.0,3423.2888681603326,753.1235509952731,0.017515707026783588,0.017515707026783588,0.3887304175805448
Palau,-0.0,0.1385062102144763,-0.1385062102144763,-0.0,0.017515707026783588,0.017515707026783588,0.0
Panama,671.2429854586877,3676.337095260222,-3005.0941098015346,-751.2735274503837,0.017515707026783588,0.017515707026783588,0.0712565595342664
Papua New Guinea,297.1452974137075,1408.4757145034966,-1111.330417089789,-333.3991251269367,0.017515707026783588,0.017515707026783588,0.1326942911541803
Paraguay,107.45116135243346,635.5654292863319,-528.1142679338984,-52.81142679338984,0.017515707026783588,0.017515707026783588,0.0476709085448948
Peru,3761.494205236667,0.0,3761.494205236667,1109.6407905448166,0.017515707026783588,0.017515707026783588,0.2842617743783839
Philippines,8126.138352050511,0.0,8126.138352050511,2437.841505615153,0.017515707026783588,0.017515707026783588,0.2411196021005085
Poland,13874.222814698074,0.0,13874.222814698074,2636.1023347926343,0.017515707026783588,0.017515707026783588,0.1914240366173209
Portugal,4120.193270579998,9900.714243719234,-5780.520973139236,-1820.8641065388595,0.017515707026783588,0.017515707026783588,0.0620924326565511
Romania,8509.026817242126,0.0,8509.026817242126,1361.4442907587402,0.017515707026783588,0.017515707026783588,0.17973900930666
Russia,5358.333949209202,0.0,5358.333949209202,1071.6667898418405,0.017515707026783588,0.017515707026783588,0.4042307286842381
Rwanda,45.511135995134495,6.175632113279304,39.33550388185519,11.800651164556557,0.017515707026783588,0.017515707026783588,0.0689125753152821
Samoa,4300.501701668823,139.93479696968,4160.566904699143,1123.3530642687688,0.017515707026783588,0.017515707026783588,0.0840985044364211
San Marino,1.0331022837768982,0.0,1.0331022837768982,0.1756273882420727,0.017515707026783588,0.017515707026783588,0.1657857016520884
Saudi Arabia,3732.665276051821,0.0,3732.665276051821,746.5330552103642,0.017515707026783588,0.017515707026783588,0.6665213448367053
Senegal,124.0642593925185,0.0,124.0642593925185,37.21927781775555,0.017515707026783588,0.017515707026783588,0.192186523547772
Serbia,957.3972719503312,372.89670737200726,584.500564578324,87.67508468674859,0.017515707026783588,0.017515707026783588,0.0843813047946401
Seychelles,469.0221306817434,120.10070119750516,348.9214294842383,104.67642884527147,0.017515707026783588,0.017515707026783588,0.0027869788351177
Singapore,42629.75745426542,58110.70176786876,-15480.944313603344,-2631.760533312569,0.017515707026783588,0.017515707026783588,0.109415781547341
Slovak Republic,2267.8442621683234,0.0,2267.8442621683234,476.2472950553479,0.017515707026783588,0.017515707026783588,0.2627694120399402
Slovenia,563.6763805341224,0.0,563.6763805341224,107.09851230148325,0.017515707026783588,0.017515707026783588,0.766586126930653
Solomon Islands,2.653934117140994,0.0,2.653934117140994,0.7961802351422981,0.017515707026783588,0.017515707026783588,0.1657857016520884
South Africa,9078.783013987146,0.0,9078.783013987146,2542.059243916401,0.017515707026783588,0.017515707026783588,0.2162171790419291
Spain,26768.22009691658,0.0,26768.22009691658,6692.055024229145,0.017515707026783588,0.017515707026783588,0.1786004344505956
Sri Lanka,745.0009702268692,18.185409167883655,726.8155610589855,203.50835709651597,0.017515707026783588,0.017515707026783588,0.1144044225982117
Sweden,2772.782971221792,18373.610329000163,-15600.827357778371,-3338.5770545645714,0.017515707026783588,0.017515707026783588,0.1418337277345721
Switzerland,9723.52433633853,132349.20927230833,-122625.6849359698,-25933.59230548837,0.017515707026783588,0.017515707026783588,0.0954813767139986
Thailand,3451.7998760921887,0.0,3451.7998760921887,690.3599752184377,0.017515707026783588,0.017515707026783588,0.194970992031402
Timor-Leste,-0.0,79.93214606765649,-79.93214606765649,-7.993214606765649,0.017515707026783588,0.017515707026783588,0.0523109820077306
Togo,108.4536510221805,0.0,108.4536510221805,30.367022286210542,0.017515707026783588,0.017515707026783588,0.1657857016520884
Trinidad and Tobago,423.72412246229675,0.0,423.72412246229675,127.11723673868902,0.017515707026783588,0.017515707026783588,0.6889032194307495
Türkiye,7624.6135637238185,0.0,7624.6135637238185,1677.4149840192401,0.017515707026783588,0.017515707026783588,0.2833148457688001
Uganda,23.622511019428185,493.17110222958377,-469.54859121015556,-140.86457736304666,0.017515707026783588,0.017515707026783588,0.086758454599845
Ukraine,869.2476492507603,0.0,869.2476492507603,156.46457686513685,0.017515707026783588,0.017515707026783588,0.2845670504426738
United Arab Emirates,12950.721485122249,0.0,12950.721485122249,0.0,0.017515707026783588,0.017515707026783588,0.7202529126074604
United Kingdom,119799.75710187356,423557.88317871006,-303758.1260768365,-57714.043954598936,0.017515707026783588,0.017515707026783588,0.0665478358141754
United States,517437.66375866503,0.0,517437.66375866503,139708.16921483958,0.017515707026783588,0.017515707026783588,0.3677892953941988
Uruguay,470.3201422770135,1524.736119093546,-1054.4159768165325,-263.60399420413313,0.017515707026783588,0.017515707026783588,0.1065822572147136
Uzbekistan,33.83221723529029,144.6140432056925,-110.78182597040221,-13.293819116448265,0.017515707026783588,0.017515707026783588,0.0198886047651308
Vanuatu,4846.01412982299,55.42820162380644,4790.585928199183,0.0,0.017515707026783588,0.017515707026783588,0.0
Zambia,1684.8663951370843,0.0,1684.8663951370843,589.7032382979795,0.017515707026783588,0.017515707026783588,0.2107076217704622
