partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_pct_total,tax_revenue_pct_total,etr_average_corrected
Albania,45.33588643680668,0.0,45.33588643680668,6.800382965521002,0.017515707026783588,0.017515707026783588,0.1526028275629678
Angola,52.452825388148455,0.0,52.452825388148455,15.735847616444536,0.017515707026783588,0.017515707026783588,0.2499214905647195
Argentina,7401.306920040995,0.0,7401.306920040995,2220.3920760122983,0.017515707026783588,0.017515707026783588,0.2541291950051945
Armenia,61.5073529946934,0.0,61.5073529946934,12.30147059893868,0.017515707026783588,0.017515707026783588,1.713032889060857
Australia,20543.325949335158,0.0,20543.325949335158,6162.997784800547,0.017515707026783588,0.017515707026783588,0.3085691710434611
Austria,3651.7284438144006,13807.716199728902,-10155.987755914502,-2538.9969389786256,0.017515707026783588,0.017515707026783588,0.1119992526725025
Azerbaijan,72.4581420447067,0.0,72.4581420447067,14.491628408941342,0.017515707026783588,0.017515707026783588,0.2628250517937383
Bahamas,2986.9682018040353,157.57632943718,2829.3918723668553,0.0,0.017515707026783588,0.017515707026783588,0.0035269961996583
Bahrain,701.9044978042301,791.3230721851068,-89.41857438087663,-0.0,0.017515707026783588,0.017515707026783588,0.0051207178839882
Bangladesh,580.8550634521033,0.0,580.8550634521033,145.21376586302583,0.017515707026783588,0.017515707026783588,0.3749218770982083
Belarus,125.74021312756172,0.0,125.74021312756172,22.63323836296111,0.017515707026783588,0.017515707026783588,0.1656313198659183
Belgium,97060.89399664855,0.0,97060.89399664855,28710.61244420864,0.017515707026783588,0.017515707026783588,0.188605346719587
Bosnia and Herzegovina,1908.97762321366,133.91593853835326,1775.0616846753069,177.5061684675307,0.017515707026783588,0.017515707026783588,0.1073345507448882
Botswana,130.91767172758435,0.0,130.91767172758435,28.801887780068558,0.017515707026783588,0.017515707026783588,0.3320142588842545
Brazil,32690.42134380755,0.0,32690.42134380755,11114.743256894568,0.017515707026783588,0.017515707026783588,0.2313356048458066
Bulgaria,1134.359266456137,1287.213004720388,-152.85373826425098,-15.285373826425099,0.017515707026783588,0.017515707026783588,0.1052010221828104
Burkina Faso,57.63097931644748,0.0,57.63097931644748,15.848519312023058,0.017515707026783588,0.017515707026783588,0.157967385223003
Cabo Verde,-0.0,0.0,-0.0,-0.0,0.017515707026783588,0.017515707026783588,0.1657857016520884
Cambodia,983.0513760738756,0.0,983.0513760738756,196.61027521477513,0.017515707026783588,0.017515707026783588,0.2546729413363211
Cameroon,107.89844834226325,0.0,107.89844834226325,35.60648795294687,0.017515707026783588,0.017515707026783588,0.3687217348354439
Canada,30831.04680393398,3452.5753450020406,27378.471458931937,7288.149102367682,0.017515707026783588,0.017515707026783588,0.146708223294957
Central African Republic,-0.0,0.0,-0.0,-0.0,0.017515707026783588,0.017515707026783588,0.2049404563384232
Chile,7064.068166059907,0.0,7064.068166059907,1907.298404836175,0.017515707026783588,0.017515707026783588,0.3640091146960906
China (People’s Republic of),21814.178744708755,0.0,21814.178744708755,5453.544686177189,0.017515707026783588,0.017515707026783588,0.1749407133954811
Colombia,6143.749961106733,4951.485557548352,1192.2644035583817,393.447253174266,0.017515707026783588,0.017515707026783588,0.144634071824588
Congo,956.6635788130247,0.0,956.6635788130247,286.9990736439074,0.017515707026783588,0.017515707026783588,0.0197041046109603
Costa Rica,1160.3322542513124,0.0,1160.3322542513124,348.09967627539373,0.017515707026783588,0.017515707026783588,0.1708568605582438
Croatia,334.5247703489627,0.0,334.5247703489627,60.214458662813286,0.017515707026783588,0.017515707026783588,0.2246164728845083
Cyprus,2703.6152356066896,1470.8289187108212,1232.7863168958684,154.09828961198355,0.017515707026783588,0.017515707026783588,0.0859733635486672
Czechia,2909.178365518377,0.0,2909.178365518377,552.7438894484917,0.017515707026783588,0.017515707026783588,0.150468069523409
Côte d’Ivoire,428.1183676095418,77.39949013580325,350.71887747373853,87.67971936843463,0.017515707026783588,0.017515707026783588,0.0975196861445105
Democratic Republic of the Congo,2692.330261246578,0.0,2692.330261246578,753.852473149042,0.017515707026783588,0.017515707026783588,0.2920674908798368
Denmark,9246.996624278041,29617.648480074116,-20370.651855796074,-4481.543408275136,0.017515707026783588,0.017515707026783588,0.1456094187193261
Dominican Republic,442.3359933296505,0.0,442.3359933296505,119.43071819900564,0.017515707026783588,0.017515707026783588,0.1621096739074673
Ecuador,357.5357260388017,0.0,357.5357260388017,89.38393150970043,0.017515707026783588,0.017515707026783588,0.2920390066362101
El Salvador,407.44137642611315,0.0,407.44137642611315,122.23241292783393,0.017515707026783588,0.017515707026783588,0.2033021147077683
Equatorial Guinea,100.6518454935537,0.0,100.6518454935537,35.22814592274379,0.017515707026783588,0.017515707026783588,0.1912459664116653
Estonia,384.6379620391925,6.127476353552185,378.5104856856403,75.70209713712806,0.017515707026783588,0.017515707026783588,0.0785822523619544
Eswatini,-0.0,0.0,-0.0,-0.0,0.017515707026783588,0.017515707026783588,0.2551774622839661
Ethiopia,616.5266423342305,0.0,616.5266423342305,184.95799270026913,0.017515707026783588,0.017515707026783588,0.3568636947905252
Fiji,14.226249505285965,0.0,14.226249505285965,2.845249901057193,0.017515707026783588,0.017515707026783588,0.1673011276885848
Finland,5775.570871159762,0.0,5775.570871159762,1155.1141742319523,0.017515707026783588,0.017515707026783588,0.2050151954123298
France,83314.54963139512,0.0,83314.54963139512,28687.976312028553,0.017515707026783588,0.017515707026783588,0.2384424491782516
Gabon,32.29360801968541,0.0,32.29360801968541,9.688082405905622,0.017515707026783588,0.017515707026783588,0.320956623087165
Georgia,197.5859275882535,3.885637106738992,193.70029048151451,29.055043572227177,0.017515707026783588,0.017515707026783588,0.0597054283184019
Germany,44819.31147724764,0.0,44819.31147724764,13417.907315766264,0.017515707026783588,0.017515707026783588,0.2159961061652394
Ghana,500.41839256864085,0.0,500.41839256864085,125.10459814216021,0.017515707026783588,0.017515707026783588,0.198697832828766
Greece,8248.23290503339,0.0,8248.23290503339,1979.5758972080137,0.017515707026783588,0.017515707026783588,0.2079706798367046
Guatemala,591.2005588236052,0.0,591.2005588236052,147.8001397059013,0.017515707026783588,0.017515707026783588,0.2793942031726066
Hungary,2007.5156918533792,4515.33588027722,-2507.8201884238406,-225.70381695814564,0.017515707026783588,0.017515707026783588,0.1007421578392117
Iceland,398.42354749284686,50.628897312111356,347.7946501807355,69.5589300361471,0.017515707026783588,0.017515707026783588,0.1386130462173072
Indonesia,11731.810235653045,0.0,11731.810235653045,2932.9525589132613,0.017515707026783588,0.017515707026783588,0.273935797400764
Iraq,154.90424572998936,0.0,154.90424572998936,23.235636859498403,0.017515707026783588,0.017515707026783588,0.3227643139718577
Ireland,5067.887399522785,0.0,5067.887399522785,633.4859249403481,0.017515707026783588,0.017515707026783588,0.1582935151308138
Israel,781.887513963434,0.0,781.887513963434,179.83412821158984,0.017515707026783588,0.017515707026783588,0.2026478967973183
Italy,39655.611682115734,0.0,39655.611682115734,11026.798006775829,0.017515707026783588,0.017515707026783588,0.2738276745932855
Jamaica,480.46002540202295,0.0,480.46002540202295,120.11500635050574,0.017515707026783588,0.017515707026783588,0.2189500652867373
Jordan,568.1750250857771,396.7451351375716,171.42988994820547,34.2859779896411,0.017515707026783588,0.017515707026783588,0.1188187239923721
Kazakhstan,119.894341335963,0.0,119.894341335963,23.978868267192603,0.017515707026783588,0.017515707026783588,0.2746895289023787
Kenya,538.0595976153555,0.0,538.0595976153555,161.41787928460664,0.017515707026783588,0.017515707026783588,0.3109856567928871
Korea,8163.769656252704,0.0,8163.769656252704,2245.036655469494,0.017515707026783588,0.017515707026783588,0.4436673720315804
Kyrgyzstan,160.5018572111016,1.6843830042427466,158.81747420685886,15.881747420685887,0.017515707026783588,0.017515707026783588,0.0149667791538681
Lao People’s Democratic Republic,33.9922191844707,1193.6710857009691,-1159.6788665164984,-278.3229279639596,0.017515707026783588,0.017515707026783588,0.0535648198515048
Latvia,2027.4285937460825,9.980530163006637,2017.4480635830757,403.48961271661517,0.017515707026783588,0.017515707026783588,0.0473639370936302
Lebanon,318.66537877212824,0.0,318.66537877212824,54.173114391261805,0.017515707026783588,0.017515707026783588,0.3929613835709272
Lesotho,2.6860047232964868,0.0,2.6860047232964868,0.6715011808241217,0.017515707026783588,0.017515707026783588,0.3646838431961393
Lithuania,338.5563252392208,353.06376351698117,-14.507438277760343,-2.1761157416640513,0.017515707026783588,0.017515707026783588,0.1235923058880233
Luxembourg,37664.73595827771,49201.56214239051,-11536.826184112797,-2877.2844503177316,0.017515707026783588,0.017515707026783588,0.0353916765639237
Macau (China),116.75233372026416,0.0,116.75233372026416,14.0102800464317,0.017515707026783588,0.017515707026783588,0.2843716012723531
Madagascar,22.769105075187287,0.0,22.769105075187287,4.553821015037458,0.017515707026783588,0.017515707026783588,0.2037815631685531
Malawi,338.5916752961379,9.301644683931634,329.2900306122063,98.78700918366188,0.017515707026783588,0.017515707026783588,0.0970675960836723
Malaysia,5144.336607243119,0.0,5144.336607243119,1234.6407857383485,0.017515707026783588,0.017515707026783588,0.215595585358181
Maldives,59.43173054820079,0.0,59.43173054820079,8.914759582230118,0.017515707026783588,0.017515707026783588,0.0
Mali,75.45639374492276,0.0,75.45639374492276,22.63691812347683,0.017515707026783588,0.017515707026783588,0.2455507442036822
Malta,385.97852198113173,13360.620841492559,-12974.642319511428,-648.7321159755701,0.017515707026783588,0.017515707026783588,0.0979053230154842
Marshall Islands,132.29212392554868,1000.284676988527,-867.9925530629783,-0.0,0.017515707026783588,0.017515707026783588,0.0009717572610716
Mauritius,2695.6157040690223,1793.7043371985733,901.911366870449,135.28670503056733,0.017515707026783588,0.017515707026783588,0.0658108267632784
Mexico,39130.10045140918,0.0,39130.10045140918,11739.030135422752,0.017515707026783588,0.017515707026783588,0.259931924420454
Micronesia,-0.0,0.0,-0.0,-0.0,0.017515707026783588,0.017515707026783588,0.1845793776268058
Moldova,246.81234413535933,0.05831435236988775,246.75402978298945,29.61048357395873,0.017515707026783588,0.017515707026783588,0.1175559421301305
Mongolia,181.25413054611747,0.0,181.25413054611747,45.31353263652937,0.017515707026783588,0.017515707026783588,0.203261807540703
Morocco,2673.1172224678526,0.0,2673.1172224678526,828.6663389650342,0.017515707026783588,0.017515707026783588,0.2536680004847924
Mozambique,11917.291179195643,0.0,11917.291179195643,3813.533177342606,0.017515707026783588,0.017515707026783588,0.4349796638187226
Myanmar,385.5727153075149,444.24184705906464,-58.66913175154974,-14.667282937887435,0.017515707026783588,0.017515707026783588,0.0943541875242681
Namibia,226.83056815597666,0.0,226.83056815597666,72.58578180991253,0.017515707026783588,0.017515707026783588,0.2477803510517145
Nauru,0.0009750045449929924,0.0,0.0009750045449929924,0.0002437511362482481,0.017515707026783588,0.017515707026783588,0.1657857016520884
Nepal,13.387145255363498,0.0,13.387145255363498,3.3467863138408744,0.017515707026783588,0.017515707026783588,0.198046742311353
Netherlands,18531.33272690226,150024.3235457698,-131492.99081886752,-32873.24770471688,0.017515707026783588,0.017515707026783588,0.0905495330369342
New Zealand,1651.9133930696707,0.0,1651.9133930696707,462.53575005950785,0.017515707026783588,0.017515707026783588,0.2515324036231791
