iso_partner,partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,oecd,oecd_oct,nld_oct
ABW,Aruba,10.464550601993318,2.6161376504983296,1.515181029454757e-05,,,0.0,0.0,0.0,0.0,0.2482157890742018,0.25,Caribbean/American isl.,0.0,0.0,1.0,1.0
AFG,Afghanistan,5.090134208460693,1.0180268416921388,5.896077210286893e-06,0.004260524565186624,,1.753565628442628,0.11975665323889594,0.33922148787094764,1.964659478478023e-06,0.0682932256976626,0.2,Asia,0.0,0.0,0.0,0.0
AGO,Angola,564.9256936667729,169.47770810003186,0.0009815592393608381,0.17443691697587707,,0.0,0.0,0.0,0.0,0.3510789275793332,0.3,Africa,0.0,0.0,0.0,0.0
AIA,Anguilla,0.3022946680107634,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Caribbean/American isl.,1.0,0.0,1.0,0.0
ALB,Albania,2.046397555391911,0.3069596333087866,1.7778094096435196e-06,0.000677067865180412,0.00011920174912344607,15.876278916904477,1.50281972907158,3.0712137992973303,1.7787461929644957e-05,0.094658183881579,0.15,Europe,0.0,0.0,0.0,0.0
AND,Andorra,8182.852123600306,0.0,0.0,0.0,,21.94610671460169,-0.6231667463431407,4.245401969536465,2.458797428119358e-05,-0.0283953210675186,0.0,Europe,0.0,0.0,0.0,0.0
ARE,United Arab Emirates,990.7486692846252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245154294265187,0.0,Asia,0.0,0.0,0.0,0.0
ARG,Argentina,2645.046150106226,793.5138450318677,0.004595771649756147,0.03076489265616921,0.018931878162271765,0.0,0.0,0.0,0.0,0.2446856253439433,0.3,Latin America,0.0,0.0,0.0,0.0
ARM,Armenia,4.867707067092335,0.8761872720766202,5.074588994380043e-06,0.002940900851317454,0.00031705384291145735,0.0,0.0,0.0,0.0,0.4476869049163801,0.18,Asia,0.0,0.0,0.0,0.0
ATG,Antigua and Barbuda,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0.0,0.0,0.1574408279950119,0.25,Caribbean/American isl.,0.0,0.0,0.0,0.0
AUS,Australia,11607.733625673694,3482.320087702108,0.020168454570310572,0.030898057557849606,0.011603826142784459,0.0,0.0,0.0,0.0,0.2297548137994101,0.3,Oceania,0.0,1.0,0.0,0.0
AUT,Austria,1007.1799624679862,251.79499061699656,0.0014583139118155332,0.006621625566114847,0.0023690371785896175,2380.3150000928276,236.98372100927023,460.4640869073933,0.002666856803556921,0.0995598149824827,0.25,Europe,0.0,1.0,0.0,0.0
AZE,Azerbaijan,3.2900375627797622,0.6580075125559525,3.8109634639201054e-06,0.0006620010109478608,0.00010149461694106718,173.46142646232934,25.125322928183156,33.55554090383649,0.00019434267535923234,0.144846744550666,0.2,Asia,0.0,0.0,0.0,0.0
BEL,Belgium,1857.271953680982,464.3179884202455,0.0026891773357374366,0.010134397335363527,0.004009671908895274,8873.330940153563,1289.224013580464,1716.5166076866262,0.009941500594264966,0.1452920016480477,0.25,Europe,0.0,1.0,0.0,0.0
BEN,Benin,19.889347634085745,5.966804290225723,3.4557771321005054e-05,0.1378234754690419,,0.0,0.0,0.0,0.0,0.3659978124692479,0.3,Africa,0.0,0.0,0.0,0.0
BFA,Burkina Faso,5.291004160588071,1.4550261441617196,8.427033686758018e-06,0.0028713206842392387,0.0006111629086522784,0.0,0.0,0.0,0.0,0.2748334412207109,0.275,Africa,0.0,0.0,0.0,0.0
BGD,Bangladesh,140.86124508517835,35.21531127129459,0.00020395552036203498,0.023005062121082102,0.001344901348817479,0.0,0.0,0.0,0.0,0.3095733568727042,0.25,Asia,0.0,0.0,0.0,0.0
BGR,Bulgaria,198.88388398935427,19.88838839893543,0.00011518701549497948,0.005580845678592877,0.0013937664833410736,663.5235529825367,51.97744529694839,128.3564431403987,0.0007433983743843698,0.0783354939900926,0.1,Europe,0.0,0.0,0.0,0.0
BHR,Bahrain,58.411179074323094,0.0,0.0,0.0,0.0,1204.740259045711,38.14695658319795,233.0530300907342,0.0013497666301433575,0.0316640506505648,0.0,Asia,0.0,0.0,0.0,0.0
BHS,Bahamas,101.99355636706524,0.0,0.0,0.0,0.0,6010.202818193329,9.627499058731514,1162.6539145868119,0.006733709729943636,0.0016018592633161,0.0,Caribbean/American isl.,0.0,0.0,0.0,0.0
BIH,Bosnia and Herzegovina,38.23571574147018,3.823571574147018,2.214487113400352e-05,0.002799207359291187,0.001008189641290967,54.33203262915774,2.812761571576099,10.510352534615027,6.08725109334249e-05,0.0517698572180163,0.1,Europe,0.0,0.0,0.0,0.0
BLR,Belarus,18.926581590887874,3.4067846863598175,1.9730978326870974e-05,0.0012224751853032348,0.0004617071993185854,0.0,0.0,0.0,0.0,0.2107610092834089,0.18,Europe,0.0,0.0,0.0,0.0
BLZ,Belize,8183.085737929673,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.4476869049163801,0.0,Caribbean/American isl.,0.0,0.0,0.0,0.0
BMU,Bermuda,16483.7154746431,0.0,0.0,,,67626.41632397055,861.1348340403028,13082.107217835437,0.07576726965410897,0.0127337049758035,0.0,Caribbean/American isl.,1.0,0.0,1.0,0.0
BOL,Bolivia,104.15251154197884,26.03812788549471,0.00015080428740859054,0.012250912501292881,,137.63768831327167,-3.9082663506464015,26.62555689929419,0.00015420648338130912,-0.0283953210675186,0.25,Latin America,0.0,0.0,0.0,0.0
BRA,Brazil,2323.2533408409413,789.9061358859201,0.004574876982930458,0.011815468740621175,0.004207182669908251,0.0,0.0,0.0,0.0,0.1521434608534556,0.34,Latin America,0.0,0.0,0.0,0.0
BRB,Barbados,24541.701904803256,1349.793604764179,0.007817561370398319,7.8612845480951625,,8289.705993340123,137.09083892928624,1603.6162864180774,0.009287619002931773,0.0165374790178836,0.055,Caribbean/American isl.,0.0,0.0,0.0,0.0
BRN,Brunei Darussalam,12.352380637597058,2.2851904179554556,1.3235072586178141e-05,0.008452774770352072,,85.46414016168504,4.25384504452943,16.532756068562808,9.575229481872927e-05,0.0497734492675151,0.185,Asia,0.0,0.0,0.0,0.0
BWA,Botswana,128.39926949921806,28.247839289827976,0.00016360221033048968,0.042138910612979356,0.008476847581114664,0.0,0.0,0.0,0.0,0.1927830778431362,0.22,Africa,0.0,0.0,0.0,0.0
CAF,Central African Republic,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.2754995545341471,0.3,Africa,0.0,0.0,0.0,0.0
CAN,Canada,6350.054793544458,1666.8893833054203,0.00965407600514759,0.010531575110686845,0.007455695947180607,77326.00292258213,6360.015182704873,14958.460257804805,0.08663449038379728,0.0822493720394735,0.2625,Northern America,0.0,1.0,0.0,0.0
CHE,Switzerland,536.092913805583,113.37604411143388,0.0006566368218413437,0.0036375691876197073,0.0016351003987334007,169728.30711691114,12832.231205310076,32833.381277636894,0.19016016391665846,0.0756045436573586,0.21148581,Europe,0.0,1.0,0.0,0.0
