,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,revenue_loss_incurred,revenue_loss_inflicted,revenue_loss_inflicted_pct,etr_average_corrected,cit
0,Afghanistan,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.185912443834204,0.2
1,Albania,53.096468254846826,0.0,53.096468254846826,7.964470238227023,0.0,0.0,0.2530394628482435,0.15
2,Algeria,96.68401020326094,0.0,96.68401020326094,25.137842652847844,0.0,0.0,0.4816355335112748,0.26
3,American Samoa,5.748953315505422,0.0,5.748953315505422,1.9546441272718436,0.0,0.0,0.0883102746783955,0.34
4,Andorra,75.56163393969045,0.0,75.56163393969045,0.0,0.0,0.0,0.0378015408839426,0.0
5,Angola,98.45999085314527,0.0,98.45999085314527,29.53799725594358,0.0,0.0,0.2228140731528627,0.3
6,Anguilla,-0.0,30.391366717896208,-30.391366717896208,-0.0,7.543600666754542,0.0061236003083703795,0.0,0.0
7,Antigua and Barbuda,-0.0,1.6432357896496752,-1.6432357896496752,-0.0,0.4078761812030249,0.0003310979490204564,0.0091342920268295,0.25
8,Argentina,2049.51731961424,0.0,2049.51731961424,614.855195884272,0.0,0.0,0.1632288327706152,0.3
9,Armenia,1.4172992155745248,0.9354615361738893,0.4818376794006355,0.28345984311490496,0.2321958184213267,0.00018848749398327802,0.1114066068991914,0.2
10,Aruba,0.3657268286895415,51.52579338472122,-51.16006655603168,0.09143170717238537,12.789487650884631,0.010382006416115164,0.0071498717686041,0.25
11,Australia,14057.693908241205,0.0,14057.693908241205,4217.308172472362,0.0,0.0,0.3152666394867726,0.3
12,Austria,1675.3896450314676,3247.604449706548,-1572.2148046750806,418.8474112578669,806.1049481442082,0.6543645040477035,0.1084197523201838,0.25
13,Azerbaijan,1.60191269028406,0.0,1.60191269028406,0.320382538056812,0.0,0.0,0.1500041516767618,0.2
14,Bahamas,457.6813954183932,1803.3008696859806,-1345.6194742675875,0.0,447.6067749500632,0.3633496928320457,0.0149287750486641,0.0
15,Bahrain,60.01147146174337,317.827998376396,-257.8165269146526,0.0,78.88975585469852,0.06403962174298573,0.0056605531107073,0.0
16,Bangladesh,306.38018100115187,0.0,306.38018100115187,76.59504525028797,0.0,0.0,0.4564751095662389,0.25
17,Barbados,159.26332578905155,3773.348207340319,-3614.0848815512672,47.77899773671546,936.6025660184558,0.7602973719655574,0.0190689133506884,0.3
18,Belarus,26.58128325073245,0.0,26.58128325073245,4.784630985131841,0.0,0.0,0.2065573607785748,0.18
