,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_befit_pct_total,additional_revenue_through_minimum_tax,tax_revenue_incl_mintax,tax_revenue_befit_mintax_pct_total,tax_revenue_befit_pct_total_eu,tax_revenue_befit_mintax_pct_total_eu,etr_average_corrected
0,Austria,2356.7457944394478,1448.9159452989627,907.8298491404851,72.16398565476511,0.0007172034750909406,1016.0819178828215,1088.2459035375866,0.010815557603823956,0.0026441955199264532,0.005407931238631204,0.0794906509442144
1,Belgium,25477.451497713,4841.636211206079,20635.81528650692,2596.491157202278,0.023877137166346544,1041.9460406750268,3638.4371978773047,0.033458794498057276,0.0026441955199264532,0.005407931238631204,0.1258245008085548
2,Bulgaria,32.95952019606189,457.8289834239431,-424.8694632278812,-41.435369450112425,-0.003776269174924219,12.924629960911659,-28.510739489200766,-0.002598365312441335,0.0026441955199264532,0.005407931238631204,0.0975249412732878
12,Croatia,16.08253834777204,604.1283467206952,-588.0458083729231,-107.14534536061724,-0.0012910759129816404,0.0,-107.14534536061724,-0.0012910759129816404,0.0026441955199264532,0.005407931238631204,0.1822057802896003
3,Cyprus,40.23271364507393,1893.5215201615354,-1853.2888065164614,-40.159455541200295,-0.008114175519533336,13.584503067879922,-26.574952473320373,-0.005369441041613611,0.0026441955199264532,0.005407931238631204,0.0216692915858517
4,Czech Republic,654.5424334078581,2381.9219148310426,-1727.3794814231846,-245.49691825267422,-0.008387431869163388,22.09648808797772,-223.4004301646965,-0.007632502684288887,0.0026441955199264532,0.005407931238631204,0.1421210109838805
6,Denmark,704.9591220981706,3771.0687003908024,-3066.109578292632,-709.6151744870082,-0.006806720793996224,0.0,-709.6151744870082,-0.006806720793996224,0.0026441955199264532,0.005407931238631204,0.2314382954578416
8,Estonia,39.70162625013285,15.37124373656255,24.3303825135703,1.9856533131050427,0.0003788125046639755,7.886147113722082,9.871800426827125,0.001883290210102986,0.0026441955199264532,0.005407931238631204,0.0816120877671176
9,Finland,843.4621027231619,1629.1482555323241,-785.6861528091622,-102.75889006711832,-0.0020505507489854747,167.23494551886415,64.47605545174584,0.0012866178654893099,0.0026441955199264532,0.005407931238631204,0.130788724861335
10,France,24817.382769753483,9227.325198507016,15590.057571246467,3727.36527908159,0.0065348239155411944,0.0,3727.36527908159,0.0065348239155411944,0.0026441955199264532,0.005407931238631204,0.2390860496856765
5,Germany,22209.86736491287,11761.829789013946,10448.037575898923,2442.5198434272766,0.0062315726043880824,0.0,2442.5198434272766,0.0062315726043880824,0.0026441955199264532,0.005407931238631204,0.2337778578688858
11,Greece,1062.9820187641014,148.7835939449302,914.1984248191712,237.08620339499814,0.004602547615218061,0.0,237.08620339499814,0.004602547615218061,0.0026441955199264532,0.005407931238631204,0.2593377946826958
13,Hungary,149.27761231721456,4820.95356317868,-4671.675950861466,-1007.4189965660145,-0.033957544804105025,0.0,-1007.4189965660145,-0.033957544804105025,0.0026441955199264532,0.005407931238631204,0.2156440230791788
14,Ireland,1576.5333218143007,18773.74784722688,-17197.21452541258,-1522.517954167443,-0.026729267010094808,1401.9192164407652,-120.59873772667765,-0.002117226830037268,0.0026441955199264532,0.005407931238631204,0.0885328232614413
15,Italy,23992.158167438636,5213.6366782415325,18778.521489197105,5851.4896322956065,0.012434430073474678,0.0,5851.4896322956065,0.012434430073474678,0.0026441955199264532,0.005407931238631204,0.311605449644257
18,Latvia,87.42247752938938,38.208155476292625,49.21432205309676,2.5381210604913815,0.00038452068058257257,4.075195961287292,6.613317021778673,0.0010019053865107323,0.0026441955199264532,0.005407931238631204,0.051572813656826
16,Lithuania,100.64520186407027,38.427514033843664,62.21768783022661,6.795126298966023,0.0009322954832468768,6.591397380560689,13.386523679526713,0.0018366392343140347,0.0026441955199264532,0.005407931238631204,0.1092153459239418
17,Luxembourg,39193.483974021256,6853.842212781187,32339.64176124007,576.4614056222332,0.03898327220886709,36.537659775288084,612.9990653975212,0.04145413586600572,0.0026441955199264532,0.005407931238631204,0.0178252254579127
19,Malta,34.20658953040696,193.50619911308925,-159.2996095826823,-2.838985869709888,-0.0009644141834885104,22.005073794067044,19.166087924357157,0.006510792192892023,0.0026441955199264532,0.005407931238631204,0.0178216750006305
20,Netherlands,5528.424465670007,72938.41160823073,-67409.98714256073,-4167.797485266766,-0.024266750814431942,3544.783946189134,-623.0135390776318,-0.0036274589541018852,0.0026441955199264532,0.005407931238631204,0.0618275965021708
21,Poland,3477.1237793971513,2356.446901296656,1120.6768781004953,191.73134093381975,0.00249940531690587,0.0,191.73134093381975,0.00249940531690587,0.0026441955199264532,0.005407931238631204,0.1710853009288432
22,Portugal,2112.5041895667673,995.1455497320884,1117.3586398346788,158.52069258346864,0.003438695779625623,13.631106205511657,172.1517987889803,0.0037343873175353544,0.0026441955199264532,0.005407931238631204,0.1418709149704368
23,Romania,737.5003693927325,688.5881193759706,48.91225001676196,5.565761499952452,0.00017553925519123072,65.19334720021246,70.75910870016492,0.002231680469838385,0.0026441955199264532,0.005407931238631204,0.1137907476766065
24,Slovak Republic,475.159375036858,700.0841138536097,-224.92473881675164,-37.97431597970384,-0.0023334291966394583,0.0,-37.97431597970384,-0.0023334291966394583,0.0026441955199264532,0.005407931238631204,0.168831210739526
25,Slovenia,67.46774427835983,136.57287946407777,-69.10513518571794,-6.937513485850885,-0.0008328756534093345,26.488456304137806,19.55094281828692,0.002347167224648946,0.0026441955199264532,0.005407931238631204,0.100390708551637
7,Spain,6719.164691414804,9926.553984316472,-3207.3892929016674,-410.9025914087907,-0.0024157629216495125,240.98179631679022,-169.9207950920005,-0.0009989918900075291,0.0026441955199264532,0.005407931238631204,0.1281112312490931
26,Sweden,964.317401942557,1616.153834376707,-651.83643243415,-154.3785553778649,-0.0010646452115132363,0.0,-154.3785553778649,-0.0010646452115132363,0.0026441955199264532,0.005407931238631204,0.2368363406773226
