,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,revenue_loss_incurred,revenue_loss_inflicted,revenue_loss_inflicted_pct,etr_average_corrected,cit
0,Afghanistan,23.47181205761217,5.105516128748471,18.3662959288637,4.694362411522434,1.2507713178991455,0.0007943068179281817,0.0768438679311686,0.2
1,Albania,53.564773675048,2.184214619450174,51.38055905559783,8.0347160512572,0.5350982994179604,0.0003398160970011414,0.0982215695218241,0.15
2,Algeria,313.44785548466444,1274.4415533113963,-960.9936978267319,81.49644242601276,312.2181775599404,0.19827527507867687,0.1491109188669136,0.26
3,American Samoa,1.0248966731154299,21.46562422161968,-20.440727548504253,0.34846486885924616,5.258741020525292,0.003339582373329299,0.0893230459272602,0.34
4,Andorra,98.91157987931477,0.0,98.91157987931477,0.0,0.0,0.0,0.106164469680989,0.0
5,Angola,262.0222524307721,0.0,262.0222524307721,78.60667572923163,0.0,0.0,0.5710385162783265,0.3
6,Anguilla,0.23205999164926164,0.0,0.23205999164926164,0.0,0.0,0.0,0.0,0.0
7,Antigua and Barbuda,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.25
8,Argentina,1505.7239684124488,0.0,1505.7239684124488,527.0033889443571,0.0,0.0,0.3222667947227481,0.35
9,Armenia,8.945263568221458,0.0,8.945263568221458,1.7890527136442917,0.0,0.0,0.002976284584266,0.2
10,Aruba,3343.166018410674,0.0,3343.166018410674,835.7915046026685,0.0,0.0,0.1530010839899009,0.25
11,Australia,8903.91563055015,0.0,8903.91563055015,2671.1746891650446,0.0,0.0,0.1992900572892399,0.3
12,Austria,908.2300084678702,4893.645485728944,-3985.4154772610736,227.05750211696756,1198.866335775696,0.7613443725993699,0.1147251237431185,0.25
13,Azerbaijan,47.345304769009715,0.0,47.345304769009715,9.469060953801943,0.0,0.0,0.2903741055617981,0.2
14,Bahamas,927.7100862934881,540.6678168978037,387.04226939568434,0.0,132.4551290865653,0.08411610547620482,4.835611225816631e-05,0.0
15,Bahrain,115.31219447667496,169.16670595024587,-53.85451147357091,0.0,41.44318780125245,0.026318645268029104,0.0138321456294781,0.0
16,Bangladesh,84.07933287062568,0.0,84.07933287062568,21.01983321765642,0.0,0.0,0.3515491378531374,0.25
