,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_befit_pct_total,additional_revenue_through_minimum_tax,tax_revenue_incl_mintax,tax_revenue_befit_mintax_pct_total,tax_revenue_befit_pct_total_eu,tax_revenue_befit_mintax_pct_total_eu,etr_average_corrected
0,Austria,2286.5638429318396,3804.481758040951,-1517.9179151091112,-160.25675117816218,-0.0013857359802642508,991.3694010612421,831.1126498830799,0.007186609575751144,0.00750381856183109,0.01074489216878726,0.1055766913236824
1,Belgium,47856.59330626567,8114.067045910767,39742.526260354905,7957.447915337296,0.0610054484932272,0.0,7957.447915337296,0.0610054484932272,0.00750381856183109,0.01074489216878726,0.2002250149677887
2,Bulgaria,749.1304213181718,578.2154490295701,170.9149722886017,10.689675938169962,0.000808838736391109,138.16858042217814,148.8582563603481,0.011263421330291535,0.00750381856183109,0.01074489216878726,0.0625438239554561
12,Croatia,179.78152032859532,403.393139910619,-223.6116195820237,-26.52112624295018,-0.00027385096932371755,39.70766383604703,13.186537593096851,0.0001361611143061138,0.00750381856183109,0.01074489216878726,0.1186035246850036
3,Cyprus,976.6729240915906,451.17327435314064,525.49964973845,19.457048412833014,0.0031698973457550267,37.40941532261843,56.86646373545145,0.00926455280537771,0.00750381856183109,0.01074489216878726,0.037025806625213
4,Czech Republic,1795.4160004706891,3454.345158264678,-1658.929157793989,-264.7833811371635,-0.00716885223708048,0.0,-264.7833811371635,-0.00716885223708048,0.00750381856183109,0.01074489216878726,0.1596110237095761
6,Denmark,451.191081979421,6056.029498598305,-5604.8384166188835,-878.0830050284078,-0.007633603409916314,0.0,-878.0830050284078,-0.007633603409916314,0.00750381856183109,0.01074489216878726,0.1566651774339841
8,Estonia,146.20661826267036,0.0,146.20661826267036,21.63809483752966,0.0033711022034372635,0.7754354536373995,22.41353029116706,0.003491910998574186,0.00750381856183109,0.01074489216878726,0.1479966850656194
9,Finland,866.0550743107269,2119.8679261431153,-1253.8128518323883,-186.90562905294732,-0.0032553752390300558,13.58870338786528,-173.31692566508204,-0.0030186978914106912,0.00750381856183109,0.01074489216878726,0.1490697983991738
10,France,38181.64471784954,3585.1271447586046,34596.51757309093,8083.686676133473,0.011982971736809284,0.0,8083.686676133473,0.011982971736809284,0.00750381856183109,0.01074489216878726,0.233656079952421
5,Germany,71485.12950674903,4176.560681072246,67308.56882567678,12761.314753008392,0.028025210210940888,0.0,12761.314753008392,0.028025210210940888,0.00750381856183109,0.01074489216878726,0.1895942073298136
11,Greece,108.25207756791661,557.5105181270284,-449.25844055911176,-114.48225772355397,-0.002003646949201544,0.0,-114.48225772355397,-0.002003646949201544,0.00750381856183109,0.01074489216878726,0.2548249457062584
13,Hungary,1813.8161317394438,540.6330209861601,1273.1831107532837,201.36824022745142,0.005565314067481361,0.0,201.36824022745142,0.005565314067481361,0.00750381856183109,0.01074489216878726,0.1581612562456245
14,Ireland,2049.0076077818244,17475.52411569409,-15426.516507912265,-1784.2003189048196,-0.02557590461412584,874.2350023609688,-909.9653165438508,-0.01304404325651838,0.00750381856183109,0.01074489216878726,0.115658017672992
15,Italy,25547.438668102164,1537.729599187744,24009.70906891442,5708.590713335078,0.011258518245385095,0.0,5708.590713335078,0.011258518245385095,0.00750381856183109,0.01074489216878726,0.2377617611671122
18,Latvia,121.55144471711176,60.16825627873783,61.383188438373935,3.4836454357391307,0.00044326700300462255,57.90860355461858,61.39224899035771,0.007811690001079448,0.00750381856183109,0.01074489216878726,0.0567524353876886
16,Lithuania,197.65484841569153,126.99033721964157,70.66451119604996,9.477606095272108,0.0010505475868245486,11.805835277690065,21.283441372962173,0.0023591683120108837,0.00750381856183109,0.01074489216878726,0.1341211583418112
17,Luxembourg,5783.485865037261,16565.220820067407,-10781.734955030146,-354.3824667230445,-0.018732794630037637,2652.090376054951,2297.707909331906,0.12145773120024622,0.00750381856183109,0.01074489216878726,0.0328687793013971
19,Malta,489.06642097936765,2803.8306658316997,-2314.764244852332,-125.75622044081729,-0.03283119493935654,90.90514856741473,-34.85107187340256,-0.009098574452304596,0.00750381856183109,0.01074489216878726,0.0543278740893286
20,Netherlands,5881.533398054451,137824.69392964945,-131943.160531595,-7299.620382491762,-0.03463723793431784,5461.874081115462,-1837.7463013763,-0.008720241953452751,0.00750381856183109,0.01074489216878726,0.0553239770298196
21,Poland,7071.057609918186,3358.769633676203,3712.2879762419834,606.5413681844744,0.005935786876524449,0.0,606.5413681844744,0.005935786876524449,0.00750381856183109,0.01074489216878726,0.1633874774980381
22,Portugal,1196.859865313247,5128.940456660705,-3932.0805913474587,-616.1977900747004,-0.011225633035161905,0.0,-616.1977900747004,-0.011225633035161905,0.00750381856183109,0.01074489216878726,0.1567103663721042
23,Romania,3180.059377205803,483.6155357953559,2696.443841410447,397.8347168054564,0.011367677143550123,20.66068728725145,418.4954040927079,0.011958032918760597,0.00750381856183109,0.01074489216878726,0.1475405164000591
24,Slovak Republic,772.3245768359224,862.8448218736379,-90.52024503771554,-20.85510786094199,-0.0010594348582478174,0.0,-20.85510786094199,-0.0010594348582478174,0.00750381856183109,0.01074489216878726,0.2303916416957626
25,Slovenia,270.8746375776091,56.76725867184358,214.10737890576553,31.159419744240225,0.0031053310198436612,5.551475240278279,36.710894984518504,0.003658588057716352,0.00750381856183109,0.01074489216878726,0.1455317416124847
7,Spain,9605.994074531314,8447.521987515855,1158.4720870154597,175.6538995621198,0.0008685078713681076,0.0,175.6538995621198,0.0008685078713681076,0.00750381856183109,0.01074489216878726,0.151625491482192
26,Sweden,2607.544102756348,3096.8836877740505,-489.3395850177026,-87.09095385145397,-0.0005617942880414226,0.0,-87.09095385145397,-0.0005617942880414226,0.00750381856183109,0.01074489216878726,0.177976514710747
