,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,revenue_loss_incurred,revenue_loss_inflicted,revenue_loss_inflicted_pct,etr_average_corrected,cit
0,Afghanistan,11.11858550214851,0.0,11.11858550214851,2.223717100429702,0.0,0.0,0.2063745106538741,0.2
1,Albania,31.22763550178279,17.997487908092733,13.230147593690056,4.684145325267418,4.284072830672716,0.002490478693398118,0.0861303706942517,0.15
2,Algeria,1193.0953894216898,0.0,1193.0953894216898,310.20480124963933,0.0,0.0,0.4978240894778786,0.26
3,American Samoa,-0.0,48.85262093667787,-48.85262093667787,-0.0,11.628744363143392,0.006760188543021199,0.1161426815163184,0.34
4,Andorra,-0.0,6.488795436384987,-6.488795436384987,-0.0,1.5445751304164062,0.0008979145791157426,0.0318948207127207,0.0
5,Angola,14.173481721181176,0.0,14.173481721181176,4.252044516354353,0.0,0.0,0.2499214905647195,0.3
6,Anguilla,2.0250296707419717,4.535320668384159,-2.5102909976421874,0.0,1.0795753359043112,0.0006275942259286034,0.0,0.0
7,Antigua and Barbuda,0.5549968221106374,0.0,0.5549968221106374,0.13874920552765935,0.0,0.0,0.0,0.25
8,Argentina,2942.707659448505,0.0,2942.707659448505,882.8122978345515,0.0,0.0,0.2541279525878647,0.3
9,Armenia,40.47026399366785,0.0,40.47026399366785,8.09405279873357,0.0,0.0,1.713032889060857,0.2
10,Aruba,0.09035400758800659,31.077979534093796,-30.987625526505788,0.022588501897001647,7.397717305554969,0.004300547179627229,0.0,0.25
11,Australia,10293.000716510132,0.0,10293.000716510132,3087.9002149530397,0.0,0.0,0.3085691710434611,0.3
12,Austria,2393.639472464535,4902.646217259566,-2509.0067447950305,598.4098681161338,1167.0125055796118,0.6784244561077616,0.1120540402077095,0.25
13,Azerbaijan,44.87955338332836,0.0,44.87955338332836,8.975910676665672,0.0,0.0,0.162543014447504,0.2
14,Bahamas,554.261193191423,273.8557111958128,280.4054819956102,0.0,65.18786498703452,0.03789594510530986,0.0035269961996583,0.0
15,Bahrain,422.58250156272385,117.41640960753548,305.16609195518834,0.0,27.949481218909103,0.0162479934908795,0.0108263939735142,0.0
