level,share,tax_loss_bn_total,2016,2017,2018,2019,2020,2021,2022
Federal (Bund),0.3011760817395487,26.672388778235145,1.201566939957637,3.3769796974840056,4.509031062045423,2.964169070798532,4.8633569420653195,6.171529179907362,3.5857558859768615
State (Länder),0.28355629131688853,25.11196639133847,1.1469705751593269,3.22544233315546,4.305875546063217,2.8170200784686923,4.529445565097947,5.745272981119391,3.3419393122744347
Municipal (Kommunen),0.41526762694356284,36.776425036408746,1.5362743474474418,4.303052775611269,5.75183175505346,3.8855106359294918,7.08468731718034,9.009760364683794,5.2053078405029485
