level,share,tax_loss_bn_total,2016,2017,2018,2019,2020,2021,2022
Federal (Bund),0.29921255468455515,4.560865685542204,0.01492033647831954,0.9533589245761209,0.23220550087508737,0.1480303312888524,1.318735347464813,1.0693681096589638,0.8242471352000477
State (Länder),0.2807307279938493,4.279149133746293,0.014242391616327427,0.910578241352885,0.22174342427923763,0.14068172411998436,1.2281927981571896,0.9955088160802611,0.7682017381404072
Municipal (Kommunen),0.4200567173215954,6.402880621213645,0.01907653200556163,1.2147996535506211,0.29620709089228425,0.1940420444735473,1.9210655730594504,1.561160958459049,1.1965287687731312
