iso_partner,year,median_positive_misalignment,median_negative_misalignment,avg_positive_misalignment,avg_negative_misalignment,sd_positive_misalignment,sd_negative_misalignment,percentile_2_5_positive_misalignment,percentile_2_5_negative_misalignment,percentile_97_5_positive_misalignment,percentile_97_5_negative_misalignment,gdp_current_usd,gvt_health_expenditure,population,cit,etr_average_corrected,total_avg_positive_misalignment,total_avg_negative_misalignment,loss_incurred_cit_usd,loss_incurred_etr_usd,total_loss_cit,total_loss_etr,loss_inflicted_share,loss_inflicted_cit_usd,loss_inflicted_etr_usd
ABW,2016,1905.517996145733,528.102945900498,1905.517996145733,528.102945900498,0.0,0.0,1905.517996145733,528.102945900498,1905.517996145733,528.102945900498,2983635195.53073,,104874.0,0.25,0.152084467209993,20105495.321653824,32108373.246082705,132.0257364751245,80.31625515930499,8683868.644458422,8145366.196354629,9.477597868944172e-05,823.0221495891026,771.9850530434052
ABW,2017,28802.403585464053,4105.636903047733,28802.403585464053,4105.636903047733,0.0,0.0,28802.403585464053,4105.636903047733,28802.403585464053,4105.636903047733,3092429050.27933,,105439.0,0.25,0.1518484464085109,20362606.869260278,27170176.95911048,1026.4092257619332,623.4345852452483,7415350.808384142,6341431.004630733,0.0014144752570430768,10488.830240753747,8969.797250295993
ABW,2017,28802.403585464053,4105.636903047733,28802.403585464053,4105.636903047733,0.0,0.0,28802.403585464053,4105.636903047733,28802.403585464053,4105.636903047733,3092429050.27933,,105439.0,0.25,0.1518484464085109,20362606.869260278,27170176.95911048,1026.4092257619332,623.4345852452483,7415350.808384142,6341431.004630733,0.0014144752570430768,10488.830240753747,8969.797250295993
ABW,2017,28802.403585464053,4105.636903047733,28802.403585464053,4105.636903047733,0.0,0.0,28802.403585464053,4105.636903047733,28802.403585464053,4105.636903047733,3092429050.27933,,105439.0,0.25,0.1518484464085109,20362606.869260278,27170176.95911048,1026.4092257619332,623.4345852452483,7415350.808384142,6341431.004630733,0.0014144752570430768,10488.830240753747,8969.797250295993
ABW,2017,28802.403585464053,4105.636903047733,28802.403585464053,4105.636903047733,0.0,0.0,28802.403585464053,4105.636903047733,28802.403585464053,4105.636903047733,3092429050.27933,,105439.0,0.25,0.1518484464085109,20362606.869260278,27170176.95911048,1026.4092257619332,623.4345852452483,7415350.808384142,6341431.004630733,0.0014144752570430768,10488.830240753747,8969.797250295993
ABW,2018,26975.63485372565,441.38527409478445,26975.63485372565,441.38527409478445,0.0,0.0,26975.63485372565,441.38527409478445,26975.63485372565,441.38527409478445,3276184357.5419,,105962.0,0.25,0.1518484464085109,22773690.478554983,44976828.311484866,110.34631852369611,67.02366813888777,12009154.404506285,9620953.719593126,0.001184508715402427,14224.948056751138,11396.103531341458
ABW,2018,26975.63485372565,441.38527409478445,26975.63485372565,441.38527409478445,0.0,0.0,26975.63485372565,441.38527409478445,26975.63485372565,441.38527409478445,3276184357.5419,,105962.0,0.25,0.1518484464085109,22773690.478554983,44976828.311484866,110.34631852369611,67.02366813888777,12009154.404506285,9620953.719593126,0.001184508715402427,14224.948056751138,11396.103531341458
ABW,2018,26975.63485372565,441.38527409478445,26975.63485372565,441.38527409478445,0.0,0.0,26975.63485372565,441.38527409478445,26975.63485372565,441.38527409478445,3276184357.5419,,105962.0,0.25,0.1518484464085109,22773690.478554983,44976828.311484866,110.34631852369611,67.02366813888777,12009154.404506285,9620953.719593126,0.001184508715402427,14224.948056751138,11396.103531341458
ABW,2018,26975.63485372565,441.38527409478445,26975.63485372565,441.38527409478445,0.0,0.0,26975.63485372565,441.38527409478445,26975.63485372565,441.38527409478445,3276184357.5419,,105962.0,0.25,0.1518484464085109,22773690.478554983,44976828.311484866,110.34631852369611,67.02366813888777,12009154.404506285,9620953.719593126,0.001184508715402427,14224.948056751138,11396.103531341458
ABW,2019,3866.663646597868,997.3438823103808,3866.6636465978677,997.3438823103809,0.0,0.0,3866.663646597868,997.3438823103808,3866.663646597868,997.3438823103808,3395798882.68156,,106442.0,0.25,0.1976465173688915,34160884.71581493,50255070.863456786,249.33597057759522,197.12154495781638,13229292.522339337,9070736.182848139,0.00011318979817896164,1497.4209506540358,1026.7147978711857
ABW,2019,3866.663646597868,997.3438823103808,3866.6636465978677,997.3438823103809,0.0,0.0,3866.663646597868,997.3438823103808,3866.663646597868,997.3438823103808,3395798882.68156,,106442.0,0.25,0.1976465173688915,34160884.71581493,50255070.863456786,249.33597057759522,197.12154495781638,13229292.522339337,9070736.182848139,0.00011318979817896164,1497.4209506540358,1026.7147978711857
ABW,2019,3866.663646597868,997.3438823103808,3866.6636465978677,997.3438823103809,0.0,0.0,3866.663646597868,997.3438823103808,3866.663646597868,997.3438823103808,3395798882.68156,,106442.0,0.25,0.1976465173688915,34160884.71581493,50255070.863456786,249.33597057759522,197.12154495781638,13229292.522339337,9070736.182848139,0.00011318979817896164,1497.4209506540358,1026.7147978711857
ABW,2019,3866.663646597868,997.3438823103808,3866.6636465978677,997.3438823103809,0.0,0.0,3866.663646597868,997.3438823103808,3866.663646597868,997.3438823103808,3395798882.68156,,106442.0,0.25,0.1976465173688915,34160884.71581493,50255070.863456786,249.33597057759522,197.12154495781638,13229292.522339337,9070736.182848139,0.00011318979817896164,1497.4209506540358,1026.7147978711857
