iso_partner,partner_jurisdiction,wb_income_group,main_commodity,pre_profit_payments_usd_m,post_profit_payments_usd_m,equity_income_usd_m,actual_resource_contribution_usd_m,resource_profit_base_usd_m,reported_profit_usd_m,reported_tax_usd_m,contribution_pct_profit,contribution_pct_gdp_per_yr,src_eiti_bilateral,src_grd_distributed,src_manual_distributed,src_rent_proxy,sanity_flag
Source country ISO3 code (where the resource is extracted),Source country name,World Bank income group (investment_hub = recognised tax haven),Dominant commodity in this country's resource-payment panel,"Royalties / production-sharing / fees deducted BEFORE CbCR profit, USD millions, 2016-2022 total (added back in the incl_resource view)","Resource corporate income tax / special taxes paid FROM profit, USD millions, 2016-2022 total","State-owned-enterprise / state-participation income, USD millions, 2016-2022 total","Total state take = pre-profit + post-profit + equity, USD millions, 2016-2022 total","Profit pool removed from the country in the excl_resource view, USD millions, 2016-2022 total","Country's reported profit before income tax (for scale), USD millions, 2016-2022 total","Country's reported corporate income tax paid (for scale), USD millions, 2016-2022 total",Total state take as a percentage of the country's absolute reported profit,Annual state take as a percentage of GDP (total take / 7 years / mean annual GDP),Share of the total state take sourced from eiti_bilateral,Share of the total state take sourced from grd_distributed,Share of the total state take sourced from manual_distributed,Share of the total state take sourced from rent-proxy estimate,Plausibility flags: ok / no_resource_correction / >50%GDP-per-yr check / mostly_rent_proxy (estimated) / negative_component check
SAU,Saudi Arabia,high_income,oil_gas,202949.29288932512,162359.43431146012,446488.4443565153,811797.1715573005,761037.0105797598,1225378.3421435915,546966.1203208013,66.24869590376463,13.102615424748638,0.0,0.0,1.0,0.0,ok
CHN,China (People’s Republic of),upper_middle_income,coal,194833.32259757892,219187.48792227628,73062.49597409209,487083.3064939473,870447.6249652783,7392928.556849955,1698433.2388921794,6.588502820612784,0.46737685706495313,0.0,0.0,1.0,0.0,ok
IRQ,Iraq,upper_middle_income,oil_gas,0.0,1614.85441034,292650.71920193,294265.57361227,41716.54684042212,17301.21448567095,6599.079809365999,1700.8376715749284,19.710637145105203,1.0,0.0,0.0,0.0,ok
AUS,Australia,high_income,minerals,120208.57748585384,157116.97039237505,11742.213430210504,289067.76130843937,408875.6017528027,815865.8201736796,226542.2578419643,35.430796849278885,2.9113597462412533,0.0,0.0,1.0,0.0,ok
MEX,Mexico,upper_middle_income,oil_gas,151001.0,55973.0,52978.0,259952.0,168033.10938515648,475663.1695168325,164347.8689449409,54.650436834126374,2.9649634599824215,0.0,0.0,1.0,0.0,ok
BRA,Brazil,upper_middle_income,oil_gas,122409.81319688942,44563.258368142786,25108.65,192081.72156503223,114650.15094268785,716911.6852447542,215023.70723688396,26.792940541826347,1.5067467615947092,0.0,0.0,1.0,0.0,ok
ARE,United Arab Emirates,investment_hub,oil_gas,36824.332443445666,27618.24933258425,119679.08044119841,184121.66221722832,80670.27565695353,233488.40928896735,71285.10794693486,78.85687464226874,6.410486072767572,0.0,0.0,1.0,0.0,ok
USA,United States,high_income,oil_gas,91213.73928065621,90541.35275704882,0.0,181755.09203770504,385063.78592547844,7607103.789142096,1854596.669354163,2.3892810861491185,0.11984720232091604,0.0,0.0,1.0,0.0,ok
IND,India,lower_middle_income,oil_gas,79341.25733983977,57756.718383479485,26425.036763624565,163523.01248694383,154731.70448853454,525635.2795215072,197010.88444000357,31.10959611306931,0.8312037248851394,0.0,0.0,1.0,0.0,ok
NOR,Norway,high_income,oil_gas,48083.90011480246,74642.3484431521,29820.584702702505,152546.83326065703,79881.49735754386,329814.3692580022,123692.61134634119,46.25233085018349,4.939136657832404,0.0,1.0,0.0,0.0,ok
RUS,Russia,high_income,oil_gas,102976.64438820737,14042.269689301007,0.0,117018.9140775084,17798.522558485845,138870.1090831331,54488.06484404053,84.26501199581853,0.9904011938646755,0.0,0.0,1.0,0.0,ok
CAN,Canada,high_income,oil_gas,44131.13569572945,47046.65305229786,636.6823402841873,91814.47108831149,128293.87370885367,1302383.144176706,225688.48808894932,7.049728146347554,0.7336477565230476,0.0,0.0,1.0,0.0,ok
QAT,Qatar,high_income,oil_gas,49279.99999999999,22399.999999999996,17919.999999999996,89599.99999999999,3078.84129644626,19025.849920129996,3204.4221426649538,470.9382254991938,7.270424435241384,0.0,0.0,1.0,0.0,ok
MYS,Malaysia,upper_middle_income,oil_gas,13389.02,20083.53,33472.55,66945.1,75341.67606461597,325065.09306325344,74435.03424050928,20.594367537019227,2.717833862003621,0.0,0.0,1.0,0.0,ok
IDN,Indonesia,upper_middle_income,oil_gas,39308.629183447294,6125.278415268179,13350.457117978664,58784.36471669414,28786.80790377585,511941.3133915119,191618.19287644283,11.482637399833806,0.7660664645219755,0.2969672479832765,0.7030327520167234,0.0,0.0,ok
OMN,Oman,high_income,oil_gas,24277.56461453779,16185.043076358528,13487.53589696544,53950.14358786176,5264.271337182534,17530.14948106651,8276.740121400495,307.756323733182,8.864074058839421,0.0,0.0,1.0,0.0,ok
CHL,Chile,high_income,minerals,11964.186369612258,23928.372739224516,11964.186369612258,47856.74547844903,38709.835770801685,249127.70828328846,49780.84612433101,19.209724124315432,2.4289854011023886,0.0,0.0,1.0,0.0,ok
NGA,Nigeria,lower_middle_income,oil_gas,17551.290868049633,18378.40748367978,4991.884116479853,40921.582468209264,16830.313296422722,42274.727355077484,11685.828348373467,96.79916353923997,1.3518466849974444,0.30345318226504736,0.6965468177349526,0.0,0.0,ok
LBY,Libya,upper_middle_income,oil_gas,3538.6000000000004,0.0,23681.400000000005,27220.000000000004,12244.17838638835,65983.88029301476,33062.588140570966,41.25249966980434,7.009526936070428,0.0,0.0,1.0,0.0,ok
PER,Peru,upper_middle_income,minerals,6303.350572193977,18910.051716581933,0.0,25213.40228877591,38222.833738361114,176533.8364965242,41388.16070942028,14.282475693702118,1.6504664376312876,0.0,0.0,1.0,0.0,ok
KAZ,Kazakhstan,upper_middle_income,oil_gas,11824.371908143567,7094.623144886139,4729.7487632574275,23648.743816287133,15957.561210638913,63950.382277683595,14068.543907170852,36.97983182274065,1.878700176282622,0.0,1.0,0.0,0.0,ok
ZAF,South Africa,upper_middle_income,minerals,5702.33704488547,12100.730235086006,0.0,17803.067279971478,32146.77360806141,168027.43900141818,66255.31076866547,10.59533334899023,0.6679306323935459,0.0,0.0,1.0,0.0,ok
AGO,Angola,lower_middle_income,oil_gas,8678.607188723001,5207.164313233801,3471.442875489201,17357.214377446002,7599.934943079587,38566.6370181916,13797.870294017843,45.005776286013045,3.4979795187888545,0.0,1.0,0.0,0.0,ok
EGY,Egypt,lower_middle_income,oil_gas,3889.0940076600814,10174.527144009422,2592.7293381827767,16656.35048985228,24476.175856002967,53371.7540128384,14657.231705070588,31.208175181661918,0.6805985139942561,0.0,1.0,0.0,0.0,ok
COD,Democratic Republic of the Congo,low_income,minerals,6940.058454810833,5350.50908369592,2996.601272053019,15287.168810559773,7764.818939964309,25642.430273617567,10431.986913747733,59.616692518759066,4.4394907524723655,0.0,0.0,1.0,0.0,ok
AZE,Azerbaijan,upper_middle_income,oil_gas,7471.018939309374,3233.3625495437395,4553.243500520051,15257.624989373164,9516.657163581125,16847.754237060766,3922.242914710865,90.56177324696651,4.355013546502793,0.0,0.5895344388601161,0.0,0.4104655611398839,ok
BHR,Bahrain,high_income,oil_gas,3603.268343224398,3603.268343224398,7206.536686448796,14413.073372897592,3865.4064334493864,17475.03313889897,232.55540377914713,82.47808893028345,5.25563615796044,0.0,0.0,1.0,0.0,ok
KWT,Kuwait,high_income,oil_gas,2652.0259495658343,1989.0194621743758,8619.084336088961,13260.129747829173,6966.502625655223,9110.36365068967,1125.3341888185196,145.54995010353247,1.3921467477481335,0.0,0.0,1.0,0.0,ok
COL,Colombia,upper_middle_income,oil_gas,6362.714224928337,858.87585291,3660.490815012225,10882.080892850563,4826.241131554586,101460.52019758384,44616.28678805023,10.725433766413614,0.49773450956993637,0.22975627824125266,0.7702437217587473,0.0,0.0,ok
GBR,United Kingdom,high_income,oil_gas,446.69216909000005,9569.40542302,0.0,10016.09759211,16356.546441374898,1108502.6628791094,233458.68430804083,0.9035700073191734,0.04996520314693946,1.0,0.0,0.0,0.0,ok
SWE,Sweden,high_income,minerals,4327.95446815941,3444.47548328983,913.2924702657408,8685.722421714981,14314.107675232777,346263.10881086276,58352.65106310941,2.508416923634603,0.2229386759897844,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
IRN,Iran,upper_middle_income,oil_gas,1693.6962351390848,1270.2721763543136,5504.512764202025,8468.481175695424,3697.1990940943074,11883.253720445087,1052.0223121316553,71.26399364111394,0.31127303747514384,0.0,0.0,1.0,0.0,ok
DZA,Algeria,upper_middle_income,oil_gas,1940.1431808883358,2328.171817066003,3492.257725599004,7760.572723553343,5794.629637635846,26200.778160323192,13172.124973202752,29.61962685255457,0.5811413312170083,0.0,0.0,1.0,0.0,ok
SSD,South Sudan,low_income,oil_gas,4835.6840797861505,1115.9270953352657,1487.902793780354,7439.513968901771,1644.5857568878987,3471.2945636171307,615.9216774193088,214.315259986168,26.069712895194904,0.0,0.0,1.0,0.0,ok
ARG,Argentina,upper_middle_income,oil_gas,3283.9593979880483,2512.457706959806,1361.4016615122737,7157.818766460128,7445.69424885175,109587.61038760276,37284.49049570727,6.531594895758276,0.19456780705159493,0.15660473693622137,0.0,0.0,0.8433952630637787,mostly_rent_proxy(estimated)
VEN,Venezuela,upper_middle_income,oil_gas,1284.9064382980243,963.6798287235184,4175.9459244685795,6424.5321914901215,4741.6329839413465,-392031.71205557743,1459.1048263963912,1.6387786992546487,1.0810378368061078,0.0,0.0,1.0,0.0,ok
COG,Congo,lower_middle_income,oil_gas,4027.4400933014354,296.83847717203537,2073.6536694000524,6397.932239873523,2424.5365931465135,-3510.718719378225,4203.2052801484515,182.23995572640592,6.833371984999975,0.2532607517063664,0.7467392482936337,0.0,0.0,ok
POL,Poland,high_income,coal,2512.884068320486,2768.2135036154655,941.335236243147,6222.432808179099,13698.621437766751,157635.15825320876,39797.204870764435,3.9473635685917405,0.1485206222735734,0.0,0.0,1.0,0.0,ok
THA,Thailand,upper_middle_income,oil_gas,2681.555466639222,1794.36440941436,1442.5801383894106,5918.500014442992,7579.172908173068,167253.7170081497,43054.763013946766,3.5386358643106295,0.17291624573447265,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
NLD,Netherlands,investment_hub,oil_gas,642.0252401665161,2975.1708352476776,1966.3093858080645,5583.505461222258,11899.085496936195,788069.1650637562,101986.90027460757,0.7085044953853185,0.08540594002885464,0.8776403247354505,0.0,0.0,0.12235967526454955,ok
JPN,Japan,high_income,minerals,2673.4315902293883,2015.2565606566445,848.6495659720309,5537.337716858064,6530.85531049529,2406193.8913111417,736527.6901907494,0.23012849200779717,0.01607398351368726,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
MMR,Myanmar,lower_middle_income,oil_gas,2464.3458396334245,745.829233454867,2012.6226635782523,5222.797736666544,2587.9662073100308,8069.769081006107,2401.872613462922,64.72053517565321,1.0883515953334892,0.12952734380330053,0.4724880582772583,0.0,0.39798459791944113,ok
BRN,Brunei Darussalam,high_income,oil_gas,4067.745730830574,0.0,1027.843393368712,5095.589124199286,597.785066940062,1288.5394450205742,196.67326725469096,395.45464781001897,5.463945924994754,0.0,1.0,0.0,0.0,ok
NZL,New Zealand,high_income,oil_gas,2285.13615919029,1584.1862984704587,1058.1767618239192,4927.499219484668,5452.08923512161,102775.70769880663,30630.7083934338,4.7944201308008925,0.320517876600617,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
BWA,Botswana,upper_middle_income,coal,2026.4804664360743,1542.181932073736,1350.9869779838998,4919.64937649371,2512.9485824921717,9760.706350738377,1797.853048577889,50.40259587485233,4.134950381117014,0.0,1.0,0.0,0.0,ok
GAB,Gabon,upper_middle_income,oil_gas,2302.896511676749,1071.2835473240496,1504.0437112926995,4878.223770293498,2251.173726479571,5747.750756272494,2446.250634374814,84.87187383638573,4.136789594972687,0.4046748539861445,0.5953251460138556,0.0,0.0,ok
VNM,Viet Nam,lower_middle_income,oil_gas,1262.5031808169288,3484.1589309922397,0.0,4746.662111809168,12839.394676007707,97452.49600741923,23070.213242961625,4.8707445230010284,0.2055315146125492,0.0,1.0,0.0,0.0,ok
MAR,Morocco,lower_middle_income,minerals,938.2195551167516,1407.3293326751275,2345.548887791879,4691.097775583758,4443.271560407863,19276.2081101949,8551.19731895521,24.336206315923235,0.5326540385107551,0.0,0.0,1.0,0.0,ok
BOL,Bolivia,lower_middle_income,oil_gas,3332.2221892193875,590.0521330037436,608.5333120538505,4530.807634276981,1673.023118639238,39432.60199719341,3164.125836697544,11.490004221885888,1.6555311576611178,0.0,0.916657109069792,0.0,0.08334289093020798,ok
ZMB,Zambia,lower_middle_income,minerals,2097.19069521,2235.5889231799997,141.85128072,4474.6308991099995,979.9816187338719,1037.0130266569806,3347.444132435706,431.4922555539027,2.697996246625723,1.0,0.0,0.0,0.0,ok
TTO,Trinidad and Tobago,high_income,oil_gas,1265.0549225299058,1903.837448132048,725.5012138035302,3894.3935844654843,3469.744759019724,7761.659577765086,1608.1219389603978,50.174753806799224,2.3094581582485314,0.0,1.0,0.0,0.0,ok
ROU,Romania,high_income,oil_gas,1682.342167770617,1140.7770014795346,862.3078021308962,3685.4269713810477,5887.054113736343,92502.71561780095,12151.596244721488,3.9841284083035453,0.2135798105098818,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
DNK,Denmark,high_income,oil_gas,1721.2374635652936,1046.2212554994187,719.9454659333499,3487.404184998062,4459.870172480237,235944.379431675,37773.09290217645,1.478061987913532,0.13891593808986943,0.0,0.8741696048063681,0.0,0.12583039519363198,ok
GNQ,Equatorial Guinea,upper_middle_income,oil_gas,2462.6408319456646,0.0,917.388883927385,3380.029715873049,675.2229488972841,11711.272307531786,1052.0127753719244,28.861336557764737,4.038257349646095,0.0,1.0,0.0,0.0,ok
TLS,Timor-Leste,lower_middle_income,oil_gas,1785.4136582225744,1087.36683917,429.01131249293456,3301.791809885509,5340.279388128044,160216.7612408071,9276.96958908906,2.0608279585198264,20.884218617608678,0.7292552838029657,0.27074471619703433,0.0,0.0,ok
ECU,Ecuador,upper_middle_income,oil_gas,1436.03119522166,959.3739670200665,792.4088767970295,3187.8140390387557,3262.3312721082348,39373.09243532433,12719.094190942142,8.0964278949518,0.4328967087714539,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
PAK,Pakistan,lower_middle_income,oil_gas,1446.7987887612037,984.5490860683341,702.846132004797,3134.1940068343347,2843.7830098773397,22578.931252365936,12213.58098259345,13.881055625721514,0.13315997706733534,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
ITA,Italy,high_income,oil_gas,1352.9496042185808,901.9664028123871,751.6386690103226,3006.5546760412903,3158.6345087404998,417036.7315941334,118066.05286840058,0.7209328215643402,0.021221294862279416,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
GHA,Ghana,lower_middle_income,oil_gas,1400.5441892064948,867.3564358139279,726.4973375217758,2994.3979625421985,2922.790546990856,19881.355012621527,4107.47952904335,15.06133742212856,0.6296267554579198,0.1824650824828488,0.8175349175171511,0.0,0.0,ok
PNG,Papua New Guinea,lower_middle_income,oil_gas,705.3009039024959,1634.72210564,522.1656679458747,2862.188677488371,906.049210976884,21929.060054330195,3788.219446691192,13.052035383172715,1.6451910247127923,0.8896750773193444,0.11032492268065565,0.0,0.0,ok
TZA,Tanzania,lower_middle_income,minerals,1254.8965593848714,1390.9169359806538,187.1970372497827,2833.010532615308,2490.852266441929,8936.940909587149,4373.619988941646,31.70000295712128,0.6534086488925606,0.37076666867036484,0.0,0.0,0.6292333313296352,ok
PHL,Philippines,lower_middle_income,oil_gas,1671.04459722,1134.027452,0.0,2805.0720492200003,3161.482597499966,56879.9757086495,13563.485720624823,4.931563374056513,0.11083014364214247,1.0,0.0,0.0,0.0,ok
DEU,Germany,high_income,minerals,1457.6503438099999,1340.89672681,0.0,2798.54707062,4482.532844159614,1090488.823885649,257950.70023687815,0.25663234774366306,0.01008044825765572,1.0,0.0,0.0,0.0,ok
YEM,Yemen,low_income,oil_gas,1698.530729152719,363.9708705327254,363.9708705327254,2426.47247021817,403.1232432360723,6642.578336291488,-1176.0252070083711,36.52907571990872,1.303705802247968,0.0,0.0,1.0,0.0,ok
TKM,Turkmenistan,upper_middle_income,oil_gas,480.0000000000004,480.0000000000004,1440.0000000000011,2400.000000000002,12.119570509739598,9493.669007982237,5076.329548478434,25.28000500103903,0.7380626061605682,0.0,0.0,1.0,0.0,ok
KOR,Korea,high_income,oil_gas,1100.065119348174,810.4837962408741,396.6586680848992,2307.2075836739473,2951.6864080545047,838170.5849269201,228981.7263603939,0.275267066771988,0.019827823745611785,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
ETH,Ethiopia,low_income,minerals,1133.5682970703683,928.051941409718,224.57651033920862,2286.196748819295,717.5040236822208,2884.6431664560805,1416.6429164021463,79.25405732688924,0.33524808274990137,0.028292927142864268,0.0,0.0,0.9717070728571358,mostly_rent_proxy(estimated)
MNG,Mongolia,upper_middle_income,minerals,1105.3766063367557,663.2259638020535,442.15064253470234,2210.7532126735114,1238.542396379559,2828.816553834982,730.0537140797561,78.15116924695693,2.3078551324820307,0.0,1.0,0.0,0.0,ok
TUR,Türkiye,upper_middle_income,minerals,1004.1050441380324,0.0,1206.3285415702487,2210.433585708281,1200.756056697425,162581.45574888986,58988.56750738263,1.3595853078855054,0.03867117894932383,0.0,0.0,1.0,0.0,ok
FIN,Finland,high_income,minerals,1046.1678448796881,795.2797320719211,320.31235252748274,2161.759929479092,3625.9527028968496,101392.77414382581,20636.879028837087,2.1320650783384547,0.11511062794351926,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
TCD,Chad,low_income,oil_gas,500.41347760178553,619.7496245610713,962.8959682607143,2083.059070423571,1244.5814761943632,5418.6910115634355,1331.9827998708074,38.4421083611954,1.9606887034376084,0.37150197292591897,0.628498027074081,0.0,0.0,ok
ZWE,Zimbabwe,lower_middle_income,minerals,1018.0197388861276,801.4468966659778,189.6428732651339,2009.109508817239,2210.0084368178814,33389.37291457876,6657.889761650857,6.017212464448543,0.9199475035180863,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
CMR,Cameroon,lower_middle_income,oil_gas,905.6923706863209,408.3988113258306,521.4431065103902,1835.5342885225418,635.8006163534612,2329.2823201704477,1757.7803613234205,78.80256818281369,0.6563248181400831,0.0,1.0,0.0,0.0,ok
MLI,Mali,low_income,minerals,441.78282599381214,1075.8476675228837,315.13594993,1832.7664434466958,3574.8263326792326,-17667.585118188952,2184.567870608214,10.373610378476936,1.2909582985885737,0.8699220761842874,0.13007792381571265,0.0,0.0,ok
FRA,France,high_income,oil_gas,813.8380041305082,542.880102864323,451.2750686663243,1807.9931756611554,1588.5216515799987,693385.4965846463,201581.93406735398,0.2607486289469052,0.009528638413329711,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
UZB,Uzbekistan,lower_middle_income,minerals,696.0753318979727,747.7515664504064,363.8343807717211,1807.6612791201003,2252.2996725054536,1684.2992678835938,214.84454271209398,107.32423350106404,0.3505187452701798,0.0,0.0,1.0,0.0,ok
GUY,Guyana,high_income,oil_gas,1310.5159849580598,401.9043482004479,9.356037877611959,1721.7763710361196,114.45409355246993,5994.1707033449175,135.39211625017074,28.724179811484507,3.2564042008764122,0.8657720436077364,0.0,0.0,0.13422795639226362,ok
BGD,Bangladesh,lower_middle_income,oil_gas,744.3094304564505,497.9449630812596,400.17538896356194,1642.429782501272,1516.1113224272556,6863.063283616796,4263.442735823449,23.931438697673215,0.0661753972546222,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
CZE,Czechia,high_income,coal,851.9587261773574,613.8791839284193,121.35903822047733,1587.196948326254,2728.9909332238203,99425.36504882773,16178.871529261163,1.5963702497313264,0.08954948605885774,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
TUN,Tunisia,lower_middle_income,oil_gas,587.0099274447872,594.998918421442,391.33995830867144,1573.3488041749006,1674.1994336101045,3273.749160453771,1849.6044395665788,48.059540516440194,0.5147895167396012,0.0,1.0,0.0,0.0,ok
KEN,Kenya,lower_middle_income,minerals,741.1369027188899,577.2142923849342,190.08132665091895,1508.432521754743,1527.1386969543128,5014.092966658573,3385.2212528251475,30.08385627839632,0.2237223141945942,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
ESP,Spain,high_income,minerals,746.2373408333999,592.155863724459,156.69426708486378,1495.0874716427227,2366.798394364338,351149.91908931505,71097.5339592914,0.4257689922071281,0.015577988709873246,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
SDN,Sudan,low_income,minerals,807.1451133775577,277.69382536666785,400.4484777214992,1485.2874164657246,1045.0383833604333,-5650.433975182716,2251.239564750423,26.286253816773353,0.5679509728088291,0.0,0.5359791496565203,0.0,0.46402085034347973,ok
DOM,Dominican Republic,upper_middle_income,minerals,420.1276176272447,1026.8169089537957,37.068778373448936,1484.0133049544895,525.9153805898814,14097.548641570505,3726.298675007697,10.526747186233978,0.24105231366685112,0.6175259990500963,0.0,0.0,0.38247400094990375,ok
LAO,Lao People’s Democratic Republic,lower_middle_income,minerals,634.4394738298549,634.4394738298549,140.98654973996776,1409.8654973996777,1935.4036264975555,18589.743001441268,1408.5403915786376,7.58410429498875,1.1448954807533096,0.0,0.0,1.0,0.0,ok
BFA,Burkina Faso,low_income,minerals,769.3163553000333,411.35980392691613,111.96803598682114,1292.6441952137704,417.3420638854166,12624.659767682782,1199.2466049076038,10.239041835588662,1.1230038619180085,0.33098466608507665,0.05214979333246519,0.0,0.6168655405824582,ok
MOZ,Mozambique,low_income,oil_gas,230.9218839,1039.09194831,0.15602766,1270.16985987,2837.3992117062503,-20124.747222370468,5141.608334308236,6.311482305020417,1.207950571356791,1.0,0.0,0.0,0.0,ok
CIV,Côte d’Ivoire,lower_middle_income,minerals,628.4142944602041,439.72255077609896,198.94081278421234,1267.0776580205154,903.2360097642435,5367.351351775223,1728.8164967294647,23.607130872873384,0.29703807255167763,0.16803358976181929,0.0,0.0,0.8319664102381806,mostly_rent_proxy(estimated)
UKR,Ukraine,upper_middle_income,minerals,354.27790959000004,699.48242857,9.29116249,1063.0515006500002,3178.083301104807,14670.677591428617,6142.449921195712,7.246096807901298,0.10539938855211176,1.0,0.0,0.0,0.0,ok
GTM,Guatemala,upper_middle_income,minerals,530.4608686682985,364.9598030459107,122.41536609360128,1017.8360378078104,1156.4645148836576,19988.59364651503,4471.673801630601,5.092084294711089,0.18572827910159656,0.03436928496521422,0.0,0.0,0.9656307150347858,mostly_rent_proxy(estimated)
PAN,Panama,investment_hub,minerals,504.96014202942473,403.8078509386872,101.41939556549183,1010.1873885336038,1357.882577649065,89185.9865670886,4974.978398897296,1.13267501702603,0.2186948685443164,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
AUT,Austria,high_income,oil_gas,423.8947735369227,287.36453688184787,222.78237323455872,934.0416836533293,1126.222372591334,193006.52278658614,24224.90970621609,0.4839430658445315,0.03021988913976575,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
KGZ,Kyrgyzstan,lower_middle_income,minerals,134.64828809490405,773.7526450635222,19.906817670748477,928.3077508291748,7564.826433120567,-240.42113598305164,61.79777416964123,386.1173631983069,1.5018014320599742,0.6733337800488409,0.0,0.0,0.32666621995115913,ok
NAM,Namibia,lower_middle_income,minerals,335.6112220540651,294.6742021408482,223.74081507130782,854.0262392662212,631.9165807195046,9267.643210231348,3167.247464369402,9.215139382182821,1.0000681594038014,0.0,1.0,0.0,0.0,ok
ISR,Israel,high_income,oil_gas,373.20656700843557,254.2978843847144,192.68763132711112,820.192082720261,1025.7978601025522,45218.6644064042,12032.355991910927,1.8138352679963266,0.028447895203833663,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
PRT,Portugal,high_income,minerals,374.0958371531998,284.97591391149217,112.9545162601537,772.0262673248457,893.0236260763706,70677.95220748967,12242.732735558036,1.0923155569906777,0.04673422199730387,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
HUN,Hungary,investment_hub,oil_gas,350.1648217681006,234.69954869140963,184.9408419980864,769.8052124575966,2420.7618118308014,50278.17723105018,10262.821206937399,1.5310921255557963,0.06887232657612741,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
BLR,Belarus,upper_middle_income,oil_gas,340.13378552806284,226.75585701870853,188.96321418225713,755.8528567290285,758.5945914653083,3306.910517539266,858.252174107468,22.856767751051,0.17508316830175052,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
SRB,Serbia,upper_middle_income,oil_gas,337.71354882241025,249.45700394602136,96.28826319971347,683.458815968145,1429.2009023378826,64523.3930240456,4895.242944861255,1.059241902721148,0.1781315767506065,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
BGR,Bulgaria,high_income,minerals,343.079598269651,267.3193093291228,63.83147862367626,674.23038622245,2080.3332489484437,27199.62872976839,3771.6887978600435,2.478822019671705,0.13663416940801962,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
LVA,Latvia,high_income,oil_gas,298.83897086428226,199.22598057618816,166.0216504801568,664.0866019206272,1026.05373545863,46950.00589907246,1054.698167075944,1.4144547784471033,0.28571027670621096,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
IRL,Ireland,investment_hub,oil_gas,309.3951559043357,221.36174193067447,131.62405196165133,662.3809497966615,1757.698031575291,513691.0738636782,90770.48670515679,0.12894538828845645,0.022277756910940933,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
SEN,Senegal,lower_middle_income,minerals,309.1634755627269,213.94921855,69.28465812515128,592.3973522378782,565.4488062773131,5939.0342154699665,1371.3753510518882,9.974641174735186,0.3560247080999528,0.8052981727126716,0.19470182728732843,0.0,0.0,ok
MRT,Mauritania,lower_middle_income,minerals,337.15315531219227,0.0,224.7687702081282,561.9219255203204,207.8078182442164,-672.7870299612862,235.05265402311392,83.52151579864059,1.0104972917826525,0.0,1.0,0.0,0.0,ok
GIN,Guinea,lower_middle_income,minerals,232.17908619444842,267.29915568066906,47.76442945377937,547.2426713288969,779.6768812291833,14523.510493102927,1233.3233810545487,3.767977938865242,0.5742991844139996,0.5530886702562091,0.44691132974379083,0.0,0.0,ok
CUB,Cuba,upper_middle_income,oil_gas,247.7448376935196,177.69660900725302,104.21366393220424,529.6551106329769,453.6584437293333,26199.910271933943,107.55225746131971,2.0215913151441507,0.07475545580183876,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
SUR,Suriname,upper_middle_income,oil_gas,349.40492303195316,0.0,117.74881333783566,467.1537363697888,90.51767189015197,1983.781595422115,12.004714153953904,23.54864756522688,1.8697770821393453,0.0,1.0,0.0,0.0,ok
CRI,Costa Rica,high_income,oil_gas,206.820751651208,140.87256365957134,106.92158409396171,454.61489940474104,431.191280456169,26245.703689690683,3899.670064541602,1.7321497826073298,0.10266802486365659,0.0,0.0,0.0,1.0,mostly_rent_proxy(estimated)
