unit,factor,low_income,lower_middle_income,upper_middle_income,high_income,investment_hub
usd_bn_per_year,Employees,3.6199325522109,58.1708366100121,148.360894454573,72.43956891902039,-53.48436635828151
usd_bn_per_year,Payroll,1.0515377738027603,-19.159274938787927,-81.30687191956018,289.59271927237006,-27.410883001868818
usd_bn_per_year,"Tangible
assets",3.437432954045868,-1.0075718251198598,6.8370561927983475,163.9687241907471,-24.29971641597872
usd_bn_per_year,"Sales
(destination)",4.298861350669796,67.83162861187876,59.55987174811533,217.474196107947,-31.925792642114693
pct_of_current_tax_paid,Employees,398.104321249718,187.3328117226979,40.05283905704462,10.555211682400271,-63.2753986278045
pct_of_current_tax_paid,Payroll,115.64351701871105,-61.70034770023598,-21.950333119776534,42.19672340981014,-32.42881362872873
pct_of_current_tax_paid,"Tangible
assets",378.0338150709599,-3.2447747705211234,1.8457930731738157,23.89197808536388,-28.748106174872547
pct_of_current_tax_paid,"Sales
(destination)",472.7699357574489,218.44433486118993,16.079317708049523,31.688291490874487,-37.77023817401251
