unit,factor,Africa,Asia,Latin America,Caribbean/American isl.,Northern America,Europe,Oceania
usd_bn_per_year,Employees,25.754809863633366,68.34005071298002,71.06849742998381,-0.8420743192586323,18.858006552835306,39.164549929999104,6.7630260073618675
usd_bn_per_year,Payroll,-4.558140895392523,-75.4363337187774,-30.731178513090406,2.22810892157809,149.76567486656833,104.00965115778115,17.489445367288543
usd_bn_per_year,"Tangible
assets",16.58513805892693,-30.857492712208998,13.847817116755719,0.3703025985153731,97.80488995271723,41.98105826430749,9.204211817478999
usd_bn_per_year,"Sales
(destination)",27.57105922191738,43.88999915112324,22.40301823101656,-0.6928749402841091,63.65898530558037,153.08276514329788,7.325813063844858
pct_of_current_tax_paid,Employees,160.64732389627326,13.657529351523717,97.98530473456007,-24.031736259863823,5.549633309831327,17.730670341015177,33.72906792343343
pct_of_current_tax_paid,Payroll,-28.431704239484095,-15.075697650014444,-42.370445420264375,63.587411154820536,44.07383015697983,47.08750235247877,87.22466690122396
pct_of_current_tax_paid,"Tangible
assets",103.45089168679922,-6.166766164710774,19.09260261806657,10.567967910122752,28.782537201122118,19.00576684736088,45.9039319434051
pct_of_current_tax_paid,"Sales
(destination)",171.97629896856245,8.771268756623348,30.8880396761269,-19.773774648104983,18.733900867628847,69.30400192261128,36.53584152357646
