scenario,iso_partner,partner_jurisdiction,wb_income_group,region_tjn,formula_name,positive_misalignment,negative_misalignment,net_misalignment,tax_revenue_current_usd,gvt_health_expenditure,current_tax_paid_cash_musd,floor_add_on_usd_total,positive_misalignment_usd_bn,negative_misalignment_usd_bn,net_misalignment_usd_bn,floor_add_on_usd_bn,total_recovery_usd_bn
excl_floored,ABW,Aruba,investment_hub,Caribbean/American isl.,ccctb,31.47911939304389,652.2023888230898,620.7232694300459,,,12.807032199999998,0.0,0.03147911939304389,0.6522023888230898,0.6207232694300459,0.0,0.6207232694300459
excl_floored,ABW,Aruba,investment_hub,Caribbean/American isl.,ccctb_destads,0.0,1936.562495670872,1936.562495670872,,,12.807032199999998,0.0,0.0,1.936562495670872,1.936562495670872,0.0,1.936562495670872
excl_floored,ABW,Aruba,investment_hub,Caribbean/American isl.,ccctb_destads_nexus,37.63245870688688,1985.74972201489,1948.1172633080032,,,12.807032199999998,0.0,0.037632458706886876,1.98574972201489,1.9481172633080033,0.0,1.9481172633080033
excl_floored,ABW,Aruba,investment_hub,Caribbean/American isl.,ccctb_destcfb,52.05022514271037,1853.6328838406955,1801.5826586979852,,,12.807032199999998,0.0,0.05205022514271037,1.8536328838406955,1.801582658697985,0.0,1.801582658697985
excl_floored,ABW,Aruba,investment_hub,Caribbean/American isl.,ccctb_destcfb_nexus,57.82659425202786,1947.461109592885,1889.634515340857,,,12.807032199999998,0.0,0.05782659425202786,1.9474611095928849,1.889634515340857,0.0,1.889634515340857
excl_floored,ABW,Aruba,investment_hub,Caribbean/American isl.,ccctb_destcombined,0.0,1932.6841291599903,1932.6841291599903,,,12.807032199999998,0.0,0.0,1.9326841291599903,1.9326841291599903,0.0,1.9326841291599903
excl_floored,ABW,Aruba,investment_hub,Caribbean/American isl.,ccctb_destcombined_nexus,44.32946022797906,2066.5756848868627,2022.2462246588836,,,12.807032199999998,0.0,0.04432946022797906,2.0665756848868626,2.0222462246588835,0.0,2.0222462246588835
excl_floored,ABW,Aruba,investment_hub,Caribbean/American isl.,ccctb_destcombinedads,0.0,1917.9981605772489,1917.9981605772489,,,12.807032199999998,0.0,0.0,1.917998160577249,1.917998160577249,0.0,1.917998160577249
excl_floored,ABW,Aruba,investment_hub,Caribbean/American isl.,ccctb_destcombinedads_nexus,37.60941809436467,2054.903174062121,2017.2937559677562,,,12.807032199999998,0.0,0.03760941809436467,2.0549031740621206,2.017293755967756,0.0,2.017293755967756
excl_floored,ABW,Aruba,investment_hub,Caribbean/American isl.,double_weighted_sales,0.0,459.2322421881506,459.2322421881506,,,12.807032199999998,0.0,0.0,0.4592322421881506,0.4592322421881506,0.0,0.4592322421881506
