level,share,tax_loss_bn_total,2016,2017,2018,2019,2020,2021,2022
Federal (Bund),0.2995230497198745,6.2330781630580026,0.24130322981711885,1.0618214274166793,0.38414143704714687,0.3186193204993359,1.662152138818732,1.3992119368199591,1.165828672639031
State (Länder),0.2811775379227234,5.851307848286271,0.23033898078196283,1.0141736371092103,0.36683384905770905,0.3028022362411612,1.5480310664784136,1.3025709351976378,1.086557143420176
Municipal (Kommunen),0.41929941235740203,8.725625668516148,0.3085204407648934,1.3530059549522955,0.4900203359959445,0.4176545699801416,2.4213374254435065,2.0426970176526242,1.6923899237267412
