iso_partner,negative_misalignment,positive_misalignment,theoretical_profit,reported_profit,partner_jurisdiction,etr_average_corrected,cit,tax_revenue_current_usd,gvt_health_expenditure,region_tjn,ukt,oecd,oecd_oct,nld_oct,tax_revenue_loss,tax_revenue_gain,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,tax_revenue_loss_caused_pct_of_total,tax_revenue_loss_caused_usd,tax_revenue_loss_suffered_pct_of_total
ABW,3.6921179303852805,0.2737728714061389,72.93149899606611,101.65493774771281,Aruba,0.1518484464085109,0.25,,,Caribbean/American isl.,0.0,0.0,1.0,1.0,0.9230294825963201,0.04157198519181922,,,2.752632124327824e-07,0.07435568914805471,3.417035918310485e-06
AFG,-0.0,6.949726181956368,2.4351256439630102,9.384851825919378,Afghanistan,0.1439139428676382,0.2,,101744864.14,Asia,0.0,0.0,0.0,0.0,-0.0,1.000162496695798,-0.0,,6.987558498941286e-06,1.8875196691167027,-0.0
AGO,73.92343941024744,653.8887500633963,386.5287876581084,4599.96604391259,Angola,0.4071720075431295,0.3,7662842901.724915,1118847264.51,Africa,0.0,0.0,0.0,0.0,22.17703182307423,266.2451950731807,0.019821321932432554,0.0028940997626458135,0.0006574483329617122,177.59374180283996,8.209890987209233e-05
AIA,-0.0,40.63757659533385,1.458395492422671,42.09597208775651,Anguilla,0.0,0.0,,,Caribbean/American isl.,1.0,0.0,1.0,0.0,-0.0,0.0,,,4.085879591232581e-05,11.037013994605575,-0.0
ALB,97.83065936992803,4.659478284523704,80.7867628443117,-60.53366586361437,Albania,0.0770914382055611,0.15,2810905467.4738336,435678213.18999994,Europe,0.0,0.0,0.0,0.0,14.674598905489203,0.35920588224151295,0.03368219585285893,0.005220594956072036,4.684843148523974e-06,1.2654968957906287,5.432505948326926e-05
AND,79.2103991341429,0.0,13.235010679847225,-159.09742491314722,Andorra,-0.0283953210675186,0.0,,167931730.72000003,Europe,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,,0.0,0.0,0.0
ARE,1340.0320961726518,2480.7997028226155,13870.301361264723,24927.794798171468,United Arab Emirates,0.3793396882233914,0.0,250416931.4653671,9027675092.69,Asia,0.0,0.0,0.0,0.0,0.0,941.0657858134131,0.0,0.0,0.0024943044652083555,673.7759318307997,0.0
ARG,2254.2945242217334,309.8452747127917,23788.374935585998,21324.635998577774,Argentina,0.2594293401007262,0.3,52442050883.0577,31650422105.55,Latin America,0.0,0.0,0.0,0.0,676.2883572665199,80.38295515206778,0.021367435638336423,0.01289591741510259,0.0003115319835617889,84.15281913144793,0.002503605411838776
ARM,19.254689918437183,0.0,37.86830878741762,14.577606567161117,Armenia,0.2331402568673518,0.2,2599985166.792516,153815829.79000002,Asia,0.0,0.0,0.0,0.0,3.850937983687437,0.0,0.02503603165516191,0.0014811384437389556,0.0,0.0,1.4256092202421042e-05
ASM,8.307030336664761,3.228117273093003,26.462322623587163,21.3834095600154,American Samoa,0.1544002408409665,0.34,,,Oceania,0.0,0.0,1.0,0.0,2.824390314466019,0.4984220844284437,,,3.2456902180900625e-06,0.8767445921823617,1.0455834113458586e-05
ATG,-0.0,0.41452101794900215,0.1445835137534891,2.799844641539557,Antigua and Barbuda,0.1574408279950119,0.25,,46777779.28,Caribbean/American isl.,0.0,0.0,0.0,0.0,-0.0,0.06526253228722609,-0.0,,4.167775515357028e-07,0.11258235996008216,-0.0
AUS,25075.979142290496,0.0,139060.974948064,104132.16175514858,Australia,0.2387483073369061,0.3,331372275492.63495,104571458393.55,Oceania,0.0,1.0,0.0,0.0,7522.793742687149,0.0,0.07193926390866093,0.022701940684396058,0.0,0.0,0.02784922573924491
AUT,4021.5289692672513,1616.1428971778982,20274.539199589355,14828.808318083105,Austria,0.0991802123937654,0.25,115647391321.68962,35066488827.63,Europe,0.0,1.0,0.0,0.0,1005.3822423168128,160.2893958007793,0.028670741666175607,0.008693514231723563,0.0016249407157937889,438.93837349255256,0.0037219041194272912
AZE,0.001687062289617659,534.6664787483458,83.23349836495792,617.100887241279,Azerbaijan,0.1349895825067648,0.2,6111086537.397453,418667330.44,Asia,0.0,0.0,0.0,0.0,0.0003374124579235318,72.17440474660123,8.059201981891612e-07,5.5213169680825155e-08,0.0005375770497803001,145.21341828906117,1.2490938910933655e-09
BEL,52680.01823710477,0.0,88203.19573935618,38754.90806676458,Belgium,0.1561072963993858,0.2958,130438315132.1455,45202100969.130005,Europe,0.0,1.0,0.0,0.0,15582.74939453559,0.0,0.344735068955701,0.11946450993903819,0.0,0.0,0.05768701367738019
BEN,19.96137370660739,0.0,41.021694691279265,-3.4793664220621006,Benin,0.006597411465998,0.3,,64017792.36,Africa,0.0,0.0,0.0,0.0,5.988412111982217,0.0,0.09354293378795007,,0.0,0.0,2.2168976902808158e-05
BFA,32.42980046202547,134.427048386036,118.04529654883557,206.90601330962738,Burkina Faso,0.1318793221122536,0.275,2429974406.3442764,338092878.1699999,Africa,0.0,0.0,0.0,0.0,8.918195127057004,17.728148014701542,0.026377944354606477,0.003670077801549274,0.00013515883069986176,36.509884166187234,3.3014972598641035e-05
