iso_partner,negative_misalignment,positive_misalignment,theoretical_profit,reported_profit,partner_jurisdiction,etr_average_corrected,cit,tax_revenue_current_usd,gvt_health_expenditure,region_tjn,ukt,oecd,oecd_oct,nld_oct,tax_revenue_loss,tax_revenue_gain,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,tax_revenue_loss_caused_pct_of_total,tax_revenue_loss_caused_usd,tax_revenue_loss_suffered_pct_of_total
ABW,0.1163384659342159,0.0,59.88797067006538,84.36281848639513,Aruba,0.1976465173688915,0.25,,,Caribbean/American isl.,0.0,0.0,1.0,1.0,0.029084616483553975,0.0,,,0.0,0.0,9.503555016085342e-08
AFG,14.26848049516663,4.8714325257980695,15.477149973247483,1.3851040120171394,Afghanistan,0.0654426750989369,0.2,,93965898.86,Asia,0.0,0.0,0.0,0.0,2.853696099033326,0.31879957605219666,0.03036948652281882,,4.191608648269803e-06,1.2827971193698884,9.324605635314673e-06
AGO,32.96076990775026,335.11273922592454,336.74575773605943,2878.7744727353747,Angola,0.3622905390853133,0.3,7153877964.001815,949590173.24,Africa,0.0,0.0,0.0,0.0,9.888230972325077,121.4081749485162,0.010413156381543472,0.0013822196886894742,0.00028834669236327926,88.24542971017392,3.231032704536024e-05
AIA,3.125046755060812,4.535234784415591,4.542753997080897,5.9053642113240326,Anguilla,0.0,0.0,,,Caribbean/American isl.,1.0,0.0,1.0,0.0,0.0,0.0,,,3.902328369246189e-06,1.1942659754198954,0.0
ALB,55.608392046746864,25.97917944398204,176.5494156150114,121.28062062344875,Albania,0.075940765572255,0.15,2794565426.676917,451085348.78,Europe,0.0,0.0,0.0,0.0,8.341258807012029,1.9728787759149862,0.018491531213708664,0.0029848142853934946,2.2353702459320913e-05,6.841112214496677,2.725551221233042e-05
AND,0.0010170426420139668,5.052503064418616,11.886030037388048,16.937516059164647,Andorra,-0.0283953210675186,0.0,,164786647.3,Europe,0.0,0.0,0.0,0.0,0.0,-0.14346744670878822,0.0,,4.347410218261663e-06,1.3304785280961928,0.0
ARE,4377.524792976214,0.9592985289061107,20186.02164044452,11259.992282003186,United Arab Emirates,0.2585233927555475,0.0,4063856536.856634,9417903322.86,Asia,0.0,0.0,0.0,0.0,0.0,0.24800111035821337,0.0,0.0,8.254253730788575e-07,0.252612631495892,0.0
ARG,4445.497325289063,5.645040215314414,10348.278335804538,4527.3718946807285,Argentina,0.2573171205494065,0.3,47436911051.839775,27541571187.499996,Latin America,0.0,0.0,0.0,0.0,1333.6491975867189,1.4525654935903065,0.04842313419620766,0.02811416612117275,4.857256928231044e-06,1.486511675689517,0.004357770551518276
ARM,19.992951093946758,0.01857816994391263,114.6618420126073,16.837749348169442,Armenia,0.2371221374734076,0.2,3035082184.288198,192259948.11999995,Asia,0.0,0.0,0.0,0.0,3.9985902187893516,0.00440529536744478,0.020797832610948242,0.0013174569833690089,1.598552733585748e-08,0.0048922001405143235,1.3065608808193521e-05
ASM,0.023918175389932673,7.506953779408121,1.79254009067854,57.666227888261666,American Samoa,0.199663478301059,0.34,,,Oceania,0.0,0.0,1.0,0.0,0.008132179632577109,1.498864503041906,,,6.459334542209175e-06,1.9768104417888865,2.6572334753867623e-08
ATG,0.6086177676473618,0.00024758354333344915,0.8020467979987143,-0.17924680145449284,Antigua and Barbuda,0.1574408279950119,0.25,,43149238.28999999,Caribbean/American isl.,0.0,0.0,0.0,0.0,0.15215444191184044,3.897975806035714e-05,0.0035262370308655677,,2.1303247369432715e-10,6.519631638324033e-05,4.971728303409428e-07
AUS,15478.042073073007,3.4670313509603763,109118.30555230762,96512.29093246521,Australia,0.2281105531244122,0.3,326014923342.09784,103697864624.86002,Oceania,0.0,1.0,0.0,0.0,4643.412621921902,0.7908664391672495,0.0447782858279679,0.014242944998715356,2.983196116860359e-06,0.9129753529837602,0.015172600725119681
AUT,3674.0989493097363,3748.1105745896525,15858.251150279399,14177.880454433162,Austria,0.0963593610713371,0.25,113740300610.55724,34916406196.06,Europe,0.0,1.0,0.0,0.0,918.5247373274341,361.1655401921811,0.026306393967632364,0.0080756313496342,0.003225049842304379,986.9921060593433,0.0030013290289602414
AZE,7.76785273615398,526.733092101876,211.0748967503106,625.8058038027601,Azerbaijan,0.1460317545112081,0.2,6849823531.734876,515102120.7299999,Asia,0.0,0.0,0.0,0.0,1.5535705472307961,76.9197575987507,0.0030160437798801613,0.00022680446292275776,0.00045322581653174226,138.704927071608,5.076375401176874e-06
BEL,86316.18504208859,5.777031323851827,123349.38361489517,40108.936356906044,Belgium,0.1516083879180703,0.2958,121288458234.66164,43516596069.22,Europe,0.0,1.0,0.0,0.0,25532.327535449804,0.875846405961371,0.5867262111870288,0.21050912763728422,4.970828258452743e-06,1.5212689699592334,0.08342825478172085
BEN,49.625902600996675,27.616202785205743,76.6015317182216,26.968714446505924,Benin,0.1172884588329455,0.3,,44822485.45,Africa,0.0,0.0,0.0,0.0,14.887770780299002,3.2390618634948787,0.332149603727497,,2.3762273995138024e-05,7.272190509298474,4.8646592523385576e-05
BFA,60.79324122501306,6.294787805743,139.01011109788945,175.9005255248326,Burkina Faso,0.1937601414423219,0.275,2507629490.3236666,359805577.81999993,Africa,0.0,0.0,0.0,0.0,16.718141336878592,1.2196789755901667,0.04646437511661418,0.006666910483143479,5.416330179232657e-06,1.6576100811185785,5.462742685692853e-05
BGD,485.67172978301767,0.19026531105523878,1280.8475711308402,783.5458296436523,Bangladesh,0.3162536721641029,0.25,26829318032.642338,1561440922.0100002,Asia,0.0,0.0,0.0,0.0,121.41793244575442,0.060172103306664546,0.07776018338846688,0.004525569091917627,1.6371318273657673e-07,0.050102673422062975,0.00039673963092827426
BGR,1220.4444620122918,350.26908400599984,4783.21169150515,1396.505701077769,Bulgaria,0.0776767835463281,0.1,14108769960.71992,2889931887.1300006,Europe,0.0,0.0,0.0,0.0,122.04444620122918,27.20777582130466,0.042230907498111266,0.008650254171058984,0.0003013879211024405,92.23655866887222,0.00039878679835331335
