iso_partner,negative_misalignment,positive_misalignment,theoretical_profit,reported_profit,partner_jurisdiction,etr_average_corrected,cit,tax_revenue_current_usd,gvt_health_expenditure,region_tjn,ukt,oecd,oecd_oct,nld_oct,tax_revenue_loss,tax_revenue_gain,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,tax_revenue_loss_caused_pct_of_total,tax_revenue_loss_caused_usd,tax_revenue_loss_suffered_pct_of_total
ABW,51.33751249415442,0.02502531083022459,39.210983985909834,-14.511754502717636,Aruba,0.2482157890742018,0.25,,,Caribbean/American isl.,0.0,0.0,1.0,1.0,12.834378123538604,0.006211677274551365,,,2.361061930524692e-08,0.006290618374899741,4.817135579286972e-05
AFG,19.19115422954507,0.8532368576221607,13.512388334432208,-8.773621084998094,Afghanistan,0.0682932256976626,0.2,,238944014.08000004,Asia,0.0,0.0,0.0,0.0,3.838230845909014,0.05827029729115463,0.016063306129208782,,8.050030131170687e-07,0.21447835318061895,1.4406057069048943e-05
AGO,1424.2134803174533,0.913315116970946,354.82068524580507,-1216.0709422650832,Angola,0.3510789275793332,0.3,,971570187.3100004,Africa,0.0,0.0,0.0,0.0,427.264044095236,0.32064569180815294,0.4397665239998849,,8.616850227683883e-07,0.229580239616931,0.0016036529458224576
AIA,0.6396312535133236,23.073321134336307,-23.072779914134617,-0.9992592612401064,Anguilla,0.0,0.0,,,Caribbean/American isl.,1.0,0.0,1.0,0.0,0.0,0.0,,,2.176897642176593e-05,5.799946257703122,0.0
ALB,2.754067265543311,29.89544352105611,20.574887252507942,46.28917360957009,Albania,0.094658183881579,0.15,2575126921.9287825,453366123.3900001,Europe,0.0,0.0,0.0,0.0,0.4131100898314966,2.8298483900374887,0.0009112063485081484,0.000160423195576735,2.820544131202832e-05,7.514824795390773,1.5505288162267956e-06
AND,0.012092381127773501,3107.406764377118,-3075.5456229178444,31.849049078146194,Andorra,-0.0283953210675186,0.0,,184464670.96,Europe,0.0,0.0,0.0,0.0,0.0,-88.2358127618674,0.0,,0.002931743730896901,781.1095823301316,0.0
ARE,899.2533422879153,1089.7142819494618,7851.848017895771,13605.94836715392,United Arab Emirates,0.245154294265187,0.0,2383714458.361223,12414333487.12,Asia,0.0,0.0,0.0,0.0,0.0,267.1481357420153,0.0,0.0,0.0010281122675017877,273.9217399506898,0.0
ARG,7190.709530216832,6.547901826028221,7565.522931392215,129.92889980807865,Argentina,0.2446856253439433,0.3,41914163942.44578,25792836461.36,Latin America,0.0,0.0,0.0,0.0,2157.2128590650495,1.6021774529924637,0.08363612363055725,0.05146739565239129,6.1777461351554385e-06,1.6459476496933099,0.008096681206890083
ARM,29.27781425773302,0.015673629306349558,98.08577797755014,17.714091074243104,Armenia,0.4476869049163801,0.18,2763528314.404662,297931591.84000003,Asia,0.0,0.0,0.0,0.0,5.2700065663919435,0.007016878592966303,0.01768864635618141,0.0019069848276648629,1.4787592337787545e-08,0.0039398839512837635,1.9779950294189447e-05
ATG,0.010883094193582585,0.0007609009138157504,0.08819614978178504,0.054395397504373486,Antigua and Barbuda,0.1574408279950119,0.25,,50540576.48,Caribbean/American isl.,0.0,0.0,0.0,0.0,0.0027207735483956463,0.00011979686989331294,5.38334490401453e-05,,7.178868597076663e-10,0.0001912678448791282,1.0211897247379793e-08
