year,total_positive_misalignment,total_negative_misalignment,total_profits,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2019,1162186.8677575332,1162186.8677575332,6044144.780742735,0.19228309544476496,306039.3340631637,107502.66922670024,0.39500208724534147,0.03230824265860427
