iso_partner,negative_misalignment,positive_misalignment,theoretical_profit,reported_profit,partner_jurisdiction,etr_average_corrected,cit,tax_revenue_current_usd,gvt_health_expenditure,region_tjn,ukt,oecd,oecd_oct,nld_oct,tax_revenue_loss,tax_revenue_gain,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,tax_revenue_loss_caused_pct_of_total,tax_revenue_loss_caused_usd,tax_revenue_loss_suffered_pct_of_total
ABW,1047.957626891439,0.0,6273.072691242451,65.84075442428671,Aruba,0.1518484464085109,0.25,,,Caribbean/American isl.,0.0,0.0,1.0,1.0,261.98940672285977,0.0,,,0.0,0.0,0.0009394943091233232
AFG,19.02227545335858,0.0,8.400975562370133,-20.185980194108467,Afghanistan,0.1632246056133859,0.2,1856301682.9265623,121528826.51,Asia,0.0,0.0,0.0,0.0,3.8044550906717163,0.0,0.03130496031210066,0.0020494810329933994,0.0,0.0,1.3642780262418386e-05
AGO,210.31442896360943,139.42812038931552,522.1468790136337,1378.990188228956,Angola,0.4151783578975761,0.3,6797015937.223995,1577680174.8600004,Africa,0.0,0.0,0.0,0.0,63.09432868908283,57.88753806798157,0.03999183718885336,0.009282651279886731,0.0001377874496677542,38.423705009981376,0.00022625633411222032
AIA,0.09972015492822703,0.0,0.0,-0.39942863933432754,Anguilla,0.0,0.0,,,Caribbean/American isl.,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
ALB,72.95081467892005,3.497938868687071,66.62868375415218,-40.76016736029829,Albania,0.0681972005773518,0.15,2459098973.291973,361229769.12,Europe,0.0,0.0,0.0,0.0,10.942622201838008,0.23854963863516726,0.030292692178985073,0.004449850258442108,3.4567781195380353e-06,0.9639645923511959,3.9240255604641264e-05
AND,69.705532196846,0.0,14.913791539289587,-164.99619673825728,Andorra,-0.0283953210675186,0.0,,152619926.64000002,Europe,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,,0.0,0.0,0.0
ARE,2764.76560743724,1034.4285208245708,8554.373906527484,15336.96587859367,United Arab Emirates,0.4091427688417129,0.0,256262586.2293749,8580208994.4400015,Asia,0.0,0.0,0.0,0.0,0.0,423.22894917900237,0.0,0.0,0.0010222562518236978,285.0685803343907,0.0
ARG,1457.6664747474815,0.0,17230.995685312893,16039.449754850275,Argentina,0.2594726820747657,0.35,70410525281.14273,42451562034.56999,Latin America,0.0,0.0,0.0,0.0,510.1832661616185,0.0,0.012018009272454003,0.007245838092025358,0.0,0.0,0.001829517770067029
ARM,22.59414441534746,0.0,46.88181204727365,18.207963504207555,Armenia,0.2432396860217108,0.2,2395481235.5377045,158215051.32,Asia,0.0,0.0,0.0,0.0,4.518828883069492,0.0,0.028561308455602456,0.001886397111374228,0.0,0.0,1.6204525490745572e-05
ASM,10.537328824095635,4.276763471642594,105.73794869490057,27.32812150626342,American Samoa,0.1544002408409665,0.34,,,Oceania,0.0,0.0,1.0,0.0,3.5826918001925163,0.6603333100414646,,,4.22643818151192e-06,1.1785936550891893,1.2847536851687414e-05
ATG,-0.0,0.0,0.0,0.0,Antigua and Barbuda,0.1554332616136257,0.25,,40195956.44,Caribbean/American isl.,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,,0.0,0.0,-0.0
AUS,13770.036746972202,2294.6300364552585,123249.16837927382,127788.5642944773,Australia,0.258792834755894,0.3,293091212357.3097,101865790509.26996,Oceania,0.0,1.0,0.0,0.0,4131.01102409166,593.8338118502767,0.0405534674932477,0.014094626006922082,0.0022676287951911914,632.3558503235482,0.014813810209377392
AUT,3954.8595652373747,4751.733272197857,16045.936770774535,14816.028898532335,Austria,0.093871534668659,0.25,106077073783.3033,31978803719.19,Europe,0.0,1.0,0.0,0.0,988.7148913093437,446.0524945973416,0.0309178198156309,0.009320721773765302,0.004695818944194328,1309.4861856219586,0.003545532719623367
AZE,0.9078931102744814,595.4896201687445,80.91006099740366,683.3367499723623,Azerbaijan,0.0906836059902434,0.2,5379701423.016978,410484835.47,Asia,0.0,0.0,0.0,0.0,0.18157862205489628,54.00114608666213,0.00044235159588049345,3.375254642906661e-05,0.0005884824082657474,164.10547196635002,6.511411442657573e-07
BDI,181.1498670537833,0.0,372.5069551819558,-0.10086194468109404,Burundi,0.234837038635873,0.3,391335390.36216336,63878051.94,Africa,0.0,0.0,0.0,0.0,54.34496011613499,0.0,0.8507610746674094,0.1388705480121314,0.0,0.0,0.00019488108850390347
