,iso_partner,year,median_positive_misalignment,median_negative_misalignment,avg_positive_misalignment,avg_negative_misalignment,sd_positive_misalignment,sd_negative_misalignment,percentile_2_5_positive_misalignment,percentile_2_5_negative_misalignment,percentile_97_5_positive_misalignment,percentile_97_5_negative_misalignment,gdp_current_usd,gvt_health_expenditure,population,cit,etr_average_corrected,total_avg_positive_misalignment,total_avg_negative_misalignment,loss_incurred_cit_usd,loss_incurred_etr_usd,loss_incurred_cit_2_5,loss_incurred_etr_2_5,loss_incurred_cit_97_5,loss_incurred_etr_97_5,total_loss_cit,total_loss_etr,loss_incurred_cit_share,loss_incurred_etr_share,loss_inflicted_share,loss_inflicted_cit_usd,loss_inflicted_etr_usd
0,ABW,2016.0,1.5789786479789554,0.0,1.5748568201261965,0.0,0.06789494939728712,0.0,1.5262019630032968,0.0,1.6231327646253557,0.0,2983798882.68156,,104874.0,0.25,,68914.9822532678,-75094.9754490164,0.0,,0.0,,0.0,,-20932.115200693603,-26426.871769237463,-0.0,,2.2852168986106362e-05,-0.4783442338028959,-0.6039113394447782
1,ABW,2017.0,0.0,-243.97118366014107,0.0,-243.9655466374456,0.0,0.2419469285080064,0.0,-244.3592856080553,0.0,-243.49799155631194,3092178770.94972,,105439.0,0.25,0.1530010839899009,226138.27945314773,-243153.17922322106,-60.9913866593614,-37.3269930917179,-61.089821402013825,-37.38723558103025,-60.874497889077986,-37.25545665747946,-63515.85448224147,-54098.112445659346,0.0009602545247409702,0.0006899869774423691,0.0,-0.0,-0.0
2,ABW,2017.0,0.0,-243.97118366014107,0.0,-243.9655466374456,0.0,0.2419469285080064,0.0,-244.3592856080553,0.0,-243.49799155631194,3092178770.94972,,105439.0,0.25,0.1530010839899009,226138.27945314773,-243153.17922322106,-60.9913866593614,-37.3269930917179,-61.089821402013825,-37.38723558103025,-60.874497889077986,-37.25545665747946,-63515.85448224147,-54098.112445659346,0.0009602545247409702,0.0006899869774423691,0.0,-0.0,-0.0
3,ABW,2017.0,0.0,-243.97118366014107,0.0,-243.9655466374456,0.0,0.2419469285080064,0.0,-244.3592856080553,0.0,-243.49799155631194,3092178770.94972,,105439.0,0.25,0.1530010839899009,226138.27945314773,-243153.17922322106,-60.9913866593614,-37.3269930917179,-61.089821402013825,-37.38723558103025,-60.874497889077986,-37.25545665747946,-63515.85448224147,-54098.112445659346,0.0009602545247409702,0.0006899869774423691,0.0,-0.0,-0.0
4,ABW,2017.0,0.0,-243.97118366014107,0.0,-243.9655466374456,0.0,0.2419469285080064,0.0,-244.3592856080553,0.0,-243.49799155631194,3092178770.94972,,105439.0,0.25,0.1530010839899009,226138.27945314773,-243153.17922322106,-60.9913866593614,-37.3269930917179,-61.089821402013825,-37.38723558103025,-60.874497889077986,-37.25545665747946,-63515.85448224147,-54098.112445659346,0.0009602545247409702,0.0006899869774423691,0.0,-0.0,-0.0
5,ABW,2018.0,3.2105950331150286,-0.00032261549213679226,3.201995041415811,-0.00032262945022529645,0.1424146247176194,1.0835351599767533e-06,3.100025724914245,-0.00032467280718542193,3.3033527508514497,-0.00032063511347144556,3276187709.49721,,105962.0,0.25,0.0071498717686041,315454.7143275142,-324350.0293830207,-8.065736255632411e-05,-2.306759197886109e-06,-8.116820179635548e-05,-2.3213689381284908e-06,-8.015877836786139e-05,-2.2924999458326607e-06,-84811.67796124918,-69124.55903933146,9.510171770587632e-10,3.3371051185636884e-11,1.0150411123960594e-05,-0.8608733994196273,-0.7016426930117009
6,ABW,2018.0,3.2105950331150286,-0.00032261549213679226,3.201995041415811,-0.00032262945022529645,0.1424146247176194,1.0835351599767533e-06,3.100025724914245,-0.00032467280718542193,3.3033527508514497,-0.00032063511347144556,3276187709.49721,,105962.0,0.25,0.0071498717686041,315454.7143275142,-324350.0293830207,-8.065736255632411e-05,-2.306759197886109e-06,-8.116820179635548e-05,-2.3213689381284908e-06,-8.015877836786139e-05,-2.2924999458326607e-06,-84811.67796124918,-69124.55903933146,9.510171770587632e-10,3.3371051185636884e-11,1.0150411123960594e-05,-0.8608733994196273,-0.7016426930117009
7,ABW,2018.0,3.2105950331150286,-0.00032261549213679226,3.201995041415811,-0.00032262945022529645,0.1424146247176194,1.0835351599767533e-06,3.100025724914245,-0.00032467280718542193,3.3033527508514497,-0.00032063511347144556,3276187709.49721,,105962.0,0.25,0.0071498717686041,315454.7143275142,-324350.0293830207,-8.065736255632411e-05,-2.306759197886109e-06,-8.116820179635548e-05,-2.3213689381284908e-06,-8.015877836786139e-05,-2.2924999458326607e-06,-84811.67796124918,-69124.55903933146,9.510171770587632e-10,3.3371051185636884e-11,1.0150411123960594e-05,-0.8608733994196273,-0.7016426930117009
8,ABW,2018.0,3.2105950331150286,-0.00032261549213679226,3.201995041415811,-0.00032262945022529645,0.1424146247176194,1.0835351599767533e-06,3.100025724914245,-0.00032467280718542193,3.3033527508514497,-0.00032063511347144556,3276187709.49721,,105962.0,0.25,0.0071498717686041,315454.7143275142,-324350.0293830207,-8.065736255632411e-05,-2.306759197886109e-06,-8.116820179635548e-05,-2.3213689381284908e-06,-8.015877836786139e-05,-2.2924999458326607e-06,-84811.67796124918,-69124.55903933146,9.510171770587632e-10,3.3371051185636884e-11,1.0150411123960594e-05,-0.8608733994196273,-0.7016426930117009
9,ABW,2019.0,2.7508780535022703,-0.0037364571438619006,2.743590444284532,-0.0037260513724526262,0.12171338824564991,0.0001553739982817958,2.6564728183638975,-0.0038395883898790124,2.830287230779688,-0.0036177803930846773,3395793854.7486,,106442.0,0.25,0.0,416579.0747244024,-433162.3941173238,-0.0009315128431131566,-0.0,-0.0009598970974697531,-0.0,-0.0009044450982711693,-0.0,-114746.9369223803,,8.117975678455552e-09,,6.586001579891208e-06,-0.7557235078584734,
