,iso_partner,year,median_positive_misalignment,median_negative_misalignment,avg_positive_misalignment,avg_negative_misalignment,sd_positive_misalignment,sd_negative_misalignment,percentile_2_5_positive_misalignment,percentile_2_5_negative_misalignment,percentile_97_5_positive_misalignment,percentile_97_5_negative_misalignment,gdp_current_usd,gvt_health_expenditure,population,cit,etr_average_corrected,total_avg_positive_misalignment,total_avg_negative_misalignment,loss_incurred_cit_usd,loss_incurred_etr_usd,loss_incurred_cit_2_5,loss_incurred_etr_2_5,loss_incurred_cit_97_5,loss_incurred_etr_97_5,total_loss_cit,total_loss_etr,loss_incurred_cit_share,loss_incurred_etr_share,loss_inflicted_share,loss_inflicted_cit_usd,loss_inflicted_etr_usd
0,ABW,2016.0,1.5682577925520709,0.0,1.5641487393756448,0.0,0.06789051527195482,0.0,1.515497531877189,0.0,1.6124243865077688,0.0,2983798882.68156,,104874.0,0.25,,59411.20646691674,-66134.91425413436,0.0,,0.0,,0.0,,-18012.753531197566,-22226.658825834867,-0.0,,2.6327503385184485e-05,-0.47423082956909773,-0.5851724354785081
1,ABW,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092178770.94972,,105439.0,0.25,0.1530010839899009,182003.8758960572,-203599.66787192062,0.0,0.0,0.0,0.0,0.0,0.0,-52168.10991066822,-43178.85679160839,-0.0,-0.0,0.0,-0.0,-0.0
2,ABW,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092178770.94972,,105439.0,0.25,0.1530010839899009,182003.8758960572,-203599.66787192062,0.0,0.0,0.0,0.0,0.0,0.0,-52168.10991066822,-43178.85679160839,-0.0,-0.0,0.0,-0.0,-0.0
3,ABW,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092178770.94972,,105439.0,0.25,0.1530010839899009,182003.8758960572,-203599.66787192062,0.0,0.0,0.0,0.0,0.0,0.0,-52168.10991066822,-43178.85679160839,-0.0,-0.0,0.0,-0.0,-0.0
4,ABW,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092178770.94972,,105439.0,0.25,0.1530010839899009,182003.8758960572,-203599.66787192062,0.0,0.0,0.0,0.0,0.0,0.0,-52168.10991066822,-43178.85679160839,-0.0,-0.0,0.0,-0.0,-0.0
5,ABW,2018.0,3.149208722761694,-0.0002589573422404688,3.1405206396292886,-0.0002589587782425736,0.1423934878776911,8.851344338142833e-07,3.0385915045717318,-0.00026065248787325297,3.24189648863634,-0.0002573309493770954,3276187709.49721,,105962.0,0.25,0.0071498717686041,235507.76156705912,-251699.8564804962,-6.47396945606434e-05,-1.8515220577887868e-06,-6.516312196831324e-05,-1.8636318644613939e-06,-6.433273734427385e-05,-1.839883290139385e-06,-66099.84018759435,-52446.36829993126,9.79422860583463e-10,3.530315096748489e-11,1.3335104621318599e-05,-0.8814482843540103,-0.6993778082877906
6,ABW,2018.0,3.149208722761694,-0.0002589573422404688,3.1405206396292886,-0.0002589587782425736,0.1423934878776911,8.851344338142833e-07,3.0385915045717318,-0.00026065248787325297,3.24189648863634,-0.0002573309493770954,3276187709.49721,,105962.0,0.25,0.0071498717686041,235507.76156705912,-251699.8564804962,-6.47396945606434e-05,-1.8515220577887868e-06,-6.516312196831324e-05,-1.8636318644613939e-06,-6.433273734427385e-05,-1.839883290139385e-06,-66099.84018759435,-52446.36829993126,9.79422860583463e-10,3.530315096748489e-11,1.3335104621318599e-05,-0.8814482843540103,-0.6993778082877906
7,ABW,2018.0,3.149208722761694,-0.0002589573422404688,3.1405206396292886,-0.0002589587782425736,0.1423934878776911,8.851344338142833e-07,3.0385915045717318,-0.00026065248787325297,3.24189648863634,-0.0002573309493770954,3276187709.49721,,105962.0,0.25,0.0071498717686041,235507.76156705912,-251699.8564804962,-6.47396945606434e-05,-1.8515220577887868e-06,-6.516312196831324e-05,-1.8636318644613939e-06,-6.433273734427385e-05,-1.839883290139385e-06,-66099.84018759435,-52446.36829993126,9.79422860583463e-10,3.530315096748489e-11,1.3335104621318599e-05,-0.8814482843540103,-0.6993778082877906
8,ABW,2018.0,3.149208722761694,-0.0002589573422404688,3.1405206396292886,-0.0002589587782425736,0.1423934878776911,8.851344338142833e-07,3.0385915045717318,-0.00026065248787325297,3.24189648863634,-0.0002573309493770954,3276187709.49721,,105962.0,0.25,0.0071498717686041,235507.76156705912,-251699.8564804962,-6.47396945606434e-05,-1.8515220577887868e-06,-6.516312196831324e-05,-1.8636318644613939e-06,-6.433273734427385e-05,-1.839883290139385e-06,-66099.84018759435,-52446.36829993126,9.79422860583463e-10,3.530315096748489e-11,1.3335104621318599e-05,-0.8814482843540103,-0.6993778082877906
9,ABW,2019.0,2.6952976543190195,-0.0031145691001006615,2.68795012471594,-0.0031062831431474666,0.12169266968029269,0.00012994373323169933,2.600881208273508,-0.0032005211870534977,2.7746913075350683,-0.003013313753690209,3395793854.7486,,106442.0,0.25,0.0,310557.5078053711,-339523.0258689146,-0.0007765707857868666,-0.0,-0.0008001302967633744,-0.0,-0.0007533284384225522,-0.0,-87252.79146445105,,8.900240012415659e-09,,8.655241161970235e-06,-0.7551939521799219,
