,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_befit_pct_total,additional_revenue_through_minimum_tax,tax_revenue_incl_mintax,tax_revenue_befit_mintax_pct_total,tax_revenue_befit_pct_total_eu,tax_revenue_befit_mintax_pct_total_eu,etr_average_corrected_4yrs
0,Austria,1985.6532548085966,4155.964799690495,-2170.3115448818985,-225.00138881732084,-0.00212111232703267,1170.64268457454,945.6412957572192,0.008914662349085797,0.0040152119950173995,0.0072522130156971055,0.10367239180380654
1,Belgium,7203.691241675843,3650.6578189998154,3553.033422676028,670.4919221935196,0.0056874573486899276,0.0,670.4919221935196,0.0056874573486899276,0.0040152119950173995,0.0072522130156971055,0.1887097143287009
2,Bulgaria,534.0583962641736,297.95902538524456,236.099370878929,22.303867408605374,0.0018323502663085023,67.2516923676889,89.55555977629427,0.0073573408054868165,0.0040152119950173995,0.0072522130156971055,0.09446813570732777
12,Croatia,245.48175700858164,200.8292998701827,44.652457138398944,8.014610205026592,8.977319598745117e-05,0.0,8.014610205026592,8.977319598745117e-05,0.0040152119950173995,0.0072522130156971055,0.17948867136662938
3,Cyprus,366.89707169628895,1331.4350330385028,-964.5379613422137,-43.46617861334963,-0.007952319099541362,27.549291784549467,-15.916886828800166,-0.0029120609902208187,0.0040152119950173995,0.0072522130156971055,0.045064248744407925
4,Czechia,1437.6722439774903,3314.149884472318,-1876.4776404948275,-297.4231805847961,-0.009066003138077,0.0,-297.4231805847961,-0.009066003138077,0.0040152119950173995,0.0072522130156971055,0.1585007858161132
6,Denmark,818.9643767579207,6384.5246433851735,-5565.5602666272525,-991.3526134138701,-0.008936898684781931,0.0,-991.3526134138701,-0.008936898684781931,0.0040152119950173995,0.0072522130156971055,0.17812269851039328
8,Estonia,181.79008214492475,5.505402421871292,176.28467972305347,18.570303607364583,0.003293510173404101,13.398913144672495,31.969216752037077,0.005669855638054232,0.0040152119950173995,0.0072522130156971055,0.10534269703152241
9,Finland,643.801773503035,2808.4205833022547,-2164.61880979922,-343.9690117688648,-0.006489274821117632,0.0,-343.9690117688648,-0.006489274821117632,0.0040152119950173995,0.0072522130156971055,0.15890512002007862
10,France,24243.56313328785,2824.2297283952034,21419.333404892648,5208.613018189172,0.008493915944959988,0.0,5208.613018189172,0.008493915944959988,0.0040152119950173995,0.0072522130156971055,0.2431734414759803
5,Germany,39264.22559809653,8236.54217217315,31027.683425923376,6448.374656355622,0.015299993203391085,0.0,6448.374656355622,0.015299993203391085,0.0040152119950173995,0.0072522130156971055,0.2078264937745258
11,Greece,306.3066270533295,252.57602948065878,53.730597572670746,13.117191644363414,0.00024807525310149376,0.0,13.117191644363414,0.00024807525310149376,0.0040152119950173995,0.0072522130156971055,0.24412889930402104
