,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_befit_pct_total,additional_revenue_through_minimum_tax,tax_revenue_incl_mintax,tax_revenue_befit_mintax_pct_total,tax_revenue_befit_pct_total_eu,tax_revenue_befit_mintax_pct_total_eu,etr_average_corrected_4yrs
5,Germany,35207.40479711321,8876.791726519315,26330.613070593892,5472.198993395229,0.012983831099830747,0.0,5472.198993395229,0.012983831099830747,0.004065260798451624,0.007214857572337678,0.2078264937745258
11,Greece,439.76520199332003,156.35723632493136,283.40796566838867,69.1880747126155,0.001308500295740714,0.0,69.1880747126155,0.001308500295740714,0.004065260798451624,0.007214857572337678,0.24412889930402104
13,Hungary,13802.078113238445,1257.3461517625678,12544.731961475878,2312.609635938454,0.07062281700788747,0.0,2312.609635938454,0.07062281700788747,0.004065260798451624,0.007214857572337678,0.18434906724514644
14,Ireland,1018.6599391874041,13225.578949183335,-12206.91900999593,-1472.937392957617,-0.02399445836931902,1046.0037974136867,-426.9335955439303,-0.006954837614769746,0.004065260798451624,0.007214857572337678,0.12066414070179926
15,Italy,14677.100289326705,1555.3977060760942,13121.702583250611,3545.028796221393,0.007320756827519328,0.0,3545.028796221393,0.007320756827519328,0.004065260798451624,0.007214857572337678,0.27016530619635415
18,Latvia,119.9496155016906,87.72289508881961,32.22672041287099,2.371471840072512,0.0003313291921535392,33.85689086144064,36.22836270151315,0.005061630479479247,0.004065260798451624,0.007214857572337678,0.07358712924214816
16,Lithuania,221.75053110291236,7.275170407731384,214.47536069518097,29.62307316014092,0.0037251705730441407,5.748967901772076,35.372041061912995,0.004448116701465166,0.004065260798451624,0.007214857572337678,0.1381187706789413
17,Luxembourg,12681.923427783233,31498.579626195296,-18816.656198412064,-534.5496015741111,-0.03317832731864804,2176.8780164377076,1642.3284148635967,0.10193574095388457,0.004065260798451624,0.007214857572337678,0.028408320582443424
19,Malta,455.88772565655313,5143.318568031855,-4687.430842375302,-228.13326621573512,-0.06752783404545433,59.881443624422516,-168.2518225913126,-0.049802825086663,0.004065260798451624,0.007214857572337678,0.04866914817246268
20,Netherlands,6968.390652423107,43085.89083194844,-36117.500179525334,-2480.1409285823875,-0.012883626721802951,4696.939932630254,2216.799004047866,0.011515640323609341,0.004065260798451624,0.007214857572337678,0.06866867629970569
21,Poland,8334.352252321736,1228.693104077168,7105.659148244568,1252.3891781733007,0.01416352815611332,0.0,1252.3891781733007,0.01416352815611332,0.004065260798451624,0.007214857572337678,0.17625235773977418
22,Portugal,1744.889330058448,1359.6744416264837,385.21488843196425,58.23630832906067,0.0011760382880106445,0.0,58.23630832906067,0.0011760382880106445,0.004065260798451624,0.007214857572337678,0.15117875782557202
23,Romania,4118.875056809844,289.8460962280908,3829.0289605817534,577.1784324795258,0.017621113806881295,0.0,577.1784324795258,0.017621113806881295,0.004065260798451624,0.007214857572337678,0.15073754688756225
24,Slovak Republic,1349.3293299182537,320.0048595395316,1029.3244703787223,230.08062608536275,0.012956267454361323,0.0,230.08062608536275,0.012956267454361323,0.004065260798451624,0.007214857572337678,0.22352584894897964
25,Slovenia,285.7710999215405,218.22716186936614,67.54393805217435,19.14100138324325,0.0021481813003699484,0.0,19.14100138324325,0.0021481813003699484,0.004065260798451624,0.007214857572337678,0.2833859252988443
7,Spain,7936.934035162499,8158.676889637774,-221.74285447527564,-33.982227244995094,-0.00018867409756292947,0.0,-33.982227244995094,-0.00018867409756292947,0.004065260798451624,0.007214857572337678,0.1532506078962924
26,Sweden,1803.3106288578233,9943.053717442699,-8139.743088584875,-1392.1267552186112,-0.009148230627380467,0.0,-1392.1267552186112,-0.009148230627380467,0.004065260798451624,0.007214857572337678,0.17102834082944474
