,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_befit_pct_total,additional_revenue_through_minimum_tax,tax_revenue_incl_mintax,tax_revenue_befit_mintax_pct_total,tax_revenue_befit_pct_total_eu,tax_revenue_befit_mintax_pct_total_eu,etr_average_corrected_4yrs
0,Austria,1884.9737486694687,4289.2229425122405,-2404.249193842772,-249.25426441805388,-0.0023497467975713004,1159.8049128311422,910.5506484130883,0.008583859036997698,0.004065260798451624,0.007214857572337678,0.10367239180380654
1,Belgium,6625.163795617461,4005.917857652646,2619.245937964815,494.2771527099504,0.004192713038619381,0.0,494.2771527099504,0.004192713038619381,0.004065260798451624,0.007214857572337678,0.1887097143287009
2,Bulgaria,844.4454547880173,237.27476104643708,607.1706937415802,57.358283493891946,0.004712208161463566,87.85797471180001,145.21625820569196,0.011930085689662102,0.004065260798451624,0.007214857572337678,0.09446813570732777
12,Croatia,361.489193579569,123.91553985073658,237.57365372883243,42.64177945950381,0.00047763880297894084,0.0,42.64177945950381,0.00047763880297894084,0.004065260798451624,0.007214857572337678,0.17948867136662938
3,Cyprus,369.67752442699515,1330.3819028129365,-960.7043783859413,-43.29342107742585,-0.007920712386084052,27.951571692066565,-15.341849385359282,-0.0028068554858422506,0.004065260798451624,0.007214857572337678,0.045064248744407925
4,Czechia,2044.5188065347088,2565.2109720580243,-520.6921655233155,-82.53011740373918,-0.002515669094443174,0.0,-82.53011740373918,-0.002515669094443174,0.004065260798451624,0.007214857572337678,0.1585007858161132
6,Denmark,685.6034169205479,6790.432784539708,-6104.829367619161,-1087.4086809058226,-0.009802830071473874,0.0,-1087.4086809058226,-0.009802830071473874,0.004065260798451624,0.007214857572337678,0.17812269851039328
8,Estonia,220.567977269113,5.9426275240134565,214.62534974509953,22.609213193482553,0.004009825323257845,15.111104061861433,37.720317255343986,0.006689834008703974,0.004065260798451624,0.007214857572337678,0.10534269703152241
9,Finland,564.1473816747969,2863.9137719478367,-2299.76639027304,-365.4446542644804,-0.0068944315106620035,0.0,-365.4446542644804,-0.0068944315106620035,0.004065260798451624,0.007214857572337678,0.15890512002007862
10,France,26555.52641860088,2697.837452554241,23857.688966046637,5801.556331537083,0.00946085486826172,0.0,5801.556331537083,0.00946085486826172,0.004065260798451624,0.007214857572337678,0.2431734414759803
