,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_befit_pct_total,additional_revenue_through_minimum_tax,tax_revenue_incl_mintax,tax_revenue_befit_mintax_pct_total,tax_revenue_befit_pct_total_eu,tax_revenue_befit_mintax_pct_total_eu,etr_average_corrected_4yrs
0,Austria,3158.2796618824464,6600.0151262029585,-3441.735464320512,-356.81294754209216,-0.003137084618694352,823.8633881559044,467.05044061381227,0.004106288080342622,0.0037870166974672084,0.005942976823311388,0.10367239180380654
1,Belgium,8583.514254429605,4388.8992416101455,4194.6150128194595,791.5646007880403,0.006526297821376174,0.0,791.5646007880403,0.006526297821376174,0.0037870166974672084,0.005942976823311388,0.1887097143287009
2,Bulgaria,1014.7460196142073,695.9586299595763,318.78738965463094,30.115250387678454,0.0021345057344882663,95.3450237029405,125.46027409061895,0.008892360881929224,0.0037870166974672084,0.005942976823311388,0.09446813570732777
12,Croatia,223.76992100302854,438.2807684044566,-214.51084740142804,-38.5022669938121,-0.0003944557005986755,0.0,-38.5022669938121,-0.0003944557005986755,0.0037870166974672084,0.005942976823311388,0.17948867136662938
3,Cyprus,1908.1097651689397,752.803056714885,1155.3067084540548,52.063028885856696,0.008611867411874325,32.3008437873336,84.36387267319029,0.01395482555205561,0.0037870166974672084,0.005942976823311388,0.045064248744407925
4,Czechia,2994.6844660589572,2890.464641211821,104.21982484713635,16.518924135888792,0.0004428872707910082,0.0,16.518924135888792,0.0004428872707910082,0.0037870166974672084,0.005942976823311388,0.1585007858161132
6,Denmark,6757.951400657845,8687.932826195625,-1929.9814255377805,-343.7734995917251,-0.0028481762128275663,0.0,-343.7734995917251,-0.0028481762128275663,0.0037870166974672084,0.005942976823311388,0.17812269851039328
8,Estonia,287.820278970263,11.727643616093028,276.09263535417,29.084342838748924,0.00439456368882803,16.563956928906585,45.64829976765551,0.0068973317268290375,0.0037870166974672084,0.005942976823311388,0.10534269703152241
9,Finland,1975.802757433149,1096.781374627186,879.021382805963,139.680998334997,0.00251686776351068,0.0,139.680998334997,0.00251686776351068,0.0037870166974672084,0.005942976823311388,0.15890512002007862
10,France,37457.203414941665,5396.917511625323,32060.28590331634,7796.210057813292,0.011653992180246793,0.0,7796.210057813292,0.011653992180246793,0.0037870166974672084,0.005942976823311388,0.2431734414759803
