,partner_jurisdiction,sum_negative_misalignment,sum_positive_misalignment,net_misalignment,tax_revenue,tax_revenue_befit_pct_total,additional_revenue_through_minimum_tax,tax_revenue_incl_mintax,tax_revenue_befit_mintax_pct_total,tax_revenue_befit_pct_total_eu,tax_revenue_befit_mintax_pct_total_eu,etr_average_corrected_4yrs
0,Austria,2118.2992640720804,4697.138001701009,-2578.8387376289284,-267.3543800063001,-0.002520378536765213,1151.716596851465,884.362216845165,0.008336977871879762,0.0033751562452308563,0.007057368707681084,0.10367239180380654
1,Belgium,8244.453236490877,3453.1097740408086,4791.343462450069,904.1730560496411,0.007669660918946509,0.0,904.1730560496411,0.007669660918946509,0.0033751562452308563,0.007057368707681084,0.1887097143287009
2,Bulgaria,329.0937009139756,363.54078427845394,-34.44708336447832,-3.2541517459971705,-0.0002673413408154328,52.22774338578036,48.97359163978319,0.004023372809713616,0.0033751562452308563,0.007057368707681084,0.09446813570732777
12,Croatia,167.5078266096655,325.66947577313,-158.1616491634645,-28.388224269505212,-0.00031798197989512246,0.0,-28.388224269505212,-0.00031798197989512246,0.0033751562452308563,0.007057368707681084,0.17948867136662938
3,Cyprus,383.2819756143583,1301.8458426904015,-918.5638670760432,-41.39439059354007,-0.00757327681964164,32.373617904665494,-9.020772688874573,-0.0016503880772331405,0.0033751562452308563,0.007057368707681084,0.045064248744407925
4,Czechia,398.1955914297708,3960.8927456305596,-3562.6971542007886,-564.6902985656552,-0.01721279427101779,0.0,-564.6902985656552,-0.01721279427101779,0.0033751562452308563,0.007057368707681084,0.1585007858161132
6,Denmark,611.467348988798,4243.643980885076,-3632.176631896278,-646.9731031397565,-0.005832367813736859,0.0,-646.9731031397565,-0.005832367813736859,0.0033751562452308563,0.007057368707681084,0.17812269851039328
8,Estonia,106.40156491415264,9.78105020129172,96.62051471286092,10.178265608426662,0.0018051520340070315,9.841326392081534,20.019592000508197,0.003550546685457787,0.0033751562452308563,0.007057368707681084,0.10534269703152241
9,Finland,518.5949269973062,2979.5263261316913,-2460.931399134385,-391.05459934062947,-0.007377585417167201,0.0,-391.05459934062947,-0.007377585417167201,0.0033751562452308563,0.007057368707681084,0.15890512002007862
10,France,24411.878116605458,3016.4175763566695,21395.460540248787,5202.807771535834,0.008484449072120518,0.0,5202.807771535834,0.008484449072120518,0.0033751562452308563,0.007057368707681084,0.2431734414759803
5,Germany,37360.686258859925,9722.587082803566,27638.09917605636,5743.929246352403,0.013628562717479985,0.0,5743.929246352403,0.013628562717479985,0.0033751562452308563,0.007057368707681084,0.2078264937745258
11,Greece,386.2528043052106,303.9497364998493,82.30306780536131,20.092557352667068,0.0003799949246652225,0.0,20.092557352667068,0.0003799949246652225,0.0033751562452308563,0.007057368707681084,0.24412889930402104
13,Hungary,12726.36824198807,2508.822805315492,10217.545436672577,1883.594970785492,0.057521503357733636,0.0,1883.594970785492,0.057521503357733636,0.0033751562452308563,0.007057368707681084,0.18434906724514644
14,Ireland,1993.094041161756,8149.45049848123,-6156.356457319474,-742.8514617764275,-0.012101205767063552,1223.502249133965,480.6507873575375,0.007829901910679985,0.0033751562452308563,0.007057368707681084,0.12066414070179926
15,Italy,14362.70122072492,1278.7119326566544,13083.989288068267,3534.8399722807812,0.007299716123278186,0.0,3534.8399722807812,0.007299716123278186,0.0033751562452308563,0.007057368707681084,0.27016530619635415
18,Latvia,64.55824808565646,123.43357504737234,-58.875326961715885,-4.332466294305517,-0.0006053087087387858,26.895521889630636,22.563055595325118,0.003152387836359835,0.0033751562452308563,0.007057368707681084,0.07358712924214816
16,Lithuania,103.09101814915887,122.26277346666504,-19.171755317506168,-2.647979276211408,-0.00033298957283898947,2.9729529362213327,0.3249736600099249,4.086619604721878e-05,0.0033751562452308563,0.007057368707681084,0.1381187706789413
17,Luxembourg,14257.698478490534,25197.910619072,-10940.212140581467,-310.79305372957793,-0.01929024665744229,3134.5880772677638,2823.795023538186,0.17526679525310648,0.0033751562452308563,0.007057368707681084,0.028408320582443424
19,Malta,489.0532323996749,4995.91121091576,-4506.8579785160855,-219.34493874864498,-0.064926474197419,78.17904573621468,-141.1658930124303,-0.041785343954209596,0.0033751562452308563,0.007057368707681084,0.04866914817246268
20,Netherlands,9502.006083495067,39776.982495587865,-30274.976412092798,-2078.9425552232256,-0.010799515281124281,5172.120124385972,3093.1775691627467,0.016068177709613104,0.0033751562452308563,0.007057368707681084,0.06866867629970569
21,Poland,2280.663336634005,1522.3525916526391,758.310744981366,133.6540567023704,0.0015115213611506004,0.0,133.6540567023704,0.0015115213611506004,0.0033751562452308563,0.007057368707681084,0.17625235773977418
22,Portugal,691.6137910548997,2143.732370671331,-1452.1185796164314,-219.5294830818461,-0.004433232202711643,0.0,-219.5294830818461,-0.004433232202711643,0.0033751562452308563,0.007057368707681084,0.15117875782557202
23,Romania,1013.2747727497199,898.316534072149,114.95823867757088,17.32852289277191,0.0005290354885350179,0.0,17.32852289277191,0.0005290354885350179,0.0033751562452308563,0.007057368707681084,0.15073754688756225
24,Slovak Republic,159.45200735920335,702.8213435232825,-543.3693361640792,-121.45709215891931,-0.006839474479072973,0.0,-121.45709215891931,-0.006839474479072973,0.0033751562452308563,0.007057368707681084,0.22352584894897964
25,Slovenia,113.49239529413721,214.04375001329055,-100.55135471915334,-28.494838697139585,-0.003197955970048703,0.0,-28.494838697139585,-0.003197955970048703,0.0033751562452308563,0.007057368707681084,0.2833859252988443
7,Spain,6598.961178616958,8928.932940053968,-2329.97176143701,-357.069588821417,-0.001982500498049885,0.0,-357.069588821417,-0.001982500498049885,0.0033751562452308563,0.007057368707681084,0.1532506078962924
26,Sweden,1308.8021620979846,9759.155006581146,-8450.35284448316,-1445.249826415334,-0.00949732391584762,0.0,-1445.249826415334,-0.00949732391584762,0.0033751562452308563,0.007057368707681084,0.17102834082944474
